plotnum,plot,Side,Time_Stamp,SoilMoisture
1,1,2,5/1/15 12:46,0.3921
2,2,1,5/1/15 12:47,0.4769
2,2,2,5/1/15 12:47,0.5071
3,3,1,5/1/15 12:44,0.5114
3,3,2,5/1/15 12:45,0.4933
4,4,1,5/1/15 12:48,0.4465
4,4,2,5/1/15 12:48,0.3999
5,5,1,5/1/15 12:52,0.3017
5,5,2,5/1/15 12:53,0.2637
6,6,1,5/1/15 12:53,0.3306
6,6,2,5/1/15 12:54,0.2239
7,7,1,5/1/15 12:56,0.2467
7,7,2,5/1/15 12:56,0.2888
8,8,1,5/1/15 12:54,0.2418
8,8,2,5/1/15 12:55,0.2876
9,9,1,5/1/15 12:57,0.1403
9,9,2,5/1/15 12:57,0.2146
10,10,1,5/1/15 12:59,0.2039
10,10,2,5/1/15 12:59,0.3115
11,11,1,5/1/15 13:00,0.201
11,11,2,5/1/15 13:00,0.2089
12,12,1,5/1/15 12:58,0.1604
12,12,2,5/1/15 12:58,0.1618
1,1,1,5/22/15 14:54,0.2667
1,1,2,5/22/15 14:54,0.2568
2,2,1,5/22/15 14:53,0.3062
2,2,2,5/22/15 14:53,0.2931
3,3,1,5/22/15 14:56,0.2814
3,3,2,5/22/15 14:56,0.3074
4,4,1,5/22/15 14:52,0.3584
4,4,2,5/22/15 14:52,0.3514
5,5,1,5/22/15 14:50,0.0757
5,5,2,5/22/15 14:50,0.2404
6,6,1,5/22/15 14:49,0.1505
6,6,2,5/22/15 14:49,0.0651
7,7,1,5/22/15 14:47,0.0561
7,7,2,5/22/15 14:47,0.07
8,8,1,5/22/15 14:48,0.0774
8,8,2,5/22/15 14:48,0.1659
9,9,1,5/22/15 14:45,0.0904
9,9,2,5/22/15 14:46,0.0787
10,10,1,5/22/15 14:43,0.0472
10,10,2,5/22/15 14:43,0.1144
11,11,1,5/22/15 14:44,0.0732
11,11,2,5/22/15 14:44,0.09620001
12,12,1,5/22/15 14:42,0.0844
12,12,2,5/22/15 14:42,0.06429999
1,1,1,6/3/15 14:25,0.193
1,1,2,6/3/15 14:25,0.1901
2,2,1,6/3/15 14:26,0.2361
2,2,2,6/3/15 14:26,0.2368
3,3,1,6/3/15 14:24,0.1837
3,3,2,6/3/15 14:24,0.2052
4,4,1,6/3/15 14:27,0.3217
4,4,2,6/3/15 14:28,0.3016
5,5,1,6/3/15 14:29,0.0987
5,5,2,6/3/15 14:29,0.2282
6,6,1,6/3/15 14:30,0.1574
6,6,2,6/3/15 14:30,0.1489
7,7,1,6/3/15 14:33,0.0397
7,7,2,6/3/15 14:33,0.0496
8,8,1,6/3/15 14:31,0.0477
8,8,2,6/3/15 14:32,0.0841
9,9,1,6/3/15 14:34,0.0684
9,9,2,6/3/15 14:34,0.0513
10,10,1,6/3/15 14:36,0.0607
10,10,2,6/3/15 14:36,0.1063
11,11,1,6/3/15 14:37,0.0525
11,11,1,6/3/15 14:37,0.0927
12,12,1,6/3/15 14:35,0.0773
12,12,2,6/3/15 14:35,0.047
1,1,1,6/18/15 14:31,0.1035
1,1,2,6/18/15 14:31,0.1368
2,2,1,6/18/15 14:32,0.1111
2,2,2,6/18/15 14:32,0.1337
3,3,1,6/18/15 14:29,0.1502
3,3,2,6/18/15 14:29,0.1369
4,4,1,6/18/15 14:33,0.1678
4,4,2,6/18/15 14:33,0.1649
5,5,1,6/18/15 14:35,0.0197
5,5,2,6/18/15 14:35,0.0758
6,6,1,6/18/15 14:36,0.0734
6,6,2,6/18/15 14:36,0.0274
7,7,1,6/18/15 14:39,0.0183
7,7,2,6/18/15 14:39,0.0142
8,8,1,6/18/15 14:37,0.018
8,8,2,6/18/15 14:37,0.0338
9,9,1,6/18/15 14:40,0.0272
9,9,2,6/18/15 14:40,0.0176
10,10,1,6/18/15 14:43,0.0243
10,10,2,6/18/15 14:43,0.0258
11,11,1,6/18/15 14:43,0.0218
11,11,2,6/18/15 14:44,0.0361
12,12,1,6/18/15 14:41,0.045
12,12,2,6/18/15 14:42,0.0268
1,1,1,7/1/15 15:24,0.319
1,1,2,7/1/15 15:24,0.311
2,2,1,7/1/15 15:25,0.3046
2,2,2,7/1/15 15:25,0.3593
3,3,1,7/1/15 15:22,0.3962
3,3,2,7/1/15 15:23,0.2668
4,4,1,7/1/15 15:26,0.3355
4,4,2,7/1/15 15:26,0.3509
5,5,1,7/1/15 15:27,0.1415
5,5,2,7/1/15 15:28,0.2468
6,6,1,7/1/15 15:28,0.211
6,6,2,7/1/15 15:29,0.1567
7,7,1,7/1/15 15:31,0.1527
7,7,2,7/1/15 15:31,0.1263
8,8,1,7/1/15 15:29,0.1696
8,8,2,7/1/15 15:30,0.1512
9,9,1,7/1/15 15:32,0.1016
9,9,2,7/1/15 15:33,0.1672
10,10,1,7/1/15 15:35,0.1074
10,10,2,7/1/15 15:35,0.09920001
11,11,1,7/1/15 15:35,0.1099
11,11,2,7/1/15 15:36,0.1427
12,12,1,7/1/15 15:33,0.1484
12,12,2,7/1/15 15:34,0.092
1,1,1,7/14/15 12:06,0.2504
1,1,2,7/14/15 12:06,0.3056
2,2,1,7/14/15 12:07,0.2702
2,2,2,7/14/15 12:07,0.2736
3,3,1,7/14/15 12:03,0.2232
3,3,2,7/14/15 12:03,0.1894
4,4,1,7/14/15 12:08,0.3119
4,4,2,7/14/15 12:09,0.3283
5,5,1,7/14/15 12:11,0.2538
5,5,2,7/14/15 12:12,0.1292
6,6,1,7/14/15 12:13,0.1988
6,6,2,7/14/15 12:13,0.1013
7,7,1,7/14/15 12:16,0.1414
7,7,2,7/14/15 12:17,0.1422
8,8,1,7/14/15 12:14,0.0927
8,8,2,7/14/15 12:14,0.0938
9,9,1,7/14/15 12:18,0.1163
9,9,2,7/14/15 12:18,0.093
10,10,1,7/14/15 12:21,0.1455
10,10,2,7/14/15 12:22,0.1412
11,11,1,7/14/15 12:22,0.1165
11,11,2,7/14/15 12:23,0.1838
12,12,1,7/14/15 12:20,0.1233
12,12,2,7/14/15 12:20,0.0572
1,1,1,7/28/15 10:48,0.2654
1,1,2,7/28/15 10:48,0.2583
2,2,1,7/28/15 10:49,0.1987
2,2,2,7/28/15 10:49,0.2567
3,3,1,7/28/15 10:47,0.2511
3,3,2,7/28/15 10:47,0.1879
4,4,1,7/28/15 10:50,0.311
4,4,2,7/28/15 10:50,0.3317
5,5,1,7/28/15 10:52,0.1362
5,5,2,7/28/15 10:52,0.2139
6,6,1,7/28/15 10:53,0.1393
6,6,2,7/28/15 10:53,0.1202
7,7,1,7/28/15 10:56,0.0577
7,7,2,7/28/15 10:56,0.0772
8,8,1,7/28/15 10:54,0.051
8,8,2,7/28/15 10:54,0.0493
9,9,1,7/28/15 10:57,0.0659
9,9,2,7/28/15 10:57,0.0891
10,10,1,7/28/15 11:00,0.0465
10,10,2,7/28/15 11:00,0.0726
11,11,1,7/28/15 11:01,0.0221
11,11,2,7/28/15 11:01,0.0829
12,12,1,7/28/15 10:58,0.0481
12,12,2,7/28/15 10:59,0.0829
1,1,1,8/12/15 12:51,0.2898
1,1,2,8/12/15 12:51,0.3137
2,2,1,8/12/15 12:52,0.2368
2,2,2,8/12/15 12:52,0.2002
3,3,1,8/12/15 12:50,0.1995
3,3,2,8/12/15 12:50,0.1915
4,4,1,8/12/15 12:53,0.3323
4,4,2,8/12/15 12:53,0.3428
5,5,1,8/12/15 12:54,0.0726
5,5,2,8/12/15 12:55,0.2125
6,6,1,8/12/15 12:55,0.1838
6,6,2,8/12/15 12:56,0.1497
7,7,1,8/12/15 12:58,0.0924
7,7,2,8/12/15 12:59,0.0801
8,8,1,8/12/15 12:56,0.1087
8,8,2,8/12/15 12:57,0.1309
9,9,1,8/12/15 12:59,0.1143
9,9,2,8/12/15 13:00,0.0846
10,10,1,8/12/15 13:02,0.0719
10,10,2,8/12/15 13:03,0.0682
11,11,1,8/12/15 13:03,0.0669
11,11,2,8/12/15 13:03,0.0972
12,12,1,8/12/15 13:01,0.1192
12,12,2,8/12/15 13:02,0.0767
1,1,1,8/27/15 11:12,0.16
1,1,2,8/27/15 11:12,0.1865
2,2,1,8/27/15 11:13,0.0907
2,2,2,8/27/15 11:13,0.1192
3,3,1,8/27/15 11:10,0.0853
3,3,2,8/27/15 11:10,0.09700001
4,4,1,8/27/15 11:13,0.2497
4,4,2,8/27/15 11:14,0.2872
5,5,1,8/27/15 11:16,0.0454
5,5,2,8/27/15 11:17,0.0947
6,6,1,8/27/15 11:17,0.0645
6,6,2,8/27/15 11:18,0.0288
7,7,1,8/27/15 11:20,0.0106
7,7,2,8/27/15 11:20,0.0166
8,8,1,8/27/15 11:18,0.0275
8,8,2,8/27/15 11:19,0.0664
9,9,1,8/27/15 11:21,0.0328
9,9,2,8/27/15 11:22,0.0473
10,10,1,8/27/15 11:24,0.018
10,10,2,8/27/15 11:24,0.0502
11,11,1,8/27/15 11:25,0.0065
11,11,2,8/27/15 11:25,0.0402
12,12,1,8/27/15 11:23,0.0175
12,12,2,8/27/15 11:23,0.0202
1,1,1,9/9/15 13:42,0.1155
1,1,2,9/9/15 13:42,0.1901
2,2,1,9/9/15 13:41,0.0855
2,2,2,9/9/15 13:41,0.0824
3,3,1,9/9/15 13:43,0.0821
3,3,2,9/9/15 13:43,0.06579999
4,4,1,9/9/15 13:39,0.274
4,4,2,9/9/15 13:40,0.2512
5,5,1,9/9/15 13:38,0.0151
5,5,2,9/9/15 13:38,0.0651
6,6,1,9/9/15 13:37,0.05
6,6,2,9/9/15 13:37,0.0356
7,7,1,9/9/15 13:34,0.0096
7,7,2,9/9/15 13:35,0.008300001
8,8,1,9/9/15 13:36,0.0146
8,8,2,9/9/15 13:36,0.0263
9,9,1,9/9/15 13:33,0.0118
9,9,2,9/9/15 13:33,0.0152
10,10,1,9/9/15 13:31,0.0338
10,10,2,9/9/15 13:31,0.0267
11,11,1,9/9/15 13:30,0.0217
11,11,2,9/9/15 13:30,0.0234
12,12,1,9/9/15 13:32,0.017
12,12,2,9/9/15 13:32,0.0237
1,1,1,9/24/15 17:10,0.127
1,1,2,9/24/15 17:10,0.137
2,2,1,9/24/15 17:11,0.059
2,2,2,9/24/15 17:11,0.058
3,3,1,9/24/15 17:09,0.048
3,3,2,9/24/15 17:09,0.046
4,4,1,9/24/15 17:12,0.198
4,4,2,9/24/15 17:12,0.17
5,5,1,9/24/15 17:14,0.012
5,5,2,9/24/15 17:14,0.034
6,6,1,9/24/15 17:14,0.035
6,6,2,9/24/15 17:14,0.028
7,7,1,9/24/15 17:17,0.004
7,7,2,9/24/15 17:17,0.009
8,8,1,9/24/15 17:15,0.015
8,8,2,9/24/15 17:15,0.017
9,9,1,9/24/15 17:18,0.009
9,9,2,9/24/15 17:18,0.015
10,10,1,9/24/15 17:20,0.006
10,10,2,9/24/15 17:20,0.007
11,11,1,9/24/15 17:21,0.019
11,11,2,9/24/15 17:21,0.016
12,12,1,9/24/15 17:19,0
12,12,2,9/24/15 17:19,0
1,1,1,10/13/15 15:50,0.293
1,1,2,10/13/15 15:50,0.3
2,2,1,10/13/15 15:56,0.285
2,2,2,10/13/15 15:56,0.307
3,3,1,10/13/15 15:44,0.267
3,3,2,10/13/15 15:44,0.277
4,4,1,10/13/15 16:01,0.349
4,4,2,10/13/15 16:01,0.368
5,5,1,10/13/15 16:06,0.144
5,5,2,10/13/15 16:06,0.205
6,6,1,10/13/15 16:11,0.109
6,6,2,10/13/15 16:11,0.116
7,7,1,10/13/15 16:23,0.111
7,7,2,10/13/15 16:23,0.088
8,8,1,10/13/15 16:17,0.144
8,8,2,10/13/15 16:17,0.133
9,9,1,10/13/15 16:29,0.089
9,9,2,10/13/15 16:29,0.096
10,10,1,10/13/15 16:36,0.106
10,10,2,10/13/15 16:36,0.121
11,11,1,10/13/15 16:43,0.102
11,11,2,10/13/15 16:43,0.126
12,12,1,10/13/15 16:33,0.148
12,12,2,10/13/15 16:33,0.039
1,1,1,10/21/15 15:47,0.282
1,1,2,10/21/15 15:47,0.285
2,2,1,10/21/15 15:48,0.251
2,2,2,10/21/15 15:48,0.269
3,3,1,10/21/15 15:46,0.222
3,3,2,10/21/15 15:46,0.242
4,4,1,10/21/15 15:49,0.35
4,4,2,10/21/15 15:49,0.335
5,5,1,10/21/15 15:50,0.078
5,5,2,10/21/15 15:50,0.201
6,6,1,10/21/15 15:51,0.115
6,6,2,10/21/15 15:51,0.088
7,7,1,10/21/15 15:53,0.059
7,7,2,10/21/15 15:53,0.045
8,8,1,10/21/15 15:52,0.064
8,8,2,10/21/15 15:52,0.085
9,9,1,10/21/15 15:55,0.069
9,9,2,10/21/15 15:55,0.032
10,10,1,10/21/15 15:57,0.101
10,10,2,10/21/15 15:57,0.076
11,11,1,10/21/15 15:58,0.079
11,11,2,10/21/15 15:58,0.115
12,12,1,10/21/15 15:56,0.1
12,12,2,10/21/15 15:56,0.094
1,1,1,11/10/15 10:53,0.406
1,1,2,11/10/15 10:53,0.394
2,2,1,11/10/15 10:54,0.426
2,2,2,11/10/15 10:54,0.451
3,3,1,11/10/15 10:52,0.505
3,3,2,11/10/15 10:52,0.49
4,4,1,11/10/15 10:55,0.399
4,4,2,11/10/15 10:55,0.409
5,5,1,11/10/15 10:56,0.219
5,5,2,11/10/15 10:56,0.215
6,6,1,11/10/15 10:57,0.218
6,6,2,11/10/15 10:57,0.192
7,7,1,11/10/15 11:00,0.087
7,7,2,11/10/15 11:00,0.156
8,8,1,11/10/15 10:58,0.128
8,8,2,11/10/15 10:58,0.222
9,9,1,11/10/15 11:01,0.184
9,9,2,11/10/15 11:01,0.137
10,10,1,11/10/15 11:03,0.139
10,10,2,11/10/15 11:03,0.223
11,11,1,11/10/15 11:03,0.159
11,11,2,11/10/15 11:03,0.172
12,12,1,11/10/15 11:02,0.176
12,12,2,11/10/15 11:02,0.092
1,1,1,11/25/15 10:31,0.383
1,1,2,11/25/15 10:31,0.379
2,2,1,11/25/15 10:32,0.448
2,2,2,11/25/15 10:32,0.487
3,3,1,11/25/15 10:30,0.492
3,3,2,11/25/15 10:30,0.497
4,4,1,11/25/15 10:33,0.407
4,4,2,11/25/15 10:33,0.441
5,5,1,11/25/15 10:34,0.242
5,5,2,11/25/15 10:34,0.243
6,6,1,11/25/15 10:35,0.171
6,6,2,11/25/15 10:35,0.154
7,7,1,11/25/15 10:37,0.142
7,7,2,11/25/15 10:37,0.154
8,8,1,11/25/15 10:36,0.176
8,8,2,11/25/15 10:36,0.128
9,9,1,11/25/15 10:38,0.081
9,9,2,11/25/15 10:38,0.155
10,10,1,11/25/15 10:40,0.168
10,10,2,11/25/15 10:40,0.143
11,11,1,11/25/15 10:41,0.164
11,11,2,11/25/15 10:41,0.148
12,12,1,11/25/15 10:39,0.073
12,12,2,11/25/15 10:39,0.095
1,1,1,12/4/15 4:01,0.326
1,1,2,12/4/15 4:01,0.289
2,2,1,12/4/15 4:07,0.459
2,2,2,12/4/15 4:07,0.439
3,3,1,12/4/15 4:05,0.481
3,3,2,12/4/15 4:05,0.493
4,4,1,12/4/15 4:08,0.405
4,4,2,12/4/15 4:08,0.406
5,5,1,12/4/15 4:10,0.243
5,5,2,12/4/15 4:10,0.298
6,6,1,12/4/15 4:11,0.199
6,6,2,12/4/15 4:11,0.205
7,7,1,12/4/15 4:14,0.097
7,7,2,12/4/15 4:14,0.161
8,8,1,12/4/15 4:12,0.168
8,8,2,12/4/15 4:12,0.121
9,9,1,12/4/15 4:15,0.131
9,9,2,12/4/15 4:15,0.191
10,10,1,12/4/15 4:17,0.218
10,10,2,12/4/15 4:17,0.129
11,11,1,12/4/15 4:18,0.139
11,11,2,12/4/15 4:18,0.156
12,12,1,12/4/15 4:16,0.155
12,12,2,12/4/15 4:16,0.138
1,1,1,12/18/15 15:25,0.4191
1,1,2,12/18/15 15:26,0.3894
2,2,1,12/18/15 15:26,0.4765
2,2,2,12/18/15 15:27,0.472
3,3,1,12/18/15 15:24,0.4968
3,3,2,12/18/15 15:25,0.449
4,4,1,12/18/15 15:27,0.4239
4,4,2,12/18/15 15:27,0.3894
5,5,1,12/18/15 15:28,0.159
5,5,2,12/18/15 15:28,0.297
6,6,1,12/18/15 15:29,0.2017
6,6,2,12/18/15 15:29,0.1577
7,7,1,12/18/15 15:31,0.1996
7,7,2,12/18/15 15:31,0.2025
8,8,1,12/18/15 15:30,0.2046
8,8,2,12/18/15 15:30,0.211
9,9,1,12/18/15 15:32,0.119
9,9,2,12/18/15 15:32,0.1577
10,10,1,12/18/15 15:34,0.1534
10,10,2,12/18/15 15:34,0.1146
11,11,1,12/18/15 15:35,0.104
11,11,2,12/18/15 15:35,0.1974
12,12,1,12/18/15 15:33,0.1387
12,12,2,12/18/15 15:33,0.1596
1,1,1,1/5/16 16:03,0.367
1,1,2,1/5/16 16:03,0.3689
2,2,1,1/5/16 16:02,0.4846
2,2,2,1/5/16 16:02,0.5081001
3,3,1,1/5/16 16:01,0.4334
3,3,2,1/5/16 16:01,0.5205
4,4,1,1/5/16 16:04,0.4246
4,4,2,1/5/16 16:04,0.41
5,5,1,1/5/16 16:05,0.2396
5,5,2,1/5/16 16:05,0.2783
6,6,1,1/5/16 16:06,0.2089
6,6,2,1/5/16 16:06,0.164
7,7,1,1/5/16 16:08,0.2018
7,7,2,1/5/16 16:09,0.1542
8,8,1,1/5/16 16:07,0.1918
8,8,2,1/5/16 16:07,0.1067
9,9,1,1/5/16 16:09,0.1239
9,9,2,1/5/16 16:10,0.1374
10,10,1,1/5/16 16:11,0.2588
10,10,2,1/5/16 16:12,0.166
11,11,1,1/5/16 16:12,0.1641
11,11,2,1/5/16 16:12,0.2282
12,12,1,1/5/16 16:10,0.1141
12,12,2,1/5/16 16:11,0.159
1,1,1,1/18/16 14:40,0.367
1,1,2,1/18/16 14:40,0.3798
2,2,1,1/18/16 14:41,0.4319
2,2,2,1/18/16 14:41,0.4429
3,3,1,1/18/16 14:39,0.5121999
3,3,2,1/18/16 14:39,0.4461
4,4,1,1/18/16 14:42,0.3882
4,4,2,1/18/16 14:42,0.4237
5,5,1,1/18/16 14:43,0.2818
5,5,2,1/18/16 14:43,0.2678
6,6,1,1/18/16 14:44,0.2453
6,6,2,1/18/16 14:44,0.2239
7,7,1,1/18/16 14:46,0.1804
7,7,2,1/18/16 14:46,0.2361
8,8,1,1/18/16 14:45,0.1732
8,8,2,1/18/16 14:45,0.1605
9,9,1,1/18/16 14:47,0.1494
9,9,2,1/18/16 14:47,0.1403
10,10,1,1/18/16 14:49,0.1733
10,10,2,1/18/16 14:50,0.1996
11,11,1,1/18/16 14:50,0.1904
11,11,2,1/18/16 14:50,0.1556
12,12,1,1/18/16 14:48,0.1612
12,12,2,1/18/16 14:49,0.08389999
1,1,1,1/29/16 16:19,0.3627
1,1,2,1/29/16 16:19,0.3591
2,2,1,1/29/16 16:18,0.4664
2,2,2,1/29/16 16:18,0.4657
3,3,1,1/29/16 16:17,0.4861
3,3,2,1/29/16 16:17,0.4865
4,4,1,1/29/16 16:20,0.4321
4,4,2,1/29/16 16:20,0.4313
5,5,1,1/29/16 16:21,0.2615
5,5,2,1/29/16 16:21,0.2622
6,6,1,1/29/16 16:22,0.2826
6,6,2,1/29/16 16:22,0.234
7,7,1,1/29/16 16:24,0.1961
7,7,2,1/29/16 16:24,0.2211
8,8,1,1/29/16 16:23,0.2282
8,8,2,1/29/16 16:23,0.1982
9,9,1,1/29/16 16:25,0.1564
9,9,2,1/29/16 16:25,0.2182
10,10,1,1/29/16 16:27,0.2539
10,10,2,1/29/16 16:27,0.2075
11,11,1,1/29/16 16:28,0.1549
11,11,2,1/29/16 16:28,0.2189
12,12,1,1/29/16 16:26,0.1513
12,12,2,1/29/16 16:26,0.1619
1,1,1,2/12/16 14:03,0.3559
1,1,2,2/12/16 14:03,0.3669
2,2,1,2/12/16 14:04,0.4539
2,2,2,2/12/16 14:04,0.5094
3,3,1,2/12/16 14:02,0.4929
3,3,2,2/12/16 14:02,0.4913
4,4,1,2/12/16 14:05,0.4496
4,4,2,2/12/16 14:05,0.4227
5,5,1,2/12/16 14:06,0.2824
5,5,2,2/12/16 14:06,0.2475
6,6,1,2/12/16 14:06,0.2566
6,6,2,2/12/16 14:07,0.2032
7,7,1,2/12/16 14:09,0.1932
7,7,2,2/12/16 14:09,0.2068
8,8,1,2/12/16 14:07,0.2139
8,8,2,2/12/16 14:08,0.1075
9,9,1,2/12/16 14:10,0.088
9,9,2,2/12/16 14:10,0.1562
10,10,1,2/12/16 14:12,0.169
10,10,2,2/12/16 14:12,0.2339
11,11,1,2/12/16 14:12,0.134
11,11,2,2/12/16 14:13,0.1676
12,12,1,2/12/16 14:11,0.1015
12,12,2,2/12/16 14:11,0.181
1,1,1,2/26/16 14:35,0.3868
1,1,2,2/26/16 14:35,0.372
2,2,1,2/26/16 14:36,0.4821
2,2,2,2/26/16 14:36,0.4968
3,3,1,2/26/16 14:34,0.436
3,3,2,2/26/16 14:34,0.5032
4,4,1,2/26/16 14:37,0.4477
4,4,2,2/26/16 14:37,0.4156
5,5,1,2/26/16 14:38,0.2845
5,5,2,2/26/16 14:38,0.3198
6,6,1,2/26/16 14:39,0.2574
6,6,2,2/26/16 14:39,0.1996
7,7,1,2/26/16 14:41,0.1718
7,7,2,2/26/16 14:41,0.2282
8,8,1,2/26/16 14:40,0.2046
8,8,2,2/26/16 14:40,0.2218
9,9,1,2/26/16 14:42,0.109
9,9,2,2/26/16 14:42,0.162
10,10,1,2/26/16 14:44,0.2103
10,10,2,2/26/16 14:44,0.1689
11,11,1,2/26/16 14:45,0.169
11,11,2,2/26/16 14:45,0.1953
12,12,1,2/26/16 14:43,0.1436
12,12,2,2/26/16 14:43,0.1182
1,1,1,3/11/16 16:20,0.37
1,1,2,3/11/16 16:20,0.3999
2,2,1,3/11/16 16:20,0.4075
2,2,2,3/11/16 16:21,0.4641
3,3,1,3/11/16 16:18,0.4734
3,3,2,3/11/16 16:19,0.4829
4,4,1,3/11/16 16:21,0.3737
4,4,2,3/11/16 16:22,0.3979
5,5,1,3/11/16 16:22,0.3066
5,5,2,3/11/16 16:23,0.2432
6,6,1,3/11/16 16:23,0.2017
6,6,2,3/11/16 16:24,0.1319
7,7,1,3/11/16 16:25,0.1704
7,7,2,3/11/16 16:26,0.1576
8,8,1,3/11/16 16:24,0.1597
8,8,2,3/11/16 16:25,0.2375
9,9,1,3/11/16 16:27,0.0893
9,9,2,3/11/16 16:27,0.1217
10,10,1,3/11/16 16:29,0.07420001
10,10,2,3/11/16 16:29,0.1372
11,11,1,3/11/16 16:29,0.1134
11,11,2,3/11/16 16:30,0.1298
12,12,1,3/11/16 16:28,0.09160001
12,12,2,3/11/16 16:28,0.09540001
1,1,1,3/25/16 16:14,0.3627
1,1,2,3/25/16 16:14,0.379
2,2,1,3/25/16 16:15,0.3781
2,2,2,3/25/16 16:15,0.4275
3,3,1,3/25/16 16:13,0.4423
3,3,2,3/25/16 16:13,0.4819
4,4,1,3/25/16 16:16,0.4022
4,4,2,3/25/16 16:16,0.4062
5,5,1,3/25/16 16:17,0.2665
5,5,2,3/25/16 16:17,0.297
6,6,1,3/25/16 16:18,0.2039
6,6,2,3/25/16 16:18,0.1903
7,7,1,3/25/16 16:20,0.1291
7,7,2,3/25/16 16:20,0.145
8,8,1,3/25/16 16:19,0.1401
8,8,2,3/25/16 16:19,0.1675
9,9,1,3/25/16 16:21,0.1252
9,9,2,3/25/16 16:22,0.1354
10,10,1,3/25/16 16:23,0.1273
10,10,2,3/25/16 16:24,0.09190001
11,11,1,3/25/16 16:24,0.1162
11,11,2,3/25/16 16:24,0.1881
12,12,1,3/25/16 16:22,0.1561
12,12,2,3/25/16 16:23,0.1441
1,1,1,4/14/16 14:21,0.3583
1,1,2,4/14/16 14:21,0.3706
2,2,1,4/14/16 14:22,0.4067
2,2,2,4/14/16 14:22,0.419
3,3,1,4/14/16 14:19,0.5196
3,3,2,4/14/16 14:20,0.5028999
4,4,1,4/14/16 14:23,0.4201
4,4,2,4/14/16 14:23,0.3894
5,5,1,4/14/16 14:24,0.2797
5,5,2,4/14/16 14:24,0.2389
6,6,1,4/14/16 14:25,0.2763
6,6,2,4/14/16 14:25,0.1896
7,7,1,4/14/16 14:27,0.2118
7,7,2,4/14/16 14:27,0.2411
8,8,1,4/14/16 14:26,0.2289
8,8,2,4/14/16 14:26,0.1803
9,9,1,4/14/16 14:28,0.09450001
9,9,2,4/14/16 14:29,0.1954
10,10,1,4/14/16 14:31,0.1463
10,10,2,4/14/16 14:31,0.1688
11,11,1,4/14/16 14:31,0.1711
11,11,2,4/14/16 14:32,0.211
12,12,1,4/14/16 14:30,0.1047
12,12,2,4/14/16 14:30,0.1332
1,1,1,4/26/16 12:12,0.3048
1,1,2,4/26/16 12:13,0.315
2,2,1,4/26/16 12:13,0.3115
2,2,2,4/26/16 12:14,0.3423
3,3,1,4/26/16 12:11,0.3096
3,3,2,4/26/16 12:11,0.3613
4,4,1,4/26/16 12:14,0.355
4,4,2,4/26/16 12:15,0.343
5,5,1,4/26/16 12:16,0.2074
5,5,2,4/26/16 12:16,0.3092
6,6,1,4/26/16 12:17,0.2736
6,6,2,4/26/16 12:17,0.1577
7,7,1,4/26/16 12:19,0.1332
7,7,2,4/26/16 12:20,0.2432
8,8,1,4/26/16 12:18,0.1889
8,8,2,4/26/16 12:18,0.1395
9,9,1,4/26/16 12:21,0.1089
9,9,2,4/26/16 12:21,0.134
10,10,1,4/26/16 12:23,0.1588
10,10,2,4/26/16 12:23,0.0968
11,11,1,4/26/16 12:24,0.09550001
11,11,2,4/26/16 12:24,0.1222
12,12,1,4/26/16 12:22,0.1195
12,12,2,4/26/16 12:22,0.2046
1,1,1,5/6/16 15:03,0.3583
1,1,2,5/6/16 15:03,0.383
2,2,1,5/6/16 15:04,0.4746
2,2,2,5/6/16 15:04,0.469
3,3,1,5/6/16 15:02,0.4523
3,3,2,5/6/16 15:02,0.4579
4,4,1,5/6/16 15:05,0.4169
4,4,2,5/6/16 15:05,0.3946
5,5,1,5/6/16 15:06,0.2957
5,5,2,5/6/16 15:06,0.2623
6,6,1,5/6/16 15:07,0.2943
6,6,2,5/6/16 15:07,0.1825
7,7,1,5/6/16 15:09,0.2282
7,7,2,5/6/16 15:09,0.256
8,8,1,5/6/16 15:08,0.2297
8,8,2,5/6/16 15:08,0.1939
9,9,1,5/6/16 15:10,0.2089
9,9,2,5/6/16 15:10,0.1846
10,10,1,5/6/16 15:12,0.1774
10,10,2,5/6/16 15:12,0.1403
11,11,1,5/6/16 15:13,0.1339
11,11,2,5/6/16 15:13,0.2589
12,12,1,5/6/16 15:11,0.1703
12,12,2,5/6/16 15:11,0.186
1,1,1,5/20/16 17:04,0.2925
1,1,2,5/20/16 17:04,0.3236
2,2,1,5/20/16 17:04,0.3052
2,2,2,5/20/16 17:05,0.3492
3,3,1,5/20/16 17:03,0.4066
3,3,2,5/20/16 17:03,0.3763
4,4,1,5/20/16 17:05,0.3619
4,4,2,5/20/16 17:05,0.3463
5,5,1,5/20/16 17:06,0.1831
5,5,2,5/20/16 17:07,0.2665
6,6,1,5/20/16 17:07,0.2826
6,6,2,5/20/16 17:07,0.1732
7,7,1,5/20/16 17:09,0.1312
7,7,2,5/20/16 17:10,0.2074
8,8,1,5/20/16 17:08,0.1953
8,8,2,5/20/16 17:08,0.1626
9,9,1,5/20/16 17:10,0.1904
9,9,2,5/20/16 17:11,0.1319
10,10,1,5/20/16 17:12,0.1415
10,10,2,5/20/16 17:12,0.1795
11,11,1,5/20/16 17:13,0.1435
11,11,2,5/20/16 17:13,0.1688
12,12,1,5/20/16 17:11,0.1568
12,12,2,5/20/16 17:11,0.2017
1,1,1,6/3/16 14:17,0.2225
1,1,2,6/3/16 14:17,0.2404
2,2,1,6/3/16 14:18,0.2897
