SITE,Wisard,Number,Time_Stamp,SoilMoisture
HW,165,2,4/22/08 14:32,0.59
HW,173,1,4/22/08 14:02,0.51
HW,173,2,4/22/08 14:03,0.5
HW,142,1,4/21/09 10:50,0.54
HW,142,2,4/21/09 10:48,0.62
HW,142,3,4/21/09 10:49,0.49
HW,142,4,4/21/09 10:49,0.5
HW,142,5,4/21/09 10:48,0.55
HW,146,1,4/21/09 10:44,0.38
HW,146,2,4/21/09 10:45,0.48
HW,146,3,4/21/09 10:45,0.61
HW,146,4,4/21/09 10:46,0.27
HW,146,5,4/21/09 10:46,0.46
HW,147,1,4/21/09 10:25,0.59
HW,147,2,4/21/09 10:28,0.56
HW,147,3,4/21/09 10:26,0.5
HW,147,4,4/21/09 10:26,0.52
HW,147,5,4/21/09 10:27,0.62
HW,153,1,4/21/09 9:58,0.65
HW,153,2,4/21/09 9:58,0.63
HW,153,3,4/21/09 9:59,0.59
HW,153,4,4/21/09 9:59,0.64
HW,153,5,4/21/09 10:00,0.68
HW,154,1,4/21/09 10:21,0.63
HW,154,2,4/21/09 10:21,0.58
HW,154,3,4/21/09 10:21,0.68
HW,154,4,4/21/09 10:22,0.6
HW,154,5,4/21/09 10:22,0.57
HW,155,1,4/21/09 10:16,0.57
HW,155,2,4/21/09 10:17,0.56
HW,155,3,4/21/09 10:17,0.56
HW,155,4,4/21/09 10:18,0.51
HW,155,5,4/21/09 10:18,0.56
HW,165,1,4/21/09 10:31,0.54
HW,165,2,4/21/09 10:31,0.45
HW,165,3,4/21/09 10:32,0.49
HW,165,4,4/21/09 10:32,0.55
HW,165,5,4/21/09 10:33,0.52
HW,173,1,4/21/09 10:40,0.42
HW,173,2,4/21/09 10:41,0.29
HW,173,3,4/21/09 10:41,0.35
HW,173,4,4/21/09 10:39,0.45
HW,173,5,4/21/09 10:40,0.32
HW,142,1,5/10/09 15:25,0.5
HW,142,2,5/10/09 15:26,0.54
HW,142,3,5/10/09 15:26,0.47
HW,142,4,5/10/09 15:27,0.46
HW,142,5,5/10/09 15:27,0.42
HW,146,1,5/10/09 15:16,0.29
HW,146,2,5/10/09 15:16,0.31
HW,146,3,5/10/09 15:17,0.42
HW,146,4,5/10/09 15:17,0.23
HW,146,5,5/10/09 15:18,0.28
HW,147,1,5/10/09 17:25,0.55
HW,147,2,5/10/09 17:38,0.43
HW,147,3,5/10/09 17:25,0.36
HW,147,4,5/10/09 17:26,0.47
HW,147,5,5/10/09 17:26,0.52
HW,153,1,5/10/09 16:38,0.47
HW,153,2,5/10/09 16:38,0.53
HW,153,3,5/10/09 16:38,0.47
HW,153,4,5/10/09 16:39,0.36
HW,153,5,5/10/09 16:39,0.43
HW,154,1,5/10/09 16:45,0.33
HW,154,2,5/10/09 16:45,0.3
HW,154,3,5/10/09 16:46,0.32
HW,154,4,5/10/09 16:46,0.28
HW,154,5,5/10/09 16:46,0.36
HW,155,1,5/10/09 16:57,0.52
HW,155,2,5/10/09 16:57,0.53
HW,155,3,5/10/09 16:59,0.44
HW,155,4,5/10/09 16:58,0.43
HW,155,5,5/10/09 16:58,0.47
HW,165,1,5/10/09 17:30,0.24
HW,165,2,5/10/09 17:30,0.23
HW,165,3,5/10/09 17:30,0.25
HW,165,4,5/10/09 17:31,0.3
HW,165,5,5/10/09 17:31,0.33
HW,173,1,5/10/09 16:21,0.38
HW,173,2,5/10/09 16:21,0.26
HW,173,3,5/10/09 16:22,0.3
HW,173,4,5/10/09 16:24,0.38
HW,173,5,5/10/09 16:23,0.23
HW,201,1,5/10/09 18:31,0.17
HW,201,2,5/10/09 18:31,0.17
HW,201,3,5/10/09 18:32,0.13
HW,201,4,5/10/09 18:32,0.18
HW,201,5,5/10/09 18:33,0.14
HW,142,1,6/2/09 10:18,0.48
HW,142,2,6/2/09 10:18,0.56
HW,142,3,6/2/09 10:18,0.44
HW,142,4,6/2/09 10:18,0.43
HW,142,5,6/2/09 10:18,0.46
HW,146,1,6/2/09 10:30,0.16
HW,146,2,6/2/09 10:30,0.16
HW,146,3,6/2/09 10:30,0.16
HW,146,4,6/2/09 10:30,0.13
HW,146,5,6/2/09 10:30,0.144
HW,147,1,6/2/09 11:20,0.53
HW,147,2,6/2/09 11:20,0.42
HW,147,3,6/2/09 11:20,0.27
HW,147,4,6/2/09 11:20,0.44
HW,147,5,6/2/09 11:20,0.51
HW,153,1,6/2/09 11:03,0.31
HW,153,2,6/2/09 11:03,0.36
HW,153,3,6/2/09 11:03,0.32
HW,153,4,6/2/09 11:03,0.28
HW,153,5,6/2/09 11:03,0.34
HW,154,1,6/2/09 11:12,0.19
HW,154,2,6/2/09 11:12,0.22
HW,154,3,6/2/09 11:12,0.23
HW,154,4,6/2/09 11:12,0.17
HW,154,5,6/2/09 11:12,0.2
HW,155,1,6/2/09 11:40,0.58
HW,155,2,6/2/09 11:40,0.55
HW,155,3,6/2/09 11:40,0.51
HW,155,4,6/2/09 11:40,0.38
HW,155,5,6/2/09 11:40,0.55
HW,165,1,6/2/09 11:26,0.12
HW,165,2,6/2/09 11:26,0.17
HW,165,3,6/2/09 11:26,0.15
HW,165,4,6/2/09 11:26,0.18
HW,165,5,6/2/09 11:26,0.22
HW,173,1,6/2/09 10:51,0.41
HW,173,2,6/2/09 10:52,0.25
HW,173,3,6/2/09 10:52,0.24
HW,173,4,6/2/09 10:50,0.36
HW,173,5,6/2/09 10:57,0.19636
HW,201,1,6/2/09 10:44,0.1
HW,201,2,6/2/09 10:44,0.11
HW,201,3,6/2/09 10:44,0.08
HW,201,4,6/2/09 10:44,0.12
HW,201,5,6/2/09 10:44,0.108
HW,502,1,6/2/09 10:27,0.15273
HW,502,2,6/2/09 10:27,0.24
HW,502,3,6/2/09 10:27,0.16
HW,502,4,6/2/09 10:27,0.17333
HW,502,5,6/2/09 10:27,0.14182
HW,153,1,6/11/09 10:11,0.63
HW,153,2,6/11/09 10:11,0.62
HW,153,3,6/11/09 10:11,0.61
HW,153,4,6/11/09 10:11,0.6
HW,153,5,6/11/09 10:11,0.64
HW,155,1,6/11/09 10:16,0.55
HW,155,2,6/11/09 10:16,0.58
HW,155,3,6/11/09 10:16,0.51
HW,155,4,6/11/09 10:16,0.56
HW,155,5,6/11/09 10:16,0.74
HW,142,1,7/1/09 11:14,0.42
HW,142,2,7/1/09 11:14,0.42
HW,142,3,7/1/09 11:14,0.42
HW,142,4,7/1/09 11:14,0.35
HW,142,5,7/1/09 11:14,0.35
HW,146,1,7/1/09 11:20,0.11
HW,146,2,7/1/09 11:20,0.12
HW,146,3,7/1/09 11:20,0.14667
HW,146,4,7/1/09 11:20,0.14667
HW,146,5,7/1/09 11:20,0.1
HW,147,1,7/1/09 12:12,0.45
HW,147,2,7/1/09 12:12,0.38
HW,147,3,7/1/09 12:12,0.3
HW,147,4,7/1/09 12:12,0.34
HW,147,5,7/1/09 12:12,0.44
HW,153,1,7/1/09 11:41,0.26
HW,153,2,7/1/09 11:41,0.23
HW,153,3,7/1/09 11:41,0.14
HW,153,4,7/1/09 11:41,0.24
HW,153,5,7/1/09 11:41,0.24
HW,154,1,7/1/09 11:55,0.18
HW,154,2,7/1/09 11:55,0.19
HW,154,3,7/1/09 11:55,0.17
HW,154,4,7/1/09 11:55,0.15273
HW,154,5,7/1/09 11:55,0.18
HW,155,1,7/1/09 11:50,0.38
HW,155,2,7/1/09 11:50,0.35
HW,155,3,7/1/09 11:50,0.2
HW,155,4,7/1/09 11:50,0.41
HW,155,5,7/1/09 11:50,0.26
HW,165,1,7/1/09 12:16,0.1
HW,165,2,7/1/09 12:16,0.18
HW,165,3,7/1/09 12:16,0.11
HW,165,4,7/1/09 12:16,0.18
HW,165,5,7/1/09 12:16,0.2
HW,173,1,7/1/09 11:35,0.34
HW,173,2,7/1/09 11:35,0.21
HW,173,3,7/1/09 11:35,0.18
HW,173,4,7/1/09 11:35,0.32
HW,173,5,7/1/09 11:35,0.26
HW,201,1,7/1/09 11:29,0.09
HW,201,2,7/1/09 11:29,0.10667
HW,201,3,7/1/09 11:29,0.08
HW,201,4,7/1/09 11:29,0.12
HW,201,5,7/1/09 11:29,0.09
HW,502,1,7/1/09 11:18,0.12
HW,502,2,7/1/09 11:18,0.15
HW,502,3,7/1/09 11:18,0.12
HW,502,4,7/1/09 11:18,0.12
HW,502,5,7/1/09 11:18,0.12
HW,142,1,7/9/09 12:06,0.3
HW,142,2,7/9/09 12:06,0.37
HW,142,3,7/9/09 12:06,0.42
HW,142,4,7/9/09 12:06,0.33
HW,142,5,7/9/09 12:06,0.32
HW,146,1,7/9/09 12:51,0.45
HW,146,2,7/9/09 12:51,0.40364
HW,146,3,7/9/09 12:51,0.504
HW,146,4,7/9/09 12:51,0.36
HW,146,5,7/9/09 12:51,0.54857
HW,147,1,7/9/09 11:33,0.22
HW,147,2,7/9/09 12:00,NA
HW,147,3,7/9/09 11:33,0.132
HW,147,4,7/9/09 11:33,0.1
HW,147,5,7/9/09 11:33,0.216
HW,153,1,7/9/09 10:54,0.18
HW,153,2,7/9/09 10:54,0.21
HW,153,3,7/9/09 10:54,0.18
HW,153,4,7/9/09 10:54,0.16
HW,153,5,7/9/09 10:54,0.23
HW,154,1,7/9/09 11:23,0.14
HW,154,2,7/9/09 11:23,0.16
HW,154,3,7/9/09 11:23,0.11
HW,154,4,7/9/09 11:23,0.13
HW,154,5,7/9/09 11:23,0.16
HW,155,1,7/9/09 11:00,0.36
HW,155,2,7/9/09 11:00,0.3
HW,155,3,7/9/09 11:00,0.3
HW,155,4,7/9/09 11:00,0.21
HW,155,5,7/9/09 11:00,0.41
HW,165,1,7/9/09 11:50,0.1
HW,165,2,7/9/09 11:50,0.06545
HW,165,3,7/9/09 11:50,0.11
HW,165,4,7/9/09 11:50,0.09
HW,165,5,7/9/09 11:50,0.1
HW,173,1,7/9/09 12:06,0.19
HW,173,2,7/9/09 12:06,0.14
HW,173,3,7/9/09 12:06,0.1
HW,173,4,7/9/09 12:06,0.11
HW,173,5,7/9/09 12:06,0.11
HW,201,1,7/9/09 13:01,0.09818
HW,201,2,7/9/09 13:01,0.12
HW,201,3,7/9/09 13:01,0.09
HW,201,4,7/9/09 13:01,0.132
HW,201,5,7/9/09 13:01,0.1
HW,142,1,7/27/09 13:43,0.41455
HW,142,2,7/27/09 13:43,0.51
HW,142,3,7/27/09 13:43,0.38
HW,142,4,7/27/09 13:43,0.37
HW,142,5,7/27/09 13:43,0.36
HW,146,1,7/27/09 14:19,0.13
HW,146,2,7/27/09 14:19,0.14182
HW,146,3,7/27/09 14:19,0.192
HW,146,4,7/27/09 14:19,0.16
HW,146,5,7/27/09 14:19,0.12
HW,147,1,7/27/09 11:33,0.47
HW,147,2,7/27/09 11:33,0.5
HW,147,3,7/27/09 11:33,0.28
HW,147,4,7/27/09 11:33,0.46
HW,147,5,7/27/09 11:33,0.49
HW,153,1,7/27/09 9:55,0.25
HW,153,2,7/27/09 9:55,0.3
HW,153,3,7/27/09 9:55,0.31
HW,153,4,7/27/09 9:55,0.20727
HW,153,5,7/27/09 9:55,0.29
HW,154,1,7/27/09 10:48,0.17
HW,154,2,7/27/09 10:48,0.21
HW,154,3,7/27/09 10:48,0.16
HW,154,4,7/27/09 10:48,0.15
HW,154,5,7/27/09 10:48,0.25
HW,155,1,7/27/09 10:12,0.47
HW,155,2,7/27/09 10:12,0.44
HW,155,3,7/27/09 10:12,0.42
HW,155,4,7/27/09 10:12,0.38
HW,155,5,7/27/09 10:12,0.41
HW,165,1,7/27/09 11:41,0.11
HW,165,2,7/27/09 11:41,0.11
HW,165,3,7/27/09 11:41,0.11
HW,165,4,7/27/09 11:41,0.15
HW,165,5,7/27/09 11:41,0.16
HW,173,1,7/27/09 14:43,0.41
HW,173,2,7/27/09 14:43,0.23
HW,173,3,7/27/09 14:43,0.16
HW,173,4,7/27/09 12:00,NA
HW,173,5,7/27/09 14:43,0.14
HW,201,1,7/27/09 14:50,0.10909
HW,201,2,7/27/09 14:50,0.09818
HW,201,3,7/27/09 14:50,0.09
HW,201,4,7/27/09 14:50,0.12
HW,201,5,7/27/09 14:50,0.1
HW,502,1,7/27/09 14:30,0.13091
HW,502,2,7/27/09 14:30,0.12
HW,502,3,7/27/09 14:30,0.14182
HW,502,4,7/27/09 14:30,0.10667
HW,502,5,7/27/09 14:30,0.12
HW,142,1,8/12/09 10:10,0.51
HW,142,2,8/12/09 10:11,0.41
HW,142,3,8/12/09 10:12,0.45
HW,142,4,8/12/09 10:12,0.24
HW,142,5,8/12/09 10:14,0.42
HW,146,1,8/12/09 9:10,0.11
HW,146,2,8/12/09 9:11,0.14
HW,146,3,8/12/09 9:12,0.19
HW,146,4,8/12/09 9:13,0.14
HW,146,5,8/12/09 9:14,0.1
HW,147,1,8/12/09 9:28,0.17
HW,147,2,8/12/09 9:29,0.25
HW,147,3,8/12/09 9:30,0.17
HW,147,4,8/12/09 9:31,0.16
HW,147,5,8/12/09 9:32,0.48
HW,153,1,8/12/09 9:56,0.21
HW,153,2,8/12/09 9:57,0.11
HW,153,3,8/12/09 9:58,0.23
HW,153,4,8/12/09 9:59,0.16
HW,153,5,8/12/09 10:00,0.11
HW,154,1,8/12/09 9:41,0.13
HW,154,2,8/12/09 9:43,0.16
HW,154,3,8/12/09 9:44,0.14
HW,154,4,8/12/09 9:45,0.12
HW,154,5,8/12/09 9:45,0.15
HW,155,1,8/12/09 9:41,0.4
HW,155,2,8/12/09 9:43,0.41
HW,155,3,8/12/09 9:44,0.37
HW,155,4,8/12/09 9:45,0.41
HW,155,5,8/12/09 9:45,0.13
HW,165,1,8/12/09 9:24,0.12
HW,165,2,8/12/09 9:25,0.11
HW,165,3,8/12/09 9:25,0.07
HW,165,4,8/12/09 9:25,0.12
HW,165,5,8/12/09 9:26,0.16
HW,173,1,8/12/09 9:47,0.18
HW,173,2,8/12/09 9:48,0.22
HW,173,3,8/12/09 9:49,0.12
HW,173,4,8/12/09 9:49,0.41
HW,173,5,8/12/09 9:50,0.24
HW,201,1,8/12/09 8:56,0.11
HW,201,2,8/12/09 8:56,0.132
HW,201,3,8/12/09 8:57,0.13
HW,201,4,8/12/09 8:58,0.12
HW,201,5,8/12/09 8:56,0.1
HW,502,1,8/12/09 9:00,0.11
HW,502,2,8/12/09 9:00,0.14
HW,502,3,8/12/09 9:01,0.132
HW,502,4,8/12/09 9:02,0.12
HW,502,5,8/12/09 9:04,0.11
HW,142,1,9/10/09 9:51,0.33
HW,142,2,9/10/09 9:51,0.32
HW,142,3,9/10/09 9:51,0.28
HW,142,4,9/10/09 9:51,0.38
HW,142,5,9/10/09 9:51,0.22
HW,146,1,9/10/09 9:45,0.096
HW,146,2,9/10/09 9:45,0.1
HW,146,3,9/10/09 9:45,0.09
HW,146,4,9/10/09 9:45,0.07
HW,146,5,9/10/09 9:45,0.08
HW,147,1,9/10/09 10:05,0.3
HW,147,2,9/10/09 10:05,0.32
HW,147,3,9/10/09 10:05,0.17
HW,147,4,9/10/09 10:05,0.37
HW,147,5,9/10/09 10:05,0.45
HW,153,1,9/10/09 10:13,0.13
HW,153,2,9/10/09 10:13,0.13
HW,153,3,9/10/09 10:13,0.13
HW,153,4,9/10/09 10:13,0.13
HW,153,5,9/10/09 10:13,0.14
HW,154,1,9/10/09 10:09,0.11
HW,154,2,9/10/09 10:09,0.13
HW,154,3,9/10/09 10:09,0.14
HW,154,4,9/10/09 10:09,0.11
HW,154,5,9/10/09 10:09,0.13
HW,155,1,9/10/09 10:17,0.36
HW,155,2,9/10/09 10:17,0.32
HW,155,3,9/10/09 10:17,0.26
HW,155,4,9/10/09 10:17,0.34
HW,155,5,9/10/09 10:17,0.22
HW,165,1,9/10/09 9:58,0.07
HW,165,2,9/10/09 9:58,0.08
HW,165,3,9/10/09 9:58,0.1
HW,165,4,9/10/09 9:58,0.1
HW,165,5,9/10/09 9:58,0.13
HW,173,1,9/10/09 10:22,0.32
HW,173,2,9/10/09 10:22,0.19
HW,173,3,9/10/09 10:22,0.16
HW,173,4,9/10/09 10:22,0.34
HW,173,5,9/10/09 10:22,0.14
HW,201,1,9/10/09 9:37,0.09
HW,201,2,9/10/09 9:37,0.08
HW,201,3,9/10/09 9:37,0.07
HW,201,4,9/10/09 9:37,0.09
HW,201,5,9/10/09 9:37,0.08
HW,502,1,9/10/09 9:41,0.08
HW,502,2,9/10/09 9:41,0.08
HW,502,3,9/10/09 9:41,0.11
HW,502,4,9/10/09 9:41,0.1
HW,502,5,9/10/09 9:41,0.09
