plot,block,hum,temp,date,30 cm,15 cm,,plot,block,hum,temp,30 cm,15 cm,,,,temp,,,,,,,,,,,,,,,,,,,,,
e2,E,H,T,051128,30.5,28.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a3,A,S,T,051128,26.1,25.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b3,B,S,T++,051128,27.4,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c3,C,H,T,051128,29,30.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d3,D,H,T++,051128,24.6,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e3,E,H,T++,051128,27.9,26.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a4,A,H,T++,051128,27.2,26.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b4,B,H,T+,051128,29.2,30.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c4,C,S,T++,051128,27,23.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d4,D,S,T,051128,30.8,30.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e4,E,S,T++,051128,26.7,25.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a5,A,H,T,051128,30.1,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b5,B,S,T,051128,29.7,34.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c5,C,H,T+,051128,28.4,28.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d5,D,H,T+,051128,29,27.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e5,E,S,T+,051128,24.1,23.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a6,A,S,T+,051128,27,27.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b6,B,H,T++,051128,27.7,26.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c6,C,S,T+,051128,28.2,27.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d6,D,H,T,051128,29.4,28.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e6,E,S,T,051128,28.5,26.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a1,A,H,T+,051206,24.2,22.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b1,B,H,T,051206,24.3,20.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c1,C,S,T,051206,26.2,24.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d1,D,S,T++,051206,23.8,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e1,E,H,T+,051206,24.1,20.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a2,A,S,T++,051206,25,21.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b2,B,S,T+,051206,23.9,20.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2,C,H,T++,051206,24.1,24.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d2,D,S,T+,051206,25.4,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e2,E,H,T,051206,25.7,22.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a3,A,S,T,051206,24.3,20.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b3,B,S,T++,051206,25.1,21.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c3,C,H,T,051206,25.6,23.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d3,D,H,T++,051206,22.6,20.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e3,E,H,T++,051206,20.1,20.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a4,A,H,T++,051206,25.2,24.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b4,B,H,T+,051206,24,23.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c4,C,S,T++,051206,25.9,22.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d4,D,S,T,051206,26.7,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e4,E,S,T++,051206,22.7,21.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a5,A,H,T,051206,26.3,21.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b5,B,S,T,051206,22.5,23.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c5,C,H,T+,051206,22.5,21.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d5,D,H,T+,051206,26.1,23.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e5,E,S,T+,051206,21.9,20.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a6,A,S,T+,051206,25.4,21.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b6,B,H,T++,051206,24.8,23.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c6,C,S,T+,051206,23.3,24.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d6,D,H,T,051206,24.2,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e6,E,S,T,051206,25,25.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a1,A,H,T+,051216,25.8,25.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b1,B,H,T,051216,28.9,28.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c1,C,S,T,051216,28.9,26.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d1,D,S,T++,051216,22.9,17.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e1,E,H,T+,051216,24.7,18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a2,A,S,T++,051216,24.2,19.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b2,B,S,T+,051216,25.2,17.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2,C,H,T++,051216,21.3,20.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d2,D,S,T+,051216,23.1,22.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e2,E,H,T,051216,25.9,28.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a3,A,S,T,051216,24.2,15.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b3,B,S,T++,051216,22.5,21.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c3,C,H,T,051216,23.7,23.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d3,D,H,T++,051216,15.5,15.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e3,E,H,T++,051216,21.8,19.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a4,A,H,T++,051216,22.1,20.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b4,B,H,T+,051216,26.2,24.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c4,C,S,T++,051216,22.9,17.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d4,D,S,T,051216,30.1,28.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e4,E,S,T++,051216,21.8,21.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a5,A,H,T,051216,29.5,24.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b5,B,S,T,051216,29.1,26.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c5,C,H,T+,051216,25.4,23.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d5,D,H,T+,051216,27,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e5,E,S,T+,051216,23.2,18.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a6,A,S,T+,051216,25.7,24.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b6,B,H,T++,051216,22.4,21.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c6,C,S,T+,051216,26.8,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d6,D,H,T,051216,27.5,25.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e6,E,S,T,051216,28.6,25.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a1,A,H,T+,051227,23.1,22.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b1,B,H,T,051227,25.6,24.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c1,C,S,T,051227,24.3,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d1,D,S,T++,051227,18.7,16.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e1,E,H,T+,051227,24.1,20.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a2,A,S,T++,051227,21.1,19.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b2,B,S,T+,051227,22.2,18.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2,C,H,T++,051227,18.4,17.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d2,D,S,T+,051227,19.2,17.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e2,E,H,T,051227,23.9,23.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a3,A,S,T,051227,21.7,17.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b3,B,S,T++,051227,19.9,18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c3,C,H,T,051227,20.4,19.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d3,D,H,T++,051227,17.9,17.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e3,E,H,T++,051227,19.3,17.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a4,A,H,T++,051227,20.6,18.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b4,B,H,T+,051227,24.5,23.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c4,C,S,T++,051227,18.1,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d4,D,S,T,051227,18.9,16.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e4,E,S,T++,051227,19.4,19.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a5,A,H,T,051227,24,21.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b5,B,S,T,051227,24.8,23.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c5,C,H,T+,051227,23.9,23.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d5,D,H,T+,051227,22.4,15.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e5,E,S,T+,051227,19.6,17.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a6,A,S,T+,051227,22.4,20.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b6,B,H,T++,051227,19.3,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c6,C,S,T+,051227,24.1,21.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d6,D,H,T,051227,22.8,20.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e6,E,S,T,051227,25.7,23.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
