"Accepted Symbol","Synonym Symbol","Scientific Name"
"ALPAP","","Alternanthera paronychioides var. paronychioides"
"ALPH","","Alternanthera philoxeroides"
"ALPU3","","Alternanthera pungens"
"ALSE4","","Alternanthera sessilis"
"ALCA25","","Althaea cannabina"
"ALHI2","","Althaea hirsuta"
"ALOF2","","Althaea officinalis"
"ALBU4","","Alysicarpus bupleurifolius"
"ALOV","","Alysicarpus ovalifolius"
"ALRU4","","Alysicarpus rugosus"
"ALVA2","","Alysicarpus vaginalis"
"ALAL3","","Alyssum alyssoides"
"ALCO16","","Alyssum corsicum"
"ALDE","","Alyssum desertorum"
"ALDED","","Alyssum desertorum var. desertorum"
"ALDEH","","Alyssum desertorum var. himalayensis"
"ALMU","","Alyssum murale"
"ALOB5","","Alyssum obovatum"
"ALSI8","","Alyssum simplex"
"ALST2","","Alyssum strigosum"
"ALSZ2","","Alyssum szovitsianum"
"AMTE9","","Amaranthus ×texensis"
"AMTU2","","Amaranthus ×tucsonensis"
"AMAC","","Amaranthus acanthochiton"
"AMAL","","Amaranthus albus"
"AMAR","","Amaranthus arenicola"
"AMAU","","Amaranthus australis"
"AMBI","","Amaranthus bigelovii"
"AMBL","","Amaranthus blitoides"
"AMBL2","","Amaranthus blitum"
"AMBLB","","Amaranthus blitum var. blitum"
"AMBLE2","","Amaranthus blitum var. emarginatus"
"AMBLP","","Amaranthus blitum var. pseudogracilis"
"AMBR5","","Amaranthus brownii"
"AMCA","","Amaranthus californicus"
"AMCA2","","Amaranthus cannabinus"
"AMCA3","","Amaranthus caudatus"
"AMCR","","Amaranthus crassipes"
"AMCRC","","Amaranthus crassipes var. crassipes"
"AMCRW","","Amaranthus crassipes var. warnockii"
"AMCR2","","Amaranthus crispus"
"AMCR4","","Amaranthus cruentus"
"AMDE","","Amaranthus deflexus"
"AMDU","","Amaranthus dubius"
"AMFI","","Amaranthus fimbriatus"
"AMFL3","","Amaranthus floridanus"
"AMGR13","","Amaranthus graecizans"
"AMGRS","","Amaranthus graecizans ssp. sylvestris"
"AMGR2","","Amaranthus greggii"
"AMHY","","Amaranthus hybridus"
"AMHY4","","Amaranthus hybridus × hypochondriacus"
"AMHY2","","Amaranthus hypochondriacus"
"AMIN8","","Amaranthus interruptus"
"AMLI2","","Amaranthus lineatus"
"AMMA6","","Amaranthus macrocarpus"
"AMMU3","","Amaranthus muricatus"
"AMOB","","Amaranthus obcordatus"
"AMPA","","Amaranthus palmeri"
"AMPO","","Amaranthus polygonoides"
"AMPO2","","Amaranthus powellii"
"AMPOB2","","Amaranthus powellii ssp. bouchonii"
"AMPOP","","Amaranthus powellii ssp. powellii"
"AMPR","","Amaranthus pringlei"
"AMPU2","","Amaranthus pumilus"
"AMRE","","Amaranthus retroflexus"
"AMSC","","Amaranthus scleropoides"
"AMSP","","Amaranthus spinosus"
"AMTA","","Amaranthus tamaulipensis"
"AMTH2","","Amaranthus thunbergii"
"AMTO6","","Amaranthus torreyi"
"AMTR2","","Amaranthus tricolor"
"AMTU","","Amaranthus tuberculatus"
"AMVE2","","Amaranthus venulosus"
"AMVI","","Amaranthus viridis"
"AMWA","","Amaranthus watsonii"
"AMWR","","Amaranthus wrightii"
"AMBE3","","Amaryllis belladonna"
"AMMO","","Amberboa moschata"
"AMSE","","Amblyolepis setigera"
"AMPU3","","Amblyopappus pusillus"
"AMHE3","","Ambrosia ×helenae"
"AMIN","","Ambrosia ×intergradiens"
"AMAC2","","Ambrosia acanthicarpa"
"AMAR2","","Ambrosia artemisiifolia"
"AMARA2","","Ambrosia artemisiifolia var. artemisiifolia"
"AMARE","","Ambrosia artemisiifolia var. elatior"
"AMARP","","Ambrosia artemisiifolia var. paniculata"
"AMBI2","","Ambrosia bidentata"
"AMCA7","","Ambrosia canescens"
"AMCH4","","Ambrosia chamissonis"
"AMCH2","","Ambrosia cheiranthifolia"
"AMCO3","","Ambrosia confertiflora"
"AMGR5","","Ambrosia grayi"
"AMHI3","","Ambrosia hispida"
"AMPE2","","Ambrosia peruviana"
"AMPS","","Ambrosia psilostachya"
"AMPU4","","Ambrosia pumila"
"AMTE5","","Ambrosia tenuifolia"
"AMTO3","","Ambrosia tomentosa"
"AMTR","","Ambrosia trifida"
"AMTRT","","Ambrosia trifida var. texana"
"AMTRT2","","Ambrosia trifida var. trifida"
"AMRO","","Amerorchis rotundifolia"
"AMMU","","Amianthium muscitoxicum"
"AMAU2","","Ammannia auriculata"
"AMBA3","","Ammannia baccifera"
"AMCO","","Ammannia coccinea"
"AMLA3","","Ammannia latifolia"
"AMMU6","","Ammannia multiflora"
"AMRO3","","Ammannia robusta"
"AMMA","","Ammi majus"
"AMVI2","","Ammi visnaga"
"AMCH3","","Ammocodon chenopodioides"
"AMBU","","Ammoselinum butleri"
"AMGI","","Ammoselinum giganteum"
"AMPO4","","Ammoselinum popei"
"AMGO","","Amoreuxia gonzalezii"
"AMPA3","","Amoreuxia palmatifida"
"AMAM3","","Amphiachyris amoena"
"AMDR","","Amphiachyris dracunculoides"
"AMPU7","","Amphianthus pusillus"
"AMBR2","","Amphicarpaea bracteata"
"AMBRB","","Amphicarpaea bracteata var. bracteata"
"AMBRC","","Amphicarpaea bracteata var. comosa"
"AMCA8","","Amsinckia carinata"
"AMDO","","Amsinckia douglasiana"
"AMEA2","","Amsinckia eastwoodiae"
"AMGR3","","Amsinckia grandiflora"
"AMLU","","Amsinckia lunaris"
"AMLY","","Amsinckia lycopsoides"
"AMME","","Amsinckia menziesii"
"AMMEI2","","Amsinckia menziesii var. intermedia"
"AMMEM2","","Amsinckia menziesii var. menziesii"
"AMSP3","","Amsinckia spectabilis"
"AMTE3","","Amsinckia tessellata"
"AMTEG","","Amsinckia tessellata var. gloriosa"
"AMTET","","Amsinckia tessellata var. tessellata"
"AMVE","","Amsinckia vernicosa"
"AMVEF","","Amsinckia vernicosa var. furcata"
"AMVEV","","Amsinckia vernicosa var. vernicosa"
"AMCI","","Amsonia ciliata"
"AMCIC","","Amsonia ciliata var. ciliata"
"AMCIT","","Amsonia ciliata var. tenuifolia"
"AMCIT2","","Amsonia ciliata var. texana"
"AMFU","","Amsonia fugatei"
"AMGR4","","Amsonia grandiflora"
"AMHU","","Amsonia hubrichtii"
"AMIL","","Amsonia illustris"
"AMJO","","Amsonia jonesii"
"AMKE","","Amsonia kearneyana"
"AMLO","","Amsonia longiflora"
"AMLOL","","Amsonia longiflora var. longiflora"
"AMLOS","","Amsonia longiflora var. salpignantha"
"AMLU2","","Amsonia ludoviciana"
"AMPA5","","Amsonia palmeri"
"AMPE","","Amsonia peeblesii"
"AMRE3","","Amsonia repens"
"AMRI","","Amsonia rigida"
"AMTA2","","Amsonia tabernaemontana"
"AMTAG","","Amsonia tabernaemontana var. gattingeri"
"AMTAS","","Amsonia tabernaemontana var. salicifolia"
"AMTAT","","Amsonia tabernaemontana var. tabernaemontana"
"AMTH","","Amsonia tharpii"
"AMTO2","","Amsonia tomentosa"
"AMTOS","","Amsonia tomentosa var. stenophylla"
"AMTOT","","Amsonia tomentosa var. tomentosa"
"ANCL2","","Anacyclus clavatus"
"ANAR","","Anagallis arvensis"
"ANARA7","","Anagallis arvensis ssp. arvensis"
"ANARF","","Anagallis arvensis ssp. foemina"
"ANMI4","","Anagallis minima"
"ANMO2","","Anagallis monelli"
"ANPU4","","Anagallis pumila"
"ANTE8","","Anagallis tenella"
"ANCO30","","Ananas comosus"
"ANMA","","Anaphalis margaritacea"
"ANAR16","","Anchusa arvensis"
"ANAZ","","Anchusa azurea"
"ANBA3","","Anchusa barrelieri"
"ANCA29","","Anchusa capensis"
"ANOF","","Anchusa officinalis"
"ANFI3","","Ancistrocarphus filagineus"
"ANEC","","Andrographis echioides"
"ANPA2","","Andrographis paniculata"
"ANCH","","Androsace chamaejasme"
"ANCHA","","Androsace chamaejasme ssp. andersonii"
"ANCHC","","Androsace chamaejasme ssp. carinata"
"ANCHL","","Androsace chamaejasme ssp. lehmanniana"
"ANEL2","","Androsace elongata"
"ANELA","","Androsace elongata ssp. acuta"
"ANFI","","Androsace filiformis"
"ANMA14","","Androsace maxima"
"ANOC2","","Androsace occidentalis"
"ANSE4","","Androsace septentrionalis"
"ANSEG2","","Androsace septentrionalis ssp. glandulosa"
"ANSEP2","","Androsace septentrionalis ssp. puberulenta"
"ANSES3","","Androsace septentrionalis ssp. septentrionalis"
"ANSES4","","Androsace septentrionalis ssp. subulifera"
"ANSES5","","Androsace septentrionalis ssp. subumbellata"
"ANBR4","","Androstephium breviflorum"
"ANCO9","","Androstephium coeruleum"
"ANEU","","Anelsonia eurycarpa"
"ANAD","","Anemia adiantifolia"
"ANHI2","","Anemia hirsuta"
"ANHI3","","Anemia hirta"
"ANME","","Anemia mexicana"
"ANPO2","","Anemia portoricensis"
"ANWR4","","Anemia wrightii"
"ANBE","","Anemone berlandieri"
"ANBL2","","Anemone blanda"
"ANCA8","","Anemone canadensis"
"ANCA9","","Anemone caroliniana"
"ANCY","","Anemone cylindrica"
"ANDE3","","Anemone deltoidea"
"ANDR","","Anemone drummondii"
"ANDRD","","Anemone drummondii ssp. drummondii"
"ANDRH","","Anemone drummondii ssp. heimburgeri"
"ANED2","","Anemone edwardsiana"
"ANEDE","","Anemone edwardsiana var. edwardsiana"
"ANEDP","","Anemone edwardsiana var. petraea"
"ANHU","","Anemone hupehensis"
"ANHUJ","","Anemone hupehensis var. japonica"
"ANLA","","Anemone lancifolia"
"ANLI4","","Anemone lithophila"
"ANLY","","Anemone lyallii"
"ANMU4","","Anemone multiceps"
"ANMU","","Anemone multifida"
"ANMUM3","","Anemone multifida var. multifida"
"ANMUS","","Anemone multifida var. saxicola"
"ANMUS5","","Anemone multifida var. stylosa"
"ANMUT","","Anemone multifida var. tetonensis"
"ANNA","","Anemone narcissiflora"
"ANNAM2","","Anemone narcissiflora var. monantha"
"ANNAV3","","Anemone narcissiflora var. villosissima"
"ANNAZ2","","Anemone narcissiflora var. zephyra"
"ANNE4","","Anemone nemorosa"
"ANOR","","Anemone oregana"
"ANORF","","Anemone oregana var. felix"
"ANORO","","Anemone oregana var. oregana"
"ANPA","","Anemone parviflora"
"ANPAG","","Anemone parviflora var. grandiflora"
"ANPAP2","","Anemone parviflora var. parviflora"
"ANPI","","Anemone piperi"
"ANQU","","Anemone quinquefolia"
"ANQUB2","","Anemone quinquefolia var. bifolia"
"ANQUM2","","Anemone quinquefolia var. minima"
"ANQUQ","","Anemone quinquefolia var. quinquefolia"
"ANRA2","","Anemone ranunculoides"
"ANRI","","Anemone richardsonii"
"ANTU","","Anemone tuberosa"
"ANTUT","","Anemone tuberosa var. texana"
"ANTUT2","","Anemone tuberosa var. tuberosa"
"ANVI3","","Anemone virginiana"
"ANVIA2","","Anemone virginiana var. alba"
"ANVIC","","Anemone virginiana var. cylindroidea"
"ANVIV2","","Anemone virginiana var. virginiana"
"ANCA10","","Anemopsis californica"
"ANGR2","","Anethum graveolens"
"ANCI2","","Anetium citrifolium"
"ANBE2","","Angadenia berteroi"
"ANAM","","Angelica ampla"
"ANAR9","","Angelica archangelica"
"ANARN2","","Angelica archangelica ssp. norvegica"
"ANAR3","","Angelica arguta"
"ANAT","","Angelica atropurpurea"
"ANBR5","","Angelica breweri"
"ANCA32","","Angelica californica"
"ANCA13","","Angelica callii"
"ANCA11","","Angelica canbyi"
"ANDA","","Angelica dawsonii"
"ANDE4","","Angelica dentata"
"ANGE2","","Angelica genuflexa"
"ANGR3","","Angelica grayi"
"ANHE","","Angelica hendersonii"
"ANKI","","Angelica kingii"
"ANLI2","","Angelica lineariloba"
"ANLU","","Angelica lucida"
"ANPI2","","Angelica pinnata"
"ANRO","","Angelica roseana"
"ANSC9","","Angelica scabrida"
"ANSY2","","Angelica sylvestris"
"ANTO","","Angelica tomentosa"
"ANTR2","","Angelica triquinata"
"ANVE","","Angelica venenosa"
"ANWH","","Angelica wheeleri"
"ANAN5","","Angelonia angustifolia"
"ANSA3","","Angelonia salicariifolia"
"ANEV","","Angiopteris evecta"
"ANMA4","","Aniseia martinicensis"
"ANMAN","","Aniseia martinicensis var. nitens"
"ANMA26","","Anisocarpus madioides"
"ANSC14","","Anisocarpus scabridus"
"ANAC","","Anisocoma acaulis"
"ANCA46","","Anisodontea capensis"
"ANAB","","Anoda abutiloides"
"ANCR","","Anoda crenatiflora"
"ANCR2","","Anoda cristata"
"ANLA4","","Anoda lanceolata"
"ANPE4","","Anoda pentaschista"
"ANRE2","","Anoda reticulata"
"ANTH3","","Anoda thurberi"
"ANSA2","","Anoectochilus sandvicensis"
"ANHE2","","Anopteris hexagona"
"ANHEI","","Anopteris hexagona ssp. intermedia"
"ANCO6","","Anredera cordifolia"
"ANVE2","","Anredera vesicaria"
"ANER2","","Antennaria ×erigeroides"
"ANFO","","Antennaria ×foliacea"
"ANMA6","","Antennaria ×macounii"
"ANOB3","","Antennaria ×oblancifolia"
"ANAL4","","Antennaria alpina"
"ANAN2","","Antennaria anaphaloides"
"ANAR4","","Antennaria arcuata"
"ANAR5","","Antennaria argentea"
"ANAR10","","Antennaria aromatica"
"ANCO","","Antennaria corymbosa"
"ANDE9","","Antennaria densifolia"
"ANDI2","","Antennaria dimorpha"
"ANDI3","","Antennaria dioica"
"ANFL2","","Antennaria flagellaris"
"ANFR","","Antennaria friesiana"
"ANFRA","","Antennaria friesiana ssp. alaskana"
"ANFRF","","Antennaria friesiana ssp. friesiana"
"ANFRN","","Antennaria friesiana ssp. neoalaskana"
"ANGE3","","Antennaria geyeri"
"ANHO","","Antennaria howellii"
"ANHOC","","Antennaria howellii ssp. canadensis"
"ANHOH","","Antennaria howellii ssp. howellii"
"ANHON","","Antennaria howellii ssp. neodioica"
"ANHOP","","Antennaria howellii ssp. petaloidea"
"ANLA3","","Antennaria lanata"
"ANLU2","","Antennaria luzuloides"
"ANLUA2","","Antennaria luzuloides ssp. aberrans"
"ANLUL","","Antennaria luzuloides ssp. luzuloides"
"ANMA5","","Antennaria marginata"
"ANME2","","Antennaria media"
"ANMI3","","Antennaria microphylla"
"ANMO9","","Antennaria monocephala"
"ANMOA","","Antennaria monocephala ssp. angustata"
"ANMOM","","Antennaria monocephala ssp. monocephala"
"ANNE","","Antennaria neglecta"
"ANPA9","","Antennaria parlinii"
"ANPAF","","Antennaria parlinii ssp. fallax"
"ANPAP","","Antennaria parlinii ssp. parlinii"
"ANPA4","","Antennaria parvifolia"
"ANPL","","Antennaria plantaginifolia"
"ANPU8","","Antennaria pulchella"
"ANPU","","Antennaria pulcherrima"
"ANPUE2","","Antennaria pulcherrima ssp. eucosma"
"ANPUP","","Antennaria pulcherrima ssp. pulcherrima"
"ANRA","","Antennaria racemosa"
"ANRO2","","Antennaria rosea"
"ANROA","","Antennaria rosea ssp. arida"
"ANROC","","Antennaria rosea ssp. confinis"
"ANROP","","Antennaria rosea ssp. pulvinata"
"ANROR","","Antennaria rosea ssp. rosea"
"ANRO3","","Antennaria rosulata"
"ANSO2","","Antennaria soliceps"
"ANSO","","Antennaria solitaria"
"ANST2","","Antennaria stenophylla"
"ANSU3","","Antennaria suffrutescens"
"ANUM","","Antennaria umbrinella"
"ANVI13","","Antennaria virginica"
"ANAL11","","Anthemis altissima"
"ANAR6","","Anthemis arvensis"
"ANAU3","","Anthemis austriaca"
"ANCO2","","Anthemis cotula"
"ANSE6","","Anthemis secundiramea"
"ANTI","","Anthemis tinctoria"
"ANLA7","","Antheropeas lanosum"
"ANWA","","Antheropeas wallacei"
"ANCA14","","Anthriscus caucalis"
"ANCE","","Anthriscus cerefolium"
"ANSY","","Anthriscus sylvestris"
"ANSE5","","Anthurium ×selloum"
"ANCO29","","Anthurium cordatum"
"ANCR3","","Anthurium crenatum"
"ANDO","","Anthurium dominicense"
"ANSC4","","Anthurium scandens"
"ANVU","","Anthyllis vulneraria"
"ANFL3","","Antiphytum floribundum"
"ANBE5","","Antirrhinum bellidifolium"
"ANMA3","","Antirrhinum majus"
"ANAL15","","Antrophyum alatum"
"ANCA28","","Antrophyum cajenense"
"ANIN9","","Antrophyum intramarginale"
"ANLA8","","Antrophyum lanceolatum"
"ANLI8","","Antrophyum lineatum"
"ANPL4","","Antrophyum plantagineum"
"ANUR","","Antrophyum urbanii"
"ANAN4","","Anulocaulis annulatus"
"ANER","","Anulocaulis eriosolenus"
"ANLE5","","Anulocaulis leiosolenus"
"ANLEG","","Anulocaulis leiosolenus var. gypsogenus"
"ANLEH","","Anulocaulis leiosolenus var. howardii"
"ANLEL","","Anulocaulis leiosolenus var. lasianthus"
"ANLEL2","","Anulocaulis leiosolenus var. leiosolenus"
"ANRE3","","Anulocaulis reflexus"
"APAR2","","Aphanes arvensis"
"APMI","","Aphanes microcarpa"
"APBL","","Aphanisma blitoides"
"APPI","","Aphanostephus pilosus"
"APRA","","Aphanostephus ramosissimus"
"APRAH","","Aphanostephus ramosissimus var. humilis"
"APRAR","","Aphanostephus ramosissimus var. ramosissimus"
"APRI","","Aphanostephus riddellii"
"APSK","","Aphanostephus skirrhobasis"
"APSKK","","Aphanostephus skirrhobasis var. kidderi"
"APSKS","","Aphanostephus skirrhobasis var. skirrhobasis"
"APSKT","","Aphanostephus skirrhobasis var. thalassius"
"APES","","Aphragmus eschscholtzianus"
"APAN","","Apiastrum angustifolium"
"APAM","","Apios americana"
"APPR","","Apios priceana"
"APGR2","","Apium graveolens"
"APGRD","","Apium graveolens var. dulce"
"APNO","","Apium nodiflorum"
"APPR2","","Apium prostratum"
"APRE","","Apium repens"
"APHY","","Aplectrum hyemale"
"APFL","","Apocynum ×floribundum"
"APAN2","","Apocynum androsaemifolium"
"APCA","","Apocynum cannabinum"
"APUN","","Apodanthera undulata"
"APDI","","Aponogeton distachyos"
"APRE2","","Appendicula reflexa"
"APCO","","Aptenia cordifolia"
"APAP","","Apteria aphylla"
"AQBA","","Aquilegia barnebyi"
"AQBR","","Aquilegia brevistyla"
"AQCA","","Aquilegia canadensis"
"AQCH","","Aquilegia chrysantha"
"AQCHC","","Aquilegia chrysantha var. chaplinei"
"AQCHC2","","Aquilegia chrysantha var. chrysantha"
"AQCHH","","Aquilegia chrysantha var. hinckleyana"
"AQCHR","","Aquilegia chrysantha var. rydbergii"
"AQCO","","Aquilegia coerulea"
"AQCOA","","Aquilegia coerulea var. alpina"
"AQCOC","","Aquilegia coerulea var. coerulea"
"AQCOD","","Aquilegia coerulea var. daileyae"
"AQCOO","","Aquilegia coerulea var. ochroleuca"
"AQCOP","","Aquilegia coerulea var. pinetorum"
"AQDE","","Aquilegia desertorum"
"AQDE2","","Aquilegia desolatica"
"AQEL","","Aquilegia elegantula"
"AQEX","","Aquilegia eximia"
"AQFL","","Aquilegia flavescens"
"AQFLF","","Aquilegia flavescens var. flavescens"
"AQFLM","","Aquilegia flavescens var. miniata"
"AQFLR","","Aquilegia flavescens var. rubicunda"
"AQFO","","Aquilegia formosa"
"AQGR","","Aquilegia grahamii"
"AQJO","","Aquilegia jonesii"
"AQJOE","","Aquilegia jonesii var. elatior"
"AQJOJ","","Aquilegia jonesii var. jonesii"
"AQLA","","Aquilegia laramiensis"
"AQLO","","Aquilegia longissima"
"AQLO2","","Aquilegia loriae"
"AQMI","","Aquilegia micrantha"
"AQMIM","","Aquilegia micrantha var. mancosana"
"AQMIM2","","Aquilegia micrantha var. micrantha"
"AQPU","","Aquilegia pubescens"
"AQSA","","Aquilegia saximontana"
"AQSC","","Aquilegia scopulorum"
"AQSCC","","Aquilegia scopulorum var. calcarea"
"AQSCS","","Aquilegia scopulorum var. scopulorum"
"AQTR","","Aquilegia triternata"
"AQVU","","Aquilegia vulgaris"
"ARAR32","","Arabidopsis arenicola"
"ARAR33","","Arabidopsis arenosa"
"ARARA4","","Arabidopsis arenosa ssp. arenosa"
"ARTH","","Arabidopsis thaliana"
"ARDI2","","Arabis ×divaricarpa"
"ARAC4","","Arabis aculeolata"
"ARAL8","","Arabis alpina"
"ARBE2","","Arabis beckwithii"
"ARBL","","Arabis blepharophylla"
"ARBO","","Arabis bodiensis"
"ARBO7","","Arabis boivinii"
"ARBR","","Arabis breweri"
"ARBRA","","Arabis breweri var. austiniae"
"ARBRB","","Arabis breweri var. breweri"
"ARBRP","","Arabis breweri var. pecuniaria"
"ARCA48","","Arabis calderi"
"ARCA","","Arabis canadensis"
"ARCO","","Arabis cobrensis"
"ARCO39","","Arabis codyi"
"ARCO12","","Arabis constancei"
"ARCR5","","Arabis crandallii"
"ARCR","","Arabis crucisetosa"
"ARCU","","Arabis cusickii"
"ARDA","","Arabis davidsonii"
"ARDAD","","Arabis davidsonii var. davidsonii"
"ARDAP","","Arabis davidsonii var. parva"
"ARDE","","Arabis demissa"
"ARDED","","Arabis demissa var. demissa"
"ARDEL","","Arabis demissa var. languida"
"ARDI","","Arabis dispar"
"ARDR","","Arabis drummondii"
"ARES5","","Arabis eschscholtziana"
"ARFA2","","Arabis falcatoria"
"ARFA3","","Arabis falcifructa"
"ARFE6","","Arabis fecunda"
"ARFE","","Arabis fendleri"
"ARFEF","","Arabis fendleri var. fendleri"
"ARFES","","Arabis fendleri var. spatifolia"
"ARFE2","","Arabis fernaldiana"
"ARFEF2","","Arabis fernaldiana var. fernaldiana"
"ARFES2","","Arabis fernaldiana var. stylosa"
"ARFR5","","Arabis fructicosa"
"ARFU","","Arabis furcata"
"ARFUF2","","Arabis furcata var. furcata"
"ARFUO","","Arabis furcata var. olympica"
"ARGE","","Arabis georgiana"
"ARGL","","Arabis glabra"
"ARGL2","","Arabis glaucovalvula"
"ARGO5","","Arabis goodrichii"
"ARGR4","","Arabis gracilipes"
"ARGU","","Arabis gunnisoniana"
"ARHA2","","Arabis hastatula"
"ARHI9","","Arabis hirshbergiae"
"ARHI","","Arabis hirsuta"
"ARHIG","","Arabis hirsuta var. glabrata"
"ARHIH","","Arabis hirsuta var. hirsuta"
"ARHIP","","Arabis hirsuta var. pycnocarpa"
"ARHO","","Arabis hoffmannii"
"ARHO2","","Arabis holboellii"
"ARHOC","","Arabis holboellii var. collinsii"
"ARHOH6","","Arabis holboellii var. holboellii"
"ARHOP2","","Arabis holboellii var. pendulocarpa"
"ARHOP3","","Arabis holboellii var. pinetorum"
"ARHOR","","Arabis holboellii var. retrofracta"
"ARIN","","Arabis inyoensis"
"ARJO","","Arabis johnstonii"
"ARKA6","","Arabis kamchatica"
"ARKO","","Arabis koehleri"
"ARKOK","","Arabis koehleri var. koehleri"
"ARKOS","","Arabis koehleri var. stipitata"
"ARLA","","Arabis laevigata"
"ARLAB","","Arabis laevigata var. burkii"
"ARLAL","","Arabis laevigata var. laevigata"
"ARLA10","","Arabis lasiocarpa"
"ARLE","","Arabis lemmonii"
"ARLED","","Arabis lemmonii var. depauperata"
"ARLED2","","Arabis lemmonii var. drepanoloba"
"ARLEL","","Arabis lemmonii var. lemmonii"
"ARLEP","","Arabis lemmonii var. paddoensis"
"ARLI","","Arabis lignifera"
"ARLY","","Arabis lyallii"
"ARLYL","","Arabis lyallii var. lyallii"
"ARLYN","","Arabis lyallii var. nubigena"
"ARLY2","","Arabis lyrata"
"ARMA33","","Arabis macdonaldiana"
"ARME13","","Arabis media"
"ARMI","","Arabis microphylla"
"ARMIM","","Arabis microphylla var. macounii"
"ARMIM2","","Arabis microphylla var. microphylla"
"ARMIT","","Arabis microphylla var. thompsonii"
"ARMI5","","Arabis missouriensis"
