"Accepted Symbol","Synonym Symbol","Scientific Name"
"MINU","","Microseris nutans"
"MIPA","","Microseris paludosa"
"MISY","","Microseris sylvatica"
"MIPU19","","Microsorum punctatum"
"MISP3","","Microsorum spectrum"
"MICO20","","Microstachys corniculata"
"MIGR","","Microsteris gracilis"
"MIGRG4","","Microsteris gracilis var. gracilis"
"MIGRH","","Microsteris gracilis var. humilior"
"MIDE7","","Microtea debilis"
"MIPO","","Microtea portoricensis"
"MIRU6","","Microthelys rubrocallosa"
"MIPE8","","Microthlaspi perfoliatum"
"MICO8","","Mikania congesta"
"MICO16","","Mikania cordata"
"MICO9","","Mikania cordifolia"
"MIFR4","","Mikania fragilis"
"MIOD","","Mikania odoratissima"
"MIPA9","","Mikania pachyphylla"
"MIPO3","","Mikania porosa"
"MISC","","Mikania scandens"
"MIST6","","Mikania stevensiana"
"MIBI2","","Milla biflora"
"MIPI5","","Mimetanthe pilosa"
"MIHY2","","Mimosa hystricina"
"MILA15","","Mimosa latidens"
"MIMI22","","Mimosa microphylla"
"MINU6","","Mimosa nuttallii"
"MIPU8","","Mimosa pudica"
"MIPUP2","","Mimosa pudica var. pudica"
"MIPUU","","Mimosa pudica var. unijuga"
"MIQU2","","Mimosa quadrivalvis"
"MIQUF","","Mimosa quadrivalvis var. floridana"
"MIQUL2","","Mimosa quadrivalvis var. leptocarpa"
"MIQUN","","Mimosa quadrivalvis var. nelsonii"
"MIQUQ","","Mimosa quadrivalvis var. quadrivalvis"
"MIQUU","","Mimosa quadrivalvis var. urbaniana"
"MIRO6","","Mimosa roemeriana"
"MIRU5","","Mimosa rupertiana"
"MIST2","","Mimosa strigillosa"
"MIAC2","","Mimulus acutidens"
"MIAL2","","Mimulus alatus"
"MIAL3","","Mimulus alsinoides"
"MIAN","","Mimulus androsaceus"
"MIAN2","","Mimulus angustatus"
"MIAN4","","Mimulus angustifolius"
"MIAR","","Mimulus arenarius"
"MIBA","","Mimulus barbatus"
"MIBI4","","Mimulus bicolor"
"MIBI6","","Mimulus bigelovii"
"MIBIB2","","Mimulus bigelovii var. bigelovii"
"MIBIP","","Mimulus bigelovii var. panamintensis"
"MIBI7","","Mimulus biolettii"
"MIBO3","","Mimulus bolanderi"
"MIBR","","Mimulus brachiatus"
"MIBR2","","Mimulus brandegeei"
"MIBR3","","Mimulus breviflorus"
"MIBR4","","Mimulus brevipes"
"MIBR5","","Mimulus breweri"
"MICA3","","Mimulus cardinalis"
"MICL","","Mimulus cleistogamus"
"MICL3","","Mimulus clivicola"
"MICO","","Mimulus coccineus"
"MICO2","","Mimulus congdonii"
"MICU7","","Mimulus cupriphilus"
"MICU2","","Mimulus cusickii"
"MIDE2","","Mimulus densus"
"MIDE3","","Mimulus dentatus"
"MIDE4","","Mimulus dentilobus"
"MIDI","","Mimulus diffusus"
"MIDO2","","Mimulus douglasii"
"MIDU","","Mimulus dudleyi"
"MIEA","","Mimulus eastwoodiae"
"MIEV","","Mimulus evanescens"
"MIEX","","Mimulus exiguus"
"MIFI","","Mimulus filicaulis"
"MIFI4","","Mimulus filicifolius"
"MIFL2","","Mimulus floribundus"
"MIFR2","","Mimulus fremontii"
"MIGE","","Mimulus gemmiparus"
"MIGL","","Mimulus glabratus"
"MIGLG","","Mimulus glabratus var. glabratus"
"MIGLJ","","Mimulus glabratus var. jamesii"
"MIGLM","","Mimulus glabratus var. michiganensis"
"MIGLO","","Mimulus glabratus var. oklahomensis"
"MIGL2","","Mimulus glaucescens"
"MIGR3","","Mimulus gracilipes"
"MIGR4","","Mimulus grayi"
"MIGU","","Mimulus guttatus"
"MIHY","","Mimulus hymenophyllus"
"MIIN","","Mimulus inconspicuus"
"MIJO","","Mimulus johnstonii"
"MIJU","","Mimulus jungermannioides"
"MIKE","","Mimulus kelloggii"
"MILA3","","Mimulus laciniatus"
"MILA4","","Mimulus latidens"
"MILA9","","Mimulus latifolius"
"MILA5","","Mimulus layneae"
"MILE","","Mimulus leptaleus"
"MILE2","","Mimulus lewisii"
"MIMO","","Mimulus mohavensis"
"MIMO2","","Mimulus montioides"
"MIMO3","","Mimulus moschatus"
"MIMOL","","Mimulus moschatus var. longiflorus"
"MIMOM","","Mimulus moschatus var. moniliformis"
"MIMOM2","","Mimulus moschatus var. moschatus"
"MIMOS2","","Mimulus moschatus var. sessilifolius"
"MINA","","Mimulus nanus"
"MINAJ","","Mimulus nanus var. jepsonii"
"MINAM2","","Mimulus nanus var. mephiticus"
"MINAN2","","Mimulus nanus var. nanus"
"MINO","","Mimulus norrisii"
"MINU2","","Mimulus nudatus"
"MIOV2","","Mimulus ovatus"
"MIPA2","","Mimulus palmeri"
"MIPA3","","Mimulus parishii"
"MIPA4","","Mimulus parryi"
"MIPI2","","Mimulus pictus"
"MIPL2","","Mimulus platycalyx"
"MIPL","","Mimulus platylaemus"
"MIPR","","Mimulus primuloides"
"MIPRL2","","Mimulus primuloides var. linearifolius"
"MIPRP2","","Mimulus primuloides var. primuloides"
"MIPU","","Mimulus pulchellus"
"MIPU2","","Mimulus pulsiferae"
"MIPU4","","Mimulus purpureus"
"MIPUP5","","Mimulus purpureus var. pauxillus"
"MIPUP6","","Mimulus purpureus var. purpureus"
"MIPY","","Mimulus pygmaeus"
"MIRA","","Mimulus rattanii"
"MIRAD2","","Mimulus rattanii var. decurtatus"
"MIRAR","","Mimulus rattanii var. rattanii"
"MIRI","","Mimulus ringens"
"MIRIC","","Mimulus ringens var. colpophilus"
"MIRIR","","Mimulus ringens var. ringens"
"MIRU","","Mimulus rubellus"
"MIRU2","","Mimulus rupicola"
"MISH","","Mimulus shevockii"
"MISP","","Mimulus spissus"
"MISU","","Mimulus subsecundus"
"MISU2","","Mimulus suksdorfii"
"MITI","","Mimulus tilingii"
"MITIC","","Mimulus tilingii var. caespitosus"
"MITIT","","Mimulus tilingii var. tilingii"
"MITO","","Mimulus torreyi"
"MITR2","","Mimulus traskiae"
"MITR3","","Mimulus tricolor"
"MIVI2","","Mimulus viscidus"
"MIVIC","","Mimulus viscidus ssp. constrictus"
"MIVIV","","Mimulus viscidus ssp. viscidus"
"MIWA2","","Mimulus washingtonensis"
"MIWH2","","Mimulus whipplei"
"MIWH3","","Mimulus whitneyi"
"MIAR3","","Minuartia arctica"
"MIAU3","","Minuartia austromontana"
"MIBI9","","Minuartia biflora"
"MICA7","","Minuartia californica"
"MICA8","","Minuartia caroliniana"
"MICI3","","Minuartia cismontana"
"MICU3","","Minuartia cumberlandensis"
"MIDA","","Minuartia dawsonensis"
"MIDE8","","Minuartia decumbens"
"MIDO3","","Minuartia douglasii"
"MIDR","","Minuartia drummondii"
"MIEL2","","Minuartia elegans"
"MIFI2","","Minuartia filiorum"
"MIGL5","","Minuartia glabra"
"MIGO","","Minuartia godfreyi"
"MIGR7","","Minuartia groenlandica"
"MIHO","","Minuartia howellii"
"MIMA3","","Minuartia macrantha"
"MIMA4","","Minuartia macrocarpa"
"MIMA5","","Minuartia marcescens"
"MIMI2","","Minuartia michauxii"
"MIMIM","","Minuartia michauxii var. michauxii"
"MIMIT","","Minuartia michauxii var. texana"
"MIMU6","","Minuartia muscorum"
"MINU4","","Minuartia nuttallii"
"MINUF","","Minuartia nuttallii ssp. fragilis"
"MINUG","","Minuartia nuttallii ssp. gracilis"
"MINUG2","","Minuartia nuttallii ssp. gregaria"
"MINUN2","","Minuartia nuttallii ssp. nuttallii"
"MIOB2","","Minuartia obtusiloba"
"MIPA6","","Minuartia patula"
"MIPU7","","Minuartia pusilla"
"MIPUD","","Minuartia pusilla var. diffusa"
"MIPUP","","Minuartia pusilla var. pusilla"
"MIRO3","","Minuartia rosei"
"MIRO4","","Minuartia rossii"
"MIRU3","","Minuartia rubella"
"MIST9","","Minuartia stolonifera"
"MIST5","","Minuartia stricta"
"MITE2","","Minuartia tenella"
"MIUN","","Minuartia uniflora"
"MIYU","","Minuartia yukonensis"
"MIAL4","","Mirabilis albida"
"MIAL5","","Mirabilis alipes"
"MIAU7","","Mirabilis austrotexana"
"MICO7","","Mirabilis coccinea"
"MICO15","","Mirabilis comata"
"MIDE5","","Mirabilis decipiens"
"MIGI","","Mirabilis gigantea"
"MIGL3","","Mirabilis glabra"
"MIGL4","","Mirabilis glabrifolia"
"MIGR6","","Mirabilis greenei"
"MIHI","","Mirabilis hirsuta"
"MIJA","","Mirabilis jalapa"
"MILA6","","Mirabilis laevis"
"MILAR","","Mirabilis laevis var. retrorsa"
"MILAV","","Mirabilis laevis var. villosa"
"MILI3","","Mirabilis linearis"
"MILO2","","Mirabilis longiflora"
"MILOW","","Mirabilis longiflora var. wrightiana"
"MIMA2","","Mirabilis macfarlanei"
"MIME8","","Mirabilis melanotricha"
"MIMU","","Mirabilis multiflora"
"MIMUG","","Mirabilis multiflora var. glandulosa"
"MIMUM","","Mirabilis multiflora var. multiflora"
"MIMUP","","Mirabilis multiflora var. pubescens"
"MINY","","Mirabilis nyctaginea"
"MIOX","","Mirabilis oxybaphoides"
"MIPO7","","Mirabilis polyphylla"
"MIPU5","","Mirabilis pudica"
"MIPUP3","","Mirabilis pudica var. pubescens"
"MIPUP4","","Mirabilis pudica var. pudica"
"MIPU6","","Mirabilis pumila"
"MIRO2","","Mirabilis rotundifolia"
"MITE13","","Mirabilis texensis"
"MIOR","","Misopates orontium"
"MIRE","","Mitchella repens"
"MIIN2","","Mitella ×intermedia"
"MIBR6","","Mitella breweri"
"MICA5","","Mitella caulescens"
"MIDI3","","Mitella diphylla"
"MIDI4","","Mitella diversifolia"
"MINU3","","Mitella nuda"
"MIOV","","Mitella ovalis"
"MIPE","","Mitella pentandra"
"MIPR2","","Mitella prostrata"
"MIST3","","Mitella stauropetala"
"MISTS2","","Mitella stauropetala var. stauropetala"
"MISTS","","Mitella stauropetala var. stenopetala"
"MITR4","","Mitella trifida"
"MITRT","","Mitella trifida var. trifida"
"MITRV","","Mitella trifida var. violacea"
"MIBR7","","Mitracarpus breviflorus"
"MIHI2","","Mitracarpus hirtus"
"MIMA6","","Mitracarpus maxwelliae"
"MIPO2","","Mitracarpus polycladus"
"MIEL6","","Mitrasacme elata"
"MINU8","","Mitrasacme nudicaulis"
"MIPE3","","Mitreola petiolata"
"MISE3","","Mitreola sessilifolia"
"MOCA","","Modiola caroliniana"
"MOLA6","","Moehringia lateriflora"
"MOMA3","","Moehringia macrophylla"
"MOTR2","","Moehringia trinervia"
"MOER","","Moenchia erecta"
"MOHO4","","Moerenhoutia hosokawae"
"MOLA13","","Moerenhoutia laxa"
"MOBR","","Mohavea breviflora"
"MOCO","","Mohavea confertiflora"
"MOCE","","Mollugo cerviana"
"MOGR3","","Mollugo gracillima"
"MONU2","","Mollugo nudicaulis"
"MONUN2","","Mollugo nudicaulis var. navassensis"
"MONUN","","Mollugo nudicaulis var. nudicaulis"
"MOVE","","Mollugo verticillata"
"MOLA","","Moluccella laevis"
"MOBA","","Momordica balsamina"
"MOCH2","","Momordica charantia"
"MOME2","","Monarda ×medioides"
"MOBR2","","Monarda bradburiana"
"MOCI","","Monarda citriodora"
"MOCIA","","Monarda citriodora ssp. austromontana"
"MOCIC","","Monarda citriodora ssp. citriodora"
"MOCIC2","","Monarda citriodora ssp. citriodora var. citriodora"
"MOCIP2","","Monarda citriodora ssp. citriodora var. parva"
"MOCL","","Monarda clinopodia"
"MOCL2","","Monarda clinopodioides"
"MODI","","Monarda didyma"
"MOFI","","Monarda fistulosa"
"MOFIF","","Monarda fistulosa ssp. fistulosa"
"MOFIF2","","Monarda fistulosa ssp. fistulosa var. fistulosa"
"MOFIM2","","Monarda fistulosa ssp. fistulosa var. menthifolia"
"MOFIM3","","Monarda fistulosa ssp. fistulosa var. mollis"
"MOFIR","","Monarda fistulosa ssp. fistulosa var. rubra"
"MOFIB","","Monarda fistulosa var. brevis"
"MOFR2","","Monarda fruticulosa"
"MOLI2","","Monarda lindheimeri"
"MOMA5","","Monarda maritima"
"MOME","","Monarda media"
"MOPE","","Monarda pectinata"
"MOPU","","Monarda punctata"
"MOPUI2","","Monarda punctata ssp. immaculata"
"MOPUP","","Monarda punctata ssp. punctata"
"MOPUA","","Monarda punctata ssp. punctata var. arkansana"
"MOPUC3","","Monarda punctata ssp. punctata var. correllii"
"MOPUC","","Monarda punctata ssp. punctata var. coryi"
"MOPUI3","","Monarda punctata ssp. punctata var. intermedia"
"MOPUL","","Monarda punctata ssp. punctata var. lasiodonta"
"MOPUO","","Monarda punctata ssp. punctata var. occidentalis"
"MOPUP2","","Monarda punctata ssp. punctata var. punctata"
"MOPUV","","Monarda punctata ssp. punctata var. villicaulis"
"MORU","","Monarda russeliana"
"MOST5","","Monarda stanfieldii"
"MOST2","","Monarda stipitatoglandulosa"
"MOVI5","","Monarda viridissima"
"MOAN","","Monardella antonina"
"MOANA","","Monardella antonina ssp. antonina"
"MOANB","","Monardella antonina ssp. benitensis"
"MOAR","","Monardella arizonica"
"MOAU3","","Monardella australis"
"MOBE5","","Monardella beneolens"
"MOBR3","","Monardella breweri"
"MOCA3","","Monardella candicans"
"MOCI2","","Monardella cinerea"
"MOCR","","Monardella crispa"
"MODO","","Monardella douglasii"
"MODOD2","","Monardella douglasii ssp. douglasii"
"MODOV2","","Monardella douglasii ssp. venosa"
"MOEX","","Monardella exilis"
"MOFO3","","Monardella follettii"
"MOFR3","","Monardella frutescens"
"MOGL","","Monardella glauca"
"MOHY","","Monardella hypoleuca"
"MOHYH","","Monardella hypoleuca ssp. hypoleuca"
"MOHYL","","Monardella hypoleuca ssp. lanata"
"MOLA2","","Monardella lanceolata"
"MOLAG","","Monardella lanceolata var. glandulifera"
"MOLAL","","Monardella lanceolata var. lanceolata"
"MOLAM","","Monardella lanceolata var. microcephala"
"MOLE","","Monardella leucocephala"
"MOLI3","","Monardella linoides"
"MOLIL","","Monardella linoides ssp. linoides"
"MOLIO","","Monardella linoides ssp. oblonga"
"MOLIS","","Monardella linoides ssp. stricta"
"MOLIV","","Monardella linoides ssp. viminea"
"MOMA","","Monardella macrantha"
"MOMAH","","Monardella macrantha ssp. hallii"
"MOMAM","","Monardella macrantha ssp. macrantha"
"MONA","","Monardella nana"
"MONAA","","Monardella nana ssp. arida"
"MONAL","","Monardella nana ssp. leptosiphon"
"MONAN2","","Monardella nana ssp. nana"
"MONAT","","Monardella nana ssp. tenuiflora"
"MOOD","","Monardella odoratissima"
"MOODD","","Monardella odoratissima ssp. discolor"
"MOODO","","Monardella odoratissima ssp. odoratissima"
"MOODP","","Monardella odoratissima ssp. pallida"
"MOPA","","Monardella palmeri"
"MOPR","","Monardella pringlei"
"MOPU2","","Monardella purpurea"
"MORO","","Monardella robisonii"
"MOSH","","Monardella sheltonii"
"MOSI3","","Monardella siskiyouensis"
"MOST3","","Monardella stebbinsii"
"MOUN","","Monardella undulata"
"MOVI2","","Monardella villosa"
"MOVIF3","","Monardella villosa ssp. franciscana"
"MOVIG","","Monardella villosa ssp. globosa"
"MOVIO3","","Monardella villosa ssp. obispoensis"
"MOVIV","","Monardella villosa ssp. villosa"
"MOVI3","","Monardella viridis"
"MOVIS4","","Monardella viridis ssp. saxicola"
"MOVIV2","","Monardella viridis ssp. viridis"
"MOUN2","","Moneses uniflora"
"MOWR","","Monnina wrightii"
"MOHA2","","Monochoria hastata"
"MOVA","","Monochoria vaginalis"
"MONU","","Monolepis nuttalliana"
"MOPU3","","Monolepis pusilla"
"MOSP","","Monolepis spathulata"
"MOCO7","","Monolopia congdonii"
"MOGR","","Monolopia gracilens"
"MOLA3","","Monolopia lanceolata"
"MOMA2","","Monolopia major"
"MOST","","Monolopia stricta"
"MOBE","","Monoptilon bellidiforme"
"MOBE2","","Monoptilon bellioides"
"MOHY3","","Monotropa hypopitys"
"MOUN3","","Monotropa uniflora"
"MOOD2","","Monotropsis odorata"
"MORE","","Monotropsis reynoldsiae"
"MODE","","Monstera deliciosa"
"MOBO","","Montia bostockii"
"MOCH","","Montia chamissoi"
"MODI2","","Montia dichotoma"
"MODI3","","Montia diffusa"
"MOFO","","Montia fontana"
"MOHO","","Montia howellii"
"MOLI4","","Montia linearis"
"MOPA2","","Montia parvifolia"
"MOPAF","","Montia parvifolia ssp. flagellaris"
"MOPAP","","Montia parvifolia ssp. parvifolia"
"MOCO8","","Moraea collina"
"MOFL2","","Moraea flaccida"
"MOMI4","","Moraea miniata"
"MOOC2","","Moraea ochroleuca"
"MOPA8","","Moraea pallida"
"MOPO2","","Moraea polystachya"
"MOAR6","","Moricandia arvensis"
"MOOD3","","Morrenia odorata"
"MODI4","","Mosla dianthera"
"MUCA3","","Mucronea californica"
"MUPE2","","Mucronea perfoliata"
"MUPR","","Mucuna pruriens"
"MUPRP","","Mucuna pruriens var. pruriens"
"MUPRU","","Mucuna pruriens var. utilis"
"MUSL","","Mucuna sloanei"
"MUSLP","","Mucuna sloanei var. persericea"
"MUSLS","","Mucuna sloanei var. sloanei"
"MUCL","","Muilla clevelandii"
"MUCO","","Muilla coronata"
"MUMA2","","Muilla maritima"
"MUTR","","Muilla transmontana"
"MUKE","","Murdannia keisak"
"MUNU","","Murdannia nudiflora"
"MUSP","","Murdannia spirata"
"MUPA3","","Musa ×paradisiaca"
"MUAC","","Musa acuminata"
"MUCO8","","Musa coccinea"
"MUNA","","Musa nana"
"MUTR2","","Musa troglodytarum"
"MUVE","","Musa velutina"
"MUAR5","","Muscari armeniacum"
"MUBO","","Muscari botryoides"
"MUCO2","","Muscari comosum"
"MUNE","","Muscari neglectum"
"MUDI","","Musineon divaricatum"
"MUDID","","Musineon divaricatum var. divaricatum"
"MUDIH","","Musineon divaricatum var. hookeri"
"MULI2","","Musineon lineare"
"MUTE3","","Musineon tenuifolium"
"MUVA","","Musineon vaginatum"
"MYPE","","Myagrum perfoliatum"
"MYMU","","Mycelis muralis"
"MYAR","","Myosotis arvensis"
"MYAS2","","Myosotis asiatica"
"MYAZ","","Myosotis azorica"
"MYDI","","Myosotis discolor"
"MYLA4","","Myosotis latifolia"
"MYLA","","Myosotis laxa"
"MYMA","","Myosotis macrosperma"
"MYSC","","Myosotis scorpioides"
"MYST2","","Myosotis stricta"
"MYSY","","Myosotis sylvatica"
"MYVE","","Myosotis verna"
"MYAQ","","Myosoton aquaticum"
"MYAP","","Myosurus apetalus"
"MYAPB","","Myosurus apetalus var. borealis"
"MYAPM","","Myosurus apetalus var. montanus"
"MYCU","","Myosurus cupulatus"
"MYMI2","","Myosurus minimus"
"MYNI","","Myosurus nitidus"
"MYSE2","","Myosurus sessilis"
"MYAL3","","Myriophyllum alterniflorum"
"MYAQ2","","Myriophyllum aquaticum"
"MYFA2","","Myriophyllum farwellii"
"MYHE2","","Myriophyllum heterophyllum"
"MYHI","","Myriophyllum hippuroides"
"MYHU","","Myriophyllum humile"
"MYLA2","","Myriophyllum laxum"
"MYPI","","Myriophyllum pinnatum"
"MYQU","","Myriophyllum quitense"
"MYSI","","Myriophyllum sibiricum"
"MYSP2","","Myriophyllum spicatum"
"MYTE","","Myriophyllum tenellum"
"MYUS2","","Myriophyllum ussuriense"
"MYVE3","","Myriophyllum verticillatum"
"MYCA3","","Myrosma cannifolia"
"MYOD","","Myrrhis odorata"
"NAFI2","","Najas filifolia"
"NAFL","","Najas flexilis"
"NAGR","","Najas gracillima"
"NAGR2","","Najas graminea"
"NAGU","","Najas guadalupensis"
"NAGUF2","","Najas guadalupensis ssp. floridana"
"NAGUG","","Najas guadalupensis ssp. guadalupensis"
"NAGUM2","","Najas guadalupensis ssp. muenscheri"
"NAGUO2","","Najas guadalupensis ssp. olivacea"
"NAMA","","Najas marina"
"NAMI","","Najas minor"
"NAWR","","Najas wrightiana"
"NAAR","","Nama aretioides"
"NAARA","","Nama aretioides var. aretioides"
"NAARC2","","Nama aretioides var. californicum"
"NAARM","","Nama aretioides var. multiflorum"
"NACA3","","Nama californicum"
"NACA","","Nama carnosum"
"NADE","","Nama demissum"
"NADEC","","Nama demissum var. covillei"
"NADED","","Nama demissum var. demissum"
"NADE2","","Nama densum"
"NADED2","","Nama densum var. densum"
"NADEP","","Nama densum var. parviflorum"
"NADE3","","Nama depressum"
"NADI","","Nama dichotomum"
"NAHA","","Nama havardii"
"NAHI","","Nama hispidum"
"NAJA","","Nama jamaicense"
"NALO","","Nama lobbii"
"NAPA","","Nama parvifolium"
"NAPU","","Nama pusillum"
"NARE","","Nama retrorsum"
"NARO","","Nama rothrockii"
"NASA","","Nama sandwicense"
"NAST","","Nama stenocarpum"
"NAST2","","Nama stevensii"
"NATO","","Nama torynophyllum"
"NAUN","","Nama undulatum"
"NAXY","","Nama xylopodum"
"NAJA5","","Nanozostera japonica"
"NADI2","","Napaea dioica"
"NAIN","","Narcissus ×incomparabilis"
"NAIN6","","Narcissus ×intermedius"
"NAME2","","Narcissus ×medioluteus"
"NAOD","","Narcissus ×odorus"
"NAAS2","","Narcissus assoanus"
"NABU","","Narcissus bulbocodium"
"NAJO","","Narcissus jonquilla"
"NAPA3","","Narcissus papyraceus"
"NAPO","","Narcissus poeticus"
"NAPS","","Narcissus pseudonarcissus"
"NATA2","","Narcissus tazetta"
"NAAM","","Narthecium americanum"
"NACA2","","Narthecium californicum"
"NAST4","","Nasturtium ×sterile"
"NAFL2","","Nasturtium floridanum"
"NAGA","","Nasturtium gambelii"
"NAMI2","","Nasturtium microphyllum"
"NAOF","","Nasturtium officinale"
"NAAT","","Navarretia atractyloides"
"NABR","","Navarretia breweri"
"NACA6","","Navarretia capillaris"
"NACO","","Navarretia cotulifolia"
"NADI3","","Navarretia divaricata"
"NADID","","Navarretia divaricata ssp. divaricata"
"NADIV","","Navarretia divaricata ssp. vividior"
"NAER","","Navarretia eriocephala"
"NAFI","","Navarretia filicaulis"
"NAFO","","Navarretia fossalis"
"NAFU","","Navarretia furnissii"
"NAHA2","","Navarretia hamata"
"NAHAH","","Navarretia hamata ssp. hamata"
"NAHAL","","Navarretia hamata ssp. leptantha"
"NAHAP","","Navarretia hamata ssp. parviloba"
"NAHE","","Navarretia heterandra"
"NAHE2","","Navarretia heterodoxa"
"NAIN2","","Navarretia intertexta"
"NAINI","","Navarretia intertexta ssp. intertexta"
"NAINP3","","Navarretia intertexta ssp. propinqua"
"NAJA2","","Navarretia jaredii"
"NAJE","","Navarretia jepsonii"
"NALE5","","Navarretia leptalea"
"NALEB2","","Navarretia leptalea ssp. bicolor"
"NALEL2","","Navarretia leptalea ssp. leptalea"
"NALE","","Navarretia leucocephala"
"NALEB","","Navarretia leucocephala ssp. bakeri"
"NALEL","","Navarretia leucocephala ssp. leucocephala"
"NALEM","","Navarretia leucocephala ssp. minima"
"NALEP","","Navarretia leucocephala ssp. pauciflora"
"NALEP2","","Navarretia leucocephala ssp. plieantha"
"NAME","","Navarretia mellita"
"NAMY","","Navarretia myersii"
"NAMYD","","Navarretia myersii ssp. deminuta"
"NAMYM","","Navarretia myersii ssp. myersii"
"NANI","","Navarretia nigelliformis"
"NANIN","","Navarretia nigelliformis ssp. nigelliformis"
"NANIR","","Navarretia nigelliformis ssp. radians"
"NAPA4","","Navarretia paradoxiclara"
"NAPA5","","Navarretia paradoxinota"
"NAPE","","Navarretia peninsularis"
"NAPR","","Navarretia prolifera"
"NAPRL","","Navarretia prolifera ssp. lutea"
"NAPRP","","Navarretia prolifera ssp. prolifera"
"NAPR2","","Navarretia prostrata"
"NAPU2","","Navarretia pubescens"
"NARO2","","Navarretia rosulata"
"NASA3","","Navarretia saximontana"
"NASE2","","Navarretia setiloba"
"NASI2","","Navarretia sinistra"
"NASIP","","Navarretia sinistra ssp. pinnatisecta"
"NASIS","","Navarretia sinistra ssp. sinistra"
"NASQ","","Navarretia squarrosa"
"NASU","","Navarretia subuligera"
"NATA3","","Navarretia tagetina"
"NAVI","","Navarretia viscidula"
"NAVIP","","Navarretia viscidula ssp. purpurea"
"NAVIV","","Navarretia viscidula ssp. viscidula"
"NAWI","","Navarretia willamettensis"
"NEFO","","Nectouxia formosa"
"NECA4","","Nelsonia canescens"
"NELU","","Nelumbo lutea"
"NENU2","","Nelumbo nucifera"
"NEDE","","Nemacaulis denudata"
"NEDED","","Nemacaulis denudata var. denudata"
"NEDEG","","Nemacaulis denudata var. gracilis"
"NECA","","Nemacladus capillaris"
"NEGL","","Nemacladus glanduliferus"
"NEGLG","","Nemacladus glanduliferus var. glanduliferus"
"NEGLO","","Nemacladus glanduliferus var. orientalis"
"NEGR","","Nemacladus gracilis"
"NEIN","","Nemacladus interior"
"NELO","","Nemacladus longiflorus"
"NELOB","","Nemacladus longiflorus var. breviflorus"
"NELOL","","Nemacladus longiflorus var. longiflorus"
"NEMO","","Nemacladus montanus"
"NEPI","","Nemacladus pinnatifidus"
"NERA","","Nemacladus ramosissimus"
"NERI","","Nemacladus rigidus"
"NERU","","Nemacladus rubescens"
"NERUR","","Nemacladus rubescens var. rubescens"
"NERUT","","Nemacladus rubescens var. tenuis"
"NESE","","Nemacladus secundiflorus"
"NESI","","Nemacladus sigmoideus"
"NETW","","Nemacladus twisselmannii"
"NEFL","","Nemastylis floridana"
"NEGE","","Nemastylis geminiflora"
"NENU","","Nemastylis nuttallii"
"NETE","","Nemastylis tenuis"
"NETEP2","","Nemastylis tenuis ssp. pringlei"
"NEST","","Nemesia strumosa"
"NEAP","","Nemophila aphylla"
"NEBR","","Nemophila breviflora"
"NEHE","","Nemophila heterophylla"
"NEKI","","Nemophila kirtleyi"
"NEMA","","Nemophila maculata"
"NEME","","Nemophila menziesii"
"NEMEA","","Nemophila menziesii var. atomaria"
"NEMEI","","Nemophila menziesii var. integrifolia"
"NEMEM","","Nemophila menziesii var. menziesii"
"NEPA","","Nemophila parviflora"
"NEPAA","","Nemophila parviflora var. austiniae"
"NEPAP","","Nemophila parviflora var. parviflora"
"NEPAQ","","Nemophila parviflora var. quercifolia"
"NEPE","","Nemophila pedunculata"
"NEPH","","Nemophila phacelioides"
"NEPU2","","Nemophila pulchella"
"NEPUF","","Nemophila pulchella var. fremontii"
"NEPUG","","Nemophila pulchella var. gracilis"
"NEPUP2","","Nemophila pulchella var. pulchella"
"NESP","","Nemophila spatulata"
"NEAQ2","","Neobeckia aquatica"
"NEFI","","Neogaerrhinum filipes"
"NEST2","","Neogaerrhinum strictum"
"NENO","","Neomarica northiana"
"NEWI2","","Neonotonia wightii"
"NELI2","","Neoparrya lithophila"
"NEHU2","","Neotorularia humilis"
"NECA10","","Nepeta camphorata"
"NECA2","","Nepeta cataria"
"NEGR3","","Nepeta grandiflora"
"NERA2","","Nepeta racemosa"
"NEAV","","Nephrolepis ×averyi"
"NECO11","","Nephrolepis ×copelandii"
"NEME7","","Nephrolepis ×medlerae"
"NEAC3","","Nephrolepis acutifolia"
"NEBI","","Nephrolepis biserrata"
"NECO3","","Nephrolepis cordifolia"
"NEEX","","Nephrolepis exaltata"
"NEEXE","","Nephrolepis exaltata ssp. exaltata"
"NEEXH","","Nephrolepis exaltata ssp. hawaiiensis"
"NEFA","","Nephrolepis falcata"
"NEHI","","Nephrolepis hirsutula"
"NELA2","","Nephrolepis laurifolia"
"NEMU","","Nephrolepis multiflora"
"NEOB","","Nephrolepis obliterata"
"NERI2","","Nephrolepis rivularis"
"NEUN","","Nephrolepis undulata"
"NECR2","","Nephrophyllidium crista-galli"
"NEAQ","","Nepsera aquatica"
"NELU2","","Neptunia lutea"
"NEPL","","Neptunia plena"
"NEPU3","","Neptunia pubescens"
"NEPUM","","Neptunia pubescens var. microcarpa"
"NEPUP","","Neptunia pubescens var. pubescens"
"NECA3","","Nerisyrenia camporum"
"NELI","","Nerisyrenia linearifolia"
"NEPA2","","Nervilia palawensis"
"NETR4","","Nervilia trichophylla"
"NELO2","","Nesaea longipes"
"NEPA3","","Neslia paniculata"
"NERO","","Nesogenes rotensis"
"NEMA5","","Nestotus macleanii"
