,,birch,,,buds,,,,,,,,,,,,,,,,,,,,
,year,phenotype,d/mo/yr,julian date,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,total
1505,1999,puu 30,21/5/99,141.00,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,17
1506,1999,puu 30,22/5/99,142.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
1509,2000,puu 1A,24/4/00,115.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
1511,2000,puu 2,24/4/00,115.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
1514,2000,puu 3,24/4/00,115.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
1515,2000,puu 4,24/4/00,115.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
1517,2000,puu 5,24/4/00,115.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
1519,2000,puu 6,25/4/00,116.00,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,17
1520,2000,puu 6,26/4/00,117.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
1521,2000,puu 7A,24/4/00,115.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
1523,2000,puu 8,24/4/00,115.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
1525,2000,puu 9,24/4/00,115.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
1527,2000,puu10,24/4/00,115.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
1529,2000,puu11,24/4/00,115.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
1531,2000,puu12,24/4/00,115.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
1533,2000,puu13,24/4/00,115.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
1535,2000,puu14,24/4/00,115.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
1537,2000,puu15,24/4/00,115.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
1539,2000,puu16,24/4/00,115.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
1541,2000,puu17,24/4/00,115.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
1543,2000,puu18,24/4/00,115.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
1545,2000,puu19,24/4/00,115.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
1547,2000,puu20,24/4/00,115.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
1549,2000,puu21,24/4/00,115.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
1551,2000,puu22,24/4/00,115.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
1553,2000,puu23,24/4/00,115.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
1555,2000,puu24,24/4/00,115.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
1557,2000,puu25,24/4/00,115.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
1559,2000,puu26,24/4/00,115.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
1563,2000,puu27A,24/4/00,115.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
1565,2000,puu28,24/4/00,115.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
1567,2000,puu29,24/4/00,115.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
1569,2000,puu30,24/4/00,115.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
1578,2001,puu1A,26/4/01,116.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
1584,2001,puu2,26/4/01,116.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
1590,2001,puu3,26/4/01,116.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
1596,2001,puu4,26/4/01,116.00,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,11
1597,2001,puu4,27/4/01,117.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
1602,2001,puu5,26/4/01,116.00,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,15
1603,2001,puu5,27/4/01,117.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
1608,2001,puu6,26/4/01,116.00,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,4
1609,2001,puu6,27/4/01,117.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
1613,2001,puu7A,25/4/01,115.00,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1614,2001,puu7A,26/4/01,116.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
1619,2001,puu8,25/4/01,115.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1620,2001,puu8,26/4/01,116.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
1626,2001,puu9,26/4/01,116.00,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,15
1627,2001,puu9,27/4/01,117.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
1632,2001,puu10,26/4/01,116.00,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,5
1633,2001,puu10,27/4/01,117.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
1638,2001,puu11,26/4/01,116.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
1644,2001,puu12,26/4/01,116.00,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,9
1645,2001,puu12,27/4/01,117.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
1650,2001,puu13,26/4/01,116.00,1,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,8
1651,2001,puu13,27/4/01,117.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
1656,2001,puu14,26/4/01,116.00,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,16
1657,2001,puu14,27/4/01,117.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
1662,2001,puu15,26/4/01,116.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
1668,2001,puu16,26/4/01,116.00,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,1,9
1669,2001,puu16,27/4/01,117.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
1673,2001,puu17,25/4/01,115.00,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1674,2001,puu17,26/4/01,116.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
1680,2001,puu18,26/4/01,116.00,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,7
1681,2001,puu18,27/4/01,117.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
1685,2001,puu19,25/4/01,115.00,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1686,2001,puu19,26/4/01,116.00,0,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,15
1687,2001,puu19,27/4/01,117.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
1692,2001,puu20,26/4/01,116.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
1699,2001,puu21,27/4/01,117.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,19
1700,2001,puu21,28/4/01,118.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
1704,2001,puu22,26/4/01,116.00,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,8
1705,2001,puu22,27/4/01,117.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
1710,2001,puu23,26/4/01,116.00,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,4
1711,2001,puu23,27/4/01,117.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
1717,2001,puu24,27/4/01,117.00,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,8
1718,2001,puu24,28/4/01,118.00,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17
1719,2001,puu24,29/4/01,119.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
1722,2001,puu25,26/4/01,116.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1723,2001,puu25,27/4/01,117.00,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,1,11
1724,2001,puu25,28/4/01,118.00,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,19
1728,2001,puu26,26/4/01,116.00,1,0,0,0,1,0,1,0,1,0,1,1,1,0,0,1,0,0,1,0,9
1729,2001,puu26,27/4/01,117.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
1740,2001,puu27A,26/4/01,116.00,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,6
1741,2001,puu27A,27/4/01,117.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
1746,2001,puu28,26/4/01,116.00,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5
1747,2001,puu28,27/4/01,117.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
1752,2001,puu29,26/4/01,116.00,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
1753,2001,puu29,27/4/01,117.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
1759,2001,puu30,27/4/01,117.00,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,9
1760,2001,puu30,28/4/01,118.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
1775,2002,puu1A,24/4/02,114.00,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,5
1776,2002,puu1A,25/4/02,115.00,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,7
1777,2002,puu1A,26/4/02,116.00,1,0,1,0,1,1,0,1,0,1,0,0,0,1,0,1,1,1,1,1,12
1778,2002,puu1A,27/4/02,117.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
1785,2002,puu2,23/4/02,113.00,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
1786,2002,puu2,24/4/02,114.00,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,1,1,11
1787,2002,puu2,25/4/02,115.00,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,1,1,1,1,12
1788,2002,puu2,26/4/02,116.00,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,19
1789,2002,puu2,27/4/02,117.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
1796,2002,puu3,23/4/02,113.00,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
1797,2002,puu3,24/4/02,114.00,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,6
1798,2002,puu3,25/4/02,115.00,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
1799,2002,puu3,26/4/02,116.00,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
1800,2002,puu3,27/4/02,117.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
1807,2002,puu4,23/4/02,113.00,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2
1808,2002,puu4,24/4/02,114.00,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,18
1809,2002,puu4,25/4/02,115.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
1819,2002,puu5,24/4/02,114.00,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,14
1820,2002,puu5,25/4/02,115.00,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
1821,2002,puu5,26/4/02,116.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
1831,2002,puu6,25/4/02,115.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1832,2002,puu6,26/4/02,116.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2
1833,2002,puu6,27/4/02,117.00,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,8
1834,2002,puu6,28/4/02,118.00,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,18
1835,2002,puu6,29/4/02,119.00,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,18
1836,2002,puu6,30/4/02,120.00,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,18
1837,2002,puu6,1/5/02,121.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
1840,2002,puu7A,23/4/02,113.00,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
1841,2002,puu7A,24/4/02,114.00,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
1842,2002,puu7A,25/4/02,115.00,1,0,0,0,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,9
1843,2002,puu7A,26/4/02,116.00,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,13
1844,2002,puu7A,27/4/02,117.00,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
1851,2002,puu8,23/4/02,113.00,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
1852,2002,puu8,24/4/02,114.00,1,0,0,0,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,9
1853,2002,puu8,25/4/02,115.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
1863,2002,puu9,24/4/02,114.00,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1864,2002,puu9,25/4/02,115.00,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1865,2002,puu9,26/4/02,116.00,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,10
1866,2002,puu9,27/4/02,117.00,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,15
1867,2002,puu9,28/4/02,118.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
1873,2002,puu10,23/4/02,113.00,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
1874,2002,puu10,24/4/02,114.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
1884,2002,puu11,23/4/02,113.00,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,4
1885,2002,puu11,24/4/02,114.00,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,15
1886,2002,puu11,25/4/02,115.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
1896,2002,puu12,24/4/02,114.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
1907,2002,puu13,24/4/02,114.00,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,9
1908,2002,puu13,25/4/02,115.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
1917,2002,puu14,23/4/02,113.00,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,4
1918,2002,puu14,24/4/02,114.00,1,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,1,1,1,0,11
1919,2002,puu14,25/4/02,115.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
1928,2002,puu15,23/4/02,113.00,1,1,1,0,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,11
1929,2002,puu15,24/4/02,114.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
1940,2002,puu16,24/4/02,114.00,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
1941,2002,puu16,25/4/02,115.00,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
1942,2002,puu16,26/4/02,116.00,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,5
1943,2002,puu16,27/4/02,117.00,1,0,1,1,1,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,15
1944,2002,puu16,28/4/02,118.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
1950,2002,puu17,23/4/02,113.00,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,6
1951,2002,puu17,24/4/02,114.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
1961,2002,puu18,23/4/02,113.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1962,2002,puu18,24/4/02,114.00,1,0,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,15
1963,2002,puu18,25/4/02,115.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
1972,2002,puu19,23/4/02,113.00,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,7
1973,2002,puu19,24/4/02,114.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
1983,2002,puu20,23/4/02,113.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
1995,2002,puu21,24/4/02,114.00,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1996,2002,puu21,25/4/02,115.00,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18
1997,2002,puu21,26/4/02,116.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
2007,2002,puu22,25/4/02,115.00,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,4
2008,2002,puu22,26/4/02,116.00,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,6
2009,2002,puu22,27/4/02,117.00,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18
2010,2002,puu22,28/4/02,118.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
2018,2002,puu23,25/4/02,115.00,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2019,2002,puu23,26/4/02,116.00,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2020,2002,puu23,27/4/02,117.00,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,1,1,10
2021,2002,puu23,28/4/02,118.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
2029,2002,puu24,25/4/02,115.00,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2
2030,2002,puu24,26/4/02,116.00,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2
2031,2002,puu24,27/4/02,117.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
2040,2002,puu25,25/4/02,115.00,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2041,2002,puu25,26/4/02,116.00,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2042,2002,puu25,27/4/02,117.00,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,6
2043,2002,puu25,28/4/02,118.00,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,14
2044,2002,puu25,29/4/02,119.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
2049,2002,puu26,23/4/02,113.00,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2
2050,2002,puu26,24/4/02,114.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
2071,2002,puu27A,23/4/02,113.00,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2
2072,2002,puu27A,24/4/02,114.00,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,11
2073,2002,puu27A,25/4/02,115.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
2083,2002,puu28,24/4/02,114.00,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3
2084,2002,puu28,25/4/02,115.00,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,5
2085,2002,puu28,26/4/02,116.00,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,5
2086,2002,puu28,27/4/02,117.00,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,17
2087,2002,puu28,28/4/02,118.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
2094,2002,puu29,24/4/02,114.00,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,8
2095,2002,puu29,25/4/02,115.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
2107,2002,puu30,26/4/02,116.00,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,3
2108,2002,puu30,27/4/02,117.00,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,6
2109,2002,puu30,28/4/02,118.00,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18
2110,2002,puu30,29/4/02,119.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
2124,2003,puu1A,7/5/03,127.00,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,6
2125,2003,puu1A,8/5/03,128.00,0,0,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,12
2126,2003,puu1A,9/5/03,129.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
2132,2003,puu2,7/5/03,127.00,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
2133,2003,puu2,8/5/03,128.00,0,0,1,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,8
2134,2003,puu2,9/5/03,129.00,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,15
2135,2003,puu2,10/5/03,130.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
2139,2003,puu3,6/5/03,126.00,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5
2140,2003,puu3,7/5/03,127.00,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,1,13
2141,2003,puu3,8/5/03,128.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
2147,2003,puu4,6/5/03,126.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2148,2003,puu4,7/5/03,127.00,1,0,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,12
2149,2003,puu4,8/5/03,128.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
2156,2003,puu5,7/5/03,127.00,1,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,8
2157,2003,puu5,8/5/03,128.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
2165,2003,puu6,8/5/03,128.00,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
2166,2003,puu6,9/5/03,129.00,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,5
2167,2003,puu6,10/5/03,130.00,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,11
2168,2003,puu6,11/5/03,131.00,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,17
2169,2003,puu6,12/5/03,132.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
2172,2003,puu7A,7/5/03,127.00,0,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,0,13
2173,2003,puu7A,8/5/03,128.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
2179,2003,puu8,6/5/03,126.00,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2
2180,2003,puu8,7/5/03,127.00,0,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,14
2181,2003,puu8,8/5/03,128.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
2188,2003,puu9,7/5/03,127.00,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3
2189,2003,puu9,8/5/03,128.00,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,5
2190,2003,puu9,9/5/03,129.00,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,15
2191,2003,puu9,10/5/03,130.00,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,17
2192,2003,puu9,11/5/03,131.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
2196,2003,puu10,7/5/03,127.00,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,7
2197,2003,puu10,8/5/03,128.00,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1,14
