ID,BLOCK,TREATMENT,CO2,HEAT,WATER,N,PTREAT,STREAT,PLOT,QUAD,SM030,NOV1DAY
3,1,1,1,1,1,1,1,1,1,3,29.68173356,170
3,1,1,1,1,1,1,1,1,1,3,27.48221425,174
3,1,1,1,1,1,1,1,1,1,3,25.33368616,179
3,1,1,1,1,1,1,1,1,1,3,21.27282174,181
3,1,1,1,1,1,1,1,1,1,3,18.99919497,188
3,1,1,1,1,1,1,1,1,1,3,18.21305777,192
3,1,1,1,1,1,1,1,1,1,3,17.61230443,195
3,1,1,1,1,1,1,1,1,1,3,17.20606908,200
3,1,1,1,1,1,1,1,1,1,3,16.58755181,202
3,1,1,1,1,1,1,1,1,1,3,17.00114678,207
3,1,1,1,1,1,1,1,1,1,3,16.16876815,209
3,1,1,1,1,1,1,1,1,1,3,15.95736,214
3,1,1,1,1,1,1,1,1,1,3,15.95736,216
3,1,1,1,1,1,1,1,1,1,3,16.16876815,220
3,1,1,1,1,1,1,1,1,1,3,16.16876815,225
3,1,1,1,1,1,1,1,1,1,3,15.85114056,230
3,1,1,1,1,1,1,1,1,1,3,13.98911723,237
3,1,1,1,1,1,1,1,1,1,3,16.27396285,245
3,1,1,1,1,1,1,1,1,1,3,15.63765013,263
3,1,1,1,1,1,1,1,1,1,3,15.09762989,281
3,1,1,1,1,1,1,1,1,1,3,14.32580517,305
3,1,1,1,1,1,1,1,1,1,3,15.85114056,328
4,1,4,1,1,2,2,1,4,1,4,34.64107039,31
4,1,4,1,1,2,2,1,4,1,4,32.57714654,38
4,1,4,1,1,2,2,1,4,1,4,31.39417794,52
4,1,4,1,1,2,2,1,4,1,4,27.48221425,67
4,1,4,1,1,2,2,1,4,1,4,37.30486532,83
4,1,4,1,1,2,2,1,4,1,4,35.50421729,96
4,1,4,1,1,2,2,1,4,1,4,38.4858128,111
4,1,4,1,1,2,2,1,4,1,4,36.84484449,124
4,1,4,1,1,2,2,1,4,1,4,36.39154676,137
4,1,4,1,1,2,2,1,4,1,4,36.39154676,152
4,1,4,1,1,2,2,1,4,1,4,31.00773114,170
4,1,4,1,1,2,2,1,4,1,4,30.81585748,174
4,1,4,1,1,2,2,1,4,1,4,26.40462481,179
4,1,4,1,1,2,2,1,4,1,4,20.90139844,181
4,1,4,1,1,2,2,1,4,1,4,17.81367394,188
4,1,4,1,1,2,2,1,4,1,4,20.15021189,192
4,1,4,1,1,2,2,1,4,1,4,18.01391565,195
4,1,4,1,1,2,2,1,4,1,4,15.95736,200
4,1,4,1,1,2,2,1,4,1,4,15.95736,202
4,1,4,1,1,2,2,1,4,1,4,15.31473479,207
4,1,4,1,1,2,2,1,4,1,4,14.32580517,209
4,1,4,1,1,2,2,1,4,1,4,13.18903475,214
4,1,4,1,1,2,2,1,4,1,4,14.54826634,216
4,1,4,1,1,2,2,1,4,1,4,14.43723374,220
4,1,4,1,1,2,2,1,4,1,4,14.43723374,225
4,1,4,1,1,2,2,1,4,1,4,14.32580629,230
4,1,4,1,1,2,2,1,4,1,4,12.60460849,237
4,1,4,1,1,2,2,1,4,1,4,13.9891161,245
4,1,4,1,1,2,2,1,4,1,4,14.21397933,263
4,1,4,1,1,2,2,1,4,1,4,13.76261922,281
4,1,4,1,1,2,2,1,4,1,4,13.87607391,305
4,1,4,1,1,2,2,1,4,1,4,13.9891161,328
5,1,16,2,2,2,2,4,4,2,1,33.18331892,31
5,1,16,2,2,2,2,4,4,2,1,33.18331892,38
5,1,16,2,2,2,2,4,4,2,1,31.39417794,52
5,1,16,2,2,2,2,4,4,2,1,29.12440586,67
5,1,16,2,2,2,2,4,4,2,1,37.77183505,83
5,1,16,2,2,2,2,4,4,2,1,35.72371197,96
5,1,16,2,2,2,2,4,4,2,1,38.4858128,111
5,1,16,2,2,2,2,4,4,2,1,35.72371197,124
5,1,16,2,2,2,2,4,4,2,1,37.77183505,137
5,1,16,2,2,2,2,4,4,2,1,36.84484449,152
5,1,16,2,2,2,2,4,4,2,1,32.37735918,170
5,1,16,2,2,2,2,4,4,2,1,29.12440586,174
5,1,16,2,2,2,2,4,4,2,1,25.8687052,179
5,1,16,2,2,2,2,4,4,2,1,19.86535899,181
5,1,16,2,2,2,2,4,4,2,1,17.51118793,188
5,1,16,2,2,2,2,4,4,2,1,18.01391565,192
5,1,16,2,2,2,2,4,4,2,1,16.27396285,195
5,1,16,2,2,2,2,4,4,2,1,14.98851867,200
5,1,16,2,2,2,2,4,4,2,1,14.76916105,202
5,1,16,2,2,2,2,4,4,2,1,14.32580629,207
5,1,16,2,2,2,2,4,4,2,1,13.30460488,209
5,1,16,2,2,2,2,4,4,2,1,13.07303096,214
5,1,16,2,2,2,2,4,4,2,1,12.95658996,216
5,1,16,2,2,2,2,4,4,2,1,10.5305268,220
5,1,16,2,2,2,2,4,4,2,1,13.41974486,225
5,1,16,2,2,2,2,4,4,2,1,12.48638341,230
5,1,16,2,2,2,2,4,4,2,1,12.60460849,237
5,1,16,2,2,2,2,4,4,2,1,12.95658996,245
5,1,16,2,2,2,2,4,4,2,1,12.95658996,263
5,1,16,2,2,2,2,4,4,2,1,12.48638341,281
5,1,16,2,2,2,2,4,4,2,1,12.12896499,305
5,1,16,2,2,2,2,4,4,2,1,12.72238225,328
6,1,14,2,2,1,2,4,3,2,2,30.81585748,31
6,1,14,2,2,1,2,4,3,2,2,30.81585748,38
6,1,14,2,2,1,2,4,3,2,2,29.49530247,52
6,1,14,2,2,1,2,4,3,2,2,26.94220712,67
6,1,14,2,2,1,2,4,3,2,2,39.96524618,83
6,1,14,2,2,1,2,4,3,2,2,36.39154676,96
6,1,14,2,2,1,2,4,3,2,2,39.96524618,111
6,1,14,2,2,1,2,4,3,2,2,37.77183505,124
6,1,14,2,2,1,2,4,3,2,2,38.4858128,137
6,1,14,2,2,1,2,4,3,2,2,28.02540833,152
6,1,14,2,2,1,2,4,3,2,2,31.39417794,170
6,1,14,2,2,1,2,4,3,2,2,28.57255149,174
6,1,14,2,2,1,2,4,3,2,2,25.15541488,179
6,1,14,2,2,1,2,4,3,2,2,20.33912159,181
6,1,14,2,2,1,2,4,3,2,2,17.20606908,188
6,1,14,2,2,1,2,4,3,2,2,15.95736,192
6,1,14,2,2,1,2,4,3,2,2,14.98851867,195
6,1,14,2,2,1,2,4,3,2,2,14.43723374,200
6,1,14,2,2,1,2,4,3,2,2,13.9891161,202
6,1,14,2,2,1,2,4,3,2,2,13.87607391,207
6,1,14,2,2,1,2,4,3,2,2,13.07303096,209
6,1,14,2,2,1,2,4,3,2,2,12.95658996,214
6,1,14,2,2,1,2,4,3,2,2,12.60460849,216
6,1,14,2,2,1,2,4,3,2,2,10.14966834,220
6,1,14,2,2,1,2,4,3,2,2,13.07303096,225
6,1,14,2,2,1,2,4,3,2,2,11.15511168,230
6,1,14,2,2,1,2,4,3,2,2,9.634531268,237
6,1,14,2,2,1,2,4,3,2,2,12.60460849,245
6,1,14,2,2,1,2,4,3,2,2,12.60460849,263
6,1,14,2,2,1,2,4,3,2,2,11.76735774,281
6,1,14,2,2,1,2,4,3,2,2,11.52391205,305
6,1,14,2,2,1,2,4,3,2,2,12.72238225,328
7,1,15,2,2,2,1,4,2,2,3,31.98102026,31
7,1,15,2,2,2,1,4,2,2,3,33.18331892,38
7,1,15,2,2,2,1,4,2,2,3,33.18331892,52
7,1,15,2,2,2,1,4,2,2,3,28.57255149,67
7,1,15,2,2,2,1,4,2,2,3,37.77183505,83
7,1,15,2,2,2,1,4,2,2,3,37.77183505,96
7,1,15,2,2,2,1,4,2,2,3,39.96524618,111
7,1,15,2,2,2,1,4,2,2,3,39.7137193,124
7,1,15,2,2,2,1,4,2,2,3,41.51839756,137
7,1,15,2,2,2,1,4,2,2,3,39.96524618,152
7,1,15,2,2,2,1,4,2,2,3,34.42885048,170
7,1,15,2,2,2,1,4,2,2,3,30.81585748,174
7,1,15,2,2,2,1,4,2,2,3,28.93988389,179
7,1,15,2,2,2,1,4,2,2,3,26.94220712,181
7,1,15,2,2,2,1,4,2,2,3,21.27282174,188
7,1,15,2,2,2,1,4,2,2,3,21.45758969,192
7,1,15,2,2,2,1,4,2,2,3,19.86535899,195
7,1,15,2,2,2,1,4,2,2,3,18.99919497,200
7,1,15,2,2,2,1,4,2,2,3,16.89822213,202
7,1,15,2,2,2,1,4,2,2,3,18.11362239,207
7,1,15,2,2,2,1,4,2,2,3,13.9891161,209
7,1,15,2,2,2,1,4,2,2,3,16.89822213,214
7,1,15,2,2,2,1,4,2,2,3,16.27396285,216
7,1,15,2,2,2,1,4,2,2,3,15.95736213,220
7,1,15,2,2,2,1,4,2,2,3,16.37882268,225
7,1,15,2,2,2,1,4,2,2,3,15.85114056,230
7,1,15,2,2,2,1,4,2,2,3,16.37882268,237
7,1,15,2,2,2,1,4,2,2,3,16.58755181,245
7,1,15,2,2,2,1,4,2,2,3,16.27396285,263
7,1,15,2,2,2,1,4,2,2,3,15.85114056,281
7,1,15,2,2,2,1,4,2,2,3,15.74457214,305
7,1,15,2,2,2,1,4,2,2,3,16.06323504,328
8,1,13,2,2,1,1,4,1,2,4,31.98102026,31
8,1,13,2,2,1,1,4,1,2,4,32.77805013,38
8,1,13,2,2,1,1,4,1,2,4,31.39417794,52
8,1,13,2,2,1,1,4,1,2,4,29.12440586,67
8,1,13,2,2,1,1,4,1,2,4,39.21669581,83
8,1,13,2,2,1,1,4,1,2,4,37.30486532,96
8,1,13,2,2,1,1,4,1,2,4,39.21669581,111
8,1,13,2,2,1,1,4,1,2,4,37.77183505,124
8,1,13,2,2,1,1,4,1,2,4,37.77183505,137
8,1,13,2,2,1,1,4,1,2,4,37.53746746,152
8,1,13,2,2,1,1,4,1,2,4,32.98009818,170
8,1,13,2,2,1,1,4,1,2,4,29.12440586,174
8,1,13,2,2,1,1,4,1,2,4,26.94220712,179
8,1,13,2,2,1,1,4,1,2,4,22.64542502,181
8,1,13,2,2,1,1,4,1,2,4,20.99449901,188
8,1,13,2,2,1,1,4,1,2,4,19.28994579,192
8,1,13,2,2,1,1,4,1,2,4,18.3122253,195
8,1,13,2,2,1,1,4,1,2,4,17.51118793,200
8,1,13,2,2,1,1,4,1,2,4,14.65890538,202
8,1,13,2,2,1,1,4,1,2,4,16.79498376,207
8,1,13,2,2,1,1,4,1,2,4,15.53037315,209
8,1,13,2,2,1,1,4,1,2,4,14.87903024,214
8,1,13,2,2,1,1,4,1,2,4,14.6589076,216
8,1,13,2,2,1,1,4,1,2,4,14.98851867,220
8,1,13,2,2,1,1,4,1,2,4,14.54826634,225
8,1,13,2,2,1,1,4,1,2,4,14.54826634,230
8,1,13,2,2,1,1,4,1,2,4,14.10175044,237
8,1,13,2,2,1,1,4,1,2,4,13.41974486,245
8,1,13,2,2,1,1,4,1,2,4,13.6487485,263
8,1,13,2,2,1,1,4,1,2,4,13.07303096,281
8,1,13,2,2,1,1,4,1,2,4,12.83970824,305
8,1,13,2,2,1,1,4,1,2,4,13.53445822,328
9,1,6,1,2,1,2,3,3,3,1,23.72641117,31
9,1,6,1,2,1,2,3,3,3,1,23.90557556,38
9,1,6,1,2,1,2,3,3,3,1,24.26330127,52
9,1,6,1,2,1,2,3,3,3,1,23.54700812,67
9,1,6,1,2,1,2,3,3,3,1,32.17865983,83
9,1,6,1,2,1,2,3,3,3,1,30.62484601,96
9,1,6,1,2,1,2,3,3,3,1,34.42885048,111
9,1,6,1,2,1,2,3,3,3,1,34.42885048,124
9,1,6,1,2,1,2,3,3,3,1,32.57714654,137
9,1,6,1,2,1,2,3,3,3,1,32.57714654,152
9,1,6,1,2,1,2,3,3,3,1,29.68173356,170
9,1,6,1,2,1,2,3,3,3,1,27.48221425,174
9,1,6,1,2,1,2,3,3,3,1,24.62041106,179
9,1,6,1,2,1,2,3,3,3,1,20.33912159,181
9,1,6,1,2,1,2,3,3,3,1,17.91393401,188
9,1,6,1,2,1,2,3,3,3,1,16.37882268,192
9,1,6,1,2,1,2,3,3,3,1,15.31473479,195
9,1,6,1,2,1,2,3,3,3,1,14.6589076,200
9,1,6,1,2,1,2,3,3,3,1,14.43723374,202
9,1,6,1,2,1,2,3,3,3,1,14.54826634,207
9,1,6,1,2,1,2,3,3,3,1,13.6487485,209
9,1,6,1,2,1,2,3,3,3,1,13.6487485,214
9,1,6,1,2,1,2,3,3,3,1,13.87607391,216
9,1,6,1,2,1,2,3,3,3,1,13.41974486,220
9,1,6,1,2,1,2,3,3,3,1,13.76261922,225
9,1,6,1,2,1,2,3,3,3,1,13.53445822,230
9,1,6,1,2,1,2,3,3,3,1,13.07303096,237
9,1,6,1,2,1,2,3,3,3,1,12.83970824,245
9,1,6,1,2,1,2,3,3,3,1,12.95658996,263
9,1,6,1,2,1,2,3,3,3,1,12.48638341,281
9,1,6,1,2,1,2,3,3,3,1,12.36770348,305
9,1,6,1,2,1,2,3,3,3,1,13.07303096,328
10,1,7,1,2,2,1,3,2,3,2,32.98009818,31
10,1,7,1,2,2,1,3,2,3,2,31.78441224,38
10,1,7,1,2,2,1,3,2,3,2,31.39417794,52
10,1,7,1,2,2,1,3,2,3,2,28.57255149,67
10,1,7,1,2,2,1,3,2,3,2,38.4858128,83
10,1,7,1,2,2,1,3,2,3,2,33.80029952,96
10,1,7,1,2,2,1,3,2,3,2,36.61736935,111
10,1,7,1,2,2,1,3,2,3,2,36.39154676,124
10,1,7,1,2,2,1,3,2,3,2,37.07400041,137
10,1,7,1,2,2,1,3,2,3,2,36.61736935,152
10,1,7,1,2,2,1,3,2,3,2,33.80029952,170
10,1,7,1,2,2,1,3,2,3,2,30.81585748,174
10,1,7,1,2,2,1,3,2,3,2,28.57255149,179
10,1,7,1,2,2,1,3,2,3,2,26.22583783,181
10,1,7,1,2,2,1,3,2,3,2,20.43328935,188
10,1,7,1,2,2,1,3,2,3,2,21.36528141,192
10,1,7,1,2,2,1,3,2,3,2,20.15021189,195
10,1,7,1,2,2,1,3,2,3,2,19.48262866,200
10,1,7,1,2,2,1,3,2,3,2,18.60815617,202
10,1,7,1,2,2,1,3,2,3,2,18.01391565,207
10,1,7,1,2,2,1,3,2,3,2,17.71313193,209
10,1,7,1,2,2,1,3,2,3,2,17.00114678,214
10,1,7,1,2,2,1,3,2,3,2,15.31473479,216
10,1,7,1,2,2,1,3,2,3,2,25.15541488,220
10,1,7,1,2,2,1,3,2,3,2,15.95736106,225
10,1,7,1,2,2,1,3,2,3,2,17.20606908,230
10,1,7,1,2,2,1,3,2,3,2,17.20606908,237
10,1,7,1,2,2,1,3,2,3,2,16.79498376,245
10,1,7,1,2,2,1,3,2,3,2,16.37882268,263
10,1,7,1,2,2,1,3,2,3,2,15.95736,281
10,1,7,1,2,2,1,3,2,3,2,15.42273552,305
10,1,7,1,2,2,1,3,2,3,2,15.31473479,328
11,1,8,1,2,2,2,3,4,3,3,31.98102026,31
11,1,8,1,2,2,2,3,4,3,3,31.58880754,38
11,1,8,1,2,2,2,3,4,3,3,31.39417794,52
11,1,8,1,2,2,2,3,4,3,3,28.02540833,67
11,1,8,1,2,2,2,3,4,3,3,35.50421729,83
11,1,8,1,2,2,2,3,4,3,3,33.18331892,96
11,1,8,1,2,2,2,3,4,3,3,36.39154676,111
11,1,8,1,2,2,2,3,4,3,3,35.72371197,124
11,1,8,1,2,2,2,3,4,3,3,35.72371197,137
11,1,8,1,2,2,2,3,4,3,3,35.06973392,152
11,1,8,1,2,2,2,3,4,3,3,29.68173356,170
11,1,8,1,2,2,2,3,4,3,3,26.40462481,174
11,1,8,1,2,2,2,3,4,3,3,23.36733818,179
11,1,8,1,2,2,2,3,4,3,3,19.09634682,181
11,1,8,1,2,2,2,3,4,3,3,16.27396285,188
11,1,8,1,2,2,2,3,4,3,3,15.31473479,192
11,1,8,1,2,2,2,3,4,3,3,14.6589076,195
11,1,8,1,2,2,2,3,4,3,3,14.32580517,200
11,1,8,1,2,2,2,3,4,3,3,14.21397933,202
11,1,8,1,2,2,2,3,4,3,3,14.32580629,207
11,1,8,1,2,2,2,3,4,3,3,9.89315704,209
11,1,8,1,2,2,2,3,4,3,3,13.07303096,214
11,1,8,1,2,2,2,3,4,3,3,13.30460488,216
11,1,8,1,2,2,2,3,4,3,3,13.30460488,220
11,1,8,1,2,2,2,3,4,3,3,13.18903475,225
11,1,8,1,2,2,2,3,4,3,3,12.95658996,230
11,1,8,1,2,2,2,3,4,3,3,13.30460488,237
11,1,8,1,2,2,2,3,4,3,3,12.83970824,245
11,1,8,1,2,2,2,3,4,3,3,12.83970824,263
11,1,8,1,2,2,2,3,4,3,3,12.60460849,281
11,1,8,1,2,2,2,3,4,3,3,12.72238225,305
11,1,8,1,2,2,2,3,4,3,3,12.83970824,328
12,1,5,1,2,1,1,3,1,3,4,31.39417794,31
12,1,5,1,2,1,1,3,1,3,4,30.4346685,38
12,1,5,1,2,1,1,3,1,3,4,28.38968461,52
12,1,5,1,2,1,1,3,1,3,4,26.58359653,67
12,1,5,1,2,1,1,3,1,3,4,35.06973392,83
12,1,5,1,2,1,1,3,1,3,4,32.98009818,96
12,1,5,1,2,1,1,3,1,3,4,37.53746746,111
12,1,5,1,2,1,1,3,1,3,4,36.39154676,124
12,1,5,1,2,1,1,3,1,3,4,37.07400041,137
12,1,5,1,2,1,1,3,1,3,4,36.61736935,152
12,1,5,1,2,1,1,3,1,3,4,32.77805013,170
12,1,5,1,2,1,1,3,1,3,4,29.30953598,174
12,1,5,1,2,1,1,3,1,3,4,25.8687052,179
12,1,5,1,2,1,1,3,1,3,4,22.09980472,181
12,1,5,1,2,1,1,3,1,3,4,19.38639998,188
12,1,5,1,2,1,1,3,1,3,4,17.20606908,192
12,1,5,1,2,1,1,3,1,3,4,16.16876815,195
12,1,5,1,2,1,1,3,1,3,4,15.85114056,200
12,1,5,1,2,1,1,3,1,3,4,15.31473479,202
12,1,5,1,2,1,1,3,1,3,4,15.20636742,207
12,1,5,1,2,1,1,3,1,3,4,14.6589076,209
12,1,5,1,2,1,1,3,1,3,4,14.32580629,214
12,1,5,1,2,1,1,3,1,3,4,14.10175044,216
12,1,5,1,2,1,1,3,1,3,4,13.6487485,220
12,1,5,1,2,1,1,3,1,3,4,6.713102637,225
12,1,5,1,2,1,1,3,1,3,4,13.53445822,230
12,1,5,1,2,1,1,3,1,3,4,13.41974486,237
12,1,5,1,2,1,1,3,1,3,4,13.18903475,245
12,1,5,1,2,1,1,3,1,3,4,12.95658996,263
12,1,5,1,2,1,1,3,1,3,4,12.48638341,281
12,1,5,1,2,1,1,3,1,3,4,12.24856519,305
12,1,5,1,2,1,1,3,1,3,4,12.60460849,328
13,1,12,2,1,2,2,2,4,4,1,26.58359653,31
13,1,12,2,1,2,2,2,4,4,1,28.02540833,38
13,1,12,2,1,2,2,2,4,4,1,28.02540833,52
13,1,12,2,1,2,2,2,4,4,1,25.51197282,67
13,1,12,2,1,2,2,2,4,4,1,30.05670246,83
13,1,12,2,1,2,2,2,4,4,1,31.39417794,96
13,1,12,2,1,2,2,2,4,4,1,37.07400041,111
13,1,12,2,1,2,2,2,4,4,1,33.18331892,124
13,1,12,2,1,2,2,2,4,4,1,33.80029952,137
13,1,12,2,1,2,2,2,4,4,1,33.80029952,152
13,1,12,2,1,2,2,2,4,4,1,26.76278123,170
13,1,12,2,1,2,2,2,4,4,1,29.68173356,174
13,1,12,2,1,2,2,2,4,4,1,25.8687052,179
13,1,12,2,1,2,2,2,4,4,1,21.82537933,181
13,1,12,2,1,2,2,2,4,4,1,14.6589076,188
13,1,12,2,1,2,2,2,4,4,1,20.0554629,192
13,1,12,2,1,2,2,2,4,4,1,13.9891161,195
13,1,12,2,1,2,2,2,4,4,1,11.15511168,200
13,1,12,2,1,2,2,2,4,4,1,16.58755181,202
13,1,12,2,1,2,2,2,4,4,1,15.31473479,207
13,1,12,2,1,2,2,2,4,4,1,9.63452866,209
13,1,12,2,1,2,2,2,4,4,1,9.242561189,214
13,1,12,2,1,2,2,2,4,4,1,9.63452866,216
13,1,12,2,1,2,2,2,4,4,1,8.712269312,220
13,1,12,2,1,2,2,2,4,4,1,13.6487485,225
13,1,12,2,1,2,2,2,4,4,1,7.346797118,230
13,1,12,2,1,2,2,2,4,4,1,12.36770348,237
13,1,12,2,1,2,2,2,4,4,1,12.60460849,245
13,1,12,2,1,2,2,2,4,4,1,12.95658996,263
13,1,12,2,1,2,2,2,4,4,1,12.12896499,281
13,1,12,2,1,2,2,2,4,4,1,11.64587466,305
13,1,12,2,1,2,2,2,4,4,1,11.64587466,328
14,1,10,2,1,1,2,2,3,4,2,26.94220712,31
14,1,10,2,1,1,2,2,3,4,2,28.02540833,38
14,1,10,2,1,1,2,2,3,4,2,24.79880556,52
14,1,10,2,1,1,2,2,3,4,2,26.40462481,67
14,1,10,2,1,1,2,2,3,4,2,35.28623402,83
14,1,10,2,1,1,2,2,3,4,2,34.21800086,96
14,1,10,2,1,1,2,2,3,4,2,39.21669581,111
14,1,10,2,1,1,2,2,3,4,2,36.84484449,124
14,1,10,2,1,1,2,2,3,4,2,37.77183505,137
14,1,10,2,1,1,2,2,3,4,2,38.24597949,152
14,1,10,2,1,1,2,2,3,4,2,33.18331892,170
14,1,10,2,1,1,2,2,3,4,2,29.68173356,174
14,1,10,2,1,1,2,2,3,4,2,26.22583783,179
14,1,10,2,1,1,2,2,3,4,2,24.97713075,181
14,1,10,2,1,1,2,2,3,4,2,18.70628763,188
14,1,10,2,1,1,2,2,3,4,2,17.00114678,192
14,1,10,2,1,1,2,2,3,4,2,16.27396285,195
14,1,10,2,1,1,2,2,3,4,2,15.42273552,200
14,1,10,2,1,1,2,2,3,4,2,15.31473479,202
14,1,10,2,1,1,2,2,3,4,2,15.09762989,207
14,1,10,2,1,1,2,2,3,4,2,13.07303096,209
14,1,10,2,1,1,2,2,3,4,2,13.64875079,214
14,1,10,2,1,1,2,2,3,4,2,14.21397933,216
14,1,10,2,1,1,2,2,3,4,2,14.21397933,220
14,1,10,2,1,1,2,2,3,4,2,14.10175044,225
14,1,10,2,1,1,2,2,3,4,2,13.6487485,230
14,1,10,2,1,1,2,2,3,4,2,13.76261922,237
14,1,10,2,1,1,2,2,3,4,2,13.64874965,245
14,1,10,2,1,1,2,2,3,4,2,13.87607391,263
14,1,10,2,1,1,2,2,3,4,2,12.60460849,281
14,1,10,2,1,1,2,2,3,4,2,12.48638341,305
14,1,10,2,1,1,2,2,3,4,2,13.87607391,328
15,1,9,2,1,1,1,2,1,4,3,25.15541488,31
15,1,9,2,1,1,1,2,1,4,3,27.3018954,38
15,1,9,2,1,1,1,2,1,4,3,26.22583783,52
15,1,9,2,1,1,1,2,1,4,3,24.26330127,67
15,1,9,2,1,1,1,2,1,4,3,34.00849328,83
15,1,9,2,1,1,1,2,1,4,3,31.58880754,96
15,1,9,2,1,1,1,2,1,4,3,39.7137193,111
15,1,9,2,1,1,1,2,1,4,3,34.21800086,124
15,1,9,2,1,1,1,2,1,4,3,34.42885048,137
15,1,9,2,1,1,1,2,1,4,3,34.42885048,152
15,1,9,2,1,1,1,2,1,4,3,31.39417794,170
15,1,9,2,1,1,1,2,1,4,3,29.12440586,174
15,1,9,2,1,1,1,2,1,4,3,25.8687052,179
15,1,9,2,1,1,1,2,1,4,3,21.82537933,181
15,1,9,2,1,1,1,2,1,4,3,19.57863538,188
15,1,9,2,1,1,1,2,1,4,3,18.11362239,192
15,1,9,2,1,1,1,2,1,4,3,17.40977889,195
