datetime,date,jd,doy,flux,se,soilt,vsm,time,site,drainage
2004-08-24T11:31,8/24/04,237,3524,283.44,95.16,16,0.32,11:31,NWN,well drained
NA,8/24/04,237,3524,NA,NA,19,NA,NA,SWF,very well drained
NA,8/24/04,237,3524,NA,NA,18.5,NA,NA,SWM,moderately well drained
NA,8/24/04,237,3524,NA,NA,NA,NA,NA,SWN,poorly drained
NA,9/22/04,266,3553,NA,NA,NA,NA,NA,Charlton,well drained
2004-09-22T10:51,9/22/04,266,3553,122.59,15.92,16,NA,10:51,Dry Down,well drained
NA,9/22/04,266,3553,NA,NA,NA,NA,NA,Montauk,well drained
2004-09-22T09:08,9/22/04,266,3553,57.05,10.48,13.7,NA,9:08,NWF,swamp
2004-09-22T10:01,9/22/04,266,3553,120.64,20.08,6,NA,10:01,NWM,moderately well drained
2004-09-22T10:38,9/22/04,266,3553,191.87,36.29,13.8,0.29,10:38,NWN,well drained
NA,9/22/04,266,3553,NA,NA,NA,NA,NA,SWF,very well drained
NA,9/22/04,266,3553,NA,NA,NA,NA,NA,SWM,moderately well drained
NA,9/22/04,266,3553,NA,NA,NA,NA,NA,SWN,poorly drained
NA,10/5/04,279,3566,NA,21.46,NA,NA,NA,Charlton,well drained
2004-10-05T11:23,10/5/04,279,3566,65.96,5.66,14.2,NA,11:23,Dry Down,well drained
NA,10/5/04,279,3566,NA,NA,NA,NA,NA,Montauk,well drained
2004-10-05T13:23,10/5/04,279,3566,51.05,16.09,10.7,NA,13:23,NWF,swamp
2004-10-05T12:51,10/5/04,279,3566,69.59,8.18,4.9,NA,12:51,NWM,moderately well drained
2004-10-05T12:13,10/5/04,279,3566,103.36,16.16,11.1,NA,12:13,NWN,well drained
NA,10/5/04,279,3566,NA,NA,NA,NA,NA,SWF,very well drained
NA,10/5/04,279,3566,NA,NA,NA,NA,NA,SWM,moderately well drained
NA,10/5/04,279,3566,NA,NA,NA,NA,NA,SWN,poorly drained
NA,10/20/04,294,3581,NA,NA,NA,NA,NA,Charlton,well drained
2004-10-20T13:16,10/20/04,294,3581,73.47,5.37,11.8,NA,13:16,Dry Down,well drained
NA,10/20/04,294,3581,NA,NA,NA,NA,NA,Montauk,well drained
2004-10-20T12:44,10/20/04,294,3581,58.8,7.4,9.3,NA,12:44,NWF,swamp
2004-10-20T12:12,10/20/04,294,3581,70.47,15.74,3.8,0.42,12:12,NWM,moderately well drained
2004-10-20T11:35,10/20/04,294,3581,68.87,5.13,9.1,0.32,11:35,NWN,well drained
NA,10/20/04,294,3581,NA,NA,NA,NA,NA,SWF,very well drained
NA,10/20/04,294,3581,NA,NA,NA,NA,NA,SWM,moderately well drained
NA,10/20/04,294,3581,NA,NA,NA,NA,NA,SWN,poorly drained
NA,11/9/04,314,3601,NA,15.38,NA,NA,NA,Charlton,well drained
2004-11-09T11:10,11/9/04,314,3601,30.04,4.65,9.4,NA,11:10,Dry Down,well drained
NA,11/9/04,314,3601,NA,NA,NA,NA,NA,Montauk,well drained
NA,11/9/04,314,3601,NA,NA,NA,NA,NA,NWF,swamp
NA,11/9/04,314,3601,NA,NA,NA,NA,NA,NWM,moderately well drained
2004-11-09T12:20,11/9/04,314,3601,39.95,4.06,6.1,0.31,12:20,NWN,well drained
NA,11/9/04,314,3601,NA,NA,NA,NA,NA,SWF,very well drained
NA,11/9/04,314,3601,NA,NA,NA,NA,NA,SWM,moderately well drained
NA,11/9/04,314,3601,NA,NA,NA,NA,NA,SWN,poorly drained
NA,11/30/04,335,3622,NA,14.51,NA,NA,NA,Charlton,well drained
2004-11-30T11:59,11/30/04,335,3622,29.31,1.52,6.2,NA,11:59,Dry Down,well drained
NA,11/30/04,335,3622,NA,24.91,NA,NA,NA,Montauk,well drained
NA,11/30/04,335,3622,NA,NA,NA,NA,NA,NWF,swamp
NA,11/30/04,335,3622,NA,NA,NA,NA,NA,NWM,moderately well drained
2004-11-30T12:39,11/30/04,335,3622,33,3.59,5.6,0.33,12:39,NWN,well drained
NA,11/30/04,335,3622,NA,NA,NA,NA,NA,SWF,very well drained
NA,11/30/04,335,3622,NA,NA,NA,NA,NA,SWM,moderately well drained
NA,11/30/04,335,3622,NA,NA,NA,NA,NA,SWN,poorly drained
NA,12/22/04,357,3644,NA,17.72,NA,NA,NA,Charlton,well drained
2004-12-22T09:13,12/22/04,357,3644,12.66,3.21,5.6,NA,9:13,Dry Down,well drained
NA,12/22/04,357,3644,NA,26.82,NA,NA,NA,Montauk,well drained
2004-12-22T10:15,12/22/04,357,3644,8.23,1.42,2.1,NA,10:15,NWF,swamp
NA,12/22/04,357,3644,NA,NA,NA,NA,NA,NWM,moderately well drained
2004-12-22T09:45,12/22/04,357,3644,11.99,1.05,0.8,0.28,9:45,NWN,well drained
NA,12/22/04,357,3644,NA,NA,NA,NA,NA,SWF,very well drained
NA,12/22/04,357,3644,NA,NA,NA,NA,NA,SWM,moderately well drained
NA,12/22/04,357,3644,NA,NA,NA,NA,NA,SWN,poorly drained
NA,2/1/05,32,3685,NA,NA,NA,NA,NA,Charlton,well drained
2005-02-01T13:10,2/1/05,32,3685,13.5,0.83,2,NA,13:10,Dry Down,well drained
NA,2/1/05,32,3685,NA,NA,NA,NA,NA,Montauk,well drained
2005-02-01T12:19,2/1/05,32,3685,5.37,1.21,1.3,NA,12:19,NWF,swamp
NA,2/1/05,32,3685,NA,NA,NA,NA,NA,NWM,moderately well drained
2005-02-01T11:40,2/1/05,32,3685,11.15,1.68,1.3,NA,11:40,NWN,well drained
NA,2/1/05,32,3685,NA,NA,NA,NA,NA,SWF,very well drained
NA,2/1/05,32,3685,NA,NA,NA,NA,NA,SWM,moderately well drained
NA,2/1/05,32,3685,NA,NA,NA,NA,NA,SWN,poorly drained
NA,2/24/05,55,3708,NA,NA,NA,NA,NA,Charlton,well drained
NA,2/24/05,55,3708,NA,NA,NA,NA,NA,Dry Down,well drained
NA,2/24/05,55,3708,NA,NA,NA,NA,NA,Montauk,well drained
NA,2/24/05,55,3708,NA,NA,NA,NA,NA,NWF,swamp
NA,2/24/05,55,3708,NA,NA,NA,NA,NA,NWM,moderately well drained
NA,2/24/05,55,3708,NA,NA,NA,NA,NA,NWN,well drained
NA,2/24/05,55,3708,NA,NA,NA,NA,NA,SWF,very well drained
NA,2/24/05,55,3708,NA,NA,NA,NA,NA,SWM,moderately well drained
NA,2/24/05,55,3708,NA,NA,NA,NA,NA,SWN,poorly drained
NA,3/22/05,81,3734,NA,13.19,NA,NA,NA,Charlton,well drained
NA,3/22/05,81,3734,NA,NA,NA,NA,NA,Dry Down,well drained
NA,3/22/05,81,3734,NA,12.61,NA,NA,NA,Montauk,well drained
NA,3/22/05,81,3734,NA,NA,NA,NA,NA,NWF,swamp
NA,3/22/05,81,3734,NA,NA,NA,NA,NA,NWM,moderately well drained
2005-03-22T13:35,3/22/05,81,3734,12.66,1.26,2.3,NA,13:35,NWN,well drained
NA,3/22/05,81,3734,NA,NA,NA,NA,NA,SWF,very well drained
NA,3/22/05,81,3734,NA,NA,NA,NA,NA,SWM,moderately well drained
NA,3/22/05,81,3734,NA,NA,NA,NA,NA,SWN,poorly drained
NA,4/18/05,108,3761,NA,13.11,NA,NA,NA,Charlton,well drained
2005-04-18T13:57,4/18/05,108,3761,40.49,2.82,8.5,NA,13:57,Dry Down,well drained
NA,4/18/05,108,3761,NA,22.43,NA,NA,NA,Montauk,well drained
2005-04-18T15:14,4/18/05,108,3761,34.45,5.43,8.3,NA,15:14,NWF,swamp
NA,4/18/05,108,3761,NA,NA,NA,NA,NA,NWM,moderately well drained
2005-04-18T15:00,4/18/05,108,3761,47.73,7.2,8.4,NA,15:00,NWN,well drained
NA,4/18/05,108,3761,NA,NA,NA,NA,NA,SWF,very well drained
NA,4/18/05,108,3761,NA,NA,NA,NA,NA,SWM,moderately well drained
NA,4/18/05,108,3761,NA,NA,NA,NA,NA,SWN,poorly drained
NA,5/16/05,136,3789,NA,NA,NA,NA,NA,Charlton,well drained
2005-05-16T13:03,5/16/05,136,3789,59.14,5.09,9.3,NA,13:03,Dry Down,well drained
NA,5/16/05,136,3789,NA,NA,NA,NA,NA,Montauk,well drained
NA,5/16/05,136,3789,NA,NA,NA,NA,NA,NWF,swamp
2005-05-16T12:22,5/16/05,136,3789,54.46,6.75,7.7,NA,12:22,NWM,moderately well drained
2005-05-16T12:08,5/16/05,136,3789,53.2,3.13,9.3,NA,12:08,NWN,well drained
NA,5/16/05,136,3789,NA,NA,NA,NA,NA,SWF,very well drained
NA,5/16/05,136,3789,NA,NA,NA,NA,NA,SWM,moderately well drained
NA,5/16/05,136,3789,NA,NA,NA,NA,NA,SWN,poorly drained
NA,6/1/05,152,3805,NA,NA,NA,NA,NA,Charlton,well drained
2005-06-01T12:11,6/1/05,152,3805,91.65,12.49,11.4,NA,12:11,Dry Down,well drained
NA,6/1/05,152,3805,NA,NA,NA,NA,NA,Montauk,well drained
NA,6/1/05,152,3805,NA,NA,NA,NA,NA,NWF,swamp
NA,6/1/05,152,3805,NA,NA,NA,NA,NA,NWM,moderately well drained
2005-06-01T11:24,6/1/05,152,3805,90.97,8.61,NA,NA,11:24,NWN,well drained
NA,6/1/05,152,3805,NA,NA,NA,NA,NA,SWF,very well drained
NA,6/1/05,152,3805,NA,NA,NA,NA,NA,SWM,moderately well drained
NA,6/1/05,152,3805,NA,NA,NA,NA,NA,SWN,poorly drained
2005-06-08T11:21,6/8/05,159,3812,170.25,23.03,NA,NA,11:21,Charlton,well drained
2005-06-08T09:08,6/8/05,159,3812,108.68,11.01,15.1,NA,9:08,Dry Down,well drained
NA,6/8/05,159,3812,NA,30.98,NA,NA,NA,Montauk,well drained
NA,6/8/05,159,3812,NA,NA,NA,NA,NA,NWF,swamp
2005-06-08T10:11,6/8/05,159,3812,112.06,9.39,13.6,NA,10:11,NWM,moderately well drained
2005-06-08T09:25,6/8/05,159,3812,126.06,5.17,14.6,NA,9:25,NWN,well drained
NA,6/8/05,159,3812,NA,NA,NA,NA,NA,SWF,very well drained
NA,6/8/05,159,3812,NA,NA,NA,NA,NA,SWM,moderately well drained
NA,6/8/05,159,3812,NA,NA,NA,NA,NA,SWN,poorly drained
NA,6/9/05,160,3813,NA,NA,NA,NA,NA,Charlton,well drained
NA,6/9/05,160,3813,NA,NA,NA,NA,NA,Dry Down,well drained
NA,6/9/05,160,3813,NA,NA,NA,NA,NA,Montauk,well drained
2005-06-09T09:04,6/9/05,160,3813,145.47,35.33,13.9,NA,9:04,NWF,swamp
NA,6/9/05,160,3813,NA,NA,NA,NA,NA,NWM,moderately well drained
NA,6/9/05,160,3813,NA,NA,NA,NA,NA,NWN,well drained
NA,6/9/05,160,3813,NA,NA,NA,NA,NA,SWF,very well drained
NA,6/9/05,160,3813,NA,NA,NA,NA,NA,SWM,moderately well drained
NA,6/9/05,160,3813,NA,NA,NA,NA,NA,SWN,poorly drained
2005-06-13T09:31,6/13/05,164,3817,199.34,22.37,NA,NA,9:31,Charlton,well drained
2005-06-13T11:50,6/13/05,164,3817,203.38,13.73,18,NA,11:50,Dry Down,well drained
NA,6/13/05,164,3817,NA,18.32,NA,NA,NA,Montauk,well drained
NA,6/13/05,164,3817,NA,NA,NA,NA,NA,NWF,swamp
2005-06-13T10:08,6/13/05,164,3817,209.72,11.9,16.4,NA,10:08,NWM,moderately well drained
2005-06-13T10:54,6/13/05,164,3817,275.59,27,17.6,NA,10:54,NWN,well drained
NA,6/13/05,164,3817,NA,NA,NA,NA,NA,SWF,very well drained
NA,6/13/05,164,3817,NA,NA,NA,NA,NA,SWM,moderately well drained
NA,6/13/05,164,3817,NA,NA,NA,NA,NA,SWN,poorly drained
2005-06-21T11:58,6/21/05,172,3825,152.33,NA,NA,NA,11:58,Charlton,well drained
2005-06-21T09:27,6/21/05,172,3825,152.82,9.47,14,NA,9:27,Dry Down,well drained
NA,6/21/05,172,3825,111.1,NA,NA,NA,NA,Montauk,well drained
NA,6/21/05,172,3825,NA,NA,NA,NA,NA,NWF,swamp
2005-06-21T10:40,6/21/05,172,3825,141.5,11.61,12.8,NA,10:40,NWM,moderately well drained
2005-06-21T10:00,6/21/05,172,3825,180.23,29.05,13.8,NA,10:00,NWN,well drained
NA,6/21/05,172,3825,NA,NA,NA,NA,NA,SWF,very well drained
NA,6/21/05,172,3825,NA,NA,NA,NA,NA,SWM,moderately well drained
NA,6/21/05,172,3825,NA,NA,NA,NA,NA,SWN,poorly drained
2005-06-29T10:37,6/29/05,180,3833,185.73,28.34,17,NA,10:37,Charlton,well drained
NA,6/29/05,180,3833,NA,NA,NA,NA,NA,Dry Down,well drained
NA,6/29/05,180,3833,210.97,11.33,17.5,NA,NA,Montauk,well drained
NA,6/29/05,180,3833,NA,NA,NA,NA,NA,NWF,swamp
NA,6/29/05,180,3833,NA,NA,NA,NA,NA,NWM,moderately well drained
NA,6/29/05,180,3833,NA,NA,NA,NA,NA,NWN,well drained
NA,6/29/05,180,3833,NA,NA,NA,NA,NA,SWF,very well drained
NA,6/29/05,180,3833,NA,NA,NA,NA,NA,SWM,moderately well drained
NA,6/29/05,180,3833,NA,NA,NA,NA,NA,SWN,poorly drained
NA,6/30/05,181,3834,NA,NA,NA,NA,NA,Charlton,well drained
2005-06-30T09:47,6/30/05,181,3834,286.37,39.83,18.3,NA,9:47,Dry Down,well drained
NA,6/30/05,181,3834,NA,NA,NA,NA,NA,Montauk,well drained
NA,6/30/05,181,3834,NA,NA,NA,NA,NA,NWF,swamp
2005-06-30T10:52,6/30/05,181,3834,256.11,44.98,17.2,NA,10:52,NWM,moderately well drained
2005-06-30T10:03,6/30/05,181,3834,257.84,52.43,17.8,NA,10:03,NWN,well drained
NA,6/30/05,181,3834,NA,NA,NA,NA,NA,SWF,very well drained
NA,6/30/05,181,3834,NA,NA,NA,NA,NA,SWM,moderately well drained
NA,6/30/05,181,3834,NA,NA,NA,NA,NA,SWN,poorly drained
NA,7/6/05,187,3840,NA,NA,NA,NA,NA,Charlton,well drained
2005-07-06T  12:21,7/6/05,187,3840,181.17,6.8,17.9,NA,  12:21,Dry Down,well drained
NA,7/6/05,187,3840,NA,NA,NA,NA,NA,Montauk,well drained
2005-07-06T10:15,7/6/05,187,3840,118.03,18.26,12.4,NA,10:15,NWF,swamp
2005-07-06T09:25,7/6/05,187,3840,245.46,45.98,16.6,NA,9:25,NWM,moderately well drained
2005-07-06T11:02,7/6/05,187,3840,277.95,61.35,17.4,NA,11:02,NWN,well drained
NA,7/6/05,187,3840,NA,NA,NA,NA,NA,SWF,very well drained
NA,7/6/05,187,3840,NA,NA,NA,NA,NA,SWM,moderately well drained
NA,7/6/05,187,3840,NA,NA,NA,NA,NA,SWN,poorly drained
2005-07-09T10:22,7/9/05,190,3843,159.87,13.86,13.4,NA,10:22,Charlton,well drained
NA,7/9/05,190,3843,NA,NA,NA,NA,NA,Dry Down,well drained
2005-07-09T12:25,7/9/05,190,3843,159.21,9.85,14.7,NA,12:25,Montauk,well drained
NA,7/9/05,190,3843,NA,NA,NA,NA,NA,NWF,swamp
NA,7/9/05,190,3843,NA,NA,NA,NA,NA,NWM,moderately well drained
NA,7/9/05,190,3843,NA,NA,NA,NA,NA,NWN,well drained
NA,7/9/05,190,3843,NA,NA,NA,NA,NA,SWF,very well drained
NA,7/9/05,190,3843,NA,NA,NA,NA,NA,SWM,moderately well drained
NA,7/9/05,190,3843,NA,NA,NA,NA,NA,SWN,poorly drained
2005-07-11T09:13,7/11/05,192,3845,165.23,9.33,15.8,NA,9:13,Charlton,well drained
NA,7/11/05,192,3845,NA,NA,NA,NA,NA,Dry Down,well drained
2005-07-11T11:39,7/11/05,192,3845,238.12,10.24,17.4,NA,11:39,Montauk,well drained
NA,7/11/05,192,3845,NA,NA,NA,NA,NA,NWF,swamp
NA,7/11/05,192,3845,NA,NA,NA,NA,NA,NWM,moderately well drained
NA,7/11/05,192,3845,NA,NA,NA,NA,NA,NWN,well drained
NA,7/11/05,192,3845,NA,NA,NA,NA,NA,SWF,very well drained
NA,7/11/05,192,3845,NA,NA,NA,NA,NA,SWM,moderately well drained
NA,7/11/05,192,3845,NA,NA,NA,NA,NA,SWN,poorly drained
NA,7/13/05,194,3847,NA,NA,NA,NA,NA,Charlton,well drained
2005-07-13T01:13,7/13/05,194,3847,NA,NA,16.9,NA,1:13,Dry Down,well drained
NA,7/13/05,194,3847,NA,NA,NA,NA,NA,Montauk,well drained
NA,7/13/05,194,3847,90.11,8.03,NA,NA,NA,NWF,swamp
2005-07-13T09:14,7/13/05,194,3847,171.87,18.24,15.7,NA,9:14,NWM,moderately well drained
NA,7/13/05,194,3847,NA,NA,17,NA,NA,NWN,well drained
NA,7/13/05,194,3847,NA,NA,NA,NA,NA,SWF,very well drained
NA,7/13/05,194,3847,NA,NA,NA,NA,NA,SWM,moderately well drained
NA,7/13/05,194,3847,NA,NA,NA,NA,NA,SWN,poorly drained
NA,7/18/05,199,3852,NA,NA,NA,NA,NA,Charlton,well drained
2005-07-18T11:37,7/18/05,199,3852,264.08,33.61,19.5,NA,11:37,Dry Down,well drained
NA,7/18/05,199,3852,NA,NA,NA,NA,NA,Montauk,well drained
NA,7/18/05,199,3852,NA,NA,NA,NA,NA,NWF,swamp
2005-07-18T12:49,7/18/05,199,3852,317.58,59.76,18.6,NA,12:49,NWM,moderately well drained
2005-07-18T12:15,7/18/05,199,3852,318.4,78.16,19.5,NA,12:15,NWN,well drained
NA,7/18/05,199,3852,NA,NA,NA,NA,NA,SWF,very well drained
NA,7/18/05,199,3852,NA,NA,NA,NA,NA,SWM,moderately well drained
NA,7/18/05,199,3852,NA,NA,NA,NA,NA,SWN,poorly drained
2005-07-19T09:21,7/19/05,200,3853,209.31,NA,17.6,NA,9:21,Charlton,well drained
NA,7/19/05,200,3853,NA,NA,NA,NA,NA,Dry Down,well drained
2005-07-19T10:52,7/19/05,200,3853,303.06,NA,18.6,NA,10:52,Montauk,well drained
2005-07-19T11:52,7/19/05,200,3853,88.54,13.41,17.9,NA,11:52,NWF,swamp
NA,7/19/05,200,3853,NA,NA,NA,NA,NA,NWM,moderately well drained
NA,7/19/05,200,3853,NA,NA,NA,NA,NA,NWN,well drained
NA,7/19/05,200,3853,NA,NA,NA,NA,NA,SWF,very well drained
NA,7/19/05,200,3853,NA,NA,NA,NA,NA,SWM,moderately well drained
NA,7/19/05,200,3853,NA,NA,NA,NA,NA,SWN,poorly drained
NA,7/25/05,207,3860,NA,NA,NA,NA,NA,Charlton,well drained
2005-07-25T11:15,7/25/05,207,3860,189.94,9.53,17.7,NA,11:15,Dry Down,well drained
NA,7/25/05,207,3860,NA,NA,NA,NA,NA,Montauk,well drained
NA,7/25/05,207,3860,NA,NA,NA,NA,NA,NWF,swamp
2005-07-25T09:23,7/25/05,207,3860,178.5,19.59,16.4,NA,9:23,NWM,moderately well drained
2005-07-25T10:44,7/25/05,207,3860,226.74,41.18,17.3,NA,10:44,NWN,well drained
NA,7/25/05,207,3860,NA,NA,NA,NA,NA,SWF,very well drained
NA,7/25/05,207,3860,NA,NA,NA,NA,NA,SWM,moderately well drained
NA,7/25/05,207,3860,NA,NA,NA,NA,NA,SWN,poorly drained
2005-07-26T11:51,7/26/05,208,3861,214.71,NA,18.9,NA,11:51,Charlton,well drained
NA,7/26/05,208,3861,NA,NA,NA,NA,NA,Dry Down,well drained
2005-07-26T09:39,7/26/05,208,3861,180.35,NA,17.7,NA,9:39,Montauk,well drained
NA,7/26/05,208,3861,NA,NA,NA,NA,NA,NWF,swamp
NA,7/26/05,208,3861,NA,NA,NA,NA,NA,NWM,moderately well drained
NA,7/26/05,208,3861,NA,NA,NA,NA,NA,NWN,well drained
NA,7/26/05,208,3861,NA,NA,NA,NA,NA,SWF,very well drained
NA,7/26/05,208,3861,NA,NA,NA,NA,NA,SWM,moderately well drained
NA,7/26/05,208,3861,NA,NA,NA,NA,NA,SWN,poorly drained
NA,8/2/05,214,3867,NA,NA,NA,NA,NA,Charlton,well drained
2005-08-02T10:49,8/2/05,214,3867,215.58,19.93,18.1,NA,10:49,Dry Down,well drained
NA,8/2/05,214,3867,NA,NA,NA,NA,NA,Montauk,well drained
NA,8/2/05,214,3867,NA,NA,NA,NA,NA,NWF,swamp
2005-08-02T12:02,8/2/05,214,3867,242.79,37.92,17.1,NA,12:02,NWM,moderately well drained
2005-08-02T11:36,8/2/05,214,3867,271.55,56.05,18.5,NA,11:36,NWN,well drained
NA,8/2/05,214,3867,NA,NA,NA,NA,NA,SWF,very well drained
NA,8/2/05,214,3867,NA,NA,NA,NA,NA,SWM,moderately well drained
NA,8/2/05,214,3867,NA,NA,NA,NA,NA,SWN,poorly drained
2005-08-09T10:18,8/9/05,221,3874,213.21,NA,18.7,NA,10:18,Charlton,well drained
NA,8/9/05,221,3874,NA,NA,NA,NA,NA,Dry Down,well drained
2005-08-09T12:33,8/9/05,221,3874,198.03,NA,21.4,NA,12:33,Montauk,well drained
NA,8/9/05,221,3874,NA,NA,NA,NA,NA,NWF,swamp
NA,8/9/05,221,3874,NA,NA,NA,NA,NA,NWM,moderately well drained
NA,8/9/05,221,3874,NA,NA,NA,NA,NA,NWN,well drained
NA,8/9/05,221,3874,NA,NA,NA,NA,NA,SWF,very well drained
NA,8/9/05,221,3874,NA,NA,NA,NA,NA,SWM,moderately well drained
NA,8/9/05,221,3874,NA,NA,NA,NA,NA,SWN,poorly drained
NA,8/10/05,222,3875,NA,NA,NA,NA,NA,Charlton,well drained
2005-08-10T12:07,8/10/05,222,3875,195.11,17.66,19.2,NA,12:07,Dry Down,well drained
NA,8/10/05,222,3875,NA,NA,NA,NA,NA,Montauk,well drained
2005-08-10T10:05,8/10/05,222,3875,185.85,17.82,19.1,NA,10:05,NWF,swamp
2005-08-10T09:17,8/10/05,222,3875,215.32,33.17,19.7,NA,9:17,NWM,moderately well drained
2005-08-10T11:14,8/10/05,222,3875,297.76,86.22,18.8,NA,11:14,NWN,well drained
NA,8/10/05,222,3875,NA,NA,NA,NA,NA,SWF,very well drained
NA,8/10/05,222,3875,NA,NA,NA,NA,NA,SWM,moderately well drained
NA,8/10/05,222,3875,NA,NA,NA,NA,NA,SWN,poorly drained
NA,8/18/05,230,3883,NA,NA,NA,NA,NA,Charlton,well drained
2005-08-18T09:02,8/18/05,230,3883,146.25,17.68,16.9,NA,9:02,Dry Down,well drained
NA,8/18/05,230,3883,NA,NA,NA,NA,NA,Montauk,well drained
NA,8/18/05,230,3883,NA,NA,NA,NA,NA,NWF,swamp
NA,8/18/05,230,3883,NA,NA,NA,NA,NA,NWM,moderately well drained
2005-08-18T09:41,8/18/05,230,3883,260.25,66.69,17,NA,9:41,NWN,well drained
NA,8/18/05,230,3883,NA,NA,NA,NA,NA,SWF,very well drained
NA,8/18/05,230,3883,NA,NA,NA,NA,NA,SWM,moderately well drained
NA,8/18/05,230,3883,NA,NA,NA,NA,NA,SWN,poorly drained
2005-08-24T09:08,8/24/05,236,3889,154.74,NA,15.7,NA,9:08,Charlton,well drained
NA,8/24/05,236,3889,NA,NA,NA,NA,NA,Dry Down,well drained
2005-08-24T10:29,8/24/05,236,3889,151.46,NA,15.9,NA,10:29,Montauk,well drained
2005-08-24T11:20,8/24/05,236,3889,60.41,7.62,16.2,NA,11:20,NWF,swamp
NA,8/24/05,236,3889,NA,NA,NA,NA,NA,NWM,moderately well drained
NA,8/24/05,236,3889,NA,NA,NA,NA,NA,NWN,well drained
NA,8/24/05,236,3889,NA,NA,NA,NA,NA,SWF,very well drained
NA,8/24/05,236,3889,NA,NA,NA,NA,NA,SWM,moderately well drained
NA,8/24/05,236,3889,NA,NA,NA,NA,NA,SWN,poorly drained
2005-09-28T09:25,9/28/05,271,3924,117.52,NA,12,NA,9:25,Charlton,well drained
2005-09-28T12:19,9/28/05,271,3924,113.34,6.5,14.4,NA,12:19,Dry Down,well drained
2005-09-28T10:18,9/28/05,271,3924,141.65,NA,12.6,NA,10:18,Montauk,well drained
2005-09-28T11:18,9/28/05,271,3924,107.75,18.16,13.2,NA,11:18,NWF,swamp
NA,9/28/05,271,3924,NA,NA,NA,NA,NA,NWM,moderately well drained
2005-09-28T10:43,9/28/05,271,3924,153.34,29,13.4,NA,10:43,NWN,well drained
NA,9/28/05,271,3924,NA,NA,NA,NA,NA,SWF,very well drained
NA,9/28/05,271,3924,NA,NA,NA,NA,NA,SWM,moderately well drained
NA,9/28/05,271,3924,NA,NA,NA,NA,NA,SWN,poorly drained
NA,10/24/05,297,3950,NA,NA,NA,NA,NA,Charlton,well drained
2005-10-24T11:11,10/24/05,297,3950,64.32,8.58,8.7,NA,11:11,Dry Down,well drained
NA,10/24/05,297,3950,NA,NA,NA,NA,NA,Montauk,well drained
NA,10/24/05,297,3950,NA,NA,NA,NA,NA,NWF,swamp
NA,10/24/05,297,3950,NA,NA,NA,NA,NA,NWM,moderately well drained
2005-10-24T12:15,10/24/05,297,3950,71.27,7.1,7.9,NA,12:15,NWN,well drained
NA,10/24/05,297,3950,NA,NA,NA,NA,NA,SWF,very well drained
NA,10/24/05,297,3950,NA,NA,NA,NA,NA,SWM,moderately well drained
NA,10/24/05,297,3950,NA,NA,NA,NA,NA,SWN,poorly drained
NA,12/13/05,347,4000,NA,NA,NA,NA,NA,Charlton,well drained
NA,12/13/05,347,4000,NA,NA,1.5,NA,NA,Dry Down,well drained
NA,12/13/05,347,4000,NA,NA,NA,NA,NA,Montauk,well drained
NA,12/13/05,347,4000,NA,NA,NA,NA,NA,NWF,swamp
NA,12/13/05,347,4000,NA,NA,NA,NA,NA,NWM,moderately well drained
2005-12-13T12:00,12/13/05,347,4000,11.82,1.2,2.7,NA,12:00,NWN,well drained
NA,12/13/05,347,4000,NA,NA,NA,NA,NA,SWF,very well drained
NA,12/13/05,347,4000,NA,NA,NA,NA,NA,SWM,moderately well drained
NA,12/13/05,347,4000,NA,NA,NA,NA,NA,SWN,poorly drained
NA,1/27/06,27,4045,NA,NA,NA,NA,NA,Charlton,well drained
2006-01-27T12:00,1/27/06,27,4045,17.13,6.35,NA,NA,12:00,Dry Down,well drained
NA,1/27/06,27,4045,NA,NA,NA,NA,NA,Montauk,well drained
NA,1/27/06,27,4045,NA,NA,NA,NA,NA,NWF,swamp
NA,1/27/06,27,4045,NA,NA,NA,NA,NA,NWM,moderately well drained
2006-01-27T11:00,1/27/06,27,4045,14.5,1.71,NA,NA,11:00,NWN,well drained
NA,1/27/06,27,4045,NA,NA,NA,NA,NA,SWF,very well drained
NA,1/27/06,27,4045,NA,NA,NA,NA,NA,SWM,moderately well drained
NA,1/27/06,27,4045,NA,NA,NA,NA,NA,SWN,poorly drained
NA,3/1/06,60,4078,NA,NA,NA,NA,NA,Charlton,well drained
2006-03-01T11:29,3/1/06,60,4078,7.93,1.09,1.7,NA,11:29,Dry Down,well drained
NA,3/1/06,60,4078,NA,NA,NA,NA,NA,Montauk,well drained
NA,3/1/06,60,4078,NA,NA,NA,NA,NA,NWF,swamp
NA,3/1/06,60,4078,NA,NA,NA,NA,NA,NWM,moderately well drained
2006-03-01T12:45,3/1/06,60,4078,12.79,3.73,0.7,NA,12:45,NWN,well drained
NA,3/1/06,60,4078,NA,NA,NA,NA,NA,SWF,very well drained
NA,3/1/06,60,4078,NA,NA,NA,NA,NA,SWM,moderately well drained
NA,3/1/06,60,4078,NA,NA,NA,NA,NA,SWN,poorly drained
NA,4/12/06,102,4120,NA,NA,NA,NA,NA,Charlton,well drained
2006-04-12T11:52,4/12/06,102,4120,32.37,3.58,6,NA,11:52,Dry Down,well drained
NA,4/12/06,102,4120,NA,NA,NA,NA,NA,Montauk,well drained
NA,4/12/06,102,4120,NA,NA,NA,NA,NA,NWF,swamp
NA,4/12/06,102,4120,NA,NA,NA,NA,NA,NWM,moderately well drained
