Year,Month,Date,Treatment,Plot,Season,Year_Season,at,st5,soilmoisture
2012,11,15,C,15,ng,2013,-7.238333305,0.5,0.210731644
2012,11,16,C,15,ng,2013,-9.416666808,0.295833336,0.191832995
2012,11,17,C,15,ng,2013,-8.055000052,0.237500002,0.183769435
2012,11,18,C,15,ng,2013,-6.771666701,0.337500003,0.185424289
2012,11,19,C,15,ng,2013,-8.101666684,0.300000003,0.183927109
2012,11,20,C,15,ng,2013,-7.486666565,0.26666667,0.181692285
2012,11,21,C,15,ng,2013,-5.703333343,0.345833338,0.184046353
2012,11,22,C,15,ng,2013,-9.104999959,0.21666667,0.180800502
2012,11,23,C,15,ng,2013,-19.36333334,-0.075000003,0.17108116
2012,11,24,C,15,ng,2013,-18.08166667,-0.758333333,0.155660156
2012,11,25,C,15,ng,2013,-13.94500007,-0.562500007,0.155009486
2012,11,26,C,15,ng,2013,-20.48000004,-1.358333324,0.147062418
2012,11,27,C,15,ng,2013,-18.77666658,-1.687500006,0.143077825
2012,11,28,C,15,ng,2013,-15.66833339,-1.725000009,0.141686731
2012,11,29,C,15,ng,2013,-16.16166663,-1.724999997,0.140949948
2012,11,30,C,15,ng,2013,-13.42499998,-1.908333326,0.139492345
2012,12,1,C,15,ng,2013,-12.07666666,-1.579166651,0.140701876
2012,12,2,C,15,ng,2013,-12.49833332,-2.37499997,0.136748196
2012,12,3,C,15,ng,2013,-11.65499992,-2.254166678,0.136697241
2012,12,4,C,15,ng,2013,-14.75500012,-2.600000024,0.134862826
2012,12,5,C,15,ng,2013,-10.65666661,-2.479166662,0.134812066
2012,12,6,C,15,ng,2013,-9.028333376,-1.958333328,0.13667416
2012,12,7,C,15,ng,2013,-8.498333423,-2.008333345,0.136594025
2012,12,8,C,15,ng,2013,-13.77333332,-2.316666675,0.135361342
2012,12,9,C,15,ng,2013,-12.10000012,-2.324999986,0.135013595
2012,12,10,C,15,ng,2013,-12.03000004,-1.983333339,0.13650292
2012,12,11,C,15,ng,2013,-12.83166672,-2.19583332,0.13552545
2012,12,12,C,15,ng,2013,-13.95833325,-2.508333345,0.134000015
2012,12,13,C,15,ng,2013,-11.1816667,-2.374999995,0.134328442
2012,12,14,C,15,ng,2013,-11.77333326,-2.225000019,0.134998337
2012,12,15,C,15,ng,2013,-9.656666569,-2.095833344,0.135223272
2012,12,16,C,15,ng,2013,-11.63666664,-2.229166677,0.134871719
2012,12,17,C,15,ng,2013,-11.54333341,-2.237499982,0.134427616
2012,12,18,C,15,ng,2013,-11.2049999,-2.029166669,0.135307969
2012,12,19,C,15,ng,2013,-9.681666647,-2.079166671,0.134701829
2012,12,20,C,15,ng,2013,-9.441666623,-2.195833325,0.134068286
2012,12,21,C,15,ng,2013,-13.36000007,-2.337499996,0.133595298
2012,12,22,C,15,ng,2013,-16.99500016,-3.699999998,0.128810169
2012,12,23,C,15,ng,2013,-15.92499987,-4.041666667,0.126857348
2012,12,24,C,15,ng,2013,-12.37333332,-3.399999991,0.128469096
2012,12,25,C,15,ng,2013,-11.06166666,-2.962499986,0.129817904
2012,12,26,C,15,ng,2013,-13.75666667,-3.208333304,0.129228666
2012,12,27,C,15,ng,2013,-14.11833347,-3.566666658,0.127850104
2012,12,28,C,15,ng,2013,-11.98333337,-3.199999988,0.128628487
2012,12,29,C,15,ng,2013,-22.43166657,-4.566666673,0.124611774
2012,12,30,C,15,ng,2013,-21.65499989,-5.283333321,0.121715652
2012,12,31,C,15,ng,2013,-18.45166659,-5.429166685,0.120708069
2012,10,1,C,25,ng,2013,2.008333328,8.229166627,0.248199439
2012,10,2,C,25,ng,2013,2.503333325,7.60833329,0.247117545
2012,10,3,C,25,ng,2013,1.983333312,7.445833365,0.245324718
2012,10,4,C,25,ng,2013,0.528333257,6.879166722,0.244174818
2012,10,5,C,25,ng,2013,-0.333333407,6.400000036,0.24238151
2012,10,6,C,25,ng,2013,2.779999967,6.929166694,0.24226934
2012,10,7,C,25,ng,2013,2.225000054,7.220833302,0.242594251
2012,10,8,C,25,ng,2013,1.409999971,6.720833321,0.252508571
2012,10,9,C,25,ng,2013,1.646666638,6.791666687,0.260491649
2012,10,10,C,25,ng,2013,2.379999937,7.220833341,0.257695665
2012,10,11,C,25,ng,2013,1.216666693,6.512500008,0.254837494
2012,10,12,C,25,ng,2013,2.850000016,7.037500004,0.254328376
2012,10,13,C,25,ng,2013,1.501666654,6.583333353,0.252040919
2012,10,14,C,25,ng,2013,1.148333325,6.179166675,0.249530546
2012,10,15,C,25,ng,2013,1.659999994,6.229166706,0.248423761
2012,10,16,C,25,ng,2013,-3.823333364,4.599999994,0.245294918
2012,10,17,C,25,ng,2013,-3.596666637,3.825000013,0.243619823
2012,10,18,C,25,ng,2013,-1.016666671,4.299999992,0.243920128
2012,10,19,C,25,ng,2013,-2.511666715,4.579166691,0.244823866
2012,10,20,C,25,ng,2013,-0.74499997,4.450000013,0.24592807
2012,10,21,C,25,ng,2013,-0.721666674,5.045833339,0.246113249
2012,10,22,C,25,ng,2013,-2.836666656,3.758333276,0.244585053
2012,10,23,C,25,ng,2013,-3.205000013,3.587499951,0.24414644
2012,10,24,C,25,ng,2013,-4.256666681,2.86666664,0.242995304
2012,10,25,C,25,ng,2013,-4.063333376,2.133333325,0.242967399
2012,10,26,C,25,ng,2013,-3.706666686,2.49166668,0.24252502
2012,10,27,C,25,ng,2013,-3.830000038,2.470833351,0.241810427
2012,10,28,C,25,ng,2013,-2.991666709,2.716666644,0.242082782
2012,10,29,C,25,ng,2013,-3.678333239,2.683333337,0.241969131
2012,10,30,C,25,ng,2013,-5.631666722,2.262500018,0.241068996
2012,10,31,C,25,ng,2013,-5.521666641,1.69166666,0.239058161
2012,11,1,C,25,ng,2013,-6.320000043,1.308333335,0.238470664
2012,11,2,C,25,ng,2013,-9.646666619,0.616666667,0.234556962
2012,11,3,C,25,ng,2013,-11.04333335,0.200000005,0.211982127
2012,11,4,C,25,ng,2013,-7.298333421,0.158333338,0.196974208
2012,11,5,C,25,ng,2013,-6.526666677,0.216666674,0.201509483
2012,11,6,C,25,ng,2013,-4.986666632,0.283333344,0.213201
2012,11,7,C,25,ng,2013,-5.204999991,0.358333342,0.221550039
2012,11,8,C,25,ng,2013,-7.459999988,0.266666674,0.210709114
2012,11,9,C,25,ng,2013,-2.913333332,0.32500001,0.215106673
2012,11,10,C,25,ng,2013,-8.388333399,0.24583334,0.200744387
2012,11,11,C,25,ng,2013,-8.038333327,0.104166669,0.18027205
2012,11,12,C,25,ng,2013,-7.430000094,0.133333337,0.177893979
2012,11,13,C,25,ng,2013,-5.456666773,0.100000002,0.174955341
2012,11,14,C,25,ng,2013,-6.308333314,0.11666667,0.176583247
2012,11,15,C,25,ng,2013,-6.973333379,0.229166672,0.186557638
2012,11,16,C,25,ng,2013,-9.298333382,-1.24E-09,0.169184551
2012,11,17,C,25,ng,2013,-7.901666775,-0.070833335,0.163983752
2012,11,18,C,25,ng,2013,-6.49333335,0.033333334,0.165768278
2012,11,19,C,25,ng,2013,-7.865000064,-1.24E-09,0.163697138
2012,11,20,C,25,ng,2013,-7.270000006,-0.041666667,0.161912396
2012,11,21,C,25,ng,2013,-5.475000036,0.041666667,0.164215327
2012,11,22,C,25,ng,2013,-8.880000015,-0.066666668,0.160354065
2012,11,23,C,25,ng,2013,-19.11500009,-0.333333342,0.152839461
2012,11,24,C,25,ng,2013,-17.93666645,-1.004166668,0.139784695
2012,11,25,C,25,ng,2013,-13.75166655,-0.824999996,0.140115345
2012,11,26,C,25,ng,2013,-20.00666656,-1.63333333,0.132437602
2012,11,27,C,25,ng,2013,-18.2983335,-2.041666662,0.128394442
2012,11,28,C,25,ng,2013,-15.4083334,-2.045833329,0.127259327
2012,11,29,C,25,ng,2013,-15.66333338,-2.124999998,0.126611588
2012,11,30,C,25,ng,2013,-13.2233333,-2.233333334,0.12552256
2012,12,1,C,25,ng,2013,-12.03666665,-2.020833328,0.125899537
2012,12,2,C,25,ng,2013,-12.41833333,-2.833333333,0.12188793
2012,12,3,C,25,ng,2013,-11.34833318,-2.658333341,0.122686349
2012,12,4,C,25,ng,2013,-14.67166662,-2.93749998,0.120545204
2012,12,5,C,25,ng,2013,-10.54166662,-2.895833323,0.120993566
2012,12,6,C,25,ng,2013,-8.958333333,-2.383333335,0.122424882
2012,12,7,C,25,ng,2013,-8.450000004,-2.487500012,0.122082889
2012,12,8,C,25,ng,2013,-13.6783335,-2.75833335,0.12079687
2012,12,9,C,25,ng,2013,-11.87500003,-2.737500022,0.120885196
2012,12,10,C,25,ng,2013,-11.89666679,-2.358333339,0.122341503
2012,12,11,C,25,ng,2013,-12.63666663,-2.595833341,0.121356797
2012,12,12,C,25,ng,2013,-13.81500004,-2.92916666,0.119826782
2012,12,13,C,25,ng,2013,-11.06000005,-2.729166642,0.120368105
2012,12,14,C,25,ng,2013,-11.58833321,-2.562499995,0.120982473
2012,12,15,C,25,ng,2013,-9.518333418,-2.420833314,0.121380361
2012,12,16,C,25,ng,2013,-11.46333343,-2.575000003,0.120740423
2012,12,17,C,25,ng,2013,-11.30500003,-2.545833334,0.120433113
2012,12,18,C,25,ng,2013,-10.94500007,-2.341666684,0.121541988
2012,12,19,C,25,ng,2013,-9.471666709,-2.420833339,0.121291328
2012,12,20,C,25,ng,2013,-9.231666754,-2.554166675,0.1201753
2012,12,21,C,25,ng,2013,-13.03999992,-2.704166641,0.119801229
2012,12,22,C,25,ng,2013,-16.84666677,-4.229166687,0.114099603
2012,12,23,C,25,ng,2013,-15.76833324,-4.554166675,0.112261666
2012,12,24,C,25,ng,2013,-12.16833323,-3.837499986,0.114027474
2012,12,25,C,25,ng,2013,-10.88000003,-3.350000004,0.115060463
2012,12,26,C,25,ng,2013,-13.56333335,-3.579166661,0.114055232
2012,12,27,C,25,ng,2013,-13.93999994,-4.029166689,0.112807631
2012,12,28,C,25,ng,2013,-11.81833333,-3.574999998,0.11378107
2012,12,29,C,25,ng,2013,-22.35166665,-5.024999996,0.109841789
2012,12,30,C,25,ng,2013,-21.51499991,-5.766666661,0.107645933
2012,12,31,C,25,ng,2013,-18.22166673,-5.770833393,0.107622315
2012,10,1,W,14,ng,2013,1.99666668,8.424999992,0.257792377
2012,10,2,W,14,ng,2013,2.530000011,7.754166683,0.255445515
2012,10,3,W,14,ng,2013,2.63000001,8.49999996,0.253885917
2012,10,4,W,14,ng,2013,1.140000078,8.095833341,0.253664486
2012,10,5,W,14,ng,2013,0.478333345,7.770833333,0.252223017
2012,10,6,W,14,ng,2013,3.256666656,8.395833413,0.250328371
2012,10,7,W,14,ng,2013,2.714999939,8.691666663,0.257257771
2012,10,8,W,14,ng,2013,1.810000027,8.087500056,0.269720163
2012,10,9,W,14,ng,2013,2.036666694,8.241666615,0.281826151
2012,10,10,W,14,ng,2013,2.968333392,8.825000087,0.275135191
2012,10,11,W,14,ng,2013,1.929999976,8.262500028,0.26975376
2012,10,12,W,14,ng,2013,3.339999972,8.587500036,0.266217591
2012,10,13,W,14,ng,2013,2.158333354,8.008333345,0.262793122
2012,10,14,W,14,ng,2013,1.886666675,7.895833333,0.259989155
2012,10,15,W,14,ng,2013,2.158333292,8.033333361,0.257491664
2012,10,16,W,14,ng,2013,-3.298333287,5.845833311,0.254342172
2012,10,17,W,14,ng,2013,-2.936666638,5.18750001,0.25226414
2012,10,18,W,14,ng,2013,-0.57166667,5.745833337,0.251193825
2012,10,19,W,14,ng,2013,-1.770000036,5.725000034,0.252932935
2012,10,20,W,14,ng,2013,0.368333378,6.504166653,0.258803951
2012,10,21,W,14,ng,2013,-0.043333319,7.224999984,0.257080478
2012,10,22,W,14,ng,2013,-1.969999955,5.995833327,0.254466216
2012,10,23,W,14,ng,2013,-2.0516666,5.87499994,0.252542188
2012,10,24,W,14,ng,2013,-3.043333328,4.991666645,0.250761204
2012,10,25,W,14,ng,2013,-2.865000038,4.670833349,0.249546365
2012,10,26,W,14,ng,2013,-2.796666674,4.737500042,0.249167586
2012,10,27,W,14,ng,2013,-2.641666693,4.995833347,0.248409639
2012,10,28,W,14,ng,2013,-1.89666667,5.420833359,0.248073246
2012,10,29,W,14,ng,2013,-2.516666643,5.458333333,0.247356705
2012,10,30,W,14,ng,2013,-4.358333317,4.875,0.246214609
2012,10,31,W,14,ng,2013,-4.299999915,4.325000003,0.245210992
2012,11,1,W,14,ng,2013,-5.126666645,4.07083334,0.244517169
2012,11,2,W,14,ng,2013,-8.936666671,2.066666658,0.243011339
2012,11,3,W,14,ng,2013,-10.99833322,0.729166663,0.240350198
2012,11,4,W,14,ng,2013,-6.949999973,0.741666675,0.237554381
2012,11,5,W,14,ng,2013,-5.501666618,1.774999999,0.238988891
2012,11,6,W,14,ng,2013,-4.18333331,2.112500007,0.240009744
2012,11,7,W,14,ng,2013,-5.099999952,1.766666676,0.24003875
2012,11,8,W,14,ng,2013,-6.563333355,1.854166647,0.239937843
2012,11,9,W,14,ng,2013,-2.728333352,1.899999991,0.240096286
2012,11,10,W,14,ng,2013,-8.290000137,0.766666666,0.238672082
2012,11,11,W,14,ng,2013,-7.319999983,1.099999987,0.237706242
2012,11,12,W,14,ng,2013,-7.098333332,0.595833336,0.236199506
2012,11,13,W,14,ng,2013,-4.603333302,1.529166665,0.236824549
2012,11,14,W,14,ng,2013,-5.361666558,1.699999981,0.237230166
2012,11,15,W,14,ng,2013,-6.670000032,1.449999996,0.237649648
2012,11,16,W,14,ng,2013,-8.41166666,1.104166667,0.237302457
2012,11,17,W,14,ng,2013,-6.970000093,1.337500008,0.237013338
2012,11,18,W,14,ng,2013,-5.526666706,1.837499994,0.237533754
2012,11,19,W,14,ng,2013,-6.714999992,1.720833316,0.237418234
2012,11,20,W,14,ng,2013,-6.05833331,1.820833308,0.237331267
2012,11,21,W,14,ng,2013,-4.75000002,1.895833328,0.237461839
2012,11,22,W,14,ng,2013,-8.606666644,0.750000005,0.236941759
2012,11,23,W,14,ng,2013,-18.74166667,0.333333343,0.234808498
2012,11,24,W,14,ng,2013,-17.40333319,0.0125,0.208836737
2012,11,25,W,14,ng,2013,-13.26166664,-0.062500001,0.191644654
2012,11,26,W,14,ng,2013,-19.28833341,-0.820833333,0.171222845
2012,11,27,W,14,ng,2013,-17.50166649,-1.075000002,0.163503443
2012,11,28,W,14,ng,2013,-14.5516665,-0.954166663,0.1625534
2012,11,29,W,14,ng,2013,-14.84833342,-0.9,0.16262077
2012,11,30,W,14,ng,2013,-12.37999996,-0.945833333,0.161763621
2012,12,1,W,14,ng,2013,-11.46666668,-0.683333342,0.163247506
2012,12,2,W,14,ng,2013,-11.84166668,-1.366666667,0.158532704
2012,12,3,W,14,ng,2013,-10.66666669,-1.479166655,0.157597345
2012,12,4,W,14,ng,2013,-13.8200001,-1.187499996,0.158441658
2012,12,5,W,14,ng,2013,-9.923333351,-1.533333335,0.156365416
2012,12,6,W,14,ng,2013,-8.590000053,-0.825000003,0.160001252
2012,12,7,W,14,ng,2013,-8.054999986,-1.17916666,0.158058725
2012,12,8,W,14,ng,2013,-12.56999992,-1.245833331,0.157500794
2012,12,9,W,14,ng,2013,-10.85666656,-1.162500005,0.158069696
2012,12,10,W,14,ng,2013,-10.8933333,-0.691666668,0.161079688
2012,12,11,W,14,ng,2013,-11.39499987,-0.820833335,0.160338075
2012,12,12,W,14,ng,2013,-12.51500003,-1.070833333,0.158729015
2012,12,13,W,14,ng,2013,-10.1250001,-0.991666665,0.158957426
2012,12,14,W,14,ng,2013,-10.84333326,-0.941666668,0.159577859
2012,12,15,W,14,ng,2013,-8.428333327,-0.749999997,0.160722447
2012,12,16,W,14,ng,2013,-10.42000004,-0.887499999,0.16009541
2012,12,17,W,14,ng,2013,-10.57999999,-0.770833336,0.160586343
2012,12,18,W,14,ng,2013,-10.20000006,-0.908333339,0.160148588
2012,12,19,W,14,ng,2013,-8.690000077,-0.791666673,0.16115604
2012,12,20,W,14,ng,2013,-8.643333316,-1.004166658,0.160020905
2012,12,21,W,14,ng,2013,-12.49666679,-1.208333338,0.158862711
2012,12,22,W,14,ng,2013,-16.5600001,-2.504166673,0.151754388
2012,12,23,W,14,ng,2013,-15.23000002,-2.899999971,0.148894121
2012,12,24,W,14,ng,2013,-11.4383332,-2.162499982,0.151705238
2012,12,25,W,14,ng,2013,-10.20833325,-1.56249999,0.154553772
2012,12,26,W,14,ng,2013,-12.92666655,-1.837500003,0.153117211
2012,12,27,W,14,ng,2013,-13.45999997,-2.270833323,0.150939663
2012,12,28,W,14,ng,2013,-11.7766667,-2.158333326,0.151300743
2012,12,29,W,14,ng,2013,-21.96666658,-3.56249997,0.145560777
2012,12,30,W,14,ng,2013,-21.00333335,-4.100000029,0.142776227
2012,12,31,W,14,ng,2013,-17.70999988,-3.925000007,0.142646379
2012,10,1,W,28,ng,2013,2.095000027,7.945833286,0.21085697
2012,10,2,W,28,ng,2013,2.604999999,7.079166631,0.209234918
2012,10,3,W,28,ng,2013,2.778333344,7.854166667,0.208397718
2012,10,4,W,28,ng,2013,1.265000038,7.512500048,0.207371992
2012,10,5,W,28,ng,2013,0.764999981,7.237500091,0.20581415
2012,10,6,W,28,ng,2013,3.408333346,7.891666651,0.204955483
2012,10,7,W,28,ng,2013,2.970000024,8.091666698,0.20656199
2012,10,8,W,28,ng,2013,1.956666657,7.479166687,0.221698873
2012,10,9,W,28,ng,2013,2.343333325,7.654166639,0.230316664
2012,10,10,W,28,ng,2013,3.204999983,8.229166687,0.225479938
2012,10,11,W,28,ng,2013,2.12000002,7.637500008,0.222237422
2012,10,12,W,28,ng,2013,3.478333366,7.966666718,0.220763934
2012,10,13,W,28,ng,2013,2.356666657,7.491666675,0.219179539
2012,10,14,W,28,ng,2013,2.00666664,7.3125,0.217665004
2012,10,15,W,28,ng,2013,2.293333384,7.445833266,0.216768545
2012,10,16,W,28,ng,2013,-3.304999942,5.891666661,0.215489363
2012,10,17,W,28,ng,2013,-2.806666665,5.216666629,0.215228944
2012,10,18,W,28,ng,2013,-0.521666651,5.466666639,0.214802676
2012,10,19,W,28,ng,2013,-1.666666699,5.229166736,0.215670622
2012,10,20,W,28,ng,2013,0.573333206,5.995833377,0.217070794
2012,10,21,W,28,ng,2013,0.031666614,6.633333345,0.217102746
2012,10,22,W,28,ng,2013,-1.840000011,5.608333329,0.216539161
2012,10,23,W,28,ng,2013,-2.075000023,5.341666698,0.216068783
2012,10,24,W,28,ng,2013,-2.866666739,4.674999987,0.215900895
2012,10,25,W,28,ng,2013,-3.008333336,4.070833345,0.215764276
2012,10,26,W,28,ng,2013,-2.609999993,4.358333344,0.216843522
2012,10,27,W,28,ng,2013,-2.209999979,4.920833364,0.218300199
2012,10,28,W,28,ng,2013,-1.665000053,5.324999978,0.217435864
2012,10,29,W,28,ng,2013,-2.311666635,5.304166665,0.216646009
2012,10,30,W,28,ng,2013,-4.119999999,4.941666683,0.21608138
2012,10,31,W,28,ng,2013,-3.966666527,4.43749996,0.215746175
2012,11,1,W,28,ng,2013,-5.083333308,4.00833333,0.214801334
2012,11,2,W,28,ng,2013,-8.973333331,1.845833326,0.213532874
2012,11,3,W,28,ng,2013,-11.07166673,0.708333332,0.208709116
2012,11,4,W,28,ng,2013,-7.166666592,1.020833331,0.207203013
2012,11,5,W,28,ng,2013,-5.195000067,2.141666659,0.21414058
2012,11,6,W,28,ng,2013,-4.045000007,2.154166669,0.214404983
2012,11,7,W,28,ng,2013,-4.946666683,1.69166667,0.214130016
2012,11,8,W,28,ng,2013,-6.143333236,1.862500012,0.213420842
2012,11,9,W,28,ng,2013,-2.736666662,1.81666666,0.213854632
2012,11,10,W,28,ng,2013,-8.273333363,0.683333331,0.210586376
2012,11,11,W,28,ng,2013,-7.033333365,1.195833342,0.209692361
2012,11,12,W,28,ng,2013,-7.258333355,0.612500002,0.207751233
2012,11,13,W,28,ng,2013,-4.428333292,1.745833319,0.213048147
2012,11,14,W,28,ng,2013,-5.043333242,1.74583333,0.212607048
2012,11,15,W,28,ng,2013,-6.594999984,1.212499996,0.213210984
2012,11,16,W,28,ng,2013,-8.249999935,0.729166661,0.208556071
2012,11,17,W,28,ng,2013,-6.699999991,1.170833337,0.211346585
2012,11,18,W,28,ng,2013,-5.26166668,1.587499987,0.213929762
2012,11,19,W,28,ng,2013,-6.379999973,1.491666652,0.213316056
2012,11,20,W,28,ng,2013,-5.674999987,1.608333337,0.213301064
2012,11,21,W,28,ng,2013,-4.560000036,1.595833347,0.213532712
2012,11,22,W,28,ng,2013,-8.64833341,0.220833336,0.211471791
2012,11,23,W,28,ng,2013,-18.05833334,-0.120833336,0.193886196
2012,11,24,W,28,ng,2013,-16.7816665,-0.770833336,0.163823259
2012,11,25,W,28,ng,2013,-13.02833337,-0.570833342,0.161014705
2012,11,26,W,28,ng,2013,-18.41500016,-1.487500011,0.150028244
2012,11,27,W,28,ng,2013,-16.63666656,-1.358333319,0.148727962
2012,11,28,W,28,ng,2013,-14.01333326,-1.195833327,0.148745093
2012,11,29,W,28,ng,2013,-14.04999992,-1.095833333,0.149530124
2012,11,30,W,28,ng,2013,-11.89666672,-1.083333335,0.149250057
2012,12,1,W,28,ng,2013,-11.58499999,-0.854166675,0.15056743
2012,12,2,W,28,ng,2013,-11.97833327,-1.470833344,0.144813703
2012,12,3,W,28,ng,2013,-10.2750001,-1.437499985,0.14652814
2012,12,4,W,28,ng,2013,-13.80833349,-1.275000003,0.146049824
2012,12,5,W,28,ng,2013,-9.514999988,-1.445833337,0.146186036
2012,12,6,W,28,ng,2013,-8.811666667,-0.883333332,0.149308292
2012,12,7,W,28,ng,2013,-8.253333249,-1.120833326,0.14815693
2012,12,8,W,28,ng,2013,-12.21666663,-1.100000001,0.148416243
2012,12,9,W,28,ng,2013,-10.43999991,-1.0375,0.149515645
2012,12,10,W,28,ng,2013,-10.52000012,-0.66666667,0.153416361
2012,12,11,W,28,ng,2013,-11.02166671,-0.758333334,0.152838308
2012,12,12,W,28,ng,2013,-11.89499995,-0.925000001,0.151357325
2012,12,13,W,28,ng,2013,-9.88166666,-0.862500004,0.151685356
2012,12,14,W,28,ng,2013,-10.47333335,-0.812500002,0.152641789
2012,12,15,W,28,ng,2013,-8.333333373,-0.766666666,0.15214236
2012,12,16,W,28,ng,2013,-9.99999996,-0.837500007,0.153050035
2012,12,17,W,28,ng,2013,-10.44333337,-0.879166663,0.15104488
2012,12,18,W,28,ng,2013,-9.848333399,-0.870833339,0.152315828
2012,12,19,W,28,ng,2013,-8.595000055,-0.833333342,0.151593932
2012,12,20,W,28,ng,2013,-8.553333392,-1.108333332,0.148518475
2012,12,21,W,28,ng,2013,-12.375,-1.266666668,0.147985426
2012,12,22,W,28,ng,2013,-16.61666675,-2.091666674,0.141946916
2012,12,23,W,28,ng,2013,-15.05666666,-2.291666674,0.14014028
2012,12,24,W,28,ng,2013,-11.05500003,-1.745833337,0.143698784
2012,12,25,W,28,ng,2013,-10.00166666,-1.466666669,0.144436681
2012,12,26,W,28,ng,2013,-12.55833351,-1.55416666,0.145285883
2012,12,27,W,28,ng,2013,-13.15166653,-1.841666669,0.142542137
2012,12,28,W,28,ng,2013,-11.74333334,-2.00833333,0.140545695
2012,12,29,W,28,ng,2013,-21.81666672,-2.962499991,0.135763629
2012,12,30,W,28,ng,2013,-20.55166668,-3.470833336,0.133001672
2012,12,31,W,28,ng,2013,-17.34333334,-3.333333368,0.132912741
2012,10,1,WW,91,ng,2013,2.278333395,8.904166619,0.215870896
2012,10,2,WW,91,ng,2013,2.733333362,8.295833329,0.213838968
2012,10,3,WW,91,ng,2013,2.105000018,8.133333345,0.211766524
2012,10,4,WW,91,ng,2013,0.601666684,7.350000004,0.211257495
2012,10,5,WW,91,ng,2013,-0.176666756,6.89166675,0.209419833
2012,10,6,WW,91,ng,2013,2.920000006,7.566666683,0.208444256
2012,10,7,WW,91,ng,2013,2.224999973,7.74999996,0.207899754
2012,10,8,WW,91,ng,2013,1.531666678,7.254166683,0.215908087
2012,10,9,WW,91,ng,2013,1.694999978,7.358333389,0.227470085
2012,10,10,WW,91,ng,2013,2.481666674,7.81250004,0.226402611
2012,10,11,WW,91,ng,2013,1.443333327,7.245833258,0.224287941
2012,10,12,WW,91,ng,2013,3.033333309,7.620833298,0.223136843
2012,10,13,WW,91,ng,2013,1.688333283,7.137500008,0.221185586
2012,10,14,WW,91,ng,2013,1.38333334,6.800000032,0.219209781
2012,10,15,WW,91,ng,2013,1.841666612,6.808333357,0.217846844
2012,10,16,WW,91,ng,2013,-3.579999982,5.183333327,0.215474075
2012,10,17,WW,91,ng,2013,-3.508333345,4.391666695,0.214204287
