JULIAN DAY,TIME,Plot,air,7.5
70,245,16,7.7075,7.7821
70,245,17,-99999,-99999
70,245,18,7.5808,8.068
70,245,19,14.469,12.974
70,245,20,7.4934,7.6876
70,300,1,15.717,14.142
70,300,2,7.1353,8.062
70,300,3,20.476,13.603
70,300,4,-99999,8.3213
70,300,5,-99999,12.818
70,300,6,8.0599,7.9727
70,300,7,-99999,13.044
70,300,8,7.6469,7.7705
70,300,9,20.018,12.079
70,300,10,7.6083,7.9465
70,300,11,6.9794,7.2023
70,300,12,13.245,11.813
70,300,13,16.587,11.559
70,300,14,7.4321,7.7584
70,300,15,13.15,15.27
70,300,16,8.0355,7.7866
70,300,17,-99999,-99999
70,300,18,7.9531,8.0557
70,300,19,14.613,12.974
70,300,20,7.6418,7.6865
70,315,1,15.765,14.171
70,315,2,7.4211,8.0643
70,315,3,19.833,13.612
70,315,4,-99999,8.311
70,315,5,-99999,12.837
70,315,6,8.0838,7.9707
70,315,7,-99999,13.074
70,315,8,7.6528,7.7314
70,315,9,19.455999,12.101
70,315,10,7.6318,7.9508
70,315,11,7.0296,7.2354
70,315,12,13.25,11.813
70,315,13,16.683001,11.565
70,315,14,7.4902,7.765
70,315,15,13.153,15.237
70,315,16,8.2696,7.792
70,315,17,-99999,-99999
70,315,18,8.0061,8.0472
70,315,19,14.716,12.979
70,315,20,7.7065,7.687
70,330,1,15.752,14.195
70,330,2,7.5083,8.0699
70,330,3,18.997,13.622
70,330,4,-99999,8.3032
70,330,5,-99999,12.855
70,330,6,8.0197,7.9709
70,330,7,-99999,13.088
70,330,8,7.6332,7.7177
70,330,9,18.311001,12.116
70,330,10,7.6531,7.9558
70,330,11,7.0527,7.2708
70,330,12,13.26,11.814
70,330,13,16.546,11.57
70,330,14,7.5353,7.7716
70,330,15,13.117,15.294
70,330,16,8.4227,7.7969
70,330,17,-99999,-99999
70,330,18,8.0242,8.0412
70,330,19,14.672,12.997
70,330,20,7.8013,7.6882
70,345,1,15.849,14.229
70,345,2,7.5142,8.0727
70,345,3,20.311001,13.632
70,345,4,-99999,8.297
70,345,5,-99999,12.868
70,345,6,8.0535,7.9693
70,345,7,-99999,13.095
70,345,8,7.6237,7.7352
70,345,9,17.875,12.115
70,345,10,7.6549,7.9588
70,345,11,7.0692,7.2954
70,345,12,13.274,11.814
70,345,13,16.396999,11.576
70,345,14,7.5643,7.7771
70,345,15,13.146,15.338
70,345,16,8.4363,7.801
70,345,17,-99999,-99999
70,345,18,8.2435,8.0359
70,345,19,14.805,13.016
70,345,20,7.8828,7.689
70,400,1,15.931,14.266
70,400,2,7.5666,8.0766
70,400,3,20.632,13.641
70,400,4,-99999,8.2897
70,400,5,-99999,12.879
70,400,6,8.1978,7.9705
70,400,7,-99999,13.103
70,400,8,7.6692,7.8945
70,400,9,18.672001,12.109
70,400,10,7.6703,7.9609
70,400,11,7.1085,7.3179
70,400,12,13.287,11.814
70,400,13,16.448,11.583
70,400,14,7.5925,7.7803
70,400,15,13.226,15.406
70,400,16,8.4457,7.806
70,400,17,-99999,-99999
70,400,18,8.3259,8.034
70,400,19,14.868,13.034
70,400,20,7.918,7.6917
70,415,1,15.935,14.294
70,415,2,7.2609,8.0817
70,415,3,19.784,13.654
70,415,4,-99999,8.2835
70,415,5,-99999,12.893
70,415,6,7.6083,7.9705
70,415,7,-99999,13.119
70,415,8,7.5965,6.8027
70,415,9,18.454,12.115
70,415,10,7.6247,7.962
70,415,11,7.0202,7.3288
70,415,12,13.299,11.815
70,415,13,16.542,11.589
70,415,14,7.5941,7.7861
70,415,15,13.298,15.443
70,415,16,7.732,7.813
70,415,17,-99999,-99999
70,415,18,7.5042,8.0327
70,415,19,14.777,13.051
70,415,20,7.1308,7.6944
70,430,1,15.668,14.282
70,430,2,6.1296,8.0855
70,430,3,16.877001,13.667
70,430,4,-99999,8.2786
70,430,5,-99999,12.914
70,430,6,5.1637,7.9674
70,430,7,-99999,13.125
70,430,8,6.8822,3.2916
70,430,9,16.482,12.156
70,430,10,7.2747,7.9551
70,430,11,6.4675,7.2367
70,430,12,13.309,11.82
70,430,13,16.35,11.599
70,430,14,7.3921,7.7869
70,430,15,13.194,14.957
70,430,16,5.3429,7.8042
70,430,17,-99999,-99999
70,430,18,4.4172,8.032
70,430,19,14.229,13.067
70,430,20,4.5535,7.6924
70,445,1,15.748,14.279
70,445,2,7.0492,8.0648
70,445,3,19.253,13.674
70,445,4,-99999,8.2735
70,445,5,-99999,12.925
70,445,6,6.882,7.9488
70,445,7,-99999,13.118
70,445,8,7.13,6.6167
70,445,9,17.249001,12.164
70,445,10,7.3479,7.931
70,445,11,6.7394,7.1538
70,445,12,13.314,11.82
70,445,13,16.252001,11.607
70,445,14,7.2988,7.7663
70,445,15,13.144,15.252
70,445,16,7.5485,7.7811
70,445,17,-99999,-99999
70,445,18,6.6511,8.0276
70,445,19,14.527,13.076
70,445,20,6.7487,7.6748
70,500,1,15.798,14.297
70,500,2,7.4392,8.0312
70,500,3,19.445,13.674
70,500,4,-99999,8.2631
70,500,5,-99999,12.919
70,500,6,7.7464,7.9246
70,500,7,-99999,13.112
70,500,8,7.4372,7.4788
70,500,9,17.622,12.12
70,500,10,7.4993,7.9053
70,500,11,6.9426,7.1909
70,500,12,13.315,11.817
70,500,13,16.236,11.607
70,500,14,7.3917,7.7417
70,500,15,13.184,15.368
70,500,16,8.2888,7.7666
70,500,17,-99999,-99999
70,500,18,7.682,8.0199
70,500,19,14.717,13.074
70,500,20,7.6142,7.6563
70,515,1,15.915,14.329
70,515,2,7.4899,8.0166
70,515,3,20.409,13.678
70,515,4,-99999,8.2542
70,515,5,-99999,12.916
70,515,6,8.0138,7.9111
70,515,7,-99999,13.111
70,515,8,7.5535,7.8099
70,515,9,18.218,12.093
70,515,10,7.5653,7.8945
70,515,11,7.0221,7.2356
70,515,12,13.317,11.818
70,515,13,16.271999,11.609
70,515,14,7.4608,7.7312
70,515,15,13.243,15.479
70,515,16,8.442,7.7624
70,515,17,-99999,-99999
70,515,18,8.1549,8.0079
70,515,19,14.808,13.078
70,515,20,7.8372,7.6467
70,530,1,15.996,14.363
70,530,2,7.6232,8.0158
70,530,3,20.582001,13.688
70,530,4,-99999,8.2472
70,530,5,-99999,12.918
70,530,6,8.2008,7.9053
70,530,7,-99999,13.12
70,530,8,7.6277,7.9657
70,530,9,18.111,12.076
70,530,10,7.6146,7.8899
70,530,11,7.0779,7.2688
70,530,12,13.318,11.818
70,530,13,16.389999,11.61
70,530,14,7.5252,7.7329
70,530,15,13.303,15.573
70,530,16,8.5559,7.7665
70,530,17,-99999,-99999
70,530,18,8.3559,7.999
70,530,19,14.937,13.086
70,530,20,7.9498,7.6457
70,545,1,16.063999,14.395
70,545,2,7.6849,8.0182
70,545,3,20.892,13.699
70,545,4,-99999,8.2403
70,545,5,-99999,12.927
70,545,6,8.3992,7.9052
70,545,7,-99999,13.141
70,545,8,7.7242,8.2674
70,545,9,19.099001,12.074
70,545,10,7.6583,7.8925
70,545,11,7.1429,7.2936
70,545,12,13.324,11.819
70,545,13,16.593,11.614
70,545,14,7.5877,7.7393
70,545,15,13.373,15.566
70,545,16,8.6893,7.7818
70,545,17,-99999,-99999
70,545,18,8.5806,7.9922
70,545,19,14.997,13.095
70,545,20,8.0508,7.6515
70,600,1,16.139999,14.43
70,600,2,7.7281,8.0265
70,600,3,21.191,13.712
70,600,4,-99999,8.2341
70,600,5,-99999,12.944
70,600,6,8.475,7.9136
70,600,7,-99999,13.171
70,600,8,7.8217,8.4244
70,600,9,19.674999,12.089
70,600,10,7.6989,7.9064
70,600,11,7.1897,7.3187
70,600,12,13.329,11.823
70,600,13,16.641001,11.619
70,600,14,7.6359,7.7546
70,600,15,13.419,15.552
70,600,16,8.6128,7.7953
70,600,17,-99999,-99999
70,600,18,8.5704,7.9959
70,600,19,14.975,13.107
70,600,20,8.0675,7.6617
70,615,1,16.136999,14.453
70,615,2,7.7079,8.0405
70,615,3,20.733,13.728
70,615,4,-99999,8.2305
70,615,5,-99999,12.965
70,615,6,8.4092,7.9226
70,615,7,-99999,13.201
70,615,8,7.8475,8.3596
70,615,9,19.226999,12.111
70,615,10,7.7232,7.9183
70,615,11,7.217,7.3396
70,615,12,13.335,11.827
70,615,13,16.686001,11.624
70,615,14,7.6661,7.7681
70,615,15,13.404,15.444
70,615,16,8.7224,7.8095
70,615,17,-99999,-99999
70,615,18,8.5791,8.0011
70,615,19,14.955,13.116
70,615,20,8.0873,7.6686
70,630,1,16.077,14.467
70,630,2,7.6641,8.0553
70,630,3,20.493,13.745
70,630,4,-99999,8.2316
70,630,5,-99999,12.986
70,630,6,8.4489,7.9347
70,630,7,-99999,13.224
70,630,8,7.8586,8.3913
70,630,9,18.559,12.134
70,630,10,7.7341,7.9321
70,630,11,7.2556,7.3605
70,630,12,13.336,11.83
70,630,13,16.597,11.631
70,630,14,7.6906,7.7783
70,630,15,13.386,15.355
70,630,16,8.6446,7.8163
70,630,17,-99999,-99999
70,630,18,8.6493,8.0071
70,630,19,14.91,13.127
70,630,20,8.1275,7.6744
70,645,1,15.99,14.469
70,645,2,7.6654,8.067
70,645,3,19.754,13.758
70,645,4,-99999,8.2338
70,645,5,-99999,13.001
70,645,6,8.397,7.939
70,645,7,-99999,13.239
70,645,8,7.8709,8.3835
70,645,9,17.92,12.142
70,645,10,7.7482,7.9413
70,645,11,7.2679,7.3758
70,645,12,13.328,11.832
70,645,13,16.374001,11.635
70,645,14,7.7065,7.787
70,645,15,13.323,15.136
70,645,16,8.5852,7.823
70,645,17,-99999,-99999
70,645,18,8.611,8.0135
70,645,19,14.729,13.136
70,645,20,8.0608,7.6761
70,700,1,15.918,14.455
70,700,2,7.6767,8.0751
70,700,3,19.778,13.766
70,700,4,-99999,8.2344
70,700,5,-99999,13.009
70,700,6,8.4366,7.9422
70,700,7,-99999,13.243
70,700,8,7.8926,8.4594
70,700,9,18.131001,12.141
70,700,10,7.7547,7.9482
70,700,11,7.291,7.3862
70,700,12,13.319,11.834
70,700,13,16.273001,11.639
70,700,14,7.7182,7.7935
70,700,15,13.277,15.08
70,700,16,8.5975,7.8262
70,700,17,-99999,-99999
70,700,18,8.6267,8.016
70,700,19,14.747,13.139
70,700,20,8.1499,7.6801
70,715,1,15.937,14.459
70,715,2,7.8675,8.0809
70,715,3,19.983999,13.77
70,715,4,-99999,8.2355
70,715,5,-99999,13.01
70,715,6,8.5835,7.9449
70,715,7,-99999,13.254
70,715,8,7.9329,8.5984
70,715,9,18.309999,12.136
70,715,10,7.7797,7.9523
70,715,11,7.3386,7.4009
70,715,12,13.307,11.836
70,715,13,16.344,11.645
70,715,14,7.7439,7.7985
70,715,15,13.283,15.183
70,715,16,8.8371,7.8301
70,715,17,-99999,-99999
70,715,18,8.8411,8.018
70,715,19,14.898,13.141
70,715,20,8.3296,7.6826
70,730,1,16.15,14.5
70,730,2,8.114,8.0839
70,730,3,21.052999,13.771
70,730,4,-99999,8.2385
70,730,5,-99999,13.009
70,730,6,8.9592,7.9479
70,730,7,-99999,13.267
70,730,8,8.0268,8.981
70,730,9,19.33,12.13
70,730,10,7.8231,7.9584
70,730,11,7.4297,7.4261
70,730,12,13.297,11.839
70,730,13,16.579,11.647
70,730,14,7.7951,7.804
70,730,15,13.393,15.594
70,730,16,9.298,7.8379
70,730,17,-99999,-99999
70,730,18,9.2962,8.0194
70,730,19,15.198,13.145
70,730,20,8.6654,7.687
70,745,1,16.229,14.529
70,745,2,8.1899,8.0921
70,745,3,21.304001,13.776
70,745,4,-99999,8.2403
70,745,5,-99999,13.012
70,745,6,9.1884,7.9529
70,745,7,-99999,13.29
70,745,8,8.1264,9.2775
70,745,9,19.795,12.139
70,745,10,7.8789,7.9657
70,745,11,7.5191,7.4594
70,745,12,13.294,11.841
70,745,13,16.745001,11.651
70,745,14,7.8568,7.8139
70,745,15,13.462,15.626
70,745,16,9.4051,7.8476
70,745,17,-99999,-99999
70,745,18,9.5852,8.0219
70,745,19,15.231,13.16
70,745,20,8.8462,7.6935
70,800,1,16.309999,14.57
70,800,2,8.471,8.1053
70,800,3,21.458,13.785
70,800,4,-99999,8.2417
70,800,5,-99999,13.025
70,800,6,9.624,7.9625
70,800,7,-99999,13.319
70,800,8,8.2559,9.8051
70,800,9,19.940001,12.157
70,800,10,7.9591,7.9786
70,800,11,7.6542,7.5021
70,800,12,13.302,11.844
70,800,13,16.864,11.655
70,800,14,7.9412,7.8294
70,800,15,13.527,15.726
70,800,16,9.7954,7.8647
70,800,17,-99999,-99999
70,800,18,10.109,8.0263
70,800,19,15.333,13.181
70,800,20,9.2678,7.7024
70,815,1,16.393,14.604
70,815,2,8.8668,8.1205
70,815,3,21.785,13.799
70,815,4,-99999,8.2436
70,815,5,-99999,13.042
70,815,6,10.326,7.9734
70,815,7,-99999,13.348
70,815,8,8.4859,10.717
70,815,9,20.547001,12.176
70,815,10,8.0902,7.9957
70,815,11,7.8771,7.5607
70,815,12,13.313,11.846
70,815,13,17.003,11.659
70,815,14,8.0639,7.8498
70,815,15,13.58,15.78
70,815,16,10.451,7.8848
70,815,17,-99999,-99999
70,815,18,10.928,8.0317
70,815,19,15.528,13.199
70,815,20,10.043,7.7158
70,830,1,16.462999,14.644
70,830,2,9.146,8.1442
70,830,3,21.677999,13.816
70,830,4,-99999,8.2473
70,830,5,-99999,13.062
70,830,6,10.689,7.9927
70,830,7,-99999,13.376
70,830,8,8.6604,10.978
70,830,9,20.250999,12.195
70,830,10,8.209,8.0208
70,830,11,8.0596,7.6386
70,830,12,13.328,11.849
70,830,13,17.157,11.661
70,830,14,8.2207,7.8765
70,830,15,13.605,15.818
70,830,16,10.665,7.9129
70,830,17,-99999,-99999
70,830,18,11.444,8.0401
70,830,19,15.623,13.22
70,830,20,10.368,7.7343
70,845,1,16.579,14.696
70,845,2,9.5167,8.1773
70,845,3,22.247,13.836
70,845,4,-99999,8.2528
70,845,5,-99999,13.087
70,845,6,11.298,8.0177
70,845,7,-99999,13.405
70,845,8,8.8386,11.681
70,845,9,20.879999,12.221
70,845,10,8.3358,8.0517
70,845,11,8.2608,7.7175
70,845,12,13.342,11.85
70,845,13,17.232,11.665
70,845,14,8.375,7.9142
70,845,15,13.677,16.024
70,845,16,11.266,7.9457
70,845,17,-99999,-99999
70,845,18,12.296,8.0521
70,845,19,15.84,13.245
70,845,20,11.028,7.7596
70,900,1,16.547001,14.725
70,900,2,9.6411,8.2166
70,900,3,21.739,13.858
70,900,4,-99999,8.2595
70,900,5,-99999,13.114
70,900,6,11.538,8.046
70,900,7,-99999,13.432
70,900,8,9.007,11.961
70,900,9,20.148001,12.242
70,900,10,8.4484,8.0885
70,900,11,8.4528,7.805
70,900,12,13.359,11.854
70,900,13,17.098,11.67
70,900,14,8.5164,7.9562
70,900,15,13.639,15.747
70,900,16,11.266,7.9818
70,900,17,-99999,-99999
70,900,18,12.362,8.0666
70,900,19,15.716,13.276
70,900,20,11.217,7.7894
70,915,1,16.674999,14.765
70,915,2,10.18,8.2595
70,915,3,22.497999,13.883
70,915,4,-99999,8.2694
70,915,5,-99999,13.14
70,915,6,12.374,8.0797
70,915,7,-99999,13.457
70,915,8,9.27,12.844
70,915,9,20.781,12.26
70,915,10,8.6089,8.1291
70,915,11,8.7648,7.8967
70,915,12,13.376,11.858
70,915,13,17.15,11.676
70,915,14,8.6785,7.9994
70,915,15,13.647,15.891
70,915,16,12.096,8.0215
70,915,17,-99999,-99999
70,915,18,13.549,8.0859
70,915,19,16.011999,13.304
70,915,20,12.162,7.8253
70,930,1,16.818001,14.806
70,930,2,11.042,8.3085
70,930,3,22.805,13.906
70,930,4,-99999,8.2827
70,930,5,-99999,13.162
70,930,6,13.599,8.1187
70,930,7,-99999,13.483
70,930,8,9.6531,14.587
70,930,9,21.569,12.267
70,930,10,8.8609,8.1773
70,930,11,9.2586,8.0266
70,930,12,13.386,11.861
70,930,13,17.305,11.68
70,930,14,8.9055,8.0514
70,930,15,13.672,16.007999
70,930,16,13.266,8.0695
70,930,17,-99999,-99999
70,930,18,14.794,8.1083
70,930,19,16.299,13.332
70,930,20,13.508,7.8655
70,945,1,17.035999,14.865
70,945,2,11.591,8.3691
70,945,3,23.487,13.931
70,945,4,-99999,8.299
70,945,5,-99999,13.18
70,945,6,14.75,8.1674
70,945,7,-99999,13.519
70,945,8,10.169,15.192
70,945,9,22.621,12.267
70,945,10,9.1603,8.2378
70,945,11,9.7531,8.209
70,945,12,13.399,11.866
70,945,13,17.732,11.682
70,945,14,9.2609,8.1164
70,945,15,13.794,16.386999
70,945,16,13.926,8.1319
70,945,17,-99999,-99999
70,945,18,16.142,8.1344
70,945,19,16.701,13.366
70,945,20,14.332,7.9168
70,1000,1,17.457001,14.964
70,1000,2,12.966,8.4497
70,1000,3,25.684999,13.96
70,1000,4,-99999,8.318
70,1000,5,-99999,13.212
70,1000,6,16.542999,8.2275
70,1000,7,-99999,13.569
70,1000,8,10.64,18.156
70,1000,9,25.120001,12.301
70,1000,10,9.4951,8.3126
70,1000,11,10.333,8.3815
70,1000,12,13.422,11.871
70,1000,13,18.065001,11.687
70,1000,14,9.5817,8.2027
70,1000,15,13.914,16.841
70,1000,16,15.909,8.2062
70,1000,17,-99999,-99999
70,1000,18,18.228001,8.1686
70,1000,19,17.309999,13.409
70,1000,20,16.466,7.9807
70,,,,
70,1230,1,20.408001,16.417
70,1230,2,22.372999,10.368
70,1230,3,32.647999,14.855
70,1230,4,-99999,8.9453
70,1230,5,-99999,14.3
70,1230,6,28.855,9.7731
70,1230,7,-99999,14.678
70,1230,8,16.547001,31.558001
70,1230,9,36.231998,13.584
70,1230,10,13.859,10.147
70,1230,11,18.000999,11.62
70,1230,12,14.7,12.026
70,1230,13,23.858999,11.788
70,1230,14,15.369,10.22
70,1230,15,16.316,20.923
70,1230,16,25.684,10.115
70,1230,17,-99999,-99999
70,1230,18,29.103001,9.1478
70,1230,19,22.167999,14.638
70,1230,20,28.625,9.5566
70,1245,1,21.757,16.645
70,1245,2,28.417999,10.542
70,1245,3,38.709999,14.924
70,1245,4,-99999,9.038
70,1245,5,-99999,14.388
70,1245,6,35.181999,9.9495
70,1245,7,-99999,14.804
70,1245,8,18.802999,39.735001
70,1245,9,45.057999,13.64
70,1245,10,15.575,10.333
70,1245,11,20.844,12.128
70,1245,12,14.822,12.047
70,1245,13,25.990999,11.784
70,1245,14,16.500999,10.437
70,1245,15,16.959,23.117001
70,1245,16,32.214001,10.337
70,1245,17,-99999,-99999
70,1245,18,32.409,9.273
70,1245,19,25.157,14.763
70,1245,20,35.327,9.7273
70,1300,1,22.246,16.917999
70,1300,2,28.413,10.797
70,1300,3,36.856998,15.025
70,1300,4,-99999,9.1266
70,1300,5,-99999,14.524
70,1300,6,34.896999,10.171
70,1300,7,-99999,14.992
70,1300,8,19.389999,37.103001
70,1300,9,42.668999,13.812
70,1300,10,16.198,10.578
70,1300,11,21.854,12.779
70,1300,12,14.996,12.077
70,1300,13,27.094999,11.795
70,1300,14,17.620001,10.756
70,1300,15,17.523001,23.521999
70,1300,16,31.624001,10.604
70,1300,17,-99999,-99999
70,1300,18,32.986,9.4084
70,1300,19,25.362,14.947
70,1300,20,34.094002,9.9574
70,1315,1,22.24,17.148001
70,1315,2,27.438,11.086
70,1315,3,36.159,15.172
70,1315,4,-99999,9.2218
70,1315,5,-99999,14.716
70,1315,6,33.689999,10.401
70,1315,7,-99999,15.165
70,1315,8,19.011999,35.685001
70,1315,9,40.685001,14.055
70,1315,10,16.035999,10.837
70,1315,11,21.729,13.156
70,1315,12,15.195,12.1
70,1315,13,26.809,11.814
70,1315,14,17.995001,11.067
70,1315,15,17.671,22.971001
70,1315,16,31.358,10.872
70,1315,17,-99999,-99999
70,1315,18,34.000999,9.5632
70,1315,19,24.889,15.171
70,1315,20,32.772999,10.204
70,1330,1,22.538,17.372999
70,1330,2,27.01,11.355
70,1330,3,35.266998,15.328
70,1330,4,-99999,9.3375
70,1330,5,-99999,14.91
70,1330,6,33.826,10.641
70,1330,7,-99999,15.318
70,1330,8,19.504,34.338001
70,1330,9,39.574001,14.233
70,1330,10,16.368999,11.102
70,1330,11,22.33,13.571
70,1330,12,15.407,12.128
70,1330,13,27.339001,11.811
70,1330,14,18.576,11.325
70,1330,15,17.985001,23.493
70,1330,16,29.780001,11.131
70,1330,17,-99999,-99999
70,1330,18,33.117001,9.7127
70,1330,19,25.226,15.368
70,1330,20,31.787001,10.425
70,1345,1,22.360001,17.540001
70,1345,2,25.973,11.618
70,1345,3,33.952,15.493
70,1345,4,-99999,9.4591
70,1345,5,-99999,15.117
70,1345,6,32.02,10.866
70,1345,7,-99999,15.454
70,1345,8,18.783001,32.918999
70,1345,9,37.727001,14.452
70,1345,10,16.09,11.341
70,1345,11,21.747,13.731
70,1345,12,15.619,12.17
70,1345,13,26.733,11.833
70,1345,14,18.537001,11.564
70,1345,15,17.938999,22.775999
70,1345,16,29.232,11.365
70,1345,17,-99999,-99999
70,1345,18,32.738998,9.8836
70,1345,19,24.174999,15.561
70,1345,20,30.566999,10.633
70,1400,1,22.882999,17.719
70,1400,2,28.202,11.835
70,1400,3,36.359001,15.635
70,1400,4,-99999,9.5879
70,1400,5,-99999,15.291
70,1400,6,34.832001,11.073
70,1400,7,-99999,15.575
70,1400,8,19.754,35.112
70,1400,9,39.943001,14.61
70,1400,10,16.674999,11.567
70,1400,11,22.881001,14.031
70,1400,12,15.802,12.201
70,1400,13,27.274,11.846
70,1400,14,18.944,11.771
70,1400,15,18.289,23.955
70,1400,16,32.053001,11.592
70,1400,17,-99999,-99999
70,1400,18,35.237999,10.056
70,1400,19,25.277,15.722
70,1400,20,31.745001,10.821
70,1415,1,22.732,17.833
70,1415,2,28.695999,12.04
70,1415,3,35.5,15.765
