year,month,DOY,plot #,warming treatment,precip treatment,"avg temp, 2 cm","avg temp, 10 cm","min temp, 2 cm","min temp, 10 cm","max temp, 2 cm","max temp, 10 cm"
2013,March,81,17,0,2,1.108028,0.819018,1.009455,0.787273,1.247492,0.858679
2013,March,81,18,1,2,0.926733,1.577128,0.652400,1.501384,1.255408,1.636282
2013,March,81,19,2,2,4.012601,3.143873,1.318899,1.723567,6.976333,4.135719
2013,March,81,20,3,2,6.946034,6.157139,3.826252,4.833975,11.269012,7.095352
2013,March,81,21,3,0,8.642616,5.199201,4.096022,3.548542,13.347879,6.381240
2013,March,81,22,2,0,8.814537,5.301152,3.754845,3.405729,14.458767,6.420913
2013,March,81,23,1,0,7.124928,3.932784,3.699294,2.453580,10.705653,5.167213
2013,March,81,24,0,0,3.405001,3.148447,0.787273,2.524987,6.928721,3.770700
2013,March,81,25,0,2,1.781265,1.765394,1.707688,1.747361,1.874319,1.787034
2013,March,81,26,1,2,1.722846,1.461476,0.930110,1.310959,2.921715,1.596609
2013,March,81,27,2,2,2.250866,1.918571,0.208059,1.017371,5.191031,2.588454
2013,March,81,28,3,2,6.935699,4.242953,3.469196,3.096262,11.872020,5.310050
2013,March,81,29,3,1,7.088141,3.791637,2.017131,1.636282,15.553728,5.072013
2013,March,81,30,2,1,1.958723,1.210454,1.104656,1.017371,3.508869,1.350632
2013,March,81,31,1,1,1.070518,0.707930,0.898352,0.652400,1.382366,0.755540
2013,March,81,32,0,1,1.385256,1.215985,1.191941,1.136389,1.660076,1.287165
2013,March,81,33,0,0,2.798837,1.982527,0.850764,1.509324,5.135480,2.453580
2013,March,81,34,1,0,3.375667,1.964255,1.287165,1.382366,6.317773,2.501169
2013,March,81,35,2,0,4.086424,2.738723,1.120535,1.763239,8.237973,3.532663
2013,March,81,36,3,0,5.670955,3.609387,1.874319,2.175871,8.801308,4.659405
2013,March,82,1,0,0,2.617046,2.075337,1.199880,1.548997,5.214825,2.929655
2013,March,82,2,1,0,3.002705,2.933613,1.406184,2.358356,5.214825,3.731027
2013,March,82,3,2,0,4.959932,3.488875,2.818552,2.596393,7.436553,4.572120
2013,March,82,4,3,0,5.578179,4.153896,2.302805,2.858224,10.951629,5.968609
2013,March,82,5,3,1,3.653517,5.709261,1.858440,5.032340,6.809702,6.420913
2013,March,82,6,2,1,3.632851,NULL,0.739661,2.001277,10.483471,4.008737
2013,March,82,7,1,1,0.810585,1.252441,0.208059,1.136389,1.834646,1.398244
2013,March,82,8,0,1,0.460632,1.048127,-0.315651,0.993577,1.556936,1.152268
2013,March,82,9,3,2,3.305386,2.519015,0.033465,1.588669,9.031430,3.818312
2013,March,82,10,2,2,2.220807,2.159974,-0.553688,1.556936,8.071318,3.191486
2013,March,82,11,1,2,0.527080,0.886460,-0.164899,0.787273,2.167931,1.049128
2013,March,82,12,0,2,0.809260,0.937208,0.001731,0.850764,1.913992,1.057044
2013,March,82,13,3,1,3.480274,2.712750,1.231614,1.858440,7.500020,3.913537
2013,March,82,14,2,1,3.645417,1.735293,2.953449,1.596609,4.627672,1.921931
2013,March,82,15,1,1,1.135243,1.146152,0.668254,1.057044,1.636282,1.215735
2013,March,82,16,0,1,0.538498,0.533701,0.176325,0.454035,0.945964,0.660315
2013,March,82,17,0,2,0.846456,0.653381,0.517502,0.588909,1.009455,0.787273
2013,March,82,18,1,2,0.719999,1.469815,0.208059,1.287165,1.445857,1.739421
2013,March,82,19,2,2,3.051803,3.185539,0.604787,2.025071,7.603160,4.738751
2013,March,82,20,3,2,4.988529,5.638514,1.747361,4.548326,9.809008,6.770030
2013,March,82,21,3,0,5.285255,4.053725,2.167931,2.802697,10.650101,5.317989
2013,March,82,22,2,0,6.024833,4.761560,2.477375,3.627887,12.006918,6.016222
2013,March,82,23,1,0,6.139222,4.012725,3.746906,2.961388,10.642162,5.405250
2013,March,82,24,0,0,4.453435,3.611203,0.390545,2.342477,12.213221,5.484596
2013,March,82,25,0,2,1.587680,1.673635,1.271287,1.604548,1.834646,1.755300
2013,March,82,26,1,2,1.222034,1.182187,0.144568,1.049128,3.453317,1.358572
2013,March,82,27,2,2,1.710176,1.796304,-0.291857,1.041189,5.936876,2.755085
2013,March,82,28,3,2,4.810329,3.289350,1.858440,2.199665,9.182182,4.357901
2013,March,82,29,3,1,6.049795,4.002480,1.699749,2.667800,13.197127,5.452862
2013,March,82,30,2,1,2.823350,1.689021,0.565115,0.914231,7.452407,2.929655
2013,March,82,31,1,1,0.811245,0.570401,0.350872,0.477830,1.271287,0.684133
2013,March,82,32,0,1,1.093254,1.078378,0.612727,0.930110,1.652136,1.239553
2013,March,82,33,0,0,3.403905,2.339825,0.438157,1.366511,9.324995,3.961149
2013,March,82,34,1,0,4.001982,2.336353,0.731745,1.390305,9.650317,3.707233
2013,March,82,35,2,0,4.772801,3.357790,1.168147,2.144113,10.364452,4.833975
2013,March,82,36,3,0,6.671675,4.877111,2.961388,3.254953,11.808553,6.777969
2013,March,83,1,0,0,4.660727,3.118920,1.398244,1.913992,9.190121,4.913321
2013,March,83,2,1,0,4.927695,3.985616,1.652136,2.889982,8.087173,5.222765
2013,March,83,3,2,0,6.869048,4.784872,3.675500,3.469196,10.189858,6.460586
2013,March,83,4,3,0,9.135232,6.309162,3.612009,4.223004,17.275563,9.198037
2013,March,83,5,3,1,5.535029,6.275763,1.858440,4.929176,11.038890,8.142725
2013,March,83,6,2,1,5.886469,NULL,0.834885,2.152052,17.085138,5.714717
2013,March,83,7,1,1,2.839720,1.895817,0.128713,1.064983,10.134330,3.397790
2013,March,83,8,0,1,1.118051,1.174417,-0.418815,0.898352,3.913537,1.739421
2013,March,83,9,3,2,5.895729,3.685584,0.406423,1.723567,13.332024,6.222549
2013,March,83,10,2,2,4.881904,3.296126,-0.244245,1.802912,14.633313,5.286232
2013,March,83,11,1,2,2.381977,1.476770,-0.410876,0.707927,7.301655,2.770963
2013,March,83,12,0,2,2.867651,1.536112,-0.188693,0.731745,9.451953,3.104201
2013,March,83,13,3,1,6.012930,4.327305,0.731745,2.739206,12.562361,6.230488
2013,March,83,14,2,1,6.457604,3.002703,2.628127,1.588669,14.228621,5.516353
2013,March,83,15,1,1,2.289413,1.537269,0.200120,0.906292,6.912866,2.715412
2013,March,83,16,0,1,1.440399,0.736695,-0.085554,0.327077,4.905382,1.541057
2013,March,83,17,0,2,0.913904,0.627100,0.152507,0.438157,2.564660,0.953904
2013,March,83,18,1,2,2.983369,2.523977,0.033465,1.255408,8.650556,4.730812
2013,March,83,19,2,2,5.110522,4.184483,0.684133,2.294889,12.110057,6.825581
2013,March,83,20,3,2,7.229915,6.179889,1.771155,4.468980,15.712419,8.428398
2013,March,83,21,3,0,6.913847,4.407810,1.961604,2.517048,14.363542,6.809702
2013,March,83,22,2,0,7.798235,5.321950,2.358356,3.604093,15.529934,7.349268
2013,March,83,23,1,0,7.974287,4.911660,3.913537,3.254953,14.577785,7.230249
2013,March,83,24,0,0,6.747716,4.945878,0.565115,2.866164,16.617003,7.587305
2013,March,83,25,0,2,2.084265,1.883581,0.961843,1.445857,4.524532,2.707472
2013,March,83,26,1,2,3.361259,2.063104,-0.141105,0.914231,9.047285,4.096022
2013,March,83,27,2,2,4.164972,2.868473,-0.260124,1.287165,12.221161,4.937115
2013,March,83,28,3,2,7.029894,4.197873,2.342477,2.413908,13.720813,6.341568
2013,March,83,29,3,1,9.238879,5.456342,2.644005,3.508869,20.750967,7.896748
2013,March,83,30,2,1,5.768442,3.374972,0.557175,1.366511,13.213006,5.960670
2013,March,83,31,1,1,1.794156,0.915883,0.096980,0.382605,6.412974,2.025071
2013,March,83,32,0,1,2.223621,1.634636,0.358811,0.834885,6.968394,3.080407
2013,March,83,33,0,0,6.502899,3.881472,0.652400,1.834646,16.172639,6.793848
2013,March,83,34,1,0,6.763087,3.660127,1.001516,1.890174,14.839616,5.928937
2013,March,83,35,2,0,7.775758,4.977948,2.025071,3.128019,16.188493,7.301655
2013,March,83,36,3,0,9.635120,6.881448,4.056349,4.564205,16.981974,9.674111
2013,March,84,1,0,0,5.121104,4.128773,2.778879,3.294626,7.523814,4.865709
2013,March,84,2,1,0,5.382452,4.850334,3.270832,4.159537,7.563487,5.452862
2013,March,84,3,2,0,7.392740,5.904985,5.659166,5.175152,8.991757,6.516138
2013,March,84,4,3,0,9.308638,7.431591,5.976549,6.238428,13.451043,8.531538
2013,March,84,5,3,1,6.703416,7.454732,4.516593,6.579605,9.436074,8.396664
2013,March,84,6,2,1,6.033755,NULL,2.929655,4.373756,11.213461,4.548326
2013,March,84,7,1,1,3.648224,2.871289,1.080862,1.906052,7.523814,3.834191
2013,March,84,8,0,1,2.840047,2.033515,-0.315651,1.057044,8.142725,3.350177
2013,March,84,9,3,2,6.650349,5.016959,3.778639,3.881803,11.499110,6.230488
2013,March,84,10,2,2,5.205250,4.365322,2.001277,3.350177,10.761180,5.373517
2013,March,84,11,1,2,3.029656,2.261142,0.160447,1.263347,7.150903,3.278771
2013,March,84,12,0,2,3.447217,2.255521,0.144568,1.057044,9.055224,3.651682
2013,March,84,13,3,1,7.217682,5.807621,4.246822,4.826036,11.840287,6.762114
2013,March,84,14,2,1,8.317792,4.671138,4.429308,3.231159,14.268294,6.182876
2013,March,84,15,1,1,3.944455,2.653572,0.644460,1.303020,8.952084,4.119864
2013,March,84,16,0,1,2.630936,1.520247,0.112835,0.493708,6.182876,2.818552
2013,March,84,17,0,2,2.694579,1.510165,0.215998,0.517502,6.222549,2.850309
2013,March,84,18,1,2,4.425001,3.945944,1.763239,2.770963,7.666650,5.119625
2013,March,84,19,2,2,6.900130,5.953421,4.326168,4.810157,11.015096,7.222310
2013,March,84,20,3,2,9.667683,8.198278,6.777969,7.222310,14.712659,9.356728
2013,March,84,21,3,0,6.465701,4.784209,3.278771,3.612009,10.888138,5.778185
2013,March,84,22,2,0,7.139160,5.651406,3.548542,4.556265,12.744871,6.595483
2013,March,84,23,1,0,7.990651,5.527924,4.952994,4.397574,11.745086,6.492320
2013,March,84,24,0,0,5.859527,5.470068,1.715627,4.111901,12.197342,6.674829
2013,March,84,25,0,2,3.305050,2.550094,1.080862,1.739421,6.357446,3.524747
2013,March,84,26,1,2,4.165634,3.155451,0.850764,1.723567,8.809248,4.587999
2013,March,84,27,2,2,4.927534,3.983632,2.223459,3.016916,9.340873,4.952994
2013,March,84,28,3,2,7.708804,5.298480,5.238643,4.302350,11.483231,6.286040
2013,March,84,29,3,1,9.339715,6.573974,5.421129,5.333844,16.164699,7.817402
2013,March,84,30,2,1,6.015245,4.499716,3.064528,3.318444,10.245433,5.611554
2013,March,84,31,1,1,3.687075,2.002440,0.477830,0.779334,9.110776,3.397790
2013,March,84,32,0,1,3.464903,2.477688,0.636521,1.287165,7.674590,3.826252
2013,March,84,33,0,0,5.982352,4.656755,2.191725,3.278771,11.903778,5.881324
2013,March,84,34,1,0,6.213775,4.473600,2.961388,3.461257,11.784759,5.341783
2013,March,84,35,2,0,7.698888,6.028964,4.326168,4.952994,13.530388,7.023945
2013,March,84,36,3,0,9.027616,7.700870,6.055894,6.444731,12.792459,8.698168
2013,March,85,1,0,0,6.388009,4.788671,3.477135,3.596154,10.308924,6.238428
2013,March,85,2,1,0,6.509677,5.530902,4.096022,4.556265,9.602705,6.579605
2013,March,85,3,2,0,8.758502,6.693323,6.325713,5.587760,11.808553,8.055440
2013,March,85,4,3,0,10.843173,8.419953,6.587544,6.714502,17.918268,10.618368
2013,March,85,5,3,1,8.594515,8.645097,5.317989,7.277861,14.371482,10.388270
2013,March,85,6,2,1,6.901453,NULL,3.508869,3.310505,14.958635,6.460586
2013,March,85,7,1,1,5.435190,4.036202,1.993337,2.747145,12.665525,5.754390
2013,March,85,8,0,1,5.328065,3.632358,0.612727,1.898113,14.474621,5.881324
2013,March,85,9,3,2,8.918017,6.423882,4.532447,4.699078,17.434254,8.737841
2013,March,85,10,2,2,7.584661,5.647110,2.675739,4.048410,16.942301,7.634917
2013,March,85,11,1,2,4.713130,3.404075,0.811091,2.009192,10.546961,5.024400
2013,March,85,12,0,2,5.908620,3.817007,0.731745,1.802912,15.283957,6.389180
2013,March,85,13,3,1,9.737441,7.462502,5.563942,5.992427,17.854777,9.396401
2013,March,85,14,2,1,10.514876,6.100877,5.778185,4.318228,20.330396,8.476010
2013,March,85,15,1,1,6.258410,4.355077,1.969519,2.540842,13.974729,6.595483
2013,March,85,16,0,1,5.338481,3.305542,0.985637,1.382366,13.181272,5.825797
2013,March,85,17,0,2,5.604787,3.379765,1.255408,1.509324,13.720813,5.778185
2013,March,85,18,1,2,6.083349,5.141767,2.763024,3.627887,11.522904,7.127085
2013,March,85,19,2,2,8.342090,7.156516,4.889503,5.659166,15.014186,9.380546
2013,March,85,20,3,2,10.921198,9.459399,6.825581,8.174458,18.402305,11.372152
2013,March,85,21,3,0,8.921494,5.758689,3.707233,3.746906,17.093077,8.293501
2013,March,85,22,2,0,9.580400,6.535463,4.072228,4.786363,17.370787,8.602944
2013,March,85,23,1,0,9.487500,6.200386,5.508414,4.603878,15.283957,8.325234
2013,March,85,24,0,0,8.201750,6.416113,2.318683,4.453102,18.743482,8.769575
2013,March,85,25,0,2,5.023738,3.651537,1.961604,2.461496,10.483471,5.230704
2013,March,85,26,1,2,6.426529,4.664530,2.072683,2.755085,14.149275,7.119170
2013,March,85,27,2,2,6.253779,4.917278,3.048673,3.715172,13.117781,6.539932
2013,March,85,28,3,2,9.607017,6.422061,6.167021,5.008522,16.339293,8.293501
2013,March,85,29,3,1,11.430507,7.801051,6.619278,6.190816,20.869985,9.682050
2013,March,85,30,2,1,7.961064,5.669921,4.008737,4.048410,14.466706,7.690445
2013,March,85,31,1,1,5.648926,3.531854,1.755300,2.048865,12.943235,5.413190
2013,March,85,32,0,1,5.332365,3.838001,1.406184,2.152052,12.268797,6.016222
2013,March,85,33,0,0,7.874773,5.531559,2.778879,3.619948,17.402521,7.991973
2013,March,85,34,1,0,8.269525,5.295999,3.500929,3.794518,17.743698,7.222310
2013,March,85,35,2,0,9.461874,6.910043,4.976788,5.460802,18.100753,8.785453
2013,March,85,36,3,0,11.298095,8.832060,6.841460,6.928721,18.576875,11.205521
2013,March,86,1,0,0,6.195098,5.077292,2.675739,3.921476,9.626523,6.055894
2013,March,86,2,1,0,6.787718,6.025160,2.961388,4.881588,9.896293,6.984273
2013,March,86,3,2,0,8.929754,7.184618,5.762306,5.968609,11.753002,8.230033
2013,March,86,4,3,0,10.337501,8.681303,5.127540,6.833521,16.513839,10.396209
2013,March,86,5,3,1,8.350688,8.879000,4.548326,7.436553,13.474837,10.189858
2013,March,86,6,2,1,5.937714,4.832311,1.247492,3.262892,12.213221,6.293955
2013,March,86,7,1,1,5.179620,4.330277,1.136389,2.961388,9.380546,5.540147
2013,March,86,8,0,1,5.233843,3.978508,-0.410876,2.326623,15.228406,5.587760
2013,March,86,9,3,2,8.705767,6.652499,3.516808,4.810157,17.751637,8.428398
2013,March,86,10,2,2,7.602516,6.045000,1.318899,4.230943,18.846646,7.745996
2013,March,86,11,1,2,4.767350,3.767250,0.176325,2.342477,10.086718,5.135480
2013,March,86,12,0,2,5.737034,4.194233,0.096980,2.223459,13.697019,6.174937
2013,March,86,13,3,1,9.403192,7.990984,4.056349,6.333628,15.966335,9.451953
2013,March,86,14,2,1,9.823897,6.161540,3.913537,4.183331,17.783371,7.928482
2013,March,86,15,1,1,6.049298,4.674612,0.850764,2.659860,13.109842,6.412974
2013,March,86,16,0,1,5.262770,3.704761,0.493708,1.771155,12.475076,5.556026
2013,March,86,17,0,2,5.313519,3.771214,0.731745,1.953664,12.451282,5.452862
2013,March,86,18,1,2,5.690914,5.310214,1.818767,3.675500,10.404125,6.777969
2013,March,86,19,2,2,7.241153,6.952198,3.564420,5.333844,13.125721,8.690229
2013,March,86,20,3,2,9.465516,9.292439,6.262222,8.087173,16.878834,10.665980
2013,March,86,21,3,0,8.477643,6.126993,3.159752,4.167476,15.617219,7.872954
2013,March,86,22,2,0,9.387487,6.909386,3.270832,5.079952,18.989459,8.539477
2013,March,86,23,1,0,9.247638,6.547030,4.818097,4.881588,14.355603,8.071318
2013,March,86,24,0,0,7.992305,6.729367,1.263347,4.619732,18.124571,8.658496
2013,March,86,25,0,2,4.743051,3.898171,1.064983,2.707472,9.102836,5.064073
2013,March,86,26,1,2,6.329325,4.855293,0.668254,2.747145,14.363542,6.770030
2013,March,86,27,2,2,5.805636,5.100274,1.937786,3.731027,10.554901,6.246367
2013,March,86,28,3,2,9.456754,6.705063,5.476680,5.222765,15.514055,8.023706
2013,March,86,29,3,1,11.455631,8.194804,4.865709,6.238428,23.155180,9.935966
2013,March,86,30,2,1,8.115128,6.097237,2.707472,4.159537,15.490261,7.817402
2013,March,86,31,1,1,5.364104,3.866269,0.652400,2.191725,11.030975,5.357662
2013,March,86,32,0,1,5.207060,4.155055,0.715867,2.366295,11.467376,5.944815
2013,March,86,33,0,0,7.367284,5.729927,1.644221,3.802457,15.474382,7.476225
2013,March,86,34,1,0,8.080911,5.652895,2.247277,4.024616,16.394821,7.095352
2013,March,86,35,2,0,9.105804,7.256200,3.659621,5.667105,18.370572,8.634701
2013,March,86,36,3,0,11.311983,9.339385,5.857530,7.190576,17.346969,11.221400
2013,March,87,1,0,0,6.868719,5.614540,4.960933,4.913321,9.142509,6.262222
2013,March,87,2,1,0,7.527794,6.682424,5.730572,6.071773,9.737602,7.222310
2013,March,87,3,2,0,9.596107,7.799890,8.031645,7.142964,11.403885,8.428398
2013,March,87,4,3,0,11.204202,9.415593,8.634701,8.476010,15.030041,10.404125
2013,March,87,5,3,1,9.318883,9.803401,7.381001,9.007612,11.967245,10.650101
2013,March,87,6,2,1,6.844915,5.695544,4.651466,4.889503,9.935966,6.476465
2013,March,87,7,1,1,6.041034,5.145898,3.953209,4.365841,8.928266,5.889264
2013,March,87,8,0,1,5.677856,4.774122,2.644005,3.723112,10.253373,5.762306
2013,March,87,9,3,2,9.574285,7.663019,6.825581,6.587544,13.927117,8.793393
2013,March,87,10,2,2,7.922381,6.809207,4.921260,5.881324,12.752786,7.722178
2013,March,87,11,1,2,5.729761,4.646673,3.167692,3.778639,9.356728,5.460802
2013,March,87,12,0,2,6.109305,4.898929,3.009000,3.746906,10.729447,5.992427
2013,March,87,13,3,1,10.516364,8.971580,8.126846,8.190361,14.268294,9.753457
2013,March,87,14,2,1,11.041376,7.262485,8.087173,6.182876,15.744153,8.388725
2013,March,87,15,1,1,6.777966,5.509081,4.286495,4.453102,10.491410,6.508198
2013,March,87,16,0,1,5.574371,4.348462,3.128019,3.294626,9.023491,5.341783
2013,March,87,17,0,2,5.778029,4.444502,3.413644,3.429523,9.126630,5.413190
2013,March,87,18,1,2,5.736043,5.602145,3.754845,4.722896,8.317319,6.381240
2013,March,87,19,2,2,6.666220,6.737136,4.096022,5.675045,10.467616,7.730117
2013,March,87,20,3,2,7.385465,8.301428,4.826036,7.452407,11.507049,8.975878
2013,March,87,21,3,0,8.001562,6.147655,5.563942,5.222765,11.538783,6.928721
2013,March,87,22,2,0,8.781312,7.092711,6.111446,6.238428,13.054314,7.825342
2013,March,87,23,1,0,9.705700,6.909222,7.301655,6.016222,12.792459,7.698384
2013,March,87,24,0,0,7.655579,7.025429,4.349962,5.944815,12.974969,8.031645
2013,March,87,25,0,2,5.975570,4.835122,3.810373,4.024616,8.928266,5.635372
2013,March,87,26,1,2,6.755982,5.579335,4.032555,4.476920,10.745326,6.635156
2013,March,87,27,2,2,6.788050,5.892754,4.762569,5.127540,9.864560,6.643096
2013,March,87,28,3,2,10.289896,7.556563,8.150664,6.698623,13.546243,8.428398
2013,March,87,29,3,1,11.747397,9.058360,8.547416,8.039561,17.529479,10.094658
2013,March,87,30,2,1,8.578152,6.870866,6.111446,5.905142,12.276712,7.833281
2013,March,87,31,1,1,6.395777,4.817102,3.810373,3.850046,10.332718,5.778185
2013,March,87,32,0,1,6.076735,4.988523,3.445402,3.897658,9.951821,6.055894
2013,March,87,33,0,0,7.540522,6.161705,4.548326,5.056134,12.173548,7.190576
2013,March,87,34,1,0,8.243405,6.172452,5.365577,5.278316,12.713113,6.984273
2013,March,87,35,2,0,9.530644,7.891471,6.722441,7.000151,14.046136,8.745781
