year,site,plot,date,rep,stage1,stage2,stage3,average,overall
6,3,2,192,5,1,,,1,1
6,3,2,200,5,1,2,,1.5,1.5
6,3,2,206,5,1,2,3,2,2
6,3,2,214,5,1,2,3,2,2.5
6,3,2,220,5,2,3,4,3,3
6,3,2,227,5,3,4,5,4,4
6,3,2,234,5,3,5,6,4.666666667,5.25
6,3,2,241,5,3,5,6,4.666666667,5.25
6,3,3,178,1,0,,,0,0
6,3,3,186,1,1,2,,1.5,1.25
6,3,3,192,1,1,2,,1.5,1.5
6,3,3,200,1,1,2,3,2,2.5
6,3,3,206,1,2,3,,2.5,2.75
6,3,3,214,1,3,,,3,3
6,3,3,220,1,3,4,5,4,4.5
6,3,3,227,1,3,5,,4,4.75
6,3,3,234,1,3,5,6,4.666666667,5.75
6,3,3,241,1,3,5,6,4.666666667,5.75
6,3,3,178,2,0,,,0,0
6,3,3,186,2,1,,,1,1
6,3,3,192,2,1,2,,1.5,1.25
6,3,3,200,2,1,2,,1.5,1.75
6,3,3,206,2,2,3,,2.5,2.25
6,3,3,214,2,3,,,3,3
6,3,3,220,2,3,4,5,4,4.25
6,3,3,178,3,0,,,0,0
6,3,3,186,3,1,2,,1.5,1.25
6,3,3,192,3,1,2,,1.5,1.75
6,3,3,200,3,2,3,,2.5,2.5
6,3,3,206,3,2,3,,2.5,2.75
6,3,3,214,3,3,,,3,3
6,3,3,220,3,3,4,5,4,4.25
6,3,3,227,3,3,5,,4,4.75
6,3,3,234,3,3,5,6,4.666666667,5.5
6,3,3,241,3,3,5,6,4.666666667,5.75
6,3,3,247,3,6,,,6,6
6,3,3,178,4,0,,,0,0
6,3,3,186,4,1,2,,1.5,1.25
6,3,3,192,4,1,2,3,2,1.75
6,3,3,200,4,1,2,3,2,2.25
6,3,3,206,4,2,3,,2.5,2.75
6,3,3,214,4,3,,,3,3
6,3,3,220,4,3,4,5,4,4.5
6,3,3,227,4,3,4,5,4,4.5
6,3,3,178,5,0,,,0,0
6,3,3,186,5,1,,,1,1
6,3,3,192,5,1,2,,1.5,1.5
6,3,3,200,5,1,2,3,2,2.5
6,3,3,206,5,2,3,,2.5,2.75
6,3,3,214,5,3,,,3,3
6,3,3,220,5,3,4,,3.5,3.5
6,3,3,227,5,3,4,5,4,4.25
6,3,3,234,5,3,5,6,4.666666667,5.25
6,3,3,241,5,3,5,6,4.666666667,5.75
6,3,3,247,5,6,,,6,6
6,3,4,178,1,0,,,0,0
6,3,4,186,1,1,2,,1.5,1.5
6,3,4,192,1,1,2,3,2,2
6,3,4,200,1,1,2,,1.5,1.5
6,3,4,206,1,2,3,,2.5,2.75
6,3,4,214,1,3,4,,3.5,3.5
6,3,4,220,1,3,4,5,4,4.5
6,3,4,227,1,3,5,,4,4.75
6,3,4,234,1,3,5,6,4.666666667,5.25
6,3,4,241,1,3,5,6,4.666666667,5.25
6,3,4,247,1,3,5,6,4.666666667,5.75
6,3,4,178,2,0,,,0,0
6,3,4,186,2,1,2,,1.5,1.25
6,3,4,192,2,1,2,,1.5,1.75
6,3,4,200,2,1,2,,1.5,1.5
6,3,4,206,2,2,3,,2.5,2.75
6,3,4,214,2,3,4,,3.5,3.5
6,3,4,220,2,3,4,5,4,4.25
6,3,4,227,2,3,5,,4,4.75
6,3,4,234,2,3,5,6,4.666666667,5.25
6,3,4,178,3,0,,,0,0
6,3,4,186,3,1,2,,1.5,1.25
6,3,4,192,3,1,2,,1.5,1.75
6,3,4,200,3,1,2,,1.5,1.75
6,3,4,206,3,2,3,,2.5,2.75
6,3,4,214,3,3,4,,3.5,3.5
6,3,4,220,3,3,4,,3.5,3.5
6,3,4,227,3,3,5,,4,4.5
6,3,4,234,3,3,5,6,4.666666667,5.25
6,3,4,241,3,3,5,6,4.666666667,5.5
6,3,4,247,3,3,5,6,4.666666667,5.75
6,3,4,178,4,0,,,0,0
6,3,4,186,4,1,2,,1.5,1.5
6,3,4,192,4,1,2,3,2,2
6,3,4,200,4,1,2,3,2,2.5
6,3,4,206,4,1,2,3,2,2.75
6,3,4,214,4,3,4,,3.5,3.25
6,3,4,220,4,3,4,5,4,4.5
6,3,4,227,4,3,5,,4,4.75
6,3,4,234,4,3,5,6,4.666666667,5
6,3,4,241,4,3,5,6,4.666666667,5.5
6,3,4,247,4,3,5,6,4.666666667,5.25
6,3,4,178,5,0,,,0,0
6,3,4,186,5,1,2,,1.5,1.25
6,3,4,192,5,1,2,3,2,2
6,3,4,200,5,2,3,,2.5,2.75
6,3,4,206,5,1,2,3,2,2.75
6,3,4,214,5,3,4,,3.5,3.5
6,3,4,220,5,3,4,5,4,4.75
6,3,4,227,5,3,5,,4,4.75
6,3,4,234,5,3,5,6,4.666666667,5.25
6,3,4,241,5,3,5,6,4.666666667,5.25
6,3,4,247,5,3,5,6,4.666666667,5.25
6,3,5,178,1,0,,,0,0
6,3,5,186,1,1,2,,1.5,1.25
6,3,5,192,1,1,2,,1.5,1.5
6,3,5,200,1,1,2,3,2,2
6,3,5,206,1,2,3,,2.5,2.75
6,3,5,214,1,3,4,,3.5,3.5
6,3,5,220,1,3,4,5,4,4.75
6,3,5,227,1,3,5,,4,4.75
6,3,5,234,1,3,5,6,4.666666667,5.25
6,3,5,241,1,3,5,6,4.666666667,5.75
6,3,5,247,1,6,,,6,6
6,3,5,178,2,0,,,0,0
6,3,5,186,2,1,,,1,1
6,3,5,192,2,1,2,,1.5,1.25
6,3,5,200,2,1,2,,1.5,1.5
6,3,5,206,2,1,2,3,2,2.25
6,3,5,214,2,2,3,,2.5,2.75
6,3,5,220,2,3,4,5,4,4.5
6,3,5,227,2,3,5,,4,4.5
6,3,5,234,2,3,5,6,4.666666667,5.25
6,3,5,241,2,3,5,6,4.666666667,5.5
6,3,5,247,2,3,5,6,4.666666667,5.5
6,3,5,178,3,0,,,0,0
6,3,5,186,3,1,,,1,1
6,3,5,192,3,1,,,1,1
6,3,5,200,3,1,2,,1.5,1.5
6,3,5,206,3,1,2,3,2,2
6,3,5,214,3,2,3,,2.5,2.75
6,3,5,220,3,3,4,,3.5,3.5
6,3,5,227,3,3,5,,4,4.5
6,3,5,234,3,3,5,6,4.666666667,5.25
6,3,5,241,3,3,5,6,4.666666667,5.5
6,3,5,247,3,3,5,6,4.666666667,5.75
6,3,5,178,4,0,,,0,0
6,3,5,186,4,1,,,1,1
6,3,5,192,4,1,2,,1.5,1.25
6,3,5,200,4,1,2,3,2,1.75
6,3,5,206,4,1,2,3,2,2.25
6,3,5,214,4,3,,,3,3
6,3,5,220,4,3,4,5,4,4.25
6,3,5,227,4,3,5,,4,4.75
6,3,5,234,4,3,5,6,4.666666667,5.25
6,3,5,241,4,3,5,6,4.666666667,5.75
6,3,5,247,4,3,5,6,4.666666667,5.75
6,3,5,178,5,0,,,0,0
6,3,5,186,5,1,,,1,1
6,3,5,192,5,1,,,1,1
6,3,5,200,5,1,2,,1.5,1.5
6,3,5,206,5,1,2,3,2,2
6,3,5,214,5,2,3,,2.5,2.75
6,3,5,220,5,3,4,5,4,4.25
6,3,5,227,5,3,5,,4,4.75
6,3,5,234,5,3,5,6,4.666666667,5.25
6,3,5,241,5,3,5,6,4.666666667,5.75
6,3,5,247,5,3,5,6,4.666666667,5.75
6,3,6,178,1,0,,,0,0
6,3,6,186,1,1,2,,1.5,1.25
6,3,6,192,1,1,2,3,2,1.75
6,3,6,200,1,2,3,,2.5,2.75
6,3,6,206,1,2,3,,2.5,2.75
6,3,6,214,1,3,4,,3.5,3.5
6,3,6,220,1,3,4,5,4,4.5
6,3,6,227,1,3,5,6,4.666666667,5
6,3,6,234,1,3,5,6,4.666666667,5.75
6,3,6,241,1,3,5,6,4.666666667,5.75
6,3,6,247,1,6, , ,6,6
6,3,6,178,2,0,,,0,0
6,3,6,186,2,1,2,,1.5,1.25
6,3,6,192,2,1,2,,1.5,1.5
6,3,6,200,2,1,2,3,2,2
6,3,6,206,2,2,3,,2.5,2.75
6,3,6,214,2,3,,,3,3
6,3,6,220,2,3,4,,3.5,3.5
6,3,6,227,2,3,5,,4,4.5
6,3,6,234,2,3,5,6,4.666666667,5.25
6,3,6,241,2,3,5,6,4.666666667,5.75
6,3,6,247,2,3,5,6,4.666666667,5.75
6,3,6,178,3,0,,,0,0
6,3,6,186,3,1,2,,1.5,1.25
6,3,6,192,3,1,2,,1.5,1.75
6,3,6,200,3,1,2,3,2,2
6,3,6,206,3,2,3,,2.5,2.75
6,3,6,214,3,3,,,3,3
6,3,6,220,3,3,4,,3.5,3.75
6,3,6,227,3,3,5,,4,4.5
6,3,6,234,3,3,5,6,4.666666667,5.25
6,3,6,241,3,3,5,6,4.666666667,5.5
6,3,6,247,3,3,5,6,4.666666667,5.75
6,3,6,178,4,0,,,0,0
6,3,6,186,4,1,,,1,1
6,3,6,192,4,1,2,3,2,1.75
6,3,6,200,4,1,2,3,2,2
6,3,6,206,4,1,2,3,2,2.5
6,3,6,214,4,2,3,4,3,3.5
6,3,6,220,4,3,4,5,4,4.25
6,3,6,227,4,3,5,,4,4.75
6,3,6,234,4,3,5,6,4.666666667,5
6,3,6,241,4,3,5,6,4.666666667,5.25
6,3,6,247,4,3,5,6,4.666666667,5.5
6,3,6,178,5,0,,,0,0
6,3,6,186,5,1,2,,1.5,1.25
6,3,6,192,5,1,2,,1.5,1.5
6,3,6,200,5,1,2,3,2,2
6,3,6,206,5,1,2,3,2,2.75
6,3,6,214,5,3,,,3,3
6,3,6,220,5,3,4,,3.5,3.25
6,3,6,227,5,3,5,,4,4.5
6,3,6,234,5,3,5,6,4.666666667,5.25
6,3,6,241,5,3,5,6,4.666666667,5.75
6,3,6,247,5,3,5,6,4.666666667,5.75
6,3,7,178,1,0,,,0,0
6,3,7,186,1,1,2,,1.5,1.25
6,3,7,192,1,1,2,,1.5,1.75
6,3,7,200,1,2,3,,2.5,2.25
6,3,7,206,1,2,3,,2.5,2.75
6,3,7,214,1,3,4,,3.5,3.5
6,3,7,220,1,3,4,5,4,4.5
6,3,7,227,1,3,5,,4,4.75
6,3,7,234,1,3,5,6,4.666666667,5
6,3,7,241,1,3,5,6,4.666666667,5.5
6,3,7,247,1,6,,,6,6
6,3,7,178,2,0,,,0,0
6,3,7,186,2,1,2,,1.5,1.25
6,3,7,192,2,1,2,,1.5,1.75
6,3,7,200,2,2,3,,2.5,2.5
6,3,7,206,2,2,3,,2.5,2.75
6,3,7,214,2,3,,,3,3
6,3,7,220,2,3,4,5,4,4.25
6,3,7,227,2,3,5,,4,4.75
6,3,7,234,2,3,5,6,4.666666667,5.5
6,3,7,241,2,3,5,6,4.666666667,5.75
6,3,7,247,2,6,,,6,6
6,3,7,178,3,0,,,0,0
6,3,7,186,3,1,,,1,1
6,3,7,192,3,1,2,,1.5,1.25
6,3,7,200,3,2,3,,2.5,2.25
6,3,7,206,3,1,2,3,2,2.5
6,3,7,214,3,3,,,3,3
6,3,7,220,3,3,4,5,4,4.25
6,3,7,227,3,3,5,,4,4.75
6,3,7,234,3,3,5,6,4.666666667,5.25
6,3,7,241,3,3,5,6,4.666666667,5.5
6,3,7,247,3,3,5,6,4.666666667,5.75
6,3,7,178,4,0,,,0,0
6,3,7,186,4,1,,,1,1
6,3,7,192,4,1,2,,1.5,1.75
6,3,7,200,4,1,2,3,2,2.25
6,3,7,206,4,2,3,,2.5,2.5
6,3,7,214,4,3,,,3,3
6,3,7,220,4,3,4,5,4,4.25
6,3,7,227,4,3,5,,4,4.5
6,3,7,234,4,3,5,6,4.666666667,5.25
6,3,7,241,4,3,5,6,4.666666667,5.75
6,3,7,247,4,6,,,6,6
6,3,7,178,5,0,,,0,0
6,3,7,186,5,1,,,1,1
6,3,7,192,5,1,2,,1.5,1.5
6,3,7,200,5,1,2,3,2,2.25
6,3,7,206,5,1,2,3,2,2.75
6,3,7,214,5,2,3,4,3,3.25
6,3,7,220,5,3,4,5,4,4
6,3,7,227,5,3,5,,4,4.75
6,3,7,234,5,3,5,6,4.666666667,5
6,3,7,241,5,6, , ,6,6
6,3,8,178,1,0,,,0,0
6,3,8,186,1,1,,,1,1
6,3,8,192,1,1,2,,1.5,1.25
6,3,8,200,1,1,2,3,2,2
6,3,8,206,1,1,2,3,2,2.25
6,3,8,214,1,1,2,3,2,3.5
6,3,8,220,1,2,3,4,3,3
6,3,8,227,1,3,5,,4,4.5
6,3,8,234,1,3,5,6,4.666666667,5.5
6,3,8,241,1,3,5,6,4.666666667,5.75
6,3,8,247,1,3,5,6,4.666666667,5.75
6,3,8,178,2,0,,,0,0
6,3,8,186,2,1,,,1,1
6,3,8,192,2,1,2,,1.5,1.25
6,3,8,200,2,1,2,3,2,2
6,3,8,206,2,2,3,,2.5,2.5
6,3,8,214,2,2,3,4,3,3.25
6,3,8,220,2,3,4,5,4,4
6,3,8,227,2,3,5,6,4.666666667,4.5
6,3,8,234,2,3,5,6,4.666666667,5.5
6,3,8,241,2,3,5,6,4.666666667,5.75
6,3,8,247,2,3,5,6,4.666666667,5.75
6,3,8,178,3,0,,,0,0
6,3,8,186,3,1,2,,1.5,1.25
6,3,8,192,3,1,2,,1.5,1.25
6,3,8,200,3,2,3,,2.5,2.5
6,3,8,206,3,2,3,,2.5,2.5
6,3,8,214,3,3,4,,3.5,3.25
6,3,8,220,3,3,4,5,4,4
6,3,8,227,3,3,5,,4,4.5
6,3,8,234,3,3,5,6,4.666666667,5.75
6,3,8,241,3,6, , ,6,6
6,3,8,178,4,0,,,0,0
6,3,8,186,4,1,,,1,1
6,3,8,192,4,1,2,,1.5,1.25
6,3,8,200,4,1,2,3,2,2
6,3,8,206,4,1,2,3,2,2.25
6,3,8,214,4,1,2,3,2,3.5
6,3,8,220,4,3,4,,3.5,3.25
6,3,8,227,4,3,5,,4,4.5
6,3,8,178,5,0,,,0,0
6,3,8,186,5,1,,,1,1
6,3,8,192,5,1,2,,1.5,1.25
6,3,8,200,5,1,2,,1.5,1.75
6,3,8,206,5,1,2,3,2,2.25
6,3,8,214,5,1,2,3,2,2.5
6,3,8,220,5,2,3,4,3,3
6,3,8,227,5,3,5,,4,4.5
6,3,8,234,5,3,5,6,4.666666667,5.25
6,3,8,241,5,3,5,6,4.666666667,5.5
6,3,8,247,5,3,5,6,4.666666667,5.75
6,3,9,178,1,0,,,0,0
6,3,9,186,1,1,2,,1.5,1.25
6,3,9,192,1,1,2,,1.5,1.5
6,3,9,200,1,1,2,3,2,2.5
6,3,9,206,1,2,3,,2.5,2.75
6,3,9,214,1,3,,,3,3
6,3,9,220,1,3,4,,3.5,3.5
6,3,9,227,1,3,5,,4,4.5
6,3,9,234,1,3,5,6,4.666666667,5.25
6,3,9,241,1,3,5,6,4.666666667,5.5
6,3,9,247,1,3,5,6,4.666666667,5.5
6,3,9,178,2,0,,,0,0
6,3,9,186,2,1,2,,1.5,1.25
6,3,9,192,2,1,2,,1.5,1.5
6,3,9,200,2,1,2,3,2,2.5
6,3,9,206,2,2,3,,2.5,2.75
6,3,9,214,2,2,3,,2.5,2.75
6,3,9,220,2,3,4,5,4,4.25
6,3,9,227,2,3,5,,4,4.5
6,3,9,234,2,3,5,6,4.666666667,5.25
6,3,9,241,2,3,5,6,4.666666667,5.5
6,3,9,247,2,3,5,6,4.666666667,5.5
6,3,9,178,3,0,,,0,0
6,3,9,186,3,1,,,1,1
6,3,9,192,3,1,2,,1.5,1.25
6,3,9,200,3,1,2,3,2,2.25
6,3,9,206,3,1,2,3,2,2.5
6,3,9,214,3,2,3,,2.5,2.75
6,3,9,220,3,3,4,5,4,4.25
6,3,9,227,3,3,5,,4,4.5
6,3,9,234,3,3,5,6,4.666666667,5.25
6,3,9,241,3,3,5,6,4.666666667,5.5
6,3,9,247,3,3,5,6,4.666666667,5.5
6,3,9,178,4,0,,,0,0
6,3,9,186,4,1,,,1,1
6,3,9,192,4,1,2,,1.5,1.5
6,3,9,200,4,1,2,3,2,2.5
6,3,9,206,4,1,2,3,2,2.75
6,3,9,214,4,3,,,3,3
6,3,9,220,4,3,4,5,4,4
6,3,9,227,4,3,5,,4,4.5
6,3,9,234,4,3,5,6,4.666666667,5.25
6,3,9,241,4,3,5,6,4.666666667,5.25
6,3,9,247,4,5,6,,5.5,5.5
6,3,9,178,5,0,,,0,0
6,3,9,186,5,1,2,,1.5,1.25
6,3,9,192,5,1,2,,1.5,1.5
6,3,9,200,5,1,2,3,2,2.25
6,3,9,206,5,2,3,,2.5,2.75
6,3,9,214,5,3,,,3,3
6,3,9,220,5,3,4,5,4,4
6,3,9,227,5,3,5,,4,4.5
6,3,9,234,5,3,5,6,4.666666667,5.25
6,3,9,241,5,3,5,6,4.666666667,5.25
6,3,9,247,5,3,5,6,4.666666667,5.5
6,3,10,186,1,0,,,0,0
6,3,10,192,1,1,,,1,1
6,3,10,200,1,1,2,,1.5,1.75
6,3,10,206,1,1,2,3,2,2
6,3,10,214,1,3,4,,3.5,3.5
6,3,10,220,1,3,4,5,4,4
6,3,10,227,1,3,5,,4,4.5
6,3,10,234,1,3,5,6,4.666666667,5.75
6,3,10,241,1,6, , ,6,6
6,3,10,186,2,0,,,0,0
6,3,10,192,2,1,2,,1.5,1.25
6,3,10,200,2,1,2,3,2,2
6,3,10,206,2,1,2,3,2,2
6,3,10,214,2,2,3,4,3,3.25
6,3,10,220,2,3,4,,3.5,3.5
6,3,10,227,2,3,5,,4,4.75
6,3,10,234,2,3,5,6,4.666666667,5
6,3,10,241,2,3,5,6,4.666666667,5.25
6,3,10,247,2,3,5,6,4.666666667,5.5
6,3,10,186,3,0,,,0,0
6,3,10,192,3,1,,,1,1
6,3,10,200,3,1,2,,1.5,1.5
6,3,10,206,3,2,3,,2.5,2.5
6,3,10,214,3,3,4,,3.5,3.25
6,3,10,220,3,3,4,,3.5,3.5
6,3,10,227,3,3,5,6,4.666666667,4.5
6,3,10,234,3,3,5,6,4.666666667,5.75
6,3,10,241,3,6, , ,6,6
6,3,10,186,5,0,,,0,0
6,3,10,192,5,1,,,1,1
6,3,10,200,5,1,2,,1.5,1.5
6,3,10,206,5,1,2,3,2,2
6,3,10,214,5,3,4,,3.5,3.25
6,3,10,220,5,3,4,5,4,4.25
6,3,10,227,5,3,5,,4,4.75
6,3,10,234,5,3,5,6,4.666666667,5.25
6,3,10,241,5,6, , ,6,6
6,4,1,170,1,0,,,0,0
6,4,1,177,1,1,,,1,1
6,4,1,184,1,1,,,1,1
6,4,1,192,1,1,2,,1.5,1.25
6,4,1,198,1,1,2,3,2,1.75
6,4,1,205,1,1,2,3,2,2.5
6,4,1,213,1,1,3,,2,3
6,4,1,219,1,3,4,5,4,3.75
6,4,1,226,1,3,5,,4,4.5
6,4,1,233,1,3,5,6,4.666666667,5.75
6,4,1,240,1,3,5,6,4.666666667,5.75
6,4,1,247,1,6,,,6,6
6,4,1,170,2,0,,,0,0
6,4,1,177,2,1,,,1,1
6,4,1,184,2,1,,,1,1
6,4,1,192,2,1,2,,1.5,1.5
6,4,1,198,2,1,2,3,2,1.75
6,4,1,205,2,1,2,3,2,2.75
6,4,1,213,2,3,4,,3.5,3.25
6,4,1,219,2,3,4,5,4,4
6,4,1,226,2,3,5,,4,4.75
6,4,1,233,2,3,5,6,4.666666667,5
6,4,1,240,2,3,5,6,4.666666667,5.5
6,4,1,247,2,3,5,6,4.666666667,5.5
6,4,1,170,3,0,,,0,0
6,4,1,177,3,1,,,1,1
6,4,1,184,3,1,2,,1.5,1.25
6,4,1,192,3,1,2,,1.5,1.75
6,4,1,198,3,1,2,3,2,2.5
6,4,1,205,3,2,3,,2.5,2.75
6,4,1,213,3,3,4,,3.5,3.25
6,4,1,219,3,3,4,5,4,3.75
6,4,1,226,3,3,5,,4,4.5
6,4,1,233,3,3,5,6,4.666666667,5.75
6,4,1,240,3,3,5,6,4.666666667,5.75
6,4,1,247,3,6,,,6,6
6,4,1,170,4,0,,,0,0
6,4,1,177,4,1,,,1,1
6,4,1,184,4,1, ,,1,1
6,4,1,192,4,1,2,,1.5,1.5
6,4,1,198,4,1,2,3,2,1.75
6,4,1,205,4,2,3,,2.5,2.75
6,4,1,213,4,3,4,,3.5,3.25
6,4,1,219,4,3,4,5,4,4
6,4,1,226,4,3,5,,4,4.75
6,4,1,233,4,3,5,6,4.666666667,5
6,4,1,240,4,3,5,6,4.666666667,5.5
6,4,1,247,4,3,5,6,4.666666667,5.5
6,4,1,170,5,0,,,0,0
6,4,1,177,5,1,,,1,1
6,4,1,184,5,1,,,1,1
6,4,1,192,5,1,2,,1.5,1.5
6,4,1,198,5,1,2,3,2,1.75
6,4,1,205,5,2,3,,2.5,2.75
6,4,1,213,5,3,4,,3.5,3.5
6,4,1,219,5,3,4,5,4,4
6,4,1,226,5,3,5,,4,4.75
6,4,1,233,5,3,5,6,4.666666667,5
6,4,1,240,5,3,5,6,4.666666667,5.5
6,4,1,247,5,3,5,6,4.666666667,5.5
6,4,2,177,1,1,,,1,1
6,4,2,184,1,1,,,1,1
6,4,2,192,1,1,2,,1.5,1.5
6,4,2,198,1,1,2,,1.5,1.75
6,4,2,205,1,2,3,,2.5,2.75
6,4,2,213,1,3,4,,3.5,3.25
6,4,2,219,1,3,4,,3.5,3.5
6,4,2,226,1,3,5,,4,4.75
6,4,2,233,1,3,5,6,4.666666667,5.5
6,4,2,240,1,3,5,6,4.666666667,5.75
6,4,2,247,1,6,,,6,6
6,4,3,177,1,0,,,0,0
6,4,3,184,1,1,,,1,1
6,4,3,192,1,1,2,,1.5,1.5
6,4,3,198,1,1,2,3,2,2.25
6,4,3,205,1,2,3,,2.5,2.5
6,4,3,213,1,3,4,,3.5,3.25
6,4,3,219,1,3,4,,3.5,3.5
6,4,3,226,1,3,5,,4,4.5
6,4,3,233,1,3,5,6,4.666666667,5.75
6,4,3,240,1,3,5,6,4.666666667,5.5
6,4,3,247,1,3,5,6,4.666666667,5.5
6,4,3,177,2,0,,,0,0
6,4,3,184,2,1,,,1,1
6,4,3,192,2,1,2,,1.5,1.75
6,4,3,198,2,1,2,3,2,2.25
6,4,3,205,2,2,3,,2.5,2.5
6,4,3,213,2,3,4,,3.5,3.25
6,4,3,219,2,3,4,5,4,3.75
6,4,3,226,2,3,5,,4,4.5
6,4,3,233,2,3,5,6,4.666666667,5.5
6,4,3,240,2,3,5,6,4.666666667,5.75
6,4,3,247,2,3,5,6,4.666666667,5.75
6,4,3,177,3,0,,,0,0
6,4,3,184,3,1,,,1,1
6,4,3,192,3,1,2,,1.5,1.25
6,4,3,198,3,1,2,3,2,2
6,4,3,205,3,2,3,,2.5,2.5
6,4,3,213,3,3,4,,3.5,3.25
6,4,3,219,3,3,4,5,4,3.75
6,4,3,226,3,3,5,,4,4.5
6,4,3,233,3,3,5,6,4.666666667,5.5
6,4,3,240,3,6,,,6,6
6,4,3,170,4,0,,,0,0
6,4,3,177,4,1,,,1,1
6,4,3,184,4,1,,,1,1
6,4,3,192,4,1,2,,1.5,1.5
6,4,3,198,4,1,2,3,2,1.75
6,4,3,205,4,2,3,,2.5,2.75
6,4,3,213,4,3,4,,3.5,3.5
6,4,3,219,4,3,4,5,4,4
6,4,3,226,4,3,5,,4,4.5
6,4,3,233,4,3,5,6,4.666666667,5.5
6,4,3,240,4,3,5,6,4.666666667,5.75
6,4,3,247,4,3,5,6,4.666666667,5.75
6,4,3,177,5,1,,,1,1
6,4,3,184,5,1,,,1,1
6,4,3,192,5,1,2,,1.5,1.25
6,4,3,198,5,1,2,3,2,1.75
6,4,3,205,5,1,2,3,2,2.5
6,4,3,213,5,3,4,,3.5,3.25
6,4,3,219,5,3,4,5,4,3.75
6,4,3,226,5,3,5,,4,4.5
6,4,3,233,5,3,5,6,4.666666667,5.5
6,4,3,240,5,6,,,6,6
6,4,5,198,2,1,2,3,2,1.75
6,4,5,205,2,1,2,3,2,2.5
6,4,5,213,2,2,3,,2.5,2.75
6,4,5,219,2,3,4,5,4,4
6,4,5,226,2,3,5,,4,4.75
6,4,5,233,2,3,5,6,4.666666667,5.25
6,4,5,240,2,3,5,6,4.666666667,5.75
6,4,5,247,2,6,,,6,6
6,4,5,198,3,1,2,3,2,2
6,4,5,205,3,1,2,3,2,2.5
6,4,5,213,3,1,2,3,2,2.75
6,4,5,219,3,3,4,5,4,4
6,4,5,226,3,3,5,,4,4.75
6,4,5,233,3,3,5,6,4.666666667,5.25
6,4,5,240,3,6,,,6,6
6,4,5,198,4,1,2,3,2,2
6,4,5,205,4,1,2,3,2,2.5
6,4,5,213,4,1,2,3,2,3
6,4,5,219,4,3,4,5,4,4
6,4,5,226,4,3,5,,4,4.75
6,4,5,233,4,3,5,6,4.666666667,5.25
6,4,5,240,4,3,5,6,4.666666667,5.75
6,4,5,247,4,6,,,6,6
6,4,5,198,5,1,2,3,2,1.5
6,4,5,205,5,1,2,3,2,2.25
6,4,5,213,5,1,2,3,2,2.75
6,4,5,219,5,3,4,5,4,3.75
6,4,5,226,5,3,5,,4,4.5
6,4,5,233,5,3,5,6,4.666666667,5.25
6,4,5,240,5,6,,,6,6
6,4,6,163,1,1,,,1,1
6,4,6,170,1,1,,,1,1
6,4,6,177,1,1,,,1,1
6,4,6,184,1,1,2,,1.5,1.5
6,4,6,192,1,1,2,,1.5,1.75
6,4,6,198,1,1,2,3,2,2.75
6,4,6,205,1,2,3,,2.5,2.75
6,4,6,213,1,3,4,,3.5,3.25
6,4,6,219,1,3,4,5,4,4.25
6,4,6,226,1,3,5,,4,4.75
6,4,6,233,1,3,5,6,4.666666667,5.25
6,4,6,240,1,3,5,6,4.666666667,5.75
6,4,6,247,1,3,5,6,4.666666667,5.75
6,4,6,163,2,1,,,1,1
6,4,6,170,2,1,,,1,1
6,4,6,177,2,1,,,1,1
6,4,6,184,2,1,2,,1.5,1.5
6,4,6,192,2,1,2,,1.5,1.75
6,4,6,198,2,1,2,3,2,2.75
6,4,6,205,2,3,,,3,3
6,4,6,213,2,3,4,,3.5,3.25
6,4,6,219,2,3,4,5,4,4.25
6,4,6,226,2,3,5,6,4.666666667,5.25
6,4,6,233,2,3,5,6,4.666666667,5.25
6,4,6,240,2,5,6,,5.5,5.75
6,4,6,247,2,6,,,6,6
6,4,6,163,3,1,,,1,1
6,4,6,170,3,1,,,1,1
6,4,6,177,3,1,2,,1.5,1.25
6,4,6,184,3,1,2,,1.5,1.5
6,4,6,192,3,1,2,,1.5,1.75
6,4,6,198,3,1,2,3,2,2.75
6,4,6,205,3,2,3,,2.5,2.75
6,4,6,213,3,3,4,,3.5,3.25
6,4,6,219,3,3,4,5,4,4.25
6,4,6,226,3,3,5,6,4.666666667,5
6,4,6,233,3,3,5,6,4.666666667,5.75
6,4,6,240,3,6,,,6,6
6,4,6,163,4,1,,,1,1
6,4,6,170,4,1,,,1,1
6,4,6,177,4,1,2,,1.5,1.25
6,4,6,184,4,1,2,,1.5,1.5
6,4,6,192,4,1,2,,1.5,1.75
6,4,6,198,4,1,2,3,2,2.75
6,4,6,205,4,2,3,,2.5,2.75
6,4,6,213,4,3,,,3,3
6,4,6,219,4,3,4,5,4,4.5
6,4,6,226,4,3,5,6,4.666666667,5.25
6,4,6,233,4,3,5,6,4.666666667,5.25
6,4,6,240,4,3,5,6,4.666666667,5.75
6,4,6,247,4,6,,,6,6
6,4,6,163,5,0,,,0,0
6,4,6,170,5,1,,,1,1
6,4,6,177,5,1,,,1,1
6,4,6,184,5,1,2,,1.5,1.25
6,4,6,192,5,1,2,,1.5,1.5
6,4,6,198,5,1,2,3,2,2.5
6,4,6,205,5,2,3,,2.5,2.75
6,4,6,213,5,3,4,,3.5,3.5
6,4,6,219,5,3,4,5,4,4.5
6,4,6,226,5,3,5,,4,4.75
6,4,6,233,5,3,5,6,4.666666667,5.25
6,4,6,240,5,3,5,6,4.666666667,5.75
6,4,6,247,5,6,,,6,6
6,4,7,192,1,1,2,3,2,2.5
