year,site,plot,date,rep,stage1,stage2,stage3,stage4,stage5,average,overall,, , 
8,4,1,180,3,1,,,,,1,1,,,
8,4,1,187,3,1,,,,,1,1,,,
8,4,1,194,3,1,2,,,,1.5,1.5,,,
8,4,1,208,3,1,2,,,,1.5,1.25,,,
8,4,1,218,3,1,2,3,,,2,1.75,,,
8,4,1,222,3,2,3,4,,,3,2.75,,,
8,4,1,231,3,5,6,,,,5.5,5.25,,,
8,4,1,236,3,5,6,,,,5.5,5.75,,,
8,4,1,244,3,5,6,,,,5.5,5.75,,,
8,4,1,251,3,6,,,,,6,6,,,
8,4,1,174,4,0,,,,,0,0,,,
8,4,1,180,4,1,,,,,1,1,,,
8,4,1,187,4,1,,,,,1,1,,,
8,4,1,194,4,1,2,,,,1.5,1.5,,,
8,4,1,208,4,1,2,,,,1.5,1.25,,,
8,4,1,218,4,1,2,,,,1.5,1.75,,,
8,4,1,222,4,2,3,,,,2.5,2.75,,,
8,4,1,231,4,4,5,6,,,5,4.75,,,
8,4,1,236,4,5,6,,,,5.5,5.75,,,
8,4,1,244,4,5,6,,,,5.5,5.75,,,
8,4,1,251,4,5,6,,,,5.5,5.75,,,
8,4,1,257,4,6,,,,,6,6,,,
8,4,1,174,5,0,,,,,0,0,,,
8,4,1,180,5,1,,,,,1,1,,,
8,4,1,187,5,1,,,,,1,1,,,
8,4,1,194,5,1,2,,,,1.5,1.5,,,
8,4,1,208,5,1,2,,,,1.5,1.25,,,
8,4,1,218,5,1,2,3,,,2,2.25,,,
8,4,1,222,5,2,3,4,,,3,3.25,,,
8,4,1,231,5,5,6,,,,5.5,6,,,
8,4,1,236,5,5,6,,,,5.5,6,,,
8,4,1,244,5,5,6,,,,5.5,5.75,,,
8,4,1,251,5,6,,,,,6,6,,,
8,4,2,167,1,0,,,,,0,0,,,
8,4,2,174,1,1,,,,,1,1,,,
8,4,2,180,1,1,,,,,1,1,,,
8,4,2,187,1,1,2,,,,1.5,1.5,,,
8,4,2,194,1,1,2,,,,1.5,1.75,,,
8,4,2,208,1,1,2,3,,,2,2.25,,,
8,4,2,218,1,2,3,,,,2.5,2.75,,,
8,4,2,222,1,2,3,4,,,3,3.75,,,
8,4,2,231,1,5,6,,,,5.5,5.75,,,
8,4,2,236,1,5,6,,,,5.5,5.75,,,
8,4,2,244,1,5,6,,,,5.5,5.75,,,
8,4,2,251,1,5,6,,,,5.5,5.75,,,
8,4,2,257,1,6,,,,,6,6,,,
8,4,2,167,2,0,,,,,0,0,,,
8,4,2,174,2,1,,,,,1,1,,,
8,4,2,180,2,1,2,,,,1.5,1.25,,,
8,4,2,187,2,1,2,,,,1.5,1.75,,,
8,4,2,194,2,1,2,,,,1.5,1.75,,,
8,4,2,208,2,2,,,,,2,2,,,
8,4,2,218,2,2,3,,,,2.5,2.25,,,
8,4,2,222,2,2,3,4,5,,3.5,4.25,,,
8,4,2,231,2,5,6,,,,5.5,5.5,,,
8,4,2,236,2,5,6,,,,5.5,5.75,,,
8,4,2,244,2,5,6,,,,5.5,5.75,,,
8,4,2,251,2,5,6,,,,5.5,5.75,,,
8,4,2,257,2,6,,,,,6,6,,,
8,4,2,167,3,0,,,,,0,0,,,
8,4,2,174,3,1,,,,,1,1,,,
8,4,2,180,3,1,2,,,,1.5,1.25,,,
8,4,2,187,3,1,2,,,,1.5,1.75,,,
8,4,2,194,3,1,2,,,,1.5,1.75,,,
8,4,2,208,3,2,,,,,2,2,,,
8,4,2,218,3,2,3,,,,2.5,2.25,,,
8,4,2,222,3,2,3,4,5,,3.5,4.25,,,
8,4,2,231,3,5,6,,,,5.5,5.5,,,
8,4,2,236,3,5,6,,,,5.5,5.75,,,
8,4,2,244,3,5,6,,,,5.5,5.75,,,
8,4,2,251,3,5,6,,,,5.5,5.75,,,
8,4,2,257,3,6,,,,,6,6,,,
8,4,2,174,4,0,,,,,0,0,,,
8,4,2,180,4,1,,,,,1,1,,,
8,4,2,187,4,1,2,,,,1.5,1.5,,,
8,4,2,194,4,1,2,,,,1.5,1.75,,,
8,4,2,208,4,1,2,,,,1.5,1.25,,,
8,4,2,218,4,1,2,3,,,2,2.25,,,
8,4,2,222,4,2,3,4,,,3,3.25,,,
8,4,2,231,4,5,6,,,,5.5,5.75,,,
8,4,2,236,4,5,6,,,,5.5,5.75,,,
8,4,2,244,4,6,,,,,6,6,,,
8,4,2,167,5,0,,,,,0,0,,,
8,4,2,174,5,1,,,,,1,1,,,
8,4,2,180,5,1,,,,,1,1,,,
8,4,2,187,5,1,2,,,,1.5,1.75,,,
8,4,2,194,5,1,2,,,,1.5,1.75,,,
8,4,2,208,5,1,2,,,,1.5,1.5,,,
8,4,2,218,5,2,3,,,,2.5,2.25,,,
8,4,2,222,5,2,3,4,5,,3.5,4.25,,,
8,4,2,231,5,5,6,,,,5.5,5.25,,,
8,4,2,236,5,5,6,,,,5.5,5.75,,,
8,4,2,244,5,6,,,,,6,6,,,
8,4,3,174,2,0,,,,,0,0,,,
8,4,3,180,2,1,,,,,1,1,,,
8,4,3,187,2,1,2,,,,1.5,1.25,,,
8,4,3,194,2,1,2,,,,1.5,1.75,,,
8,4,3,208,2,2,,,,,2,2,,,
8,4,3,218,2,2,3,,,,2.5,2.25,,,
8,4,3,222,2,2,3,,,,2.5,2.75,,,
8,4,3,231,2,5,6,,,,5.5,5.75,,,
8,4,3,236,2,5,6,,,,5.5,5.75,,,
8,4,3,244,2,6,,,,,6,6,,,
8,4,3,174,3,0,,,,,0,0,,,
8,4,3,180,3,1,,,,,1,1,,,
8,4,3,187,3,1,,,,,1,1,,,
8,4,3,194,3,1,2,,,,1.5,1.75,,,
8,4,3,208,3,2,,,,,2,2,,,
8,4,3,218,3,2,3,,,,2.5,2.25,,,
8,4,3,231,3,5,6,,,,5.5,5.25,,,
8,4,3,236,3,6,,,,,6,6,,,
8,4,4,167,1,0,,,,,0,0,,,
8,4,4,174,1,1,,,,,1,1,,,
8,4,4,180,1,1,,,,,1,1,,,
8,4,4,187,1,1,2,,,,1.5,1.75,,,
8,4,4,194,1,1,2,,,,1.5,1.75,,,
8,4,4,208,1,1,2,,,,1.5,1.75,,,
8,4,4,218,1,2,3,,,,2.5,2.75,,,
8,4,4,222,1,2,3,4,5,,3.5,3.5,,,
8,4,4,231,1,5,6,,,,5.5,5.75,,,
8,4,4,236,1,5,6,,,,5.5,5.75,,,
8,4,4,244,1,6,,,,,6,6,,,
8,4,4,167,2,0,,,,,0,0,,,
8,4,4,174,2,1,,,,,1,1,,,
8,4,4,180,2,1,,,,,1,1,,,
8,4,4,187,2,1,2,,,,1.5,1.25,,,
8,4,4,194,2,1,2,,,,1.5,1.75,,,
8,4,4,208,2,1,2,3,,,2,2.25,,,
8,4,4,218,2,2,3,,,,2.5,2.75,,,
8,4,4,222,2,2,3,4,,,3,3.25,,,
8,4,4,231,2,5,6,,,,5.5,5.75,,,
8,4,4,236,2,5,6,,,,5.5,5.75,,,
8,4,4,244,2,5,6,,,,5.5,5.75,,,
8,4,4,251,2,6,,,,,6,6,,,
8,4,4,167,5,0,,,,,0,0,,,
8,4,4,174,5,1,,,,,1,1,,,
8,4,4,180,5,1,,,,,1,1,,,
8,4,4,187,5,1,2,,,,1.5,1.25,,,
8,4,4,194,5,1,2,,,,1.5,1.75,,,
8,4,4,208,5,1,2,3,,,2,2.25,,,
8,4,4,218,5,2,3,,,,2.5,2.5,,,
8,4,4,222,5,2,3,4,,,3,3.25,,,
8,4,4,231,5,5,6,,,,5.5,5.5,,,
8,4,4,236,5,5,6,,,,5.5,5.75,,,
8,4,4,244,5,6,,,,,6,6,,,
8,4,5,167,1,0,,,,,0,0,,,
8,4,5,174,1,1,,,,,1,1,,,
8,4,5,180,1,1,,,,,1,1,,,
8,4,5,187,1,1,,,,,1,1,,,
8,4,5,194,1,1,2,,,,1.5,1.75,,,
8,4,5,208,1,1,2,,,,1.5,1.75,,,
8,4,5,218,1,1,2,3,,,2,1.75,,,
8,4,5,222,1,2,3,4,,,3,3.25,,,
8,4,5,231,1,4,5,6,,,5,4.75,,,
8,4,5,236,1,6,,,,,6,6,,,
8,4,5,167,2,0,,,,,0,0,,,
8,4,5,174,2,1,,,,,1,1,,,
8,4,5,180,2,1,,,,,1,1,,,
8,4,5,187,2,1,2,,,,1.5,1.25,,,
8,4,5,194,2,1,2,,,,1.5,1.75,,,
8,4,5,208,2,1,2,,,,1.5,1.75,,,
8,4,5,218,2,1,2,,,,1.5,1.75,,,
8,4,5,222,2,2,3,4,5,,3.5,3.75,,,
8,4,5,231,2,4,5,6,,,5,5.25,,,
8,4,5,236,2,5,6,,,,5.5,5.5,,,
8,4,5,244,2,5,6,,,,5.5,5.75,,,
8,4,5,251,2,6,,,,,6,6,,,
8,4,5,167,3,0,,,,,0,0,,,
8,4,5,174,3,1,,,,,1,1,,,
8,4,5,180,3,1,,,,,1,1,,,
8,4,5,187,3,1,2,,,,1.5,1.25,,,
8,4,5,194,3,1,2,,,,1.5,1.75,,,
8,4,5,208,3,1,2,3,,,2,1.75,,,
8,4,5,218,3,1,2,3,,,2,1.75,,,
8,4,5,222,3,2,3,4,,,3,3.25,,,
8,4,5,231,3,5,6,,,,5.5,5.25,,,
8,4,5,236,3,5,6,,,,5.5,5.75,,,
8,4,5,244,3,6,,,,,6,6,,,
8,4,5,167,4,0,,,,,0,0,,,
8,4,5,174,4,1,,,,,1,1,,,
8,4,5,180,4,1,,,,,1,1,,,
8,4,5,187,4,1,2,,,,1.5,1.25,,,
8,4,5,194,4,1,2,,,,1.5,1.75,,,
8,4,5,208,4,1,2,3,,,2,2.25,,,
8,4,5,218,4,1,2,3,,,2,2.25,,,
8,4,5,222,4,2,3,4,,,3,3.25,,,
8,4,5,231,4,4,5,6,,,5,5.25,,,
8,4,5,236,4,5,6,,,,5.5,5.75,,,
8,4,5,244,4,5,6,,,,5.5,5.75,,,
8,4,5,251,4,6,,,,,6,6,,,
8,4,5,167,5,0,,,,,0,0,,,
8,4,5,174,5,1,,,,,1,1,,,
8,4,5,180,5,1,,,,,1,1,,,
8,4,5,187,5,1,2,,,,1.5,1.25,,,
8,4,5,194,5,1,2,,,,1.5,1.75,,,
8,4,5,208,5,1,2,,,,1.5,1.75,,,
8,4,5,218,5,1,2,3,,,2,2.25,,,
8,4,5,222,5,2,3,4,,,3,3.5,,,
8,4,5,231,5,5,6,,,,5.5,5.25,,,
8,4,5,236,5,5,6,,,,5.5,5.75,,,
8,4,5,244,5,5,6,,,,5.5,5.75,,,
8,4,5,251,5,5,6,,,,5.5,5.75,,,
8,4,5,257,5,6,,,,,6,6,,,
8,4,6,167,4,0,,,,,0,0,,,
8,4,6,174,4,1,,,,,1,1,,,
8,4,6,180,4,1,,,,,1,1,,,
8,4,6,187,4,1,2,,,,1.5,1.5,,,
8,4,6,194,4,1,2,3,,,2,1.75,,,
8,4,6,208,4,1,2,3,,,2,2.5,,,
8,4,6,218,4,3,4,,,,3.5,3.25,,,
8,4,6,231,4,5,6,,,,5.5,5.75,,,
8,4,8,167,1,0,,,,,0,0,,,
8,4,8,174,1,1,2,,,,1.5,1.5,,,
8,4,8,180,1,1,2,,,,1.5,1.5,,,
8,4,8,187,1,1,2,,,,1.5,1.5,,,
8,4,8,194,1,1,2,,,,1.5,1.25,,,
8,4,8,208,1,2,3,,,,2.5,2.75,,,
8,4,8,218,1,2,3,4,,,3,3.25,,,
8,4,8,222,1,2,3,4,,,3,3.5,,,
8,4,8,231,1,5,6,,,,5.5,5.75,,,
8,4,8,236,1,5,6,,,,5.5,5.75,,,
8,4,8,244,1,5,6,,,,5.5,5.75,,,
8,4,8,251,1,6,,,,,6,6,,,
8,4,8,167,2,0,,,,,0,0,,,
8,4,8,174,2,1,2,,,,1.5,1.25,,,
8,4,8,180,2,1,2,,,,1.5,1.5,,,
8,4,8,187,2,1,2,,,,1.5,1.5,,,
8,4,8,194,2,1,2,,,,1.5,1.25,,,
8,4,8,208,2,2,3,,,,2.5,2.75,,,
8,4,8,218,2,2,3,4,,,3,3.75,,,
8,4,8,222,2,2,3,4,,,3,3.75,,,
8,4,8,231,2,5,6,,,,5.5,5.75,,,
8,4,8,236,2,5,6,,,,5.5,5.75,,,
8,4,8,244,2,6,,,,,6,6,,,
8,4,8,167,3,0,,,,,0,0,,,
8,4,8,174,3,1,2,,,,1.5,1.25,,,
8,4,8,180,3,1,2,,,,1.5,1.75,,,
8,4,8,187,3,1,2,,,,1.5,1.5,,,
8,4,8,194,3,1,2,,,,1.5,1.75,,,
8,4,8,208,3,1,2,3,,,2,2.25,,,
8,4,8,218,3,2,3,4,,,3,3.75,,,
8,4,8,222,3,2,3,4,5,,3.5,4.25,,,
8,4,8,231,3,5,6,,,,5.5,5.75,,,
8,4,8,236,3,5,6,,,,5.5,5.75,,,
8,4,8,244,3,6,,,,,6,6,,,
8,4,8,167,5,0,,,,,0,0,,,
8,4,8,174,5,1,,,,,1,1,,,
8,4,8,180,5,1,2,,,,1.5,1.25,,,
8,4,8,194,5,1,2,,,,1.5,1.75,,,
8,4,8,208,5,2,3,,,,2.5,2.75,,,
8,4,8,218,5,5,6,,,,5.5,5.25,,,
8,4,8,231,5,6,,,,,6,6,,,
8,4,9,167,1,0,,,,,0,0,,,
8,4,9,174,1,1,,,,,1,1,,,
8,4,9,180,1,1,2,,,,1.5,1.25,,,
8,4,9,187,1,1,2,,,,1.5,1.5,,,
8,4,9,194,1,1,2,,,,1.5,1.25,,,
8,4,9,208,1,1,2,3,,,2,1.75,,,
8,4,9,218,1,3,4,,,,3.5,3.75,,,
8,4,9,222,1,5,6,,,,5.5,5.25,,,
8,4,9,231,1,6,,,,,6,6,,,
8,4,9,167,2,0,,,,,0,0,,,
8,4,9,174,2,1,,,,,1,1,,,
8,4,9,180,2,1,2,,,,1.5,1.25,,,
8,4,9,187,2,1,2,,,,1.5,1.25,,,
8,4,9,194,2,1,2,3,,,2,1.75,,,
8,4,9,208,2,2,3,,,,2.5,2.75,,,
8,4,9,218,2,2,3,4,,,3,3.75,,,
8,4,9,222,2,5,6,,,,5.5,5.25,,,
8,4,9,231,2,6,,,,,6,6,,,
8,4,9,167,3,0,,,,,0,0,,,
8,4,9,174,3,1,,,,,1,1,,,
8,4,9,180,3,1,2,,,,1.5,1.25,,,
8,4,9,187,3,1,2,,,,1.5,1.25,,,
8,4,9,194,3,1,2,,,,1.5,1.5,,,
8,4,9,208,3,2,3,,,,2.5,2.75,,,
8,4,9,218,3,2,3,4,,,3,3.75,,,
8,4,9,231,3,6,,,,,6,6,,,
8,4,9,174,4,0,,,,,0,0,,,
8,4,9,180,4,1,2,,,,1.5,1.25,,,
8,4,9,187,4,1,2,,,,1.5,1.25,,,
8,4,9,194,4,1,2,,,,1.5,1.5,,,
8,4,9,208,4,2,3,,,,2.5,2.25,,,
8,4,9,218,4,2,3,4,,,3,3.75,,,
8,4,9,222,4,2,3,4,,,3,3.25,,,
8,4,9,231,4,5,6,,,,5.5,5.75,,,
8,4,9,236,4,5,6,,,,5.5,5.75,,,
8,4,9,244,4,5,6,,,,5.5,5.75,,,
8,4,9,251,4,6,,,,,6,6,,,
8,4,9,174,5,0,,,,,0,0,,,
8,4,9,180,5,1,,,,,1,1,,,
8,4,9,187,5,1,2,,,,1.5,1.5,,,
8,4,9,194,5,1,2,3,,,2,1.75,,,
8,4,9,208,5,2,3,,,,2.5,2.75,,,
8,4,9,218,5,4,,,,,4,4,,,
8,4,9,222,5,3,4,,,,3.5,3.25,,,
8,4,9,231,5,6,,,,,6,6,,,
8,4,10,167,1,0,,,,,0,0,,,
8,4,10,174,1,1,,,,,1,1,,,
8,4,10,180,1,1,2,,,,1.5,1.25,,,
8,4,10,187,1,1,2,,,,1.5,1.5,,,
8,4,10,194,1,1,2,3,,,2,2.25,,,
8,4,10,208,1,1,2,3,,,2,1.75,,,
8,4,10,218,1,2,3,4,,,3,3.25,,,
8,4,10,222,1,2,3,4,,,3,3.75,,,
8,4,10,231,1,5,6,,,,5.5,5.75,,,
8,4,10,236,1,5,6,,,,5.5,5.75,,,
8,4,10,244,1,5,6,,,,5.5,5.75,,,
8,4,10,251,1,6,,,,,6,6,,,
8,4,10,167,2,0,,,,,0,0,,,
8,4,10,174,2,1,,,,,1,1,,,
8,4,10,180,2,1,2,,,,1.5,1.25,,,
8,4,10,187,2,1,2,,,,1.5,1.5,,,
8,4,10,194,2,1,2,3,,,2,2.5,,,
8,4,10,218,2,5,6,,,,5.5,4.5,,,
8,4,10,231,2,6,,,,,6,6,,,
8,4,10,167,3,0,,,,,0,0,,,
8,4,10,174,3,1,,,,,1,1,,,
8,4,10,180,3,1,2,,,,1.5,1.25,,,
8,4,10,187,3,1,2,,,,1.5,1.25,,,
8,4,10,194,3,1,2,3,,,2,2.5,,,
8,4,10,208,3,1,2,3,,,2,2.25,,,
8,4,10,218,3,2,3,4,,,3,3.75,,,
8,4,10,222,3,2,3,4,,,3,3.75,,,
8,4,10,231,3,5,6,,,,5.5,5.75,,,
8,4,10,236,3,5,6,,,,5.5,5.75,,,
8,4,10,244,3,6,,,,,6,6,,,
8,4,10,167,4,0,,,,,0,0,,,
8,4,10,174,4,1,,,,,1,1,,,
8,4,10,180,4,1,2,,,,1.5,1.25,,,
8,4,10,187,4,1,2,,,,1.5,1.25,,,
8,4,10,194,4,1,2,3,,,2,2.25,,,
8,4,10,208,4,1,2,3,,,2,1.75,,,
8,4,10,218,4,2,3,4,,,3,3.75, ,,
8,4,10,222,4,2,3,4,,,3,3.5,,,
8,4,10,231,4,5,6,,,,5.5,5.75,,,
8,4,10,236,4,5,6,,,,5.5,5.75,,,
8,4,10,244,4,5,6,,,,5.5,5.75,,,
8,4,10,251,4,6,,,,,6,6,,,
8,4,10,167,5,0,,,,,0,0,,,
8,4,10,174,5,1,,,,,1,1,,,
8,4,10,180,5,1,2,,,,1.5,1.25,,,
8,4,10,187,5,1,2,,,,1.5,1.75,,,
8,4,10,194,5,1,2,,,,1.5,1.75,,,
8,4,10,208,5,1,2,3,,,2,2.25,,,
8,4,10,218,5,2,3,4,,,3,3.75,,,
8,4,10,222,5,2,3,4,,,3,3.5,,,
8,4,10,231,5,5,6,,,,5.5,5.75,,,
8,4,10,236,5,6,,,,,6,6,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,, ,,,
