"site","block","plot","event","year","genus","species","doy"
"exp01","1","10","bbd","2010","Betula","lenta","99"
"exp01","1","10","bbd","2010","Quercus","rubra","99"
"exp01","1","10","ffd","2011","Draba","verna","101"
"exp01","1","10","ffd","2011","Taraxacum","officinale","124"
"exp01","1","10","ffd","2011","Oxalis","stricta","138"
"exp01","1","10","ffd","2011","Plantago","lanceolata","144"
"exp01","1","10","ffd","2011","Poa","trivialis","144"
"exp01","1","10","ffd","2011","Silene","alba","144"
"exp01","1","10","ffd","2011","Conyza","canadensis","200"
"exp01","1","10","ffd","2011","Oenothera","biennis","236"
"exp01","1","10","ffd","2011","Setaria","glauca","236"
"exp01","1","10","ffd","2011","Tanacetum","vulgare","242"
"exp01","1","10","bbd","2012","Pinus","strobus","100"
"exp01","1","10","bbd","2012","Pinus","strobus","100"
"exp01","1","10","bbd","2012","Pinus","strobus","100"
"exp01","1","10","bbd","2012","Populus","grandidentata","100"
"exp01","1","10","bbd","2012","Prunus","serotina","100"
"exp01","1","10","bbd","2012","Acer","rubrum","101"
"exp01","1","10","bbd","2012","Betula","lenta","101"
"exp01","1","10","fgn","2012","Pinus","strobus","102"
"exp01","1","10","lud","2012","Prunus","serotina","102"
"exp01","1","10","bbd","2012","Ulmus","americana","102"
"exp01","1","10","bbd","2012","Betula","lenta","103"
"exp01","1","10","lud","2012","Betula","populifolia","104"
"exp01","1","10","bbd","2012","Acer","rubrum","105"
"exp01","1","10","bbd","2012","Betula","lenta","105"
"exp01","1","10","bbd","2012","Betula","lenta","105"
"exp01","1","10","bbd","2012","Quercus","rubra","105"
"exp01","1","10","bbd","2012","Betula","lenta","107"
"exp01","1","10","bbd","2012","Betula","lenta","107"
"exp01","1","10","bbd","2012","Betula","lenta","107"
"exp01","1","10","lud","2012","Betula","populifolia","107"
"exp01","1","10","lod","2012","Betula","populifolia","107"
"exp01","1","10","lod","2012","Betula","populifolia","107"
"exp01","1","10","lod","2012","Betula","populifolia","107"
"exp01","1","10","bbd","2012","Populus","grandidentata","107"
"exp01","1","10","bbd","2012","Populus","grandidentata","107"
"exp01","1","10","lod","2012","Populus","grandidentata","107"
"exp01","1","10","bbd","2012","Quercus","rubra","107"
"exp01","1","10","bbd","2012","Ulmus","americana","107"
"exp01","1","10","bbd","2012","Acer","rubrum","109"
"exp01","1","10","bbd","2012","Betula","lenta","109"
"exp01","1","10","lud","2012","Betula","lenta","109"
"exp01","1","10","lod","2012","Prunus","serotina","109"
"exp01","1","10","lod","2012","Prunus","serotina","109"
"exp01","1","10","bbd","2012","Quercus","rubra","109"
"exp01","1","10","lud","2012","Quercus","rubra","109"
"exp01","1","10","lud","2012","Ulmus","americana","109"
"exp01","1","10","lud","2012","Ulmus","americana","109"
"exp01","1","10","lud","2012","Acer","rubrum","110"
"exp01","1","10","lud","2012","Acer","rubrum","111"
"exp01","1","10","lud","2012","Betula","lenta","111"
"exp01","1","10","lud","2012","Betula","lenta","111"
"exp01","1","10","lud","2012","Betula","lenta","111"
"exp01","1","10","lod","2012","Betula","populifolia","111"
"exp01","1","10","bbd","2012","Pinus","strobus","111"
"exp01","1","10","lud","2012","Populus","grandidentata","111"
"exp01","1","10","lud","2012","Populus","grandidentata","111"
"exp01","1","10","lod","2012","Prunus","serotina","111"
"exp01","1","10","lod","2012","Prunus","serotina","111"
"exp01","1","10","bbd","2012","Quercus","rubra","111"
"exp01","1","10","lod","2012","Ulmus","americana","111"
"exp01","1","10","bbd","2012","Quercus","rubra","112"
"exp01","1","10","bbd","2012","Quercus","rubra","114"
"exp01","1","10","lod","2012","Betula","lenta","115"
"exp01","1","10","bbd","2012","Populus","grandidentata","115"
"exp01","1","10","lud","2012","Populus","grandidentata","115"
"exp01","1","10","lod","2012","Populus","grandidentata","115"
"exp01","1","10","lud","2012","Quercus","rubra","115"
"exp01","1","10","lod","2012","Ulmus","americana","115"
"exp01","1","10","lud","2012","Acer","rubrum","117"
"exp01","1","10","lud","2012","Betula","lenta","117"
"exp01","1","10","lud","2012","Betula","lenta","117"
"exp01","1","10","lud","2012","Betula","lenta","117"
"exp01","1","10","bbd","2012","Quercus","rubra","117"
"exp01","1","10","lud","2012","Quercus","rubra","117"
"exp01","1","10","bbd","2012","Quercus","rubra","117"
"exp01","1","10","lud","2012","Quercus","rubra","117"
"exp01","1","10","lud","2012","Quercus","rubra","117"
"exp01","1","10","lud","2012","Quercus","rubra","117"
"exp01","1","10","lod","2012","Ulmus","americana","117"
"exp01","1","10","lud","2012","Betula","lenta","119"
"exp01","1","10","lod","2012","Betula","lenta","119"
"exp01","1","10","bbd","2012","Acer","rubrum","121"
"exp01","1","10","bbd","2012","Acer","rubrum","121"
"exp01","1","10","lod","2012","Acer","rubrum","121"
"exp01","1","10","lod","2012","Betula","lenta","121"
"exp01","1","10","lod","2012","Betula","lenta","121"
"exp01","1","10","fnb","2012","Pinus","strobus","121"
"exp01","1","10","fnb","2012","Pinus","strobus","121"
"exp01","1","10","fnb","2012","Pinus","strobus","121"
"exp01","1","10","lod","2012","Populus","grandidentata","121"
"exp01","1","10","lod","2012","Acer","rubrum","122"
"exp01","1","10","lod","2012","Betula","lenta","122"
"exp01","1","10","lod","2012","Betula","lenta","122"
"exp01","1","10","lod","2012","Betula","lenta","122"
"exp01","1","10","lud","2012","Quercus","rubra","122"
"exp01","1","10","lod","2012","Quercus","rubra","122"
"exp01","1","10","lud","2012","Acer","rubrum","124"
"exp01","1","10","lod","2012","Betula","lenta","124"
"exp01","1","10","lod","2012","Populus","grandidentata","124"
"exp01","1","10","lud","2012","Acer","rubrum","127"
"exp01","1","10","lud","2012","Quercus","rubra","127"
"exp01","1","10","lod","2012","Quercus","rubra","127"
"exp01","1","10","lod","2012","Acer","rubrum","128"
"exp01","1","10","lod","2012","Quercus","rubra","128"
"exp01","1","10","lod","2012","Quercus","rubra","128"
"exp01","1","10","lod","2012","Quercus","rubra","132"
"exp01","1","10","lod","2012","Acer","rubrum","135"
"exp01","1","10","lod","2012","Acer","rubrum","137"
"exp01","1","10","lod","2012","Quercus","rubra","137"
"exp01","1","10","lod","2012","Quercus","rubra","138"
"exp01","1","10","lod","2012","Ulmus","americana","139"
"exp01","1","10","fnb","2012","Pinus","strobus","142"
"exp01","1","10","lod","2012","Quercus","rubra","142"
"exp01","1","10","fyn","2012","Pinus","strobus","160"
"exp01","1","10","fyn","2012","Pinus","strobus","167"
"exp01","1","10","fyn","2012","Pinus","strobus","167"
"exp01","1","10","fyn","2012","Pinus","strobus","178"
"exp01","1","10","bbd","2012","Betula","populifolia","83"
"exp01","1","10","bbd","2012","Betula","populifolia","86"
"exp01","1","10","bbd","2012","Betula","populifolia","86"
"exp01","1","10","bbd","2012","Prunus","serotina","86"
"exp01","1","10","bbd","2012","Prunus","serotina","86"
"exp01","1","10","lud","2012","Betula","populifolia","88"
"exp01","1","10","fgn","2012","Pinus","strobus","88"
"exp01","1","10","lud","2012","Betula","populifolia","93"
"exp01","1","10","fgn","2012","Pinus","strobus","93"
"exp01","1","10","lud","2012","Prunus","serotina","93"
"exp01","1","10","bbd","2012","Betula","populifolia","95"
"exp01","1","10","fgn","2012","Pinus","strobus","95"
"exp01","1","10","ffd","2013","Oxalis","stricta","143"
"exp01","1","10","ffd","2013","Poa","trivialis","143"
"exp01","1","11","fgn","2010","Pinus","strobus","102"
"exp01","1","11","bbd","2010","Quercus","rubra","102"
"exp01","1","11","bbd","2010","Quercus","rubra","104"
"exp01","1","11","lud","2010","Betula","lenta","106"
"exp01","1","11","fgn","2010","Pinus","strobus","106"
"exp01","1","11","lud","2010","Acer","rubrum","109"
"exp01","1","11","bbd","2010","Pinus","strobus","109"
"exp01","1","11","bbd","2010","Pinus","strobus","109"
"exp01","1","11","bbd","2010","Pinus","strobus","109"
"exp01","1","11","fgn","2010","Pinus","strobus","109"
"exp01","1","11","lud","2010","Acer","rubrum","111"
"exp01","1","11","lud","2010","Quercus","rubra","113"
"exp01","1","11","lud","2010","Acer","rubrum","116"
"exp01","1","11","lud","2010","Betula","lenta","116"
"exp01","1","11","lud","2010","Betula","lenta","116"
"exp01","1","11","lud","2010","Betula","lenta","116"
"exp01","1","11","bbd","2010","Quercus","rubra","116"
"exp01","1","11","lud","2010","Quercus","rubra","116"
"exp01","1","11","lod","2010","Betula","lenta","120"
"exp01","1","11","lod","2010","Acer","rubrum","123"
"exp01","1","11","lod","2010","Acer","rubrum","123"
"exp01","1","11","lod","2010","Acer","rubrum","123"
"exp01","1","11","fnb","2010","Pinus","strobus","123"
"exp01","1","11","bbd","2010","Quercus","rubra","123"
"exp01","1","11","lod","2010","Quercus","rubra","123"
"exp01","1","11","lod","2010","Quercus","rubra","123"
"exp01","1","11","lud","2010","Quercus","rubra","123"
"exp01","1","11","lod","2010","Betula","lenta","125"
"exp01","1","11","lod","2010","Betula","lenta","125"
"exp01","1","11","lod","2010","Betula","lenta","125"
"exp01","1","11","lud","2010","Quercus","rubra","125"
"exp01","1","11","fnb","2010","Pinus","strobus","127"
"exp01","1","11","fnb","2010","Pinus","strobus","127"
"exp01","1","11","fnb","2010","Pinus","strobus","127"
"exp01","1","11","lod","2010","Quercus","rubra","130"
"exp01","1","11","lod","2010","Quercus","rubra","144"
"exp01","1","11","fyn","2010","Pinus","strobus","148"
"exp01","1","11","fyn","2010","Pinus","strobus","148"
"exp01","1","11","fyn","2010","Pinus","strobus","152"
"exp01","1","11","fyn","2010","Pinus","strobus","165"
"exp01","1","11","bbd","2010","Pinus","strobus","88"
"exp01","1","11","bbd","2010","Betula","lenta","95"
"exp01","1","11","bbd","2010","Betula","lenta","95"
"exp01","1","11","bbd","2010","Betula","lenta","95"
"exp01","1","11","fgn","2010","Pinus","strobus","97"
"exp01","1","11","bbd","2010","Acer","rubrum","99"
"exp01","1","11","bbd","2010","Acer","rubrum","99"
"exp01","1","11","bbd","2010","Acer","rubrum","99"
"exp01","1","11","bbd","2010","Betula","lenta","99"
"exp01","1","11","ffd","2011","Veronica","arvensis","124"
"exp01","1","11","ffd","2011","Oxalis","stricta","138"
"exp01","1","11","ffd","2011","Silene","alba","153"
"exp01","1","11","ffd","2011","Dactylis","glomerata","158"
"exp01","1","11","ffd","2011","Achillea","millefolium","165"
"exp01","1","11","ffd","2011","Tanacetum","vulgare","200"
"exp01","1","11","ffd","2011","Conyza","canadensis","206"
"exp01","1","11","ffd","2011","Linaria","vulgaris","222"
"exp01","1","11","bbd","2012","Populus","grandidentata","100"
"exp01","1","11","bbd","2012","Ulmus","americana","100"
"exp01","1","11","bbd","2012","Acer","rubrum","101"
"exp01","1","11","bbd","2012","Prunus","serotina","102"
"exp01","1","11","lud","2012","Prunus","serotina","102"
"exp01","1","11","bbd","2012","Acer","rubrum","103"
"exp01","1","11","lud","2012","Betula","populifolia","104"
"exp01","1","11","bbd","2012","Prunus","serotina","104"
"exp01","1","11","bbd","2012","Betula","lenta","105"
"exp01","1","11","bbd","2012","Acer","rubrum","107"
"exp01","1","11","bbd","2012","Betula","lenta","107"
"exp01","1","11","bbd","2012","Betula","lenta","107"
"exp01","1","11","bbd","2012","Betula","lenta","107"
"exp01","1","11","lud","2012","Betula","populifolia","107"
"exp01","1","11","lod","2012","Betula","populifolia","107"
"exp01","1","11","lud","2012","Populus","grandidentata","107"
"exp01","1","11","lud","2012","Prunus","serotina","107"
"exp01","1","11","lud","2012","Prunus","serotina","107"
"exp01","1","11","lud","2012","Ulmus","americana","107"
"exp01","1","11","bbd","2012","Betula","lenta","109"
"exp01","1","11","lud","2012","Betula","lenta","109"
"exp01","1","11","lud","2012","Betula","lenta","109"
"exp01","1","11","bbd","2012","Pinus","strobus","109"
"exp01","1","11","bbd","2012","Pinus","strobus","109"
"exp01","1","11","fgn","2012","Pinus","strobus","109"
"exp01","1","11","bbd","2012","Prunus","serotina","109"
"exp01","1","11","lod","2012","Prunus","serotina","109"
"exp01","1","11","bbd","2012","Quercus","rubra","109"
"exp01","1","11","bbd","2012","Ulmus","americana","109"
"exp01","1","11","bbd","2012","Ulmus","americana","109"
"exp01","1","11","lud","2012","Acer","rubrum","11"
"exp01","1","11","lud","2012","Acer","rubrum","111"
"exp01","1","11","lud","2012","Betula","lenta","111"
"exp01","1","11","lod","2012","Betula","populifolia","111"
"exp01","1","11","lod","2012","Betula","populifolia","111"
"exp01","1","11","lod","2012","Betula","populifolia","111"
"exp01","1","11","lod","2012","Populus","grandidentata","111"
"exp01","1","11","lod","2012","Prunus","serotina","111"
"exp01","1","11","bbd","2012","Ulmus","americana","111"
"exp01","1","11","lud","2012","Ulmus","americana","111"
"exp01","1","11","bbd","2012","Acer","rubrum","112"
"exp01","1","11","bbd","2012","Betula","lenta","112"
"exp01","1","11","lud","2012","Betula","lenta","115"
"exp01","1","11","fgn","2012","Pinus","strobus","115"
"exp01","1","11","lud","2012","Prunus","serotina","115"
"exp01","1","11","bbd","2012","Quercus","rubra","115"
"exp01","1","11","lud","2012","Quercus","rubra","115"
"exp01","1","11","lud","2012","Ulmus","americana","115"
"exp01","1","11","lud","2012","Ulmus","americana","115"
"exp01","1","11","lod","2012","Ulmus","americana","115"
"exp01","1","11","lud","2012","Acer","rubrum","117"
"exp01","1","11","lud","2012","Acer","rubrum","117"
"exp01","1","11","lud","2012","Acer","rubrum","117"
"exp01","1","11","lod","2012","Betula","lenta","117"
"exp01","1","11","bbd","2012","Betula","lenta","117"
"exp01","1","11","lud","2012","Populus","grandidentata","117"
"exp01","1","11","lud","2012","Quercus","rubra","117"
"exp01","1","11","bbd","2012","Quercus","rubra","117"
"exp01","1","11","bbd","2012","Quercus","rubra","117"
"exp01","1","11","bbd","2012","Quercus","rubra","119"
"exp01","1","11","bbd","2012","Quercus","rubra","119"
"exp01","1","11","lod","2012","Acer","rubrum","121"
"exp01","1","11","lod","2012","Prunus","serotina","121"
"exp01","1","11","lod","2012","Prunus","serotina","121"
"exp01","1","11","lod","2012","Ulmus","americana","121"
"exp01","1","11","lod","2012","Ulmus","americana","121"
"exp01","1","11","lod","2012","Acer","rubrum","122"
"exp01","1","11","lod","2012","Acer","rubrum","122"
"exp01","1","11","bbd","2012","Betula","lenta","122"
"exp01","1","11","lud","2012","Betula","lenta","122"
"exp01","1","11","lud","2012","Betula","lenta","122"
"exp01","1","11","lud","2012","Quercus","rubra","122"
"exp01","1","11","lod","2012","Betula","lenta","124"
"exp01","1","11","lod","2012","Betula","lenta","124"
"exp01","1","11","lud","2012","Betula","lenta","124"
"exp01","1","11","lod","2012","Populus","grandidentata","124"
"exp01","1","11","lud","2012","Quercus","rubra","124"
"exp01","1","11","lud","2012","Quercus","rubra","124"
"exp01","1","11","lud","2012","Quercus","rubra","124"
"exp01","1","11","lod","2012","Ulmus","americana","124"
"exp01","1","11","lod","2012","Quercus","rubra","127"
"exp01","1","11","lud","2012","Betula","lenta","128"
"exp01","1","11","lod","2012","Quercus","rubra","128"
"exp01","1","11","lod","2012","Acer","rubrum","131"
"exp01","1","11","lod","2012","Betula","lenta","131"
"exp01","1","11","lod","2012","Betula","lenta","131"
"exp01","1","11","lod","2012","Quercus","rubra","131"
"exp01","1","11","lod","2012","Quercus","rubra","131"
"exp01","1","11","lod","2012","Betula","lenta","132"
"exp01","1","11","lod","2012","Betula","lenta","133"
"exp01","1","11","fnb","2012","Pinus","strobus","135"
"exp01","1","11","fnb","2012","Pinus","strobus","135"
"exp01","1","11","lod","2012","Quercus","rubra","135"
"exp01","1","11","lod","2012","Betula","lenta","138"
"exp01","1","11","lod","2012","Acer","rubrum","142"
"exp01","1","11","fnb","2012","Pinus","strobus","142"
"exp01","1","11","lod","2012","Quercus","rubra","142"
"exp01","1","11","fyn","2012","Pinus","strobus","167"
"exp01","1","11","fyn","2012","Pinus","strobus","170"
"exp01","1","11","fyn","2012","Pinus","strobus","178"
"exp01","1","11","bbd","2012","Betula","populifolia","86"
"exp01","1","11","bbd","2012","Betula","populifolia","86"
"exp01","1","11","fgn","2012","Pinus","strobus","88"
"exp01","1","11","bbd","2012","Betula","populifolia","93"
"exp01","1","11","lud","2012","Betula","populifolia","93"
"exp01","1","11","bbd","2012","Prunus","serotina","93"
"exp01","1","11","bbd","2012","Betula","populifolia","95"
"exp01","1","11","lud","2012","Betula","populifolia","95"
"exp01","1","11","bbd","2012","Pinus","strobus",NA
"exp01","1","11","fgn","2012","Pinus","strobus",NA
"exp01","1","11","fnb","2012","Pinus","strobus",NA
"exp01","1","11","fyn","2012","Pinus","strobus",NA
"exp01","1","11","bbd","2012","Populus","grandidentata",NA
"exp01","1","11","bbd","2012","Populus","grandidentata",NA
