"site","plot","temptreat","preciptreat","block","AG.type","AGtemp_max_dev","AGtemp_min_dev","AGtemp_mean_dev","BGtemp_max_dev","BGtemp_min_dev","BGtemp_mean_dev"
"clarkharvard","S09","2",NA,NA,"air",2.59130254985671,2.95275992606243,2.77203123795957,4.64743603795055,4.70257788943162,4.67500696369109
"ellison","9","3",NA,NA,"air",2.49749558470508,1.97508650548697,2.23629104509602,0.466306143134144,0.719524193548387,0.592915168341266
"ellison","7","4",NA,NA,"air",3.5507693329904,2.47114831961591,3.01095882630315,1.19999914000688,1.0019229876161,1.10096106381149
"ellison","12","5",NA,NA,"air",3.23871876600102,2.83560343061956,3.03716109831029,0.589486830629688,1.63418908076051,1.1118379556951
"ellison","2","6",NA,NA,"air",4.47348277467412,3.29808887760284,3.88578582613848,2.23749842682488,1.28675696691837,1.76212769687163
"ellison","10","7",NA,NA,"air",4.62217460924227,3.13523114169215,3.87870287546721,1.65648906755147,1.59693683001531,1.62671294878339
"ellison","5","8",NA,NA,"air",5.28654734655816,3.73518006103764,4.5108637037979,2.04278702290076,2.07670856658185,2.05974779474131
"ellison","1","9",NA,NA,"air",5.75347791624279,4.02375279755849,4.88861535690064,1.96737591274188,1.76936500547645,1.86837045910916
"clarkduke","G10","ambient",NA,NA,"air",1.21590468108054,-0.154725936662058,0.53058937220924,2.67300362290895,0.424548147981512,1.54877588544523
"clarkharvard","G10","ambient",NA,NA,"air",0.878894102634764,-0.422696705193566,0.228098698720599,1.40783103197273,0.606386255324619,1.00710864364868
"clarkduke","G11","ambient",NA,NA,"air",0.707600382438005,-0.392550314490112,0.157525033973946,2.42299315910805,0.600647789761301,1.51182047443467
"clarkharvard","G11","ambient",NA,NA,"air",-0.472388209834481,-0.288085413494972,-0.380236811664726,0.140912382434071,0.300868398195445,0.220890390314758
"clarkduke","G12","ambient",NA,NA,"air",-0.670077282217601,-0.278967672458941,-0.474522477338271,0.633195710641483,-0.420148967403103,0.10652337161919
"clarkharvard","G12","ambient",NA,NA,"air",-0.347802960200737,-0.297664503283387,-0.322733731742062,0.119866498932313,-0.123953824271163,-0.0020436626694249
"ellison","OUT","ambient",NA,NA,"air",0.188507942708333,-0.880440104166667,-0.345966080729167,0.499105255916346,0.0591618968996515,0.279133576407999
"marchin","OUT","ambient",NA,NA,"air",0.0915824225865211,-0.514921870934166,-0.211669724173823,-0.277784501061571,1.0713921178344,0.396803808386412
"clarkduke","S10","ambient",NA,NA,"air",-1.55419637489159,-0.187158598173975,-0.870677486532784,-0.998773050820707,-0.149128673453283,-0.573950862136995
"clarkharvard","S10","ambient",NA,NA,"air",-0.62161095644067,-0.000257335474637713,-0.310934145957654,-0.158009745872793,0.387545239745493,0.11476774693635
"clarkduke","S11","ambient",NA,NA,"air",-0.936106683004923,-0.167106421976828,-0.551606552490876,-0.643876553579272,-0.126244576196751,-0.385060564888011
"clarkharvard","S11","ambient",NA,NA,"air",-0.621514577475652,0.0336524128812936,-0.293931082297179,-1.21319131217412,-0.840565443279893,-1.02687837772701
"clarkduke","S12","ambient",NA,NA,"air",-1.44008308899092,-0.0494177905503254,-0.744750439770624,-0.788864031334342,0.227447400324754,-0.280708315504794
"clarkharvard","S12","ambient",NA,NA,"air",-0.816379523440371,-0.0814440808188166,-0.448911802129594,0.121693398393212,-0.0925210588494298,0.0145861697718911
"chuine","c6","1","-1","c","air",NA,NA,NA,NA,NA,NA
"chuine","c4","2","-1","c","air",NA,NA,NA,NA,NA,NA
"chuine","c5","1","0","c","air",NA,NA,NA,NA,NA,NA
"chuine","c2","2","0","c","air",NA,NA,NA,NA,NA,NA
"chuine","d2","1","-1","d","air",NA,NA,NA,NA,NA,NA
"chuine","d1","2","-1","d","air",NA,NA,NA,NA,NA,NA
"chuine","d5","1","0","d","air",NA,NA,NA,NA,NA,NA
"chuine","d3","2","0","d","air",NA,NA,NA,NA,NA,NA
"chuine","e5","1","-1","e","air",NA,NA,NA,NA,NA,NA
"chuine","e4","2","-1","e","air",NA,NA,NA,NA,NA,NA
"chuine","e1","1","0","e","air",NA,NA,NA,NA,NA,NA
"chuine","e3","2","0","e","air",NA,NA,NA,NA,NA,NA
"force","1A","0","0","1",NA,NA,NA,NA,-0.0483443708609271,-0.150165562913907,-0.0992549668874172
"force","1H","1","0","1",NA,NA,NA,NA,1.33046357615894,1.47433774834437,1.40240066225166
"cleland","3-4","1","0","1",NA,NA,NA,NA,NA,NA,NA
"cleland","1-3","ambient","0","1",NA,NA,NA,NA,NA,NA,NA
"cleland","33-1","ambient","0","1",NA,NA,NA,NA,NA,NA,NA
"cleland","33-2","ambient","0","1",NA,NA,NA,NA,NA,NA,NA
"cleland","33-3","ambient","0","1",NA,NA,NA,NA,NA,NA,NA
"force","1W","0","1","1",NA,NA,NA,NA,0.264166666666667,-0.250666666666667,0.00674999999999996
"force","1B","1","1","1",NA,NA,NA,NA,1.02980132450331,1.60943708609272,1.31961920529801
"cleland","3-2","1","1","1",NA,NA,NA,NA,NA,NA,NA
"cleland","1-1","ambient","1","1",NA,NA,NA,NA,NA,NA,NA
"farnsworth","3","0",NA,"1",NA,NA,NA,NA,NA,NA,NA
"farnsworth","1","1",NA,"1",NA,NA,NA,NA,NA,NA,NA
"farnsworth","2","ambient",NA,"1",NA,NA,NA,NA,NA,NA,NA
"force","2A","0","0","2",NA,NA,NA,NA,0.92317880794702,-0.0455298013245033,0.438824503311258
"force","2H","1","0","2",NA,NA,NA,NA,0.906622516556291,1.53460264900662,1.22061258278146
"cleland","9-2","1","0","2",NA,NA,NA,NA,NA,NA,NA
"cleland","8-2","ambient","0","2",NA,NA,NA,NA,NA,NA,NA
"force","2W","0","1","2",NA,NA,NA,NA,0.00794701986754966,-0.187913907284768,-0.0899834437086093
"force","2B","1","1","2",NA,NA,NA,NA,1.35165562913907,1.73526490066225,1.54346026490066
"cleland","9-4","1","1","2",NA,NA,NA,NA,NA,NA,NA
"cleland","8-1","ambient","1","2",NA,NA,NA,NA,NA,NA,NA
"farnsworth","5","0",NA,"2",NA,NA,NA,NA,NA,NA,NA
"farnsworth","6","1",NA,"2",NA,NA,NA,NA,NA,NA,NA
"farnsworth","4","ambient",NA,"2",NA,NA,NA,NA,NA,NA,NA
"force","3A","0","0","3",NA,NA,NA,NA,-0.618543046357616,0.157781456953642,-0.230380794701987
"force","3H","1","0","3",NA,NA,NA,NA,0.0874172185430464,1.91605960264901,1.00173841059603
"cleland","6-2","1","0","3",NA,NA,NA,NA,NA,NA,NA
"cleland","5-3","ambient","0","3",NA,NA,NA,NA,NA,NA,NA
"force","3W","0","1","3",NA,NA,NA,NA,-0.259395973154362,0.264765100671141,0.00268456375838917
"force","3B","1","1","3",NA,NA,NA,NA,1.54370860927152,0.880298013245033,1.21200331125828
"cleland","6-3","1","1","3",NA,NA,NA,NA,NA,NA,NA
"cleland","5-2","ambient","1","3",NA,NA,NA,NA,NA,NA,NA
"farnsworth","9","0",NA,"3",NA,NA,NA,NA,NA,NA,NA
"farnsworth","8","1",NA,"3",NA,NA,NA,NA,NA,NA,NA
"farnsworth","7","ambient",NA,"3",NA,NA,NA,NA,NA,NA,NA
"force","4A","0","0","4",NA,NA,NA,NA,-0.256291390728477,0.0379139072847682,-0.109188741721854
"cleland","26-3","1","0","4",NA,NA,NA,NA,NA,NA,NA
"force","4H","1","0","4",NA,NA,NA,NA,1.59403973509934,1.7908940397351,1.69246688741722
"cleland","32-1","ambient","0","4",NA,NA,NA,NA,NA,NA,NA
"cleland","34-1","ambient","0","4",NA,NA,NA,NA,NA,NA,NA
"cleland","34-2","ambient","0","4",NA,NA,NA,NA,NA,NA,NA
"cleland","34-4","ambient","0","4",NA,NA,NA,NA,NA,NA,NA
"force","4W","0","1","4",NA,NA,NA,NA,-0.920529801324503,0.235927152317881,-0.342301324503311
"cleland","26-2","1","1","4",NA,NA,NA,NA,NA,NA,NA
"force","4B","1","1","4",NA,NA,NA,NA,1.01324503311258,1.74056291390728,1.37690397350993
"cleland","32-3","ambient","1","4",NA,NA,NA,NA,NA,NA,NA
"farnsworth","10","0",NA,"4",NA,NA,NA,NA,NA,NA,NA
"farnsworth","12","1",NA,"4",NA,NA,NA,NA,NA,NA,NA
"farnsworth","11","ambient",NA,"4",NA,NA,NA,NA,NA,NA,NA
"cleland","16-3","1","0","5",NA,NA,NA,NA,NA,NA,NA
"cleland","17-2","ambient","0","5",NA,NA,NA,NA,NA,NA,NA
"cleland","16-4","1","1","5",NA,NA,NA,NA,NA,NA,NA
"cleland","17-1","ambient","1","5",NA,NA,NA,NA,NA,NA,NA
"farnsworth","13","0",NA,"5",NA,NA,NA,NA,NA,NA,NA
"farnsworth","15","1",NA,"5",NA,NA,NA,NA,NA,NA,NA
"farnsworth","14","ambient",NA,"5",NA,NA,NA,NA,NA,NA,NA
"cleland","20-3","1","0","6",NA,NA,NA,NA,NA,NA,NA
"cleland","31-4","ambient","0","6",NA,NA,NA,NA,NA,NA,NA
"cleland","35-1","ambient","0","6",NA,NA,NA,NA,NA,NA,NA
"cleland","35-2","ambient","0","6",NA,NA,NA,NA,NA,NA,NA
"cleland","35-3","ambient","0","6",NA,NA,NA,NA,NA,NA,NA
"cleland","20-2","1","1","6",NA,NA,NA,NA,NA,NA,NA
"cleland","31-3","ambient","1","6",NA,NA,NA,NA,NA,NA,NA
"farnsworth","17","0",NA,"6",NA,NA,NA,NA,NA,NA,NA
"farnsworth","16","1",NA,"6",NA,NA,NA,NA,NA,NA,NA
"farnsworth","18","ambient",NA,"6",NA,NA,NA,NA,NA,NA,NA
"cleland","30-4","1","0","7",NA,NA,NA,NA,NA,NA,NA
"cleland","27-3","ambient","0","7",NA,NA,NA,NA,NA,NA,NA
"cleland","30-1","1","1","7",NA,NA,NA,NA,NA,NA,NA
"cleland","27-4","ambient","1","7",NA,NA,NA,NA,NA,NA,NA
"cleland","22-2","1","0","8",NA,NA,NA,NA,NA,NA,NA
"cleland","23-2","ambient","0","8",NA,NA,NA,NA,NA,NA,NA
"cleland","36-1","ambient","0","8",NA,NA,NA,NA,NA,NA,NA
"cleland","36-2","ambient","0","8",NA,NA,NA,NA,NA,NA,NA
"cleland","36-4","ambient","0","8",NA,NA,NA,NA,NA,NA,NA
"cleland","22-3","1","1","8",NA,NA,NA,NA,NA,NA,NA
"cleland","23-3","ambient","1","8",NA,NA,NA,NA,NA,NA,NA
"chuine","a3","ambient","-1","a",NA,NA,NA,NA,NA,NA,NA
"chuine","a5","ambient","0","a",NA,NA,NA,NA,NA,NA,NA
"chuine","b5","ambient","-1","b",NA,NA,NA,NA,NA,NA,NA
"chuine","b1","ambient","0","b",NA,NA,NA,NA,NA,NA,NA
"sherry","10","0","0",NA,NA,NA,NA,NA,NA,NA,NA
"sherry","14","0","0",NA,NA,NA,NA,NA,NA,NA,NA
"sherry","18","0","0",NA,NA,NA,NA,NA,NA,NA,NA
"sherry","2","0","0",NA,NA,NA,NA,NA,NA,NA,NA
"sherry","6","0","0",NA,NA,NA,NA,NA,NA,NA,NA
"sherry","12","1","0",NA,NA,NA,NA,NA,-0.202544571428571,1.90977142857143,0.853613428571429
"sherry","15","1","0",NA,NA,NA,NA,NA,NA,NA,NA
"sherry","19","1","0",NA,NA,NA,NA,NA,NA,NA,NA
"sherry","3","1","0",NA,NA,NA,NA,NA,NA,NA,NA
"sherry","7","1","0",NA,NA,NA,NA,NA,1.88369223685637,2.82561021084011,2.35465122384824
"sherry","11","0","1",NA,NA,NA,NA,NA,NA,NA,NA
"sherry","16","0","1",NA,NA,NA,NA,NA,NA,NA,NA
"sherry","20","0","1",NA,NA,NA,NA,NA,NA,NA,NA
"sherry","4","0","1",NA,NA,NA,NA,NA,-0.475137943558282,1.01299322638037,0.268927641411043
"sherry","8","0","1",NA,NA,NA,NA,NA,NA,NA,NA
"sherry","1","1","1",NA,NA,NA,NA,NA,NA,NA,NA
"sherry","13","1","1",NA,NA,NA,NA,NA,NA,NA,NA
"sherry","17","1","1",NA,NA,NA,NA,NA,NA,NA,NA
"sherry","5","1","1",NA,NA,NA,NA,NA,2.17439216992481,2.38810478345865,2.28124847669173
"sherry","9","1","1",NA,NA,NA,NA,NA,NA,NA,NA
"ellison","11","0",NA,NA,NA,NA,NA,NA,0.3295,0.142541666666666,0.236020833333334
"marchin","11","0",NA,NA,NA,NA,NA,NA,NA,NA,NA
"marchin","2","0",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ellison","4","0",NA,NA,NA,NA,NA,NA,-0.433578125,0.1081875,-0.1626953125
"marchin","5","0",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ellison","6","0",NA,NA,NA,NA,NA,NA,-0.223,-0.67325,-0.448125
"clarkduke","G01","0",NA,NA,NA,NA,NA,NA,NA,NA,NA
"clarkharvard","G02","0",NA,NA,NA,NA,NA,NA,-0.618446612395454,-1.01019400258788,-0.814320307491667
"clarkduke","G04","0",NA,NA,NA,NA,NA,NA,NA,NA,NA
"clarkharvard","G04","0",NA,NA,NA,NA,NA,NA,-0.0736824704681818,-0.327093244951515,-0.200387857709848
"clarkduke","G07","0",NA,NA,NA,NA,NA,NA,NA,NA,NA
"clarkharvard","G07","0",NA,NA,NA,NA,NA,NA,-0.566802167322727,-0.628914204424242,-0.597858185873485
"clarkharvard","S02","0",NA,NA,NA,NA,NA,NA,-4.50969590907119e-05,0.0258229169030303,0.0128889099719698
"clarkduke","S03","0",NA,NA,NA,NA,NA,NA,NA,NA,NA
"clarkduke","S04","0",NA,NA,NA,NA,NA,NA,-1.69430555555558,-0.447395833333335,-1.07085069444446
"clarkharvard","S05","0",NA,NA,NA,NA,NA,NA,0.203095812222727,0.390960037848485,0.297027925035606
"clarkharvard","S07","0",NA,NA,NA,NA,NA,NA,0.657912479040909,0.97602746190303,0.81696997047197
"clarkduke","S08","0",NA,NA,NA,NA,NA,NA,NA,NA,NA
"marchin","1","1",NA,NA,NA,NA,NA,NA,1.83226041666667,0.147479166666666,0.989869791666667
"dunne","10","1",NA,NA,NA,NA,NA,NA,1.02606736566186,1.35377129022863,1.18991932794524
"marchin","10","1",NA,NA,NA,NA,NA,NA,-0.0817732305258996,1.45571797153025,0.686972370502175
"price","10","1",NA,NA,NA,NA,NA,NA,0.824889876828329,0.901434924300744,0.863162400564536
"marchin","12","1",NA,NA,NA,NA,NA,NA,-0.427333333333334,1.33402777777778,0.453347222222222
"dunne","2","1",NA,NA,NA,NA,NA,NA,0.502564221272555,0.373351590693258,0.437957905982906
"price","2","1",NA,NA,NA,NA,NA,NA,0.385841263335936,0.167119626593808,0.276480444964872
"marchin","3","1",NA,NA,NA,NA,NA,NA,-0.870000000000001,0.719999999999999,-0.0750000000000028
"dunne","4","1",NA,NA,NA,NA,NA,NA,0.12115674338035,0.733078940856224,0.427117842118287
"marchin","4","1",NA,NA,NA,NA,NA,NA,0.646666666666667,0.344305555555555,0.495486111111111
"price","4","1",NA,NA,NA,NA,NA,NA,-0.208537951966216,0.549449175244129,0.170455611638956
"dunne","6","1",NA,NA,NA,NA,NA,NA,1.66466985306257,0.887917186726102,1.27629351989434
"marchin","6","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"price","6","1",NA,NA,NA,NA,NA,NA,0.897340148235602,0.441336809654991,0.669338478945296
"marchin","7","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"dunne","8","1",NA,NA,NA,NA,NA,NA,0.0431766981556468,1.12633824411456,0.584757471135103
"ellison","8","1",NA,NA,NA,NA,NA,NA,0.32,-0.77525,-0.227625
"marchin","8","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"price","8","1",NA,NA,NA,NA,NA,NA,-0.214857322404372,0.625529362477231,0.20533602003643
"marchin","9","1",NA,NA,NA,NA,NA,NA,2.21148055555556,0.800991666666667,1.50623611111111
"clarkharvard","G01","1",NA,NA,NA,NA,NA,NA,2.98909581236818,2.96256710855758,2.97583146046288
"clarkduke","G03","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"clarkduke","G05","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"clarkharvard","G06","1",NA,NA,NA,NA,NA,NA,2.91394025667727,2.90278074490303,2.90836050079015
"clarkharvard","G08","1",NA,NA,NA,NA,NA,NA,2.84995439798636,2.89927114892121,2.87461277345379
"clarkduke","G09","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"clarkduke","S02","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"clarkharvard","S03","1",NA,NA,NA,NA,NA,NA,3.13790414538636,3.17159564388485,3.15474989463561
"clarkduke","S05","1",NA,NA,NA,NA,NA,NA,0.14299537037037,2.27360416666667,1.20829976851852
"clarkharvard","S06","1",NA,NA,NA,NA,NA,NA,3.15236929747727,3.15966003804848,3.15601466776288
"clarkharvard","S08","1",NA,NA,NA,NA,NA,NA,3.27460338811364,3.41994564388485,3.34727451599924
"clarkduke","S09","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ellison","3","2",NA,NA,NA,NA,NA,NA,-0.622684210526316,0.704033625730994,0.040674707602339
"clarkduke","G02","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"clarkharvard","G03","2",NA,NA,NA,NA,NA,NA,4.87957409533182,4.80586306804848,4.84271858169015
"clarkharvard","G05","2",NA,NA,NA,NA,NA,NA,4.75429581224091,4.77367619964848,4.7639860059447
