site,species
bolmgren,Vaccinium.myrtillus
gothic,Achillea.millefolium
gothic,Achnatherum.lettermanii
gothic,Aconitum.columbianum
gothic,Adenolinum.lewisii
gothic,Agastache.urticifolia
gothic,Agoseris.aurantiaca
gothic,Agoseris.glauca
gothic,Allium.geyeri
gothic,Amelanchier.alnifolia
gothic,Amerosedum.lanceolatum
gothic,Androsace.septentrionalis
gothic,Anisantha.tectorum
gothic,Antennaria.pulcherrima
gothic,Aphyllon.fasciculatum
gothic,Aquilegia.coerulea
gothic,Artemisia.tridentata
gothic,Astragalus.sp.
gothic,Barbarea.vulgaris
gothic,Bistorta.vivipara
gothic,Boechera.stricta
gothic,Bromelica.spectabilis
gothic,Bromopsis.inermis
gothic,Bromopsis.pumpelliana
gothic,Bromus.sp.
gothic,Calochortus.gunnisonii
gothic,Campanula.rotundifolia
gothic,Cardamine.cordifolia
gothic,Carex.geyeri
gothic,Carex.nigricans
gothic,Carex.sp.
gothic,Carex.viridula
gothic,Castilleja.linariifolia
gothic,Castilleja.sulphurea
gothic,Ceratochloa.carinata
gothic,Chamerion.danielsii
gothic,Chenopodium.album
gothic,Cirsium.sp.
gothic,Claytonia.lanceolata
gothic,Collomia.linearis
gothic,Delphinium.barbeyi
gothic,Delphinium.nuttallianum
gothic,Deschampsia.cespitosa
gothic,Descurainia.incana
gothic,Distegia.involucrata
gothic,Dodecatheon.pulchellum
gothic,Draba.aurea
gothic,Draba.nemorosa
gothic,Elymus.elymoides
gothic,Elymus.glaucus
gothic,Elymus.longifolius
gothic,Elymus.trachycaulus
gothic,Epilobium.brachycarpum
gothic,Eremogone.congesta
gothic,Erigeron.coulteri
gothic,Erigeron.elatior
gothic,Erigeron.flagellaris
gothic,Erigeron.speciosus
gothic,Eriogonum.subalpinum
gothic,Eriogonum.umbellatum
gothic,Erysimum.capitatum
gothic,Erythrocoma.triflorum
gothic,Erythronium.grandiflorum
gothic,Eucephalus.engelmannii
gothic,Festuca.thurberi
gothic,Fragaria.virginiana
gothic,Frasera.speciosa
gothic,Galium.bifolium
gothic,Galium.septentrionale
gothic,Gayophytum.ramosissimum
gothic,Gentiana.parryi
gothic,Gentianella.acuta
gothic,Gentianopsis.barbellata
gothic,Gentianopsis.thermalis
gothic,Geranium.richardsonii
gothic,Hackelia.floribunda
gothic,Helianthella.quinquenervis
gothic,Heliomeris.multiflora
gothic,Heracleum.sphondylium
gothic,Heterotheca.villosa
gothic,Heuchera.parviflora
gothic,Hydrophyllum.capitatum
gothic,Hydrophyllum.fendleri
gothic,Hymenoxys.hoopesii
gothic,Ipomopsis.aggregata
gothic,Koeleria.macrantha
gothic,Lathyrus.leucanthus
gothic,Ligularia.bigelovii
gothic,Ligusticum.porteri
gothic,Lithophragma.glabrum
gothic,Lomatium.dissectum
gothic,Lupinus.sp.
gothic,Mahonia.repens
gothic,Maianthemum.stellatum
gothic,Medicago.lupulina
gothic,Mertensia.ciliata
gothic,Mertensia.fusiformis
gothic,Mimulus.guttatus
gothic,Moehringia.lateriflora
gothic,Muhlenbergia.montana
gothic,Noccaea.fendleri
gothic,Oligosporus.dracunculus
gothic,Orthocarpus.luteus
gothic,Osmorhiza.occidentalis
gothic,Oxypolis.fendleri
gothic,Oxytropis.deflexa
gothic,Paxistima.myrsinites
gothic,Pedicularis.bracteosa
gothic,Pentaphylloides.floribunda
gothic,Phacelia.heterophylla
gothic,Phleum.commutatum
gothic,Phleum.pratense
gothic,Platanthera.hyperborea
gothic,Poa.alpina
gothic,Poa.pratensis
gothic,Poa.tracyi
gothic,Polygonum.aviculare
gothic,Polygonum.douglasii
gothic,Potentilla.hippiana
gothic,Potentilla.pulcherrima
gothic,Pseudocymopterus.montanus
gothic,Pyrrocoma.crocea
gothic,Ranunculus.inamoenus
gothic,Rosa.woodsii
gothic,Rush.sp.
gothic,Salix.brachycarpa
gothic,Salix.drummondiana
gothic,Salix.geyeriana
gothic,Salix.monticola
gothic,Salix.sp.
gothic,Salix.wolfii
gothic,Senecio.integerrimus
gothic,Senecio.serra
gothic,Senecio.triangularis
gothic,Sidalcea.candida
gothic,Silene.antirrhina
gothic,Solidago.multiradiata
gothic,Stellaria.longifolia
gothic,Swertia.perennis
gothic,Symphyotrichum.foliaceum
gothic,Taraxacum.officinale
gothic,Thalictrum.fendleri
gothic,Tolmachevia.integrifolia
gothic,Tragopogon.dubius
gothic,Trifolium.hybridum
gothic,Trifolium.pratense
gothic,Trifolium.repens
gothic,Trisetum.spicatum
gothic,Valeriana.edulis
gothic,Valeriana.occidentalis
gothic,Veratrum.tenuipetalum
gothic,Veronica.americana
gothic,Vicia.americana
gothic,Viola.adunca
gothic,Viola.praemorsa
gothic,Zigadenus.elegans
uwm,Acer.saccharum
uwm,Amelanchier.NA
uwm,Betula.alleghaniensis
uwm,Betula.papyrifera
uwm,Carpinus.caroliniana
uwm,Carya.cordiformis
uwm,Carya.ovata
uwm,Cornus.alternifolia
uwm,Cornus.racemosa
uwm,Cornus.sericea
uwm,Crataegus.NA
uwm,Dirca.palustris
uwm,Fagus.grandifolia
uwm,Fraxinus.americana
uwm,Fraxinus.nigra
uwm,Hamamelis.virginiana
uwm,Ilex.verticillata
uwm,Larix.laricina
uwm,Ostrya.virginiana
uwm,Populus.tremuloides
uwm,Prunus.serotina
uwm,Quercus.rubra
uwm,Tilia.americana
uwm,Ulmus.americana
uwm,Viburnum.lentago
uwm,Viburnum.NA
uwm,Viburnum.opulus
rousi,Betula.pendula
rousi,Betula.pubescens
