Experiment	Year	Species	Plot	Treatment	NumSpecies	CumGDDBud	CumGDDFlwr	FlwDuration	FlwHt	FlwrDay	BudDay	EndFlwr	SeedDay
249	2011	Koeleria cristata	268	1-Low	1	175	367.5	1	30	181	157	188	 
249	2011	Koeleria cristata	299	0-Ambient	16	 	281	1	50	171	 	178	 
249	2011	Koeleria cristata	299	1-Low	16	107.5	281	1	45	171	151	178	181
249	2011	Koeleria cristata	301	0-Ambient	16	107.5	 	 	 	 	151	 	 
249	2011	Koeleria cristata	301	2-High	16	107.5	219	1	47	164	151	171	 
249	2011	Koeleria cristata	301	1-Low	16	107.5	281	1	47	171	151	178	 
249	2011	Koeleria cristata	328	2-High	16	52.5	281	1	36	171	141	178	181
249	2011	Koeleria cristata	328	1-Low	16	107.5	281	1	39	171	151	178	181
249	2011	Koeleria cristata	328	1-Low	16	175	281	1	50	171	157	178	181
249	2011	Lespedeza capitata	29	0-Ambient	1	367.5	708	2	77	206	181	220	220
249	2011	Lespedeza capitata	29	0-Ambient	1	 	962.5	1	62	227	 	234	235
249	2011	Lespedeza capitata	29	0-Ambient	1	367.5	1053	 	85	235	181	235	 
249	2011	Lespedeza capitata	29	2-High	1	 	893.5	1	55	220	 	227	227
249	2011	Lespedeza capitata	29	2-High	1	 	962.5	 	53	227	 	227	 
249	2011	Lespedeza capitata	29	2-High	1	367.5	 	 	 	 	181	 	 
249	2011	Lespedeza capitata	29	1-Low	1	367.5	1053	 	70	235	181	235	 
249	2011	Lespedeza capitata	29	1-Low	1	367.5	 	 	 	 	181	 	 
249	2011	Lespedeza capitata	78	0-Ambient	32	219	893.5	2	104	220	164	234	235
249	2011	Lespedeza capitata	78	0-Ambient	32	 	1053	 	69	235	 	235	 
249	2011	Lespedeza capitata	78	2-High	32	219	817.5	2	77	214	164	228	227
249	2011	Lespedeza capitata	78	2-High	32	219	893.5	2	58	220	164	234	235
249	2011	Lespedeza capitata	78	2-High	32	219	893.5	2	105	220	164	234	235
249	2011	Lespedeza capitata	78	1-Low	32	219	893.5	2	89	220	164	234	235
249	2011	Lespedeza capitata	78	1-Low	32	 	1053	 	67	235	 	235	 
249	2011	Lespedeza capitata	78	1-Low	32	432.5	 	 	 	 	186	 	 
249	2011	Lespedeza capitata	82	0-Ambient	16	219	893.5	3	112	220	164	241	235
249	2011	Lespedeza capitata	82	0-Ambient	16	219	893.5	2	81	220	164	234	235
249	2011	Lespedeza capitata	82	0-Ambient	16	219	 	 	 	 	164	 	 
249	2011	Lespedeza capitata	82	2-High	16	219	817.5	2	67	214	164	228	227
249	2011	Lespedeza capitata	82	2-High	16	 	893.5	1	61	220	 	227	227
249	2011	Lespedeza capitata	82	2-High	16	219	 	 	 	 	164	 	 
249	2011	Lespedeza capitata	82	1-Low	16	281	515	3	100	202	171	223	220
249	2011	Lespedeza capitata	82	1-Low	16	219	817.5	4	117	214	164	242	244
249	2011	Lespedeza capitata	82	1-Low	16	367.5	817.5	2	81	214	181	228	227
249	2011	Lespedeza capitata	108	0-Ambient	16	219	817.5	3	95	214	164	235	235
249	2011	Lespedeza capitata	108	0-Ambient	16	 	962.5	 	54	227	 	227	 
249	2011	Lespedeza capitata	108	1-Low	16	432.5	893.5	 	47	220	186	220	 
249	2011	Lespedeza capitata	202	0-Ambient	16	219	962.5	2	88	227	164	241	235
249	2011	Lespedeza capitata	202	2-High	16	219	893.5	2	119	220	164	234	235
249	2011	Lespedeza capitata	202	1-Low	16	219	962.5	1	94	227	164	234	235
249	2011	Lespedeza capitata	220	0-Ambient	16	 	962.5	1	71	227	 	234	235
249	2011	Lespedeza capitata	220	0-Ambient	16	 	962.5	1	65	227	 	234	235
249	2011	Lespedeza capitata	220	0-Ambient	16	367.5	1053	 	66	235	181	235	 
249	2011	Lespedeza capitata	220	2-High	16	219	817.5	1	72	214	164	221	220
249	2011	Lespedeza capitata	220	2-High	16	219	893.5	1	103	220	164	227	 
249	2011	Lespedeza capitata	220	1-Low	16	219	515	3	93	202	164	223	220
249	2011	Lespedeza capitata	220	1-Low	16	281	962.5	1	95	227	171	234	235
249	2011	Lespedeza capitata	249	0-Ambient	32	367.5	962.5	1	97	227	181	234	235
249	2011	Lespedeza capitata	249	0-Ambient	32	367.5	 	 	 	 	181	 	 
249	2011	Lespedeza capitata	249	2-High	32	515	515	3	75	202	192	223	220
249	2011	Lespedeza capitata	249	1-Low	32	432.5	708	3	65	206	186	227	227
249	2011	Lespedeza capitata	249	1-Low	32	367.5	1053	1	101	235	181	242	244
249	2011	Lespedeza capitata	249	1-Low	32	432.5	1053	1	82	235	186	242	244
249	2011	Lespedeza capitata	253	0-Ambient	16	219	962.5	2	85	227	164	241	244
249	2011	Lespedeza capitata	253	0-Ambient	16	281	962.5	2	73	227	171	241	244
249	2011	Lespedeza capitata	253	2-High	16	281	817.5	2	81	214	171	228	227
249	2011	Lespedeza capitata	253	2-High	16	432.5	962.5	1	86	227	186	234	235
249	2011	Lespedeza capitata	253	1-Low	16	432.5	893.5	1	50	220	186	227	227
249	2011	Lespedeza capitata	253	1-Low	16	367.5	962.5	1	69	227	181	234	235
249	2011	Lespedeza capitata	253	1-Low	16	 	1053	 	64	235	 	235	 
249	2011	Lespedeza capitata	273	0-Ambient	16	515	962.5	1	73	227	192	234	235
249	2011	Lespedeza capitata	273	2-High	16	219	 	 	 	 	164	 	 
249	2011	Lespedeza capitata	273	1-Low	16	 	962.5	 	52	227	 	227	 
249	2011	Lespedeza capitata	299	0-Ambient	16	281	893.5	2	103	220	171	234	235
249	2011	Lespedeza capitata	299	0-Ambient	16	367.5	893.5	3	73	220	181	241	244
249	2011	Lespedeza capitata	299	0-Ambient	16	219	962.5	2	117	227	164	241	244
249	2011	Lespedeza capitata	299	2-High	16	219	817.5	1	82	214	164	221	220
249	2011	Lespedeza capitata	299	2-High	16	281	817.5	3	108	214	171	235	235
249	2011	Lespedeza capitata	299	2-High	16	219	1053	1	128	235	164	242	244
249	2011	Lespedeza capitata	299	1-Low	16	367.5	962.5	1	103	227	181	234	235
249	2011	Lespedeza capitata	299	1-Low	16	432.5	962.5	1	58	227	186	234	235
249	2011	Lespedeza capitata	299	1-Low	16	 	962.5	1	84	227	 	234	235
249	2011	Lespedeza capitata	301	0-Ambient	16	281	817.5	3	85	214	171	235	235
249	2011	Lespedeza capitata	301	0-Ambient	16	219	893.5	2	89	220	164	234	235
249	2011	Lespedeza capitata	301	0-Ambient	16	 	1053	 	56	235	 	235	 
249	2011	Lespedeza capitata	301	2-High	16	281	893.5	2	93	220	171	234	235
249	2011	Lespedeza capitata	301	2-High	16	219	 	 	 	 	164	 	227
249	2011	Lespedeza capitata	301	2-High	16	281	 	 	 	 	171	 	 
249	2011	Lespedeza capitata	301	1-Low	16	219	893.5	2	99	221	164	235	235
249	2011	Lespedeza capitata	301	1-Low	16	219	962.5	1	103	227	164	234	235
249	2011	Lespedeza capitata	301	1-Low	16	219	962.5	1	102	227	164	234	235
249	2011	Lespedeza capitata	328	0-Ambient	16	219	708	3	79	206	164	227	 
249	2011	Lespedeza capitata	328	0-Ambient	16	219	817.5	2	75	214	164	228	227
249	2011	Lespedeza capitata	328	0-Ambient	16	219	1053	 	101	235	164	235	 
249	2011	Lespedeza capitata	328	2-High	16	281	515	2	77	202	171	216	214
249	2011	Lespedeza capitata	328	2-High	16	219	708	 	108	206	164	206	227
249	2011	Lespedeza capitata	328	2-High	16	219	708	 	110	206	164	206	 
249	2011	Lespedeza capitata	328	1-Low	16	219	962.5	1	72	227	164	234	235
249	2011	Lespedeza capitata	328	1-Low	16	 	962.5	1	55	227	 	234	235
249	2011	Liatris aspera	78	0-Ambient	32	515	1146.5	2	70	244	192	258	259
249	2011	Liatris aspera	78	2-High	32	367.5	1053	3	80	235	181	256	259
249	2011	Liatris aspera	78	2-High	32	367.5	1146.5	3	84	244	181	265	259
249	2011	Liatris aspera	78	1-Low	32	367.5	 	 	 	 	181	 	 
249	2011	Liatris aspera	82	0-Ambient	16	367.5	1205	3	90	252	181	273	266
249	2011	Liatris aspera	82	2-High	16	432.5	 	 	 	 	186	 	 
249	2011	Liatris aspera	82	1-Low	16	775.5	1205	3	90	252	211	273	266
249	2011	Liatris aspera	82	1-Low	16	775.5	 	 	 	 	211	 	 
249	2011	Liatris aspera	108	0-Ambient	16	367.5	1146.5	3	92	244	181	265	259
249	2011	Liatris aspera	108	0-Ambient	16	367.5	1146.5	3	78	244	181	265	259
249	2011	Liatris aspera	108	2-High	16	367.5	1205	2	88	252	181	266	266
249	2011	Liatris aspera	167	1-Low	1	367.5	1053	3	63	235	181	256	259
249	2011	Liatris aspera	202	0-Ambient	16	367.5	1053	4	100	235	181	263	259
249	2011	Liatris aspera	202	0-Ambient	16	432.5	1205	1	93	252	186	259	259
249	2011	Liatris aspera	202	0-Ambient	16	432.5	 	 	 	 	186	 	 
249	2011	Liatris aspera	249	0-Ambient	32	432.5	 	 	 	 	186	 	 
249	2011	Liatris aspera	249	2-High	32	432.5	1205	3	101	252	186	273	266
249	2011	Liatris aspera	253	0-Ambient	16	432.5	 	 	 	 	186	 	 
249	2011	Liatris aspera	253	2-High	16	367.5	 	 	 	 	181	 	 
249	2011	Liatris aspera	253	1-Low	16	367.5	1146.5	4	95	244	181	272	266
249	2011	Liatris aspera	253	1-Low	16	 	1146.5	3	98	244	 	265	259
249	2011	Liatris aspera	253	1-Low	16	432.5	 	 	 	 	186	 	 
249	2011	Liatris aspera	273	0-Ambient	16	515	1245	1	99	259	192	266	266
249	2011	Liatris aspera	273	2-High	16	432.5	 	 	 	 	186	 	 
249	2011	Liatris aspera	273	1-Low	16	432.5	1205	 	103	252	186	252	 
249	2011	Liatris aspera	299	0-Ambient	16	367.5	962.5	3	75	227	181	248	244
249	2011	Liatris aspera	299	1-Low	16	367.5	1146.5	2	78	244	181	258	259
249	2011	Liatris aspera	301	0-Ambient	16	367.5	1146.5	4	100	244	181	272	266
249	2011	Liatris aspera	301	0-Ambient	16	432.5	1146.5	2	75	244	186	258	259
249	2011	Liatris aspera	301	0-Ambient	16	515	1205	1	70	252	192	259	259
249	2011	Liatris aspera	301	2-High	16	367.5	1205	1	92	252	181	259	259
249	2011	Liatris aspera	301	1-Low	16	367.5	1205	4	95	252	181	280	273
249	2011	Liatris aspera	301	1-Low	16	367.5	1205	4	103	252	181	280	273
249	2011	Liatris aspera	328	1-Low	16	432.5	1146.5	3	96	244	186	265	259
249	2011	Lupinus perennis	78	0-Ambient	32	73	107.5	1	34	151	144	158	164
249	2011	Lupinus perennis	78	0-Ambient	32	107.5	175	2	38	157	151	171	171
249	2011	Lupinus perennis	78	2-High	32	18.5	25	3	19	136	131	157	151
249	2011	Lupinus perennis	78	1-Low	32	18.5	73	2	33	144	131	158	157
249	2011	Lupinus perennis	78	1-Low	32	73	 	 	 	 	144	 	 
249	2011	Lupinus perennis	82	0-Ambient	16	25	107.5	3	26	151	136	172	164
249	2011	Lupinus perennis	82	0-Ambient	16	73	107.5	2	38	151	144	165	164
249	2011	Lupinus perennis	82	0-Ambient	16	 	175	2	29	157	 	171	171
249	2011	Lupinus perennis	82	2-High	16	73	73	2	43	144	144	158	157
249	2011	Lupinus perennis	82	2-High	16	73	107.5	1	23	151	144	158	171
249	2011	Lupinus perennis	82	1-Low	16	18.5	73	3	34	144	131	165	164
249	2011	Lupinus perennis	82	1-Low	16	73	107.5	4	36	151	144	179	181
249	2011	Lupinus perennis	82	1-Low	16	25	175	1	25	157	136	164	 
249	2011	Lupinus perennis	83	0-Ambient	1	25	107.5	2	33	151	136	165	157
249	2011	Lupinus perennis	83	0-Ambient	1	73	107.5	1	32	151	144	158	 
249	2011	Lupinus perennis	108	0-Ambient	16	25	107.5	1	28	151	136	158	 
249	2011	Lupinus perennis	108	0-Ambient	16	73	107.5	3	34	151	144	172	171
249	2011	Lupinus perennis	108	0-Ambient	16	 	107.5	2	24	151	 	165	 
249	2011	Lupinus perennis	108	2-High	16	18.5	73	2	38	144	131	158	 
249	2011	Lupinus perennis	108	2-High	16	73	175	2	35	157	144	171	171
249	2011	Lupinus perennis	108	2-High	16	73	 	 	 	 	144	 	 
249	2011	Lupinus perennis	108	1-Low	16	18.5	73	1	22	144	131	151	 
249	2011	Lupinus perennis	202	2-High	16	18.5	73	3	34	144	131	165	 
249	2011	Lupinus perennis	202	2-High	16	73	107.5	1	35	151	144	158	 
249	2011	Lupinus perennis	202	2-High	16	73	107.5	2	38	151	144	165	164
249	2011	Lupinus perennis	202	1-Low	16	18.5	73	2	32	144	131	158	157
249	2011	Lupinus perennis	202	1-Low	16	73	175	1	33	157	144	164	164
249	2011	Lupinus perennis	220	0-Ambient	16	73	107.5	3	32	151	144	172	 
249	2011	Lupinus perennis	220	0-Ambient	16	73	107.5	3	39	151	144	172	171
249	2011	Lupinus perennis	220	0-Ambient	16	73	175	2	41	157	144	171	171
249	2011	Lupinus perennis	220	2-High	16	18.5	73	3	31	144	131	165	 
249	2011	Lupinus perennis	220	1-Low	16	18.5	73	3	38	144	131	165	171
249	2011	Lupinus perennis	220	1-Low	16	73	175	1	37	157	144	164	181
249	2011	Lupinus perennis	220	1-Low	16	73	175	2	45	157	144	171	 
249	2011	Lupinus perennis	249	0-Ambient	32	18.5	107.5	2	31	151	131	165	164
249	2011	Lupinus perennis	249	0-Ambient	32	73	107.5	2	37	151	144	165	 
249	2011	Lupinus perennis	249	2-High	32	18.5	73	4	32	144	131	172	164
249	2011	Lupinus perennis	249	2-High	32	73	107.5	2	29	151	144	165	 
249	2011	Lupinus perennis	249	2-High	32	73	175	2	38	157	144	171	164
249	2011	Lupinus perennis	249	1-Low	32	73	73	4	32	144	144	172	164
249	2011	Lupinus perennis	249	1-Low	32	73	175	3	29	157	144	178	171
249	2011	Lupinus perennis	253	0-Ambient	16	18.5	73	3	25	144	131	165	164
249	2011	Lupinus perennis	253	0-Ambient	16	73	73	3	24	144	144	165	 
249	2011	Lupinus perennis	253	0-Ambient	16	73	107.5	3	26	151	144	172	164
249	2011	Lupinus perennis	253	2-High	16	25	107.5	2	36	151	136	165	 
249	2011	Lupinus perennis	253	2-High	16	 	107.5	1	21	151	 	158	 
249	2011	Lupinus perennis	253	1-Low	16	25	107.5	2	36	151	136	165	164
249	2011	Lupinus perennis	253	1-Low	16	107.5	 	 	 	 	151	 	164
249	2011	Lupinus perennis	273	2-High	16	73	107.5	1	44	151	144	158	 
249	2011	Lupinus perennis	273	2-High	16	 	107.5	2	36	151	 	165	 
249	2011	Lupinus perennis	273	1-Low	16	73	 	 	 	 	144	 	 
249	2011	Lupinus perennis	299	0-Ambient	16	25	73	2	26	144	136	158	 
249	2011	Lupinus perennis	299	0-Ambient	16	73	107.5	3	30	151	144	172	171
249	2011	Lupinus perennis	299	2-High	16	18.5	107.5	1	46	151	131	158	164
249	2011	Lupinus perennis	299	2-High	16	73	 	1	40	 	144	 	 
249	2011	Lupinus perennis	299	1-Low	16	73	107.5	2	45	151	144	165	164
249	2011	Lupinus perennis	299	1-Low	16	73	107.5	3	37	151	144	172	171
249	2011	Lupinus perennis	299	1-Low	16	25	 	 	 	 	136	 	 
249	2011	Lupinus perennis	301	0-Ambient	16	25	107.5	3	32	151	136	172	171
249	2011	Lupinus perennis	301	0-Ambient	16	73	107.5	2	37	151	144	165	164
249	2011	Lupinus perennis	301	0-Ambient	16	73	107.5	3	29	151	144	172	171
249	2011	Lupinus perennis	301	2-High	16	18.5	73	2	32	144	131	158	157
249	2011	Lupinus perennis	301	2-High	16	73	107.5	2	28	151	144	165	171
249	2011	Lupinus perennis	301	1-Low	16	25	107.5	3	32	151	136	172	171
249	2011	Lupinus perennis	328	0-Ambient	16	73	107.5	2	31	151	144	165	164
249	2011	Lupinus perennis	328	0-Ambient	16	73	107.5	2	10	151	144	165	164
249	2011	Lupinus perennis	328	2-High	16	25	107.5	1	35	151	136	158	 
249	2011	Lupinus perennis	328	2-High	16	107.5	175	1	27	157	151	164	 
249	2011	Lupinus perennis	328	1-Low	16	25	73	3	36	144	136	165	 
249	2011	Poa pratensis	78	2-High	32	25	175	1	39	157	136	164	164
249	2011	Poa pratensis	108	2-High	16	18.5	175	1	39	157	131	164	164
249	2011	Poa pratensis	108	2-High	16	73	 	 	 	 	144	 	 
249	2011	Poa pratensis	237	0-Ambient	1	18.5	175	1	38	157	131	164	171
249	2011	Poa pratensis	249	0-Ambient	32	18.5	175	1	57	157	131	164	 
249	2011	Poa pratensis	249	0-Ambient	32	18.5	175	1	51	157	131	164	 
249	2011	Poa pratensis	249	0-Ambient	32	25	175	1	60	157	136	164	 
249	2011	Poa pratensis	249	2-High	32	18.5	107.5	1	37	151	131	158	164
249	2011	Poa pratensis	249	1-Low	32	18.5	175	1	40	157	131	164	 
249	2011	Poa pratensis	249	1-Low	32	73	175	1	42	157	144	164	164
249	2011	Poa pratensis	253	0-Ambient	16	25	 	 	 	 	136	 	164
249	2011	Poa pratensis	273	0-Ambient	16	107.5	175	1	48	157	151	164	164
249	2011	Poa pratensis	273	2-High	16	25	 	 	 	 	136	 	164
249	2011	Poa pratensis	273	1-Low	16	18.5	175	1	40	157	131	164	164
249	2011	Poa pratensis	273	1-Low	16	18.5	175	2	51	157	131	171	171
249	2011	Poa pratensis	273	1-Low	16	25	175	1	49	157	136	164	164
249	2011	Poa pratensis	301	0-Ambient	16	25	175	1	33	157	136	164	164
249	2011	Poa pratensis	301	1-Low	16	25	 	 	 	 	136	 	164
249	2011	Poa pratensis	328	2-High	16	107.5	175	1	35	157	151	164	164
249	2011	Poa pratensis	328	1-Low	16	73	175	1	40	157	144	164	164
249	2011	Schizachyrium scoparium	78	0-Ambient	32	 	817.5	2	68	214	 	228	227
249	2011	Schizachyrium scoparium	78	0-Ambient	32	 	893.5	1	53	220	 	227	227
249	2011	Schizachyrium scoparium	78	2-High	32	 	893.5	1	66	220	 	227	227
249	2011	Schizachyrium scoparium	78	2-High	32	 	893.5	2	72	220	 	234	235
249	2011	Schizachyrium scoparium	78	2-High	32	 	1053	2	84	235	 	249	244
249	2011	Schizachyrium scoparium	78	1-Low	32	 	817.5	2	79	214	 	228	227
249	2011	Schizachyrium scoparium	78	1-Low	32	 	817.5	1	80	214	 	221	220
249	2011	Schizachyrium scoparium	78	1-Low	32	 	893.5	2	55	220	 	234	235
249	2011	Schizachyrium scoparium	82	0-Ambient	16	 	962.5	3	77	227	 	248	252
249	2011	Schizachyrium scoparium	82	0-Ambient	16	 	962.5	3	46	227	 	248	252
249	2011	Schizachyrium scoparium	82	2-High	16	 	817.5	2	80	214	 	228	227
249	2011	Schizachyrium scoparium	82	2-High	16	 	817.5	1	73	214	 	221	220
249	2011	Schizachyrium scoparium	82	2-High	16	 	893.5	1	78	220	 	227	227
249	2011	Schizachyrium scoparium	82	1-Low	16	 	708	1	63	206	 	213	214
249	2011	Schizachyrium scoparium	82	1-Low	16	 	817.5	2	85	214	 	228	227
249	2011	Schizachyrium scoparium	82	1-Low	16	 	817.5	1	81	214	 	221	220
249	2011	Schizachyrium scoparium	108	2-High	16	 	817.5	2	71	214	 	228	227
249	2011	Schizachyrium scoparium	108	2-High	16	 	817.5	1	81	214	 	221	220
249	2011	Schizachyrium scoparium	108	2-High	16	 	893.5	2	76	220	 	234	235
249	2011	Schizachyrium scoparium	108	1-Low	16	 	817.5	2	87	214	 	228	220
249	2011	Schizachyrium scoparium	108	1-Low	16	 	817.5	2	74	214	 	228	227
249	2011	Schizachyrium scoparium	108	1-Low	16	 	893.5	1	72	220	 	227	227
249	2011	Schizachyrium scoparium	202	2-High	16	 	817.5	2	69	214	 	228	220
249	2011	Schizachyrium scoparium	202	1-Low	16	 	817.5	1	85	214	 	221	220
249	2011	Schizachyrium scoparium	202	1-Low	16	 	893.5	3	77	220	 	241	235
249	2011	Schizachyrium scoparium	220	0-Ambient	16	 	893.5	1	86	220	 	227	227
249	2011	Schizachyrium scoparium	220	0-Ambient	16	 	893.5	1	88	220	 	227	227
249	2011	Schizachyrium scoparium	220	0-Ambient	16	 	1053	2	45	235	 	249	244
249	2011	Schizachyrium scoparium	220	2-High	16	 	817.5	2	74	214	 	228	220
249	2011	Schizachyrium scoparium	220	2-High	16	 	893.5	4	70	220	 	248	244
249	2011	Schizachyrium scoparium	220	1-Low	16	 	893.5	3	69	220	 	241	235
249	2011	Schizachyrium scoparium	220	1-Low	16	 	893.5	1	90	220	 	227	227
249	2011	Schizachyrium scoparium	220	1-Low	16	 	962.5	2	88	227	 	241	235
249	2011	Schizachyrium scoparium	249	2-High	32	 	893.5	1	104	220	 	227	227
249	2011	Schizachyrium scoparium	249	2-High	32	 	1053	1	77	235	 	242	244
249	2011	Schizachyrium scoparium	249	1-Low	32	 	893.5	1	77	220	 	227	227
249	2011	Schizachyrium scoparium	249	1-Low	32	 	893.5	2	46	220	 	234	235
249	2011	Schizachyrium scoparium	253	0-Ambient	16	 	893.5	1	68	220	 	227	227
249	2011	Schizachyrium scoparium	253	0-Ambient	16	 	893.5	2	63	220	 	234	235
249	2011	Schizachyrium scoparium	253	0-Ambient	16	 	962.5	1	69	227	 	234	235
249	2011	Schizachyrium scoparium	253	2-High	16	 	515	3	77	202	 	223	220
249	2011	Schizachyrium scoparium	253	2-High	16	 	817.5	1	71	214	 	221	220
249	2011	Schizachyrium scoparium	253	1-Low	16	 	962.5	1	80	227	 	234	235
249	2011	Schizachyrium scoparium	253	1-Low	16	 	1053	2	74	235	 	249	244
249	2011	Schizachyrium scoparium	273	0-Ambient	16	 	817.5	4	68	214	 	242	235
249	2011	Schizachyrium scoparium	273	0-Ambient	16	 	1053	2	61	235	 	249	252
249	2011	Schizachyrium scoparium	273	1-Low	16	 	1053	1	87	235	 	242	244
249	2011	Schizachyrium scoparium	280	0-Ambient	1	 	893.5	2	37	220	 	234	235
249	2011	Schizachyrium scoparium	280	0-Ambient	1	 	962.5	1	73	227	 	234	235
249	2011	Schizachyrium scoparium	280	2-High	1	 	893.5	2	73	220	 	234	235
249	2011	Schizachyrium scoparium	280	2-High	1	 	893.5	1	65	220	 	227	220
249	2011	Schizachyrium scoparium	280	2-High	1	 	1053	1	50	235	 	242	244
249	2011	Schizachyrium scoparium	280	1-Low	1	 	962.5	2	66	227	 	241	235
249	2011	Schizachyrium scoparium	280	1-Low	1	 	962.5	1	75	227	 	234	235
249	2011	Schizachyrium scoparium	280	1-Low	1	 	962.5	2	64	227	 	241	235
249	2011	Schizachyrium scoparium	299	2-High	16	 	817.5	1	77	214	 	221	220
249	2011	Schizachyrium scoparium	299	2-High	16	 	893.5	1	60	220	 	227	227
249	2011	Schizachyrium scoparium	299	2-High	16	 	1053	1	82	235	 	242	235
249	2011	Schizachyrium scoparium	299	1-Low	16	 	962.5	2	78	227	 	241	244
249	2011	Schizachyrium scoparium	301	0-Ambient	16	 	817.5	1	81	214	 	221	227
249	2011	Schizachyrium scoparium	301	0-Ambient	16	 	817.5	2	86	214	 	228	235
249	2011	Schizachyrium scoparium	301	0-Ambient	16	 	1053	1	62	235	 	242	235
249	2011	Schizachyrium scoparium	301	2-High	16	 	708	2	81	206	 	220	220
249	2011	Schizachyrium scoparium	301	2-High	16	 	708	2	70	206	 	220	214
249	2011	Schizachyrium scoparium	301	2-High	16	 	893.5	2	59	220	 	234	235
249	2011	Schizachyrium scoparium	301	1-Low	16	 	817.5	2	70	214	 	228	235
249	2011	Schizachyrium scoparium	301	1-Low	16	 	817.5	1	96	214	 	221	220
249	2011	Schizachyrium scoparium	301	1-Low	16	 	1053	1	67	235	 	242	244
249	2011	Schizachyrium scoparium	328	0-Ambient	16	 	1087	 	76	238	 	238	 
249	2011	Schizachyrium scoparium	328	1-Low	16	 	1053	1	86	 	 	 	235
249	2011	Solidago rigida	78	0-Ambient	32	 	1053	2	96	235	 	249	244
249	2011	Solidago rigida	78	0-Ambient	32	 	1053	3	58	235	 	256	252
249	2011	Solidago rigida	78	2-High	32	 	1053	2	81	235	 	249	244
249	2011	Solidago rigida	82	0-Ambient	16	 	962.5	3	73	227	 	248	244
249	2011	Solidago rigida	82	2-High	16	 	962.5	4	65	227	 	255	252
249	2011	Solidago rigida	82	2-High	16	 	1053	3	83	235	 	256	252
249	2011	Solidago rigida	82	1-Low	16	 	962.5	3	70	227	 	248	244
249	2011	Solidago rigida	82	1-Low	16	 	962.5	3	69	227	 	248	244
249	2011	Solidago rigida	82	1-Low	16	 	962.5	3	86	227	 	248	244
249	2011	Solidago rigida	108	0-Ambient	16	 	962.5	3	78	227	 	248	244
249	2011	Solidago rigida	108	0-Ambient	16	 	1146.5	2	72	244	 	258	252
249	2011	Solidago rigida	108	0-Ambient	16	 	1146.5	2	58	244	 	258	252
249	2011	Solidago rigida	108	1-Low	16	 	962.5	4	58	227	 	255	252
249	2011	Solidago rigida	108	1-Low	16	 	962.5	4	55	227	 	255	252
249	2011	Solidago rigida	108	1-Low	16	 	1053	3	64	235	 	256	252
249	2011	Solidago rigida	202	0-Ambient	16	 	1053	3	75	235	 	256	252
249	2011	Solidago rigida	202	2-High	16	 	962.5	3	82	227	 	248	244
249	2011	Solidago rigida	202	1-Low	16	 	1053	3	71	235	 	256	252
249	2011	Solidago rigida	202	1-Low	16	 	1053	3	80	235	 	256	252
249	2011	Solidago rigida	220	0-Ambient	16	 	962.5	3	84	227	 	248	244
249	2011	Solidago rigida	220	2-High	16	 	893.5	3	87	220	 	241	235
249	2011	Solidago rigida	220	2-High	16	 	1053	1	87	235	 	242	244
249	2011	Solidago rigida	220	2-High	16	 	1053	2	82	235	 	249	252
249	2011	Solidago rigida	249	1-Low	32	 	1053	3	104	235	 	256	252
249	2011	Solidago rigida	253	0-Ambient	16	 	1146.5	3	82	244	 	265	259
249	2011	Solidago rigida	253	2-High	16	 	817.5	3	76	214	 	235	235
249	2011	Solidago rigida	273	0-Ambient	16	 	962.5	2	90	227	 	241	235
249	2011	Solidago rigida	273	1-Low	16	 	1053	2	74	235	 	249	244
249	2011	Solidago rigida	299	0-Ambient	16	 	962.5	3	78	227	 	248	244
249	2011	Solidago rigida	299	1-Low	16	 	1053	2	68	235	 	249	244
249	2011	Solidago rigida	299	1-Low	16	 	1053	3	88	235	 	256	252
249	2011	Solidago rigida	301	0-Ambient	16	 	1053	2	73	235	 	249	244
249	2011	Solidago rigida	301	1-Low	16	 	1146.5	2	74	244	 	258	252
249	2011	Sorghastrum nutans	108	0-Ambient	16	 	962.5	1	110	227	 	234	235
249	2011	Sorghastrum nutans	108	1-Low	16	 	893.5	1	116	220	 	227	227
249	2011	Sorghastrum nutans	202	2-High	16	 	893.5	2	126	220	 	234	235
249	2011	Sorghastrum nutans	220	0-Ambient	16	 	962.5	1	117	227	 	234	235
249	2011	Sorghastrum nutans	253	0-Ambient	16	 	962.5	1	128	227	 	234	235
249	2011	Sorghastrum nutans	253	0-Ambient	16	 	1053	1	122	235	 	242	244
249	2011	Sorghastrum nutans	282	0-Ambient	1	 	893.5	2	89	220	 	234	235
249	2011	Sorghastrum nutans	282	0-Ambient	1	 	893.5	2	110	220	 	234	235
249	2011	Sorghastrum nutans	282	0-Ambient	1	 	893.5	2	103	220	 	234	235
249	2011	Sorghastrum nutans	282	2-High	1	 	708	4	100	206	 	234	235
249	2011	Sorghastrum nutans	282	2-High	1	 	893.5	2	137	220	 	234	235
249	2011	Sorghastrum nutans	282	2-High	1	 	893.5	2	85	220	 	234	235
249	2011	Sorghastrum nutans	282	1-Low	1	 	893.5	2	120	220	 	234	235
249	2011	Sorghastrum nutans	282	1-Low	1	 	893.5	2	130	220	 	234	235
249	2011	Sorghastrum nutans	282	1-Low	1	 	893.5	2	123	220	 	234	235
249	2011	Sorghastrum nutans	299	0-Ambient	16	 	893.5	3	93	220	 	241	244
