year,site,plot,date,rep,stage1,stage2,stage3,stage4,stage5,average,overall
7,2,8,149,2,1,2,3,,,2,2
7,2,8,155,2,3,,,,,3,3
7,2,8,162,2,3,4,,,,3.5,3.5
7,2,8,169,2,6,,,,,6,6
7,2,8,141,3,1,2,3,,,2,1.5
7,2,8,149,3,1,2,3,,,2,2
7,2,8,155,3,2,3,,,,2.5,2.75
7,2,8,162,3,3,4,,,,3.5,3.25
7,2,8,169,3,3,6,,,,4.5,4.5
7,2,8,176,3,3,5,6,,,4.666666667,5.25
7,2,8,184,3,6,,,,,6,6
7,2,8,141,4,1,2,,,,1.5,1.25
7,2,8,149,4,1,2,3,,,2,2
7,2,8,155,4,2,3,,,,2.5,2.75
7,2,8,162,4,3,,,,,3,3
7,2,8,169,4,6,,,,,6,6
7,2,8,141,5,1,2,,,,1.5,1.25
7,2,8,149,5,1,2,3,,,2,2
7,2,8,155,5,2,3,,,,2.5,2.75
7,2,8,162,5,3,4,,,,3.5,3.25
7,2,8,169,5,3,4,,,,3.5,3.25
7,2,8,176,5,6,,,,,6,6
7,2,8,184,5,6,,,,,6,6
7,2,9,141,2,1,2,,,,1.5,1.25
7,2,9,149,2,1,2,3,,,2,2
7,2,9,155,2,3,,,,,3,3
7,2,9,162,2,3,,,,,3,3
7,2,9,176,2,6,,,,,6,6
7,2,9,141,3,1,2,,,,1.5,1.25
7,2,9,149,3,1,2,3,,,2,2
7,2,9,155,3,3,4,,,,3.5,3.25
7,2,9,162,3,3,5,,,,4,3.25
7,2,9,169,3,6,,,,,6,6
7,2,9,141,4,1,2,,,,1.5,1.25
7,2,9,149,4,1,2,3,,,2,2
7,2,9,155,4,3,4,,,,3.5,3.25
7,2,9,162,4,3,4,,,,3.5,3.75
7,2,9,169,4,3,4,6,,,4.333333333,5
7,2,9,176,4,6,,,,,6,6
7,2,9,141,5,1,2,,,,1.5,1.25
7,2,9,149,5,1,2,3,,,2,2
7,2,9,155,5,3,4,,,,3.5,3.5
7,2,9,162,5,3,4,,,,3.5,3.5
7,2,9,169,5,3,4,5,6,,4.5,4.75
7,2,9,176,5,3,6,,,,4.5,5.75
7,2,9,184,5,6,,,,,6,6
7,2,10,141,1,0,,,,,0,0
7,2,10,149,1,1,2,,,,1.5,1.25
7,2,10,155,1,3,,,,,3,3
7,2,10,162,1,3,4,,,,3.5,3.5
7,2,10,169,1,3,4,,,,3.5,3.75
7,2,10,176,1,6,,,,,6,6
7,2,10,141,2,0,,,,,0,0
7,2,10,149,2,1,,,,,1,1
7,2,10,155,2,2,3,,,,2.5,2.75
7,2,10,162,2,4,,,,,4,4
7,2,10,169,2,4,5,,,,4.5,4.5
7,2,10,176,2,6,,,,,6,6
7,2,10,141,3,0,,,,,0,0
7,2,10,149,3,1,,,,,1,1
7,2,10,155,3,1,2,3,,,2,2.25
7,2,10,162,3,3,4,,,,3.5,3.25
7,2,10,169,3,3,4,,,,3.5,3.75
7,2,10,176,3,3,5,6,,,4.666666667,5.5
7,2,10,184,3,6,,,,,6,6
7,2,10,141,4,0,,,,,0,0
7,2,10,149,4,1,2,,,,1.5,1.25
7,2,10,155,4,1,2,3,,,2,2.5
7,2,10,162,4,3,4,,,,3.5,3.5
7,2,10,169,4,3,4,5,6,,4.5,4.5
7,2,10,176,4,6,,,,,6,6
7,2,10,141,5,0,,,,,0,0
7,2,10,149,5,1,,,,,1,1
7,2,10,155,5,1,2,3,,,2,2
7,2,10,162,5,3,4,,,,3.5,3.5
7,2,10,169,5,3,4,,,,3.5,3.5
7,2,10,176,5,4,6,,,,5,5
7,2,10,184,5,6,,,,,6,6
7,3,1,140,1,1,2,,,,1.5,1.25
7,3,1,151,1,1,2,3, ,,2,2.5
7,3,1,156,1,3,,,,,3,3
7,3,1,162,1,3,4,,,,3.5,3.25
7,3,1,170,1,6,,,,,6,6
7,3,1,140,2,1,2,,,,1.5,1.25
7,3,1,151,2,1,2,3,,,2,2
7,3,1,156,2,1,3,,,,2,2.75
7,3,1,162,2,3,,,,,3,3
7,3,1,170,2,6,,,,,6,6
7,3,1,140,3,1,2,,,,1.5,1.25
7,3,1,151,3,1,2,3,,,2,2
7,3,1,156,3,2,3,,,,2.5,2.75
7,3,1,162,3,3,4,,,,3.5,3.25
7,3,1,170,3,6,,,,,6,6
7,3,1,140,4,1,,,,,1,1
7,3,1,151,4,1,2,,,,1.5,1.5
7,3,1,156,4,3,,,,,3,3
7,3,1,162,4,3,,,,,3,3
7,3,1,170,4,6,,,,,6,6
7,3,1,140,5,1,2,,,,1.5,1.25
7,3,1,151,5,1,2,,,,1.5,1.25
7,3,1,156,5,2,3,4,5,,3.5,3.5
7,3,1,162,5,3,4,5,,,4,3.75
7,3,1,170,5,3,4,5,6,,4.5,4.75
7,3,1,177,5,6,,,,,6,6
7,3,2,140,1,0,,,,,0,0
7,3,2,151,1,1,2,,,,1.5,1.25
7,3,2,156,1,2,3,,,,2.5,2.75
7,3,2,162,1,3,,,,,3,3
7,3,2,170,1,6,,,,,6,6
7,3,2,140,2,0,,,,,0,0
7,3,2,151,2,1,,,,,1,1
7,3,2,156,2,3,4,,,,3.5,3.25
7,3,2,162,2,3,4,,,,3.5,3.25
7,3,2,170,2,6,,,,,6,6
7,3,2,140,3,0,,,,,0,0
7,3,2,151,3,1,2,,,,1.5,1.25
7,3,2,156,3,1,3,,,,2,2.75
7,3,2,162,3,3,4,,,,3.5,3.25
7,3,2,170,3,6,,,,,6,6
7,3,2,140,4,0,,,,,0,0
7,3,2,151,4,1,2,,,,1.5,1.25
7,3,2,156,4,1,2,3,,,2,2.25
7,3,2,162,4,3,4,,,,3.5,3.5
7,3,2,170,4,6,,,,,6,6
7,3,2,140,5,0,,,,,0,0
7,3,2,151,5,1,2,,,,1.5,1.25
7,3,2,156,5,1,2,3,,,2,2.25
7,3,2,162,5,3,,,,,3,3
7,3,2,170,5,3,4,,,,3.5,3.25
7,3,2,177,5,6,,,,,6,6
7,3,3,140,1,0,,,,,0,0
7,3,3,151,1,1,2,,,,1.5,1.25
7,3,3,156,1,1,2,3,4,,2.5,2.25
7,3,3,162,1,3,4,,,,3.5,3.5
7,3,3,170,1,3,5,,,,4,4
7,3,3,177,1,6,,,,,6,6
7,3,3,140,2,0,,,,,0,0
7,3,3,151,2,1,2,,,,1.5,1.5
7,3,3,156,2,2,3,,,,2.5,2.75
7,3,3,162,2,3,4,,,,3.5,3.5
7,3,3,170,2,5,6,,,,5.5,5.25
7,3,3,177,2,6,,,,,6,6
7,3,3,140,3,0,,,,,0,0
7,3,3,151,3,1,2,,,,1.5,1.25
7,3,3,156,3,1,2,3,,,2,2
7,3,3,162,3,3,4,,,,3.5,3.5
7,3,3,170,3,4,5,6,,,5,5
7,3,3,177,3,6,,,,,6,6
7,3,3,140,4,0,,,,,0,0
7,3,3,151,4,1,2,,,,1.5,1.25
7,3,3,156,4,1,2,3,,,2,2
7,3,3,162,4,3,4,,,,3.5,3.25
7,3,3,170,4,4,5,6,,,5,4.5
7,3,3,177,4,6,,,,,6,6
7,3,3,140,5,0,,,,,0,0
7,3,3,151,5,1,2,,,,1.5,1.25
7,3,3,156,5,2,3,,,,2.5,2.75
7,3,3,162,5,3,,,,,3,3
7,3,3,170,5,3,4,,,,3.5,3.25
7,3,3,177,5,6,,,,,6,6
7,3,4,140,1,1,2,,,,1.5,1.25
7,3,4,151,1,1,2,3,,,2,1.5
7,3,4,156,1,2,3,,,,2.5,2.75
7,3,4,162,1,3,,,,,3,3
7,3,4,170,1,3,5,6,,,4.666666667,5
7,3,4,177,1,6,,,,,6,6
7,3,4,140,2,1,2,,,,1.5,1.25
7,3,4,151,2,1,2,3,,,2,2
7,3,4,156,2,2,3,4,5,,3.5,3.25
7,3,4,162,2,2,3,4,,,3,3
7,3,4,170,2,3,5,6,,,4.666666667,3.5
7,3,4,177,2,6,,,,,6,6
7,3,4,140,3,1,,,,,1,1
7,3,4,151,3,1,2,3,,,2,1.75
7,3,4,156,3,1,2,3,4,5,3,3
7,3,4,162,3,3,4,5,,,4,3.75
7,3,4,170,3,3,5,,,,4,4.5
7,3,4,177,3,6,,,,,6,6
7,3,4,140,4,1,2,,,,1.5,1.25
7,3,4,151,4,1,2,,,,1.5,1.25
7,3,4,156,4,3,,,,,3,3
7,3,4,162,4,3,4,5,,,4,3.75
7,3,4,170,4,3,6,,,,4.5,5
7,3,4,177,4,6,,,,,6,6
7,3,4,140,5,1,2,,,,1.5,1.25
7,3,4,151,5,1,2,3,,,2,1.75
7,3,4,156,5,1,2,3,,,2,2.5
7,3,4,162,5,3,4,,,,3.5,3.25
7,3,4,170,5,3,4,,,,3.5,3.25
7,3,4,177,5,6,,,,,6,6
7,3,5,140,1,0,,,,,0,0
7,3,5,151,1,1,2,,,,1.5,1.25
7,3,5,156,1,2,3,,,,2.5,2.75
7,3,5,162,1,1,2,3,4,,2.5,2.75
7,3,5,170,1,3,4,5,,,4,3.5
7,3,5,177,1,6, ,,,,6,6
7,3,5,140,2,0,,,,,0,0
7,3,5,151,2,1,2,,,,1.5,1.25
7,3,5,156,2,1,2,3,,,2,2
7,3,5,162,2,3,,,,,3,3
7,3,5,170,2,3,5,,,,4,3.5
7,3,5,177,2,3,6,,,,4.5,5.75
7,3,5,183,2,6,,,,,6,6
7,3,5,140,3,0,,,,,0,0
7,3,5,151,3,1,2,,,,1.5,1.25
7,3,5,156,3,2,3,,,,2.5,2.5
7,3,5,162,3,3,4,,,,3.5,3.25
7,3,5,170,3,3,4,,,,3.5,3.75
7,3,5,177,3,6, , ,,,6,6
7,3,5,140,4,0,,,,,0,0
7,3,5,151,4,1,2,,,,1.5,1.25
7,3,5,156,4,2,3,,,,2.5,2.5
7,3,5,162,4,3,4,,,,3.5,3.25
7,3,5,170,4,3,4,,,,3.5,3.25
7,3,5,177,4,3,5,6,,,4.666666667,5.25
7,3,5,183,4,6,,,,,6,6
7,3,5,140,5,0,,,,,0,0
7,3,5,151,5,1,2, , ,,1.5,1.25
7,3,5,156,5,2,3,4,,,3,2
7,3,5,162,5,3,4,,,,3.5,3.5
7,3,5,170,5,3,5,6,,,4.666666667,4.75
7,3,5,177,5,3,5,,,,4,3.5
7,3,5,183,5,6,,,,,6,6
7,3,6,140,1,1,,,,,1,1
7,3,6,151,1,1,2,3,4,,2.5,2.25
7,3,6,156,1,2,3,,,,2.5,2.75
7,3,6,162,1,3,,,,,3,3
7,3,6,170,1,6,,,,,6,6
7,3,6,140,2,1,,,,,1,1
7,3,6,151,2,1,2,3,,,2,1.75
7,3,6,156,2,2,3,4,,,3,3
7,3,6,162,2,3,,,,,3,3
7,3,6,170,2,6,,,,,6,6
7,3,6,140,3,1,2,,,,1.5,1.25
7,3,6,151,3,1,2,,,,1.5,1.25
7,3,6,156,3,2,3,,,,2.5,2.75
7,3,6,162,3,3,4,,,,3.5,3.25
7,3,6,170,3,6,,,,,6,6
7,3,6,140,4,1,2,,,,1.5,1.25
7,3,6,151,4,1,2,3,,,2,2
7,3,6,156,4,3,4,,,,3.5,3.5
7,3,6,162,4,3,4,,,,3.5,3.25
7,3,6,170,4,3,6,,,,4.5,5.5
7,3,6,177,4,6,,,,,6,6
7,3,6,140,5,1,2,,,,1.5,1.25
7,3,6,151,5,1,2,3,,,2,2
7,3,6,156,5,3,,,,,3,3
7,3,6,162,5,3,4,,,,3.5,3.25
7,3,6,170,5,3,4,,,,3.5,3.5
7,3,6,177,5,6,,,,,6,6
7,3,7,140,1,1,,,,,1,1
7,3,7,151,1,1,2,3,,,2,1.75
7,3,7,156,1,1,2,3,4,5,3,3.5
7,3,7,162,1,3,4,5,,,4,3.5
7,3,7,170,1,3,4,5,6,,4.5,4.5
7,3,7,177,1,6,,,,,6,6
7,3,7,140,2,1,,,,,1,1
7,3,7,151,2,1,2,3,4,,2.5,2.75
7,3,7,156,2,1,2,3,,,2,2.75
7,3,7,162,2,3,4,,,,3.5,3.25
7,3,7,170,2,3,4,,,,3.5,3.5
7,3,7,177,2,6,,,,,6,6
7,3,7,140,3,1,2,,,,1.5,1.25
7,3,7,151,3,1,2,3,,,2,2
7,3,7,156,3,1,3,,,,2,2.75
7,3,7,162,3,3,4,,,,3.5,3.25
7,3,7,170,3,3,4,,,,3.5,3.25
7,3,7,177,3,6,,,,,6,6
7,3,7,140,4,1,,,,,1,1
7,3,7,151,4,1,2,,,,1.5,1.5
7,3,7,156,4,1,3,,,,2,2.5
7,3,7,162,4,3,4,5,,,4,3.5
7,3,7,170,4,1,4,5,,,3.333333333,3.75
7,3,7,177,4,6,,,,,6,6
7,3,7,140,5,1,2,,,,1.5,1.25
7,3,7,151,5,2,3,,,,2.5,2.75
7,3,7,156,5,3,,,,,3,3
7,3,7,162,5,3,4,,,,3.5,3.5
7,3,7,170,5,6,,,,,6,6
7,3,8,140,1,0,,,,,0,0
7,3,8,151,1,1,2,3,,,2,1.5
7,3,8,156,1,1,2,3,,,2,2
7,3,8,162,1,3,4,,,,3.5,3.25
7,3,8,170,1,3,5,6,,,4.666666667,4.75
7,3,8,177,1,6,,,,,6,6
7,3,8,140,2,0,,,,,0,0
7,3,8,151,2,1,2,,,,1.5,1.25
7,3,8,156,2,1,2,3,4,,2.5,2.75
7,3,8,162,2,3,4,5,,,4,4
7,3,8,170,2,4,5,6,,,5,5.25
7,3,8,177,2,6,,,,,6,6
7,3,8,140,3,0,,,,,0,0
7,3,8,151,3,1,2,,,,1.5,1.25
7,3,8,156,3,1,2,3,4,,2.5,2.25
7,3,8,162,3,2,3,4,5,,3.5,3
7,3,8,170,3,3,4,5,,,4,4
7,3,8,177,3,5,6,,,,5.5,5.75
7,3,8,183,3,6,,,,,6,6
7,3,8,140,4,0,,,,,0,0
7,3,8,151,4,1,2,3,,,2,2
7,3,8,156,4,1,2,3,,,2,2
7,3,8,162,4,3,4,,,,3.5,3.25
7,3,8,170,4,3,4,5,6,,4.5,5
7,3,8,177,4,6,,,,,6,6
7,3,8,140,5,0,,,,,0,0
7,3,8,151,5,1,2,,,,1.5,1.25
7,3,8,156,5,2,3,,,,2.5,2.75
7,3,8,162,5,3,,,,,3,3
7,3,8,170,5,3,4,,,,3.5,3.5
7,3,8,177,5,6,,,,,6,6
7,3,9,140,1,1,2,,,,1.5,1.25
7,3,9,151,1,1,2,,,,1.5,1.5
7,3,9,156,1,2,3,4,,,3,3
7,3,9,162,1,3,4,,,,3.5,3.25
7,3,9,170,1,6,,,,,6,6
7,3,9,140,2,1,2,,,,1.5,1.25
7,3,9,151,2,1,2,3,,,2,2.5
7,3,9,156,2,2,3,,,,2.5,2.25
7,3,9,162,2,3,4,,,,3.5,3.25
7,3,9,170,2,3,4,6,,,4.333333333,3.75
7,3,9,177,2,3,5,,,,4,3.5
7,3,9,183,2,6,,,,,6,6
7,3,9,140,3,1,2,,,,1.5,1.25
7,3,9,151,3,1,2,3,,,2,1.75
7,3,9,156,3,3,4,,,,3.5,3.25
7,3,9,162,3,3,4,,,,3.5,3.25
7,3,9,170,3,6,,,,,6,6
7,3,9,140,4,1,,,,,1,1
7,3,9,151,4,1,2,3,,,2,2
7,3,9,156,4,2,3,,,,2.5,2.75
7,3,9,162,4,3,4,,,,3.5,3.25
7,3,9,170,4,6,,,,,6,6
7,3,9,140,5,1,,,,,1,1
7,3,9,151,5,1,2,3,,,2,1.75
7,3,9,156,5,2,3,,,,2.5,2.75
7,3,9,162,5,3,,,,,3,3
7,3,9,170,5,6,,,,,6,6
7,3,10,140,1,0,,,,,0,0
7,3,10,151,1,1,2,,,,1.5,1.25
7,3,10,156,1,1,2,3,4,,2.5,2.5
7,3,10,162,1,3,4,,,,3.5,3.25
7,3,10,170,1,3,4,,,,3.5,3.5
7,3,10,177,1,6,,,,,6,6
7,3,10,140,2,0,,,,,0,0
7,3,10,151,2,1,2,,,,1.5,1.25
7,3,10,156,2,2,3,4,,,3,2.5
7,3,10,162,2,2,3,4,,,3,2.75
7,3,10,170,2,3,4,5,,,4,3.5
7,3,10,177,2,6,,,,,6,6
7,3,10,140,3,0,,,,,0,0
7,3,10,151,3,1,2,,,,1.5,1.25
7,3,10,156,3,1,2,3,,,2,2
7,3,10,162,3,3,,,,,3,3
7,3,10,170,3,3,4,,,,3.5,3.25
7,3,10,177,3,6,,,,,6,6
7,3,10,140,4,0,,,,,0,0
7,3,10,151,4,1,,,,,1,1
7,3,10,156,4,1,2,3,,,2,2
7,3,10,162,4,3,4,,,,3.5,3.25
7,3,10,170,4,3,5,,,,4,3.5
7,3,10,177,4,6,,,,,6,6
7,3,10,140,5,0,,,,,0,0
7,3,10,151,5,1,2,,,,1.5,1.25
7,3,10,156,5,2,3,,,,2.5,2.75
7,3,10,162,5,2,3,4,,,3,3
7,3,10,170,5,6,,,,,6,6
