year,site,plot,date,rep,stage1,stage2,stage3,stage4,stage5,average,overall
7,1,2,184,3,1,2,,,,1.5,1.25
7,1,2,190,3,1,2,,,,1.5,1.75
7,1,2,197,3,1,2,3,,,2,2.75
7,1,2,204,3,2,3,4,,,3,3.25
7,1,2,212,3,3,4,5,,,4,4
7,1,2,219,3,3,5,6,,,4.666666667,5.25
7,1,2,225,3,3,5,6,,,4.666666667,5.5
7,1,2,232,3,3,5,6,,,4.666666667,5.75
7,1,2,239,3,3,5,6,,,4.666666667,5.75
7,1,2,246,3,3,5,6,,,4.666666667,6
7,1,2,253,3,6,,,,,6,6
7,1,2,156,4,0,,,,,0,0
7,1,2,162,4,1,,,,,1,1
7,1,2,169,4,1,,,,,1,1
7,1,2,176,4,1,,,,,1,1
7,1,2,184,4,1,2,,,,1.5,1.25
7,1,2,190,4,1,2,,,,1.5,1.75
7,1,2,197,4,1,2,3,,,2,2.75
7,1,2,204,4,2,3,4,,,3,3
7,1,2,212,4,3,4,5,,,4,4.5
7,1,2,219,4,3,5,,,,4,4.75
7,1,2,225,4,3,5,6,,,4.666666667,5
7,1,2,232,4,3,5,6,,,4.666666667,5.25
7,1,2,239,4,3,5,6,,,4.666666667,5.25
7,1,2,246,4,3,5,6,,,4.666666667,5.25
7,1,2,253,4,3,5,6,,,4.666666667,5.5
7,1,2,156,5,0,,,,,0,0
7,1,2,162,5,1,,,,,1,1
7,1,2,169,5,1,,,,,1,1
7,1,2,176,5,1,,,,,1,1
7,1,2,184,5,1,2,,,,1.5,1.75
7,1,2,190,5,1,2,3,,,2,2.5
7,1,2,197,5,2,3,,,,2.5,2.75
7,1,2,204,5,3,4,,,,3.5,3.25
7,1,2,212,5,3,4,5,,,4,4.5
7,1,2,219,5,3,5,,,,4,4.75
7,1,2,225,5,3,5,,,,4,4.75
7,1,2,232,5,3,5,6,,,4.666666667,5.25
7,1,2,239,5,3,5,6,,,4.666666667,5.5
7,1,2,246,5,3,5,6,,,4.666666667,5.25
7,1,2,253,5,3,5,6,,,4.666666667,5.25
7,1,3,162,1,0,,,,,0,0
7,1,3,169,1,1,,,,,1,1
7,1,3,176,1,1,,,,,1,1
7,1,3,184,1,1,2,,,,1.5,1.25
7,1,3,190,1,1,2,3,,,2,1.75
7,1,3,197,1,1,2,3,,,2,2.75
7,1,3,204,1,1,2,3,4,,2.5,3
7,1,3,212,1,3,4,5,,,4,4.5
7,1,3,219,1,3,5,,,,4,4.75
7,1,3,225,1,3,5,,,,4,4.75
7,1,3,232,1,3,5,6,,,4.666666667,5.25
7,1,3,239,1,3,5,6,,,4.666666667,5.5
7,1,3,246,1,3,5,6,,,4.666666667,5.75
7,1,3,253,1,3,5,6,,,4.666666667,5.75
7,1,3,162,2,0,,,,,0,0
7,1,3,169,2,1,,,,,1,1
7,1,3,176,2,1,,,,,1,1
7,1,3,184,2,1,2,,,,1.5,1.25
7,1,3,190,2,1,2,3,,,2,2.25
7,1,3,197,2,1,2,3,,,2,2.75
7,1,3,204,2,3,4,,,,3.5,3.25
7,1,3,212,2,3,4,5,,,4,4.5
7,1,3,219,2,3,5,,,,4,4.75
7,1,3,225,2,3,5,,,,4,4.75
7,1,3,232,2,3,5,,,,4,4.75
7,1,3,239,2,3,5, ,,,4,4.75
7,1,3,246,2,3,5,6,,,4.666666667,5.5
7,1,3,253,2,6,,,,,6,6
7,1,3,162,3,0,,,,,0,0
7,1,3,169,3,1,,,,,1,1
7,1,3,176,3,1,,,,,1,1
7,1,3,184,3,1,2,,,,1.5,1.25
7,1,3,190,3,1,2,,,,1.5,1.5
7,1,3,197,3,1,2,3,,,2,2.75
7,1,3,204,3,3,,,,,3,3
7,1,3,212,3,3,4,5,6,,4.5,5
7,1,3,219,3,3,5,6,,,4.666666667,5.75
7,1,3,225,3,3,5,6,,,4.666666667,5.75
7,1,3,232,3,6,,,,,6,6
7,1,3,162,4,0,,,,,0,0
7,1,3,169,4,1,,,,,1,1
7,1,3,176,4,1,,,,,1,1
7,1,3,184,4,1,2,,,,1.5,1.25
7,1,3,190,4,1,2,,,,1.5,1.75
7,1,3,197,4,1,2,3,,,2,2.75
7,1,3,204,4,3,,,,,3,3
7,1,3,212,4,3,4,5,6,,4.5,5
7,1,3,219,4,3,5,6,,,4.666666667,5.25
7,1,3,225,4,3,5,6,,,4.666666667,5
7,1,3,232,4,3,5,6,,,4.666666667,5.25
7,1,3,239,4,3,5,6,,,4.666666667,5.25
7,1,3,246,4,3,5,6,,,4.666666667,5.25
7,1,3,253,4,3,5,6,,,4.666666667,5.5
7,1,3,162,5,0,,,,,0,0
7,1,3,169,5,1,,,,,1,1
7,1,3,176,5,1,,,,,1,1
7,1,3,184,5,1,2,,,,1.5,1.25
7,1,3,190,5,1,2,,,,1.5,1.5
7,1,3,197,5,1,2,3,,,2,2.75
7,1,3,204,5,3,4,,,,3.5,3.25
7,1,3,212,5,3,4,5,6,,4.5,5
7,1,3,219,5,3,5,6,,,4.666666667,5.75
7,1,3,225,5,3,5,6,,,4.666666667,5.75
7,1,3,232,5,6,,,,,6,6
7,1,4,156,1,0,,,,,0,0
7,1,4,162,1,1,,,,,1,1
7,1,4,169,1,1,,,,,1,1
7,1,4,176,1,1,,,,,1,1
7,1,4,184,1,1,2,,,,1.5,1.25
7,1,4,190,1,1,2,,,,1.5,1.5
7,1,4,197,1,1,2,3,,,2,2.5
7,1,4,204,1,2,3,,,,2.5,2.75
7,1,4,212,1,2,3,4,5,,3.5,4.25
7,1,4,219,1,2,3,4,5,,3.5,4.75
7,1,4,225,1,3,5,6,,,4.666666667,5
7,1,4,232,1,3,5,6,,,4.666666667,5.25
7,1,4,239,1,3,5,6,,,4.666666667,5.25
7,1,4,246,1,3,5,6,,,4.666666667,5.25
7,1,4,253,1,3,5,6,,,4.666666667,5.25
7,1,4,156,2,0,,,,,0,0
7,1,4,162,2,1,,,,,1,1
7,1,4,169,2,1,,,,,1,1
7,1,4,176,2,1,2,,,,1.5,1.25
7,1,4,184,2,1,2,,,,1.5,1.5
7,1,4,190,2,1,2,3,,,2,2.25
7,1,4,197,2,1,2,3,,,2,2.75
7,1,4,204,2,2,3,4,,,3,3.25
7,1,4,212,2,2,3,4,5,,3.5,4
7,1,4,219,2,3,5,6,,,4.666666667,5
7,1,4,225,2,3,5,6,,,4.666666667,5.25
7,1,4,232,2,3,5,6,,,4.666666667,5.25
7,1,4,239,2,3,5,6,,,4.666666667,5.25
7,1,4,246,2,3,5,6,,,4.666666667,5.25
7,1,4,253,2,3,5,6,,,4.666666667,5.5
7,1,4,162,3,0,,,,,0,0
7,1,4,169,3,1,,,,,1,1
7,1,4,176,3,1,,,,,1,1
7,1,4,184,3,1,,,,,1,1
7,1,4,190,3,1,2,,,,1.5,1.25
7,1,4,197,3,1,2,3,,,2,2.75
7,1,4,204,3,2,3,,,,2.5,2.75
7,1,4,212,3,2,3,4,5,,3.5,4
7,1,4,219,3,3,5,,,,4,4.75
7,1,4,225,3,3,5,6,,,4.666666667,5
7,1,4,232,3,3,5,6,,,4.666666667,5.5
7,1,4,239,3,3,5,6,,,4.666666667,5.5
7,1,4,246,3,3,5,6,,,4.666666667,5.75
7,1,4,253,3,3,5,6,,,4.666666667,5.75
7,1,4,156,4,0,,,,,0,0
7,1,4,162,4,1,,,,,1,1
7,1,4,169,4,1,,,,,1,1
7,1,4,176,4,1,,,,,1,1
7,1,4,184,4,1,2,,,,1.5,1.5
7,1,4,190,4,1,2,3,,,2,2.25
7,1,4,197,4,1,2,3,,,2,2.75
7,1,4,204,4,1,2,3,4,,2.5,3
7,1,4,212,4,2,3,4,5,,3.5,4.25
7,1,4,219,4,3,5,,,,4,4.75
7,1,4,225,4,3,5,6,,,4.666666667,5
7,1,4,232,4,3,5,6,,,4.666666667,5.25
7,1,4,239,4,3,5,6,,,4.666666667,5.75
7,1,4,246,4,3,5,6,,,4.666666667,5.75
7,1,4,253,4,3,5,6,,,4.666666667,5.75
7,1,4,156,5,0,,,,,0,0
7,1,4,162,5,1,,,,,1,1
7,1,4,169,5,1,,,,,1,1
7,1,4,176,5,1,,,,,1,1
7,1,4,184,5,1,2,,,,1.5,1.25
7,1,4,190,5,1,2,,,,1.5,1.25
7,1,4,197,5,1,2,3,,,2,2.5
7,1,4,204,5,1,2,3,4,,2.5,3
7,1,4,212,5,2,3,4,5,,3.5,3.5
7,1,4,219,5,3,5,6,,,4.666666667,5.25
7,1,4,225,5,3,5,6,,,4.666666667,5
7,1,4,232,5,3,5,6,,,4.666666667,5.75
7,1,4,239,5,3,5,6,,,4.666666667,5.75
7,1,4,246,5,3,5,6,,,4.666666667,5.5
7,1,4,253,5,3,5,6,,,4.666666667,5.75
7,1,5,156,1,0,,,,,0,0
7,1,5,162,1,1,,,,,1,1
7,1,5,169,1,1,,,,,1,1
7,1,5,176,1,1,,,,,1,1
7,1,5,184,1,1,2,,,,1.5,1.25
7,1,5,190,1,1,2,,,,1.5,1.75
7,1,5,197,1,1,2,3,,,2,2.75
7,1,5,204,1,2,3,4,,,3,3
7,1,5,212,1,3,4,5,,,4,4.5
7,1,5,219,1,3,5,,,,4,4.75
7,1,5,225,1,3,5,,,,4,4.75
7,1,5,156,2,0,,,,,0,0
7,1,5,162,2,1,,,,,1,1
7,1,5,169,2,1,,,,,1,1
7,1,5,176,2,1,,,,,1,1
7,1,5,184,2,1,2,,,,1.5,1.25
7,1,5,190,2,1,2,,,,1.5,1.75
7,1,5,197,2,2,3,,,,2.5,2.75
7,1,5,204,2,2,3,4,,,3,3
7,1,5,212,2,3,4,5,,,4,4.5
7,1,5,219,2,3,5,,,,4,4.75
7,1,5,225,2,3,5,6,,,4.666666667,5
7,1,5,232,2,3,5,,,,4,4.75
7,1,5,239,2,3,5,6,,,4.666666667,5.25
7,1,5,246,2,3,5,6,,,4.666666667,5.5
7,1,5,253,2,3,5,6,,,4.666666667,5.75
7,1,5,162,3,0,,,,,0,0
7,1,5,169,3,1,,,,,1,1
7,1,5,176,3,1,,,,,1,1
7,1,5,184,3,1,2,,,,1.5,1.75
7,1,5,190,3,1,2,3,,,2,2
7,1,5,197,3,3,,,,,3,3
7,1,5,204,3,3,4,,,,3.5,3.25
7,1,5,212,3,3,4,,,,3.5,3.5
7,1,5,219,3,3,5,,,,4,4.75
7,1,5,225,3,3,5,6,,,4.666666667,5.5
7,1,5,232,3,3,5,6,,,4.666666667,5.75
7,1,5,239,3,3,5,6,,,4.666666667,5.25
7,1,5,246,3,3,5,6,,,4.666666667,5.75
7,1,5,253,3,3,5,6,,,4.666666667,5.75
7,1,5,156,4,0,,,,,0,0
7,1,5,162,4,1,,,,,1,1
7,1,5,169,4,1,,,,,1,1
7,1,5,176,4,1,2,,,,1.5,1.25
7,1,5,184,4,1,2,,,,1.5,1.5
7,1,5,190,4,1,2,3,,,2,2.5
7,1,5,197,4,2,3,,,,2.5,2.75
7,1,5,204,4,3,4,,,,3.5,3.25
7,1,5,212,4,3,4,5,,,4,4.5
7,1,5,219,4,3,5,,,,4,4.75
7,1,5,225,4,3,5,6,,,4.666666667,5.5
7,1,5,232,4,3,5,6,,,4.666666667,5.75
7,1,5,239,4,3,5,6,,,4.666666667,5.5
7,1,5,246,4,3,5,6,,,4.666666667,5.75
7,1,5,253,4,3,5,6,,,4.666666667,5.75
7,1,5,156,5,0,,,,,0,0
7,1,5,162,5,1,,,,,1,1
7,1,5,169,5,1,,,,,1,1
7,1,5,176,5,1,,,,,1,1
7,1,5,184,5,1,2,,,,1.5,1.25
7,1,5,190,5,1,2,,,,1.5,1.75
7,1,5,197,5,2,3,,,,2.5,2.75
7,1,5,204,5,2,3,4,,,3,3.25
7,1,5,212,5,3,4,,,,3.5,3.75
7,1,5,219,5,3,5,,,,4,4.75
7,1,5,225,5,3,5,6,,,4.666666667,5
7,1,5,232,5,3,5,6,,,4.666666667,5.25
7,1,5,239,5,3,5,6,,,4.666666667,5.25
7,1,5,246,5,3,5,6,,,4.666666667,5.5
7,1,5,253,5,3,5,6,,,4.666666667,5.5
7,1,6,162,1,0,,,,,0,0
7,1,6,169,1,1,,,,,1,1
7,1,6,176,1,1,,,,,1,1
7,1,6,184,1,1,,,,,1,1
7,1,6,190,1,1,2,,,,1.5,1.25
7,1,6,197,1,1,2,3,,,2,2.5
7,1,6,204,1,2,3,4,,,3,3
7,1,6,212,1,3,4,,,,3.5,3.5
7,1,6,219,1,3,4,5,,,4,4.5
7,1,6,225,1,3,5,6,,,4.666666667,5
7,1,6,232,1,3,5,6,,,4.666666667,5.25
7,1,6,239,1,3,5,6,,,4.666666667,5.25
7,1,6,246,1,3,5,6,,,4.666666667,5.25
7,1,6,253,1,3,5,6,,,4.666666667,5.75
7,1,6,169,2,0,,,,,0,0
7,1,6,176,2,1,,,,,1,1
7,1,6,184,2,1,2,,,,1.5,1.25
7,1,6,190,2,1,2,,,,1.5,1.75
7,1,6,197,2,1,2,3,,,2,2.75
7,1,6,204,2,2,3,,,,2.5,2.75
7,1,6,212,2,3,4,5,,,4,4.25
7,1,6,219,2,3,4,5,,,4,4.5
7,1,6,225,2,3,5,6,,,4.666666667,5.25
7,1,6,232,2,3,5,6,,,4.666666667,5.5
7,1,6,239,2,3,5,6,,,4.666666667,5.5
7,1,6,246,2,3,5,6,,,4.666666667,5.25
7,1,6,253,2,6,,,,,6,6
7,1,6,162,3,0,,,,,0,0
7,1,6,169,3,1,,,,,1,1
7,1,6,176,3,1,,,,,1,1
7,1,6,184,3,1,2,,,,1.5,1.25
7,1,6,190,3,1,2,,,,1.5,1.75
7,1,6,197,3,1,2,3,,,2,2.25
7,1,6,204,3,3,4,,,,3.5,3.25
7,1,6,212,3,3,4,5,,,4,3.75
7,1,6,219,3,3,4,5,6,,4.5,4.5
7,1,6,225,3,3,5,6,,,4.666666667,5.5
7,1,6,232,3,3,5,6,,,4.666666667,5.75
7,1,6,239,3,3,5,6,,,4.666666667,5.75
7,1,6,246,3,6, , ,,,6,6
7,1,6,169,4,0,,,,,0,0
7,1,6,176,4,1,,,,,1,1
7,1,6,184,4,1,,,,,1,1
7,1,6,190,4,1,2,,,,1.5,1.25
7,1,6,197,4,1,2,3,,,2,2
7,1,6,204,4,1,2,3,4,,2.5,3
7,1,6,212,4,3,4,5,,,4,4.25
7,1,6,219,4,3,4,5,,,4,4.75
7,1,6,225,4,3,5,,,,4,4.75
7,1,6,232,4,3,5,,,,4,4.75
7,1,6,239,4,3,5,6,,,4.666666667,5.25
7,1,6,246,4,3,5,6,,,4.666666667,5.25
7,1,6,253,4,3,5,6,,,4.666666667,5.5
7,1,6,169,5,0,,,,,0,0
7,1,6,176,5,1,,,,,1,1
7,1,6,184,5,1,,,,,1,1
7,1,6,190,5,1,2,,,,1.5,1.25
7,1,6,197,5,1,2,3,,,2,2.25
7,1,6,204,5,2,3,,,,2.5,2.75
7,1,6,212,5,3,4,,,,3.5,3.75
7,1,6,219,5,3,4,5,,,4,4.5
7,1,6,225,5,3,5,6,,,4.666666667,5
7,1,6,232,5,3,5,6,,,4.666666667,5.5
7,1,6,239,5,3,5,6,,,4.666666667,5.75
7,1,6,246,5,3,5,6,,,4.666666667,5.75
7,1,6,253,5,3,5,6,,,4.666666667,5.75
7,1,7,156,1,0,,,,,0,0
7,1,7,162,1,1,,,,,1,1
7,1,7,169,1,1,,,,,1,1
7,1,7,176,1,1,,,,,1,1
7,1,7,184,1,1,2,,,,1.5,1.5
7,1,7,190,1,1,2,,,,1.5,1.75
7,1,7,197,1,1,2,3,,,2,2.5
7,1,7,204,1,2,3,4,,,3,3
7,1,7,212,1,3,4,5,,,4,4.5
7,1,7,219,1,3,5,,,,4,4.75
7,1,7,225,1,3,5,6,,,4.666666667,5.25
7,1,7,232,1,3,5,6,,,4.666666667,5.5
7,1,7,253,1,6,,,,,6,6
7,1,7,156,2,0,,,,,0,0
7,1,7,162,2,1,,,,,1,1
7,1,7,169,2,1,,,,,1,1
7,1,7,176,2,1,2,,,,1.5,1.25
7,1,7,184,2,1,2,,,,1.5,1.75
7,1,7,190,2,1,2,3,,,2,2
7,1,7,197,2,1,3,,,,2,2.75
7,1,7,204,2,3,4,,,,3.5,3.5
7,1,7,212,2,3,4,5,,,4,4
7,1,7,219,2,3,5,,,,4,4.75
7,1,7,225,2,3,5,6,,,4.666666667,5.25
7,1,7,232,2,3,5,6,,,4.666666667,5.25
7,1,7,239,2,3,5,6,,,4.666666667,5.5
7,1,7,246,2,3,5,6,,,4.666666667,5.25
7,1,7,253,2,3,5,6,,,4.666666667,5.25
7,1,7,162,3,0,,,,,0,0
7,1,7,169,3,1,,,,,1,1
7,1,7,176,3,1,,,,,1,1
7,1,7,184,3,1,2,,,,1.5,1.25
7,1,7,190,3,1,2,,,,1.5,1.25
7,1,7,197,3,1,2,3,,,2,2.75
7,1,7,204,3,2,3,4,,,3,3
7,1,7,212,3,3,4,5,,,4,4.5
7,1,7,219,3,3,5,,,,4,4.75
7,1,7,225,3,3,5,6,,,4.666666667,5
7,1,7,232,3,3,5,6,,,4.666666667,5.25
7,1,7,239,3,3,5,6,,,4.666666667,5.25
7,1,7,246,3,3,5,6,,,4.666666667,5.5
7,1,7,253,3,3,5,6,,,4.666666667,5.5
7,1,7,156,4,0,,,,,0,0
7,1,7,162,4,1,,,,,1,1
7,1,7,169,4,1,,,,,1,1
7,1,7,176,4,1,2,,,,1.5,1.25
7,1,7,184,4,1,2,,,,1.5,1.75
7,1,7,190,4,1,2,3,,,2,2.5
7,1,7,197,4,2,3,,,,2.5,2.75
7,1,7,204,4,3,4,,,,3.5,3.25
7,1,7,212,4,3,4,,,,3.5,3.75
7,1,7,219,4,3,5,,,,4,4.75
7,1,7,225,4,3,5,6,,,4.666666667,5
7,1,7,232,4,3,5,6,,,4.666666667,5.5
7,1,7,239,4,3,5,6,,,4.666666667,5.25
7,1,7,246,4,3,5,6,,,4.666666667,5.25
7,1,7,253,4,3,5,6,,,4.666666667,5.5
7,1,7,162,5,0,,,,,0,0
7,1,7,169,5,1,,,,,1,1
7,1,7,176,5,1,,,,,1,1
7,1,7,184,5,1,2,,,,1.5,1.25
7,1,7,190,5,1,2,,,,1.5,1.5
7,1,7,197,5,1,2,3,,,2,2.75
7,1,7,204,5,2,3,4,,,3,3
7,1,7,212,5,2,3,4,5,,3.5,4
7,1,7,219,5,2,3,4,5,,3.5,4.5
7,1,7,225,5,3,5,6,,,4.666666667,5
7,1,7,232,5,3,5,6,,,4.666666667,5.5
7,1,7,239,5,3,5,6,,,4.666666667,5.25
7,1,7,246,5,3,5,6,,,4.666666667,5.25
7,1,7,253,5,3,5,6,,,4.666666667,5.75
7,1,8,169,1,0,,,,,0,0
7,1,8,176,1,1,,,,,1,1
7,1,8,184,1,1,,,,,1,1
7,1,8,190,1,1,2,,,,1.5,1.25
7,1,8,197,1,1,2,3,,,2,2.5
7,1,8,204,1,2,3,,,,2.5,2.75
7,1,8,212,1,2,3,4,,,3,3
7,1,8,219,1,2,3,4,5,,3.5,4
7,1,8,225,1,3,5,6,,,4.666666667,5
7,1,8,232,1,3,5,6,,,4.666666667,5.5
7,1,8,239,1,3,5,6,,,4.666666667,5.25
7,1,8,246,1,3,5,6,,,4.666666667,5.25
7,1,8,253,1,3,5,6,,,4.666666667,5.75
7,1,8,169,2,0,,,,,0,0
7,1,8,176,2,1,,,,,1,1
7,1,8,184,2,1,,,,,1,1
7,1,8,190,2,1,2,,,,1.5,1.25
7,1,8,197,2,1,2,3,,,2,2.25
7,1,8,204,2,1,2,3,4,,2.5,3
7,1,8,212,2,2,3,4,,,3,3.5
7,1,8,219,2,2,3,4,5,,3.5,4.25
7,1,8,225,2,3,5,6,,,4.666666667,5
7,1,8,232,2,3,5,6,,,4.666666667,5.25
7,1,8,239,2,3,5,6,,,4.666666667,5.25
7,1,8,246,2,3,5,6,,,4.666666667,5.25
7,1,8,253,2,3,5,6,,,4.666666667,5.5
7,1,8,169,3,0,,,,,0,0
7,1,8,176,3,1,,,,,1,1
7,1,8,184,3,1,,,,,1,1
7,1,8,190,3,1,2,,,,1.5,1.25
7,1,8,197,3,1,2,3,,,2,2.25
7,1,8,204,3,2,3,,,,2.5,2.75
7,1,8,212,3,2,3,4,,,3,3.25
7,1,8,219,3,2,3,4,5,,3.5,4
7,1,8,225,3,3,5,6,,,4.666666667,5.25
7,1,8,232,3,3,5,6,,,4.666666667,5.25
7,1,8,239,3,3,5,6,,,4.666666667,5.25
7,1,8,246,3,3,5,6,,,4.666666667,5.5
7,1,8,253,3,3,5,6,,,4.666666667,5.75
7,1,8,169,4,0,,,,,0,0
7,1,8,176,4,1,,,,,1,1
7,1,8,184,4,1,,,,,1,1
7,1,8,190,4,1,2,,,,1.5,1.25
7,1,8,197,4,1,2,3,,,2,1.75
7,1,8,204,4,2,3,,,,2.5,2.75
7,1,8,212,4,2,3,4,,,3,3.25
7,1,8,219,4,2,3,4,5,,3.5,4.25
7,1,8,225,4,3,5,,,,4,4.75
7,1,8,232,4,3,5,6,,,4.666666667,5.25
7,1,8,239,4,3,5,6,,,4.666666667,5.25
7,1,8,246,4,3,5,6,,,4.666666667,5.25
7,1,8,253,4,3,5,6,,,4.666666667,5.75
7,1,8,169,5,0,,,,,0,0
7,1,8,176,5,1,,,,,1,1
7,1,8,184,5,1,,,,,1,1
7,1,8,190,5,1,2,,,,1.5,1.25
7,1,8,197,5,1,2,3,,,2,2
7,1,8,204,5,2,3,,,,2.5,2.75
7,1,8,212,5,2,3,4,,,3,3
7,1,8,219,5,2,3,4,5,,3.5,4.25
7,1,8,225,5,3,5,6,,,4.666666667,4.75
7,1,8,232,5,3,5,6,,,4.666666667,5.25
7,1,8,239,5,3,5,6,,,4.666666667,5.25
7,1,8,246,5,3,5,6,,,4.666666667,5.25
7,1,8,253,5,3,5,6,,,4.666666667,5.25
7,1,9,162,1,0,,,,,0,0
7,1,9,169,1,1,,,,,1,1
7,1,9,176,1,1,,,,,1,1
7,1,9,184,1,1,2,,,,1.5,1.25
7,1,9,190,1,1,2,,,,1.5,1.75
7,1,9,197,1,1,2,3,,,2,2.75
7,1,9,204,1,1,2,3,4,,2.5,3
7,1,9,212,1,2,3,4,,,3,3.25
7,1,9,219,1,3,5,,,,4,4.75
7,1,9,225,1,3,5,,,,4,4.75
7,1,9,232,1,3,5,,,,4,4.75
7,1,9,239,1,3,5,6,,,4.666666667,5.25
7,1,9,246,1,3,5,6,,,4.666666667,5.25
7,1,9,253,1,3,5,6,,,4.666666667,5.25
7,1,9,162,2,0,,,,,0,0
7,1,9,169,2,1,,,,,1,1
7,1,9,176,2,1,,,,,1,1
7,1,9,184,2,1,2,,,,1.5,1.25
7,1,9,190,2,1,2,,,,1.5,1.25
7,1,9,197,2,1,2,3,,,2,2
7,1,9,204,2,1,2,3,,,2,2.75
7,1,9,212,2,3,4,,,,3.5,3.75
7,1,9,219,2,3,5,6,,,4.666666667,5.25
7,1,9,225,2,3,5,6,,,4.666666667,5
