year,site,plot,date,rep,stage1,stage2,stage3,stage4,stage5,average,overall,
8,1,6,147,3,1,,,,,1,1,
8,1,6,152,3,1,,,,,1,1,
8,1,6,160,3,1,2,,,,1.5,1.75,
8,1,6,166,3,2,,,,,2,2,
8,1,6,173,3,2,3,4,5,,3.5,2.75,
8,1,6,181,3,5,6,,,,5.5,5.75,
8,1,6,189,3,6,,,,,6,6,
8,1,6,139,4,1,,,,,1,1,
8,1,6,147,4,1,2,,,,1.5,1.25,
8,1,6,152,4,1,2,,,,1.5,1.75,
8,1,6,160,4,2,3,,,,2.5,2.25,
8,1,6,166,4,2,3,4,5,,3.5,2.75,
8,1,6,173,4,3,4,5,,,4,3.75,
8,1,6,181,4,6,,,,,6,6,
8,1,6,139,5,1,,,,,1,1,
8,1,6,147,5,1,,,,,1,1,
8,1,6,152,5,2,,,,,2,2,
8,1,6,160,5,3,,,,,3,3,
8,1,6,166,5,5,,,,,5,5,
8,1,6,181,5,6,,,,,6,6,
8,1,8,139,1,1,,,,,1,1,
8,1,8,147,1,1,,,,,1,1,
8,1,8,152,1,1,,,,,1,1,
8,1,8,160,1,1,2,,,,1.5,1.5,
8,1,8,181,1,3,4,5,,,4,4.25,
8,1,8,189,1,5,,,,,5,5,
8,1,8,195,1,6,,,,,6,6,
8,1,9,139,1,1,,,,,1,1,
8,1,9,147,1,1,,,,,1,1,
8,1,9,152,1,1,2,,,,1.5,1.75,
8,1,9,160,1,2,3,4,,,3,2.75,
8,1,9,166,1,2,3,4,5,,3.5,3.75,
8,1,9,173,1,4,5,,,,4.5,4.75,
8,1,9,189,1,6,,,,,6,6,
8,1,9,139,2,1,,,,,1,1,
8,1,9,147,2,1,,,,,1,1,
8,1,9,152,2,2,,,,,2,2,
8,1,9,160,2,1,2,3,4,,2.5,3.25,
8,1,9,166,2,3,4,,,,3.5,3.75,
8,1,9,173,2,3,4,,,,3.5,3.75,
8,1,9,181,2,6,,,,,6,6,
8,1,9,139,4,1,,,,,1,1,
8,1,9,147,4,1,,,,,1,1,
8,1,9,152,4,1,2,,,,1.5,1.75,
8,1,9,160,4,2,3,4,5,,3.5,3.25,
8,1,9,166,4,5,,,,,5,5,
8,1,9,173,4,6,,,,,6,6,
8,1,9,139,5,1,,,,,1,1,
8,1,9,147,5,1,,,,,1,1,
8,1,9,152,5,1,,,,,1,1,
8,1,9,160,5,2,,,,,2,2,
8,1,9,166,5,2,3,4,5,,3.5,2.75,
8,1,9,173,5,2,3,4,5,,3.5,4.25,
8,1,9,181,5,6,,,,,6,6,
8,1,10,139,2,1,,,,,1,1,
8,1,10,147,2,1,,,,,1,1,
8,1,10,152,2,1,2,,,,1.5,1.5,
8,1,10,160,2,2,3,,,,2.5,2.25,
8,1,10,166,2,2,3,4,5,,3.5,2.75,
8,1,10,181,2,4,5,6,,,5,5.25,
8,1,10,189,2,4,5,6,,,5,5.25,
8,1,10,195,2,6,,,,,6,6,
8,1,10,139,4,1,,,,,1,1,
8,1,10,147,4,1,,,,,1,1,
8,1,10,152,4,1,,,,,1,1,
8,1,10,160,4,2,,,,,2,2,
8,1,10,173,4,3,4,5,,,4,4.25,
8,1,10,181,4,4,,,,,4,4,
8,1,10,195,4,6,,,,,6,6,
8,2,1,136,1,0,,,,,0,0,
8,2,1,145,1,1,,,,,1,1,
8,2,1,152,1,1,,,,,1,1,
8,2,1,160,1,1,,,,,1,1,
8,2,1,166,1,1,,,,,1,1,
8,2,1,177,1,2,3,4,,,3,3.25,
8,2,1,181,1,3,4,5,,,4,4.5,
8,2,1,187,1,4,5,,,,4.5,4.75,
8,2,1,195,1,5,6,,,,5.5,5.75,
8,2,1,209,1,6,,,,,6,6,
8,2,1,136,2,0,,,,,0,0,
8,2,1,145,2,1,,,,,1,1,
8,2,1,152,2,1,,,,,1,1,
8,2,1,160,2,1,2,,,,1.5,1.25,
8,2,1,166,2,1,2,,,,1.5,1.5,
8,2,1,181,2,5,,,,,5,5,
8,2,1,187,2,5,,,,,5,5,
8,2,1,195,2,6,,,,,6,6,
8,2,1,136,3,0,,,,,0,,
8,2,1,145,3,1,,,,,1,1, 
8,2,1,152,3,1,,,,,1,1,
8,2,1,160,3,1,,,,,1,1,
8,2,1,166,3,1,2,,,,1.5,1.75,
8,2,1,177,3,2,3,4,,,3,3.25,
8,2,1,181,3,3,4,5,,,4,4.25,
8,2,1,187,3,6,,,,,6,6,
8,2,1,136,4,0,,,,,0,0,
8,2,1,145,4,1,,,,,1,1,
8,2,1,152,4,1,,,,,1,1,
8,2,1,160,4,1,2,,,,1.5,1.5,
8,2,1,166,4,2,,,,,2,2,
8,2,1,177,4,3,4,,,,3.5,3.75,
8,2,1,181,4,5,,,,,5,5,
8,2,1,187,4,6,,,,,6,6,
8,2,1,136,5,0,,,,,0,0,
8,2,1,145,5,1,,,,,1,1,
8,2,1,152,5,1,,,,,1,1,
8,2,1,160,5,1,2,,,,1.5,1.75,
8,2,1,166,5,2,,,,,2,2,
8,2,1,177,5,2,3,4,5,,3.5,4.25,
8,2,1,181,5,3,4,5,,,4,4.25,
8,2,1,187,5,3,4,5,,,4,4.5,
8,2,1,195,5,5,6,,,,5.5,5.75,
8,2,1,209,5,6,,,,,6,6,
8,2,2,136,1,0,,,,,0,0,
8,2,2,145,1,1,,,,,1,1,
8,2,2,152,1,1,2,,,,1.5,1.75,
8,2,2,160,1,2,,,,,2,2,
8,2,2,166,1,2,3,4,,,3,2.5,
8,2,2,177,1,4,,,,,4,4,
8,2,2,187,1,6,,,,,6,6,
8,2,2,136,2,0,,,,,0,0,
8,2,2,145,2,1,,,,,1,1,
8,2,2,152,2,1,2,,,,1.5,1.5,
8,2,2,160,2,1,2,,,,1.5,1.5,
8,2,2,166,2,2,,,,,2,2,
8,2,2,177,2,2,3,4,5,,3.5,2.75,
8,2,2,181,2,4,5,,,,4.5,4.75,
8,2,2,187,2,4,5,,,,4.5,4.75,
8,2,2,195,2,5,6,,,,5.5,5.75,
8,2,2,209,2,6,,,,,6,6,
8,2,2,136,3,0,,,,,0,0,
8,2,2,145,3,1,,,,,1,1,
8,2,2,152,3,1,2,,,,1.5,1.75,
8,2,2,160,3,1,2,,,,1.5,1.75,
8,2,2,166,3,2,3,,,,2.5,2.5,
8,2,2,177,3,2,3,4,5,,3.5,3.25,
8,2,2,181,3,4,5,,,,4.5,4.75,
8,2,2,187,3,6,,,,,6,6,
8,2,2,136,4,0,,,,,0,0,
8,2,2,145,4,1,,,,,1,1,
8,2,2,152,4,1,2,,,,1.5,1.75,
8,2,2,160,4,2,,,,,2,2,
8,2,2,166,4,2,3,4,5,,3.5,2.75,
8,2,2,177,4,2,3,4,5,,3.5,4.25,
8,2,2,181,4,4,5,6,,,5,5.5,
8,2,2,187,4,4,5,6,,,5,5.25,
8,2,2,195,4,6,,,,,6,6,
8,2,2,136,5,0,,,,,0,0,
8,2,2,145,5,1,,,,,1,1,
8,2,2,152,5,1, ,,,,1,1,
8,2,2,160,5,1,2,,,,1.5,1.25,
8,2,2,166,5,2,,,,,2,2,
8,2,2,177,5,2,3,4,,,3,3.75,
8,2,2,181,5,4,5,,,,4.5,4.75,
8,2,2,187,5,6,,,,,6,6,
8,2,3,136,1,0,,,,,0,0,
8,2,3,145,1,1,,,,,1,1,
8,2,3,152,1,1,,,,,1,1,
8,2,3,166,1,1,2,,,,1.5,1.5,
8,2,3,177,1,2,,,,,2,2,
8,2,3,181,1,4,,,,,4,4,
8,2,3,187,1,4,5,,,,4.5,4.75,
8,2,3,195,1,6,,,,,6,6,
8,2,3,136,2,0,,,,,0,0,
8,2,3,145,2,1,,,,,1,1,
8,2,3,152,2,1,,,,,1,1,
8,2,3,160,2,2,,,,,2,2,
8,2,3,166,2,1,2,,,,1.5,1.75,
8,2,3,177,2,2,3,4,5,,3.5,2.75,
8,2,3,181,2,4,5,,,,4.5,4.75,
8,2,3,187,2,5,6,,,,5.5,5.75,
8,2,3,195,2,6,,,,,6,6,
8,2,3,136,3,0,,,,,0,0,
8,2,3,145,3,1,,,,,1,1,
8,2,3,152,3,1,,,,,1,1,
8,2,3,160,3,2,3,,,,2.5,2.25,
8,2,3,166,3,2,3,,,,2.5,2.25,
8,2,3,177,3,3,4,,,,3.5,3.75,
8,2,3,181,3,5,,,,,5,5,
8,2,3,187,3,6,,,,,6,6,
8,2,3,136,4,0,,,,,0,0,
8,2,3,145,4,1,,,,,1,1,
8,2,3,152,4,1,2,,,,1.5,1.25,
8,2,3,160,4,1,2,3,,,2,1.75,
8,2,3,166,4,2,3,,,,2.5,2.75,
8,2,3,177,4,3,4,,,,3.5,3.75,
8,2,3,181,4,4,,,,,4,4,
8,2,3,187,4,6,,,,,6,6,
8,2,3,136,5,0,,,,,0,0,
8,2,3,145,5,1,,,,,1,1,
8,2,3,160,5,1,2,,,,1.5,1.75,
8,2,3,166,5,1,2,,,,1.5,1.75,
8,2,3,177,5,3,4,,,,3.5,3.75,
8,2,3,181,5,4,5,,,,4.5,4.75,
8,2,3,187,5,5,,,,,5,5,
8,2,3,195,5,6,,,,,6,6,
8,2,4,136,1,0,,,,,0,0,
8,2,4,145,1,1,,,,,1,1,
8,2,4,152,1,1,,,,,1,1,
8,2,4,160,1,2,,,,,2,2,
8,2,4,166,1,2,,,,,2,2,
8,2,4,177,1,2,3,4,,,3,2.75,
8,2,4,181,1,4,,,,,4,4,
8,2,4,187,1,4,5,,,,4.5,4.75,
8,2,4,195,1,6,,,,,6,6,
8,2,4,136,2,0,,,,,0,0,
8,2,4,145,2,1,,,,,1,1,
8,2,4,152,2,1,,,,,1,1,
8,2,4,160,2,1,2,,,,1.5,1.5,
8,2,4,166,2,1,2,,,,1.5,1.75,
8,2,4,177,2,2,,,,,2,2,
8,2,4,181,2,3,4,5,,,4,4.25,
8,2,4,187,2,5,6,,,,5.5,5.75,
8,2,4,195,2,6,,,,,6,6,
8,2,4,136,3,0,,,,,0,0,
8,2,4,145,3,1,,,,,1,1,
8,2,4,152,3,1,,,,,1,1,
8,2,4,160,3,1,2,,,,1.5,1.25,
8,2,4,166,3,2,,,,,2,2,
8,2,4,177,3,2,3,4,,,3,3.25,
8,2,4,181,3,4,5,,,,4.5,4.75,
8,2,4,187,3,6,,,,,6,6,
8,2,4,136,4,,,,,,0,0,
8,2,4,145,4,1,,,,,1,1,
8,2,4,152,4,1,,,,,1,1,
8,2,4,166,4,1,2,,,,1.5,1.75,
8,2,4,177,4,2,3,4,,,3,2.75,
8,2,4,181,4,3,4,,,,3.5,3.75,
8,2,4,187,4,3,4,5,6,,4.5,4.25,
8,2,4,195,4,6,,,,,6,6,
8,2,4,136,5,0,,,,,0,0,
8,2,4,145,5,1,,,,,1,1,
8,2,4,152,5,1,,,,,1,1,
8,2,4,160,5,1,2,,,,1.5,1.5,
8,2,4,166,5,1,2,,,,1.5,1.75,
8,2,4,177,5,2,3,4,5,,3.5,3.25,
8,2,4,181,5,4,5,,,,4.5,4.75,
8,2,4,187,5,5,6,,,,5.5,5.25,
8,2,4,195,5,6,,,,,6,6,
8,2,5,136,1,0,,,,,0,0,
8,2,5,145,1,1,,,,,1,1,
8,2,5,152,1,1,2,,,,1.5,1.75,
8,2,5,160,1,2,,,,,2,2,
8,2,5,166,1,2,3,4,5,,3.5,2.75,
8,2,5,177,1,4,5,,,,4.5,4.75,
8,2,5,181,1,4,5,,,,4.5,4.75,
8,2,5,195,1,6,,,,,6,6,
8,2,6,136,1,0,,,,,0,0,
8,2,6,145,1,1,,,,,1,1,
8,2,6,152,1,1,,,,,1,1,
8,2,6,160,1,1,2,,,,1.5,1.75,
8,2,6,166,1,2,,,,,2,2,
8,2,6,177,1,2,3,4,,,3,2.75,
8,2,6,181,1,3,4,,,,3.5,3.75,
8,2,6,187,1,3,4,,,,3.5,3.75,
8,2,6,209,1,6,,,,,6,6,
8,2,6,136,2,0,,,,,0,0,
8,2,6,145,2,1,,,,,1,1,
8,2,6,152,2,1,,,,,1,1,
8,2,6,160,2,1,2,,,,1.5,1.75,
8,2,6,166,2,1,2,,,,1.5,1.5,
8,2,6,177,2,3,4,,,,3.5,3.75,
8,2,6,181,2,4,5,,,,4.5,4.75,
8,2,6,187,2,5,6,,,,5.5,5.25,
8,2,6,195,2,6,,,,,6,6,
8,2,6,136,3,0,,,,,0,0,
8,2,6,145,3,1,,,,,1,1,
8,2,6,152,3,1,,,,,1,1,
8,2,6,160,3,1,,,,,1,1,
8,2,6,166,3,1,2,,,,1.5,1.75,
8,2,6,177,3,2,3,4,,,3,2.25,
8,2,6,181,3,3,4,,,,3.5,3.75,
8,2,6,187,3,4,5,,,,4.5,4.75,
8,2,6,195,3,6,,,,,6,6,
8,2,6,136,4,0,,,,,0,0,
8,2,6,145,4,1,,,,,1,1,
8,2,6,152,4,1,,,,,1,1,
8,2,6,160,4,1,2,,,,1.5,1.5,
8,2,6,166,4,2,3,,,,2.5,2.25,
8,2,6,177,4,2,3,4,5,,3.5,4.5,
8,2,6,181,4,4,5,,,,4.5,4.75,
8,2,6,187,4,4,5,6,,,5,5.25,
8,2,6,195,4,6,,,,,6,6,
8,2,6,136,5,0,,,,,0,0,
8,2,6,145,5,1,,,,,1,1,
8,2,6,152,5,1,,,,,1,1,
8,2,6,160,5,1,,,,,1,1,
8,2,6,166,5,1,2,,,,1.5,1.75,
8,2,6,177,5,2,3,,,,2.5,2.5,
8,2,6,181,5,3,4,,,,3.5,3.75,
8,2,6,195,5,6,,,,,6,6,
8,2,7,136,1,0,,,,,0,0,
8,2,7,145,1,1,,,,,1,1,
8,2,7,152,1,1,,,,,1,1,
8,2,7,160,1,1,2,,,,1.5,1.25,
8,2,7,166,1,1,2, , ,,1.5,1.75,
8,2,7,177,1,2,4,,,,3,3,
8,2,7,181,1,4,5,,,,4.5,4.75,
8,2,7,187,1,4,5,,,,4.5,4.75,
8,2,7,195,1,5,,,,,5,5,
8,2,7,209,1,6,,,,,6,6,
8,2,7,136,2,0,,,,,0,0,
8,2,7,145,2,1,,,,,1,1,
8,2,7,152,2,1,,,,,1,1,
8,2,7,160,2,1,2,,,,1.5,1.25,
8,2,7,166,2,1,2,,,,1.5,1.5,
8,2,7,177,2,2,3,,,,2.5,2.75,
8,2,7,181,2,4,,,,,4,4,
8,2,7,187,2,4,,,,,4,4,
8,2,7,195,2,6,,,,,6,6,
8,2,8,136,1,0,,,,,0,0,
8,2,8,145,1,1,,,,,1,1,
8,2,8,152,1,1,2,,,,1.5,1.75,
8,2,8,160,1,2,,,,,2,2,
8,2,8,166,1,2,3,4,5,,3.5,2.75,
8,2,8,177,1,5,,,,,5,5,
8,2,8,181,1,5,,,,,5,5,
8,2,8,187,1,6,,,,,6,6,
8,2,8,136,2,0,,,,,0,0,
8,2,8,145,2,1,,,,,1,1,
8,2,8,152,2,1,2,,,,1.5,1.25,
8,2,8,160,2,2,,,,,2,2,
8,2,8,166,2,2,3,4,,,3,2.25,
8,2,8,177,2,3,4,5,,,4,4.5,
8,2,8,181,2,4,5,,,,4.5,4.75,
8,2,8,187,2,6,,,,,6,6,
8,2,8,136,3,0,,,,,0,0,
8,2,8,145,3,1,,,,,1,1,
8,2,8,152,3,1,2,,,,1.5,1.25,
8,2,8,160,3,1,2,,,,1.5,1.25,
8,2,8,166,3,2,3,,,,2.5,2.5,
8,2,8,177,3,3,4,5,,,4,4.25,
8,2,8,181,3,4,5,,,,4.5,4.75,
8,2,8,187,3,4,5,,,,4.5,4.75,
8,2,8,195,3,6,,,,,6,6,
8,2,8,136,4,0,,,,,0,0,
8,2,8,145,4,1,,,,,1,1,
8,2,8,152,4,1,,,,,1,1,
8,2,8,160,4,1,2,,,,1.5,1.5,
8,2,8,166,4,2,,,,,2,2,
8,2,8,177,4,2,3,4,,,3,2.75,
8,2,8,181,4,3,4,5,,,4,4.25,
8,2,8,187,4,3,4,5,,,4,4.25,
8,2,8,195,4,6,,,,,6,6,
8,2,8,136,5,0,,,,,0,0,
8,2,8,145,5,1,,,,,1,1,
8,2,8,152,5,1,2,,,,1.5,1.75,
8,2,8,160,5,2,,,,,2,2,
8,2,8,166,5,2,3,,,,2.5,2.75,
8,2,8,177,5,5,,,,,5,5,
8,2,8,181,5,5,,,,,5,5,
8,2,8,187,5,6,,,,,6,6,
8,2,9,136,1,0,,,,,0,0,
8,2,9,145,1,1,,,,,1,1,
8,2,9,152,1,1,2,,,,1.5,1.75,
8,2,9,160,1,2,3,,,,2.5,2.25,
8,2,9,166,1,2,3,4,5,,3.5,2.75,
8,2,9,177,1,3,4,5,,,4,4.75,
8,2,9,181,1,4,5,,,,4.5,4.75,
8,2,9,187,1,4,5,6,,,5,4.75,
8,2,9,195,1,6,,,,,6,6,
8,2,9,136,2,0,,,,,0,0,
8,2,9,145,2,1,,,,,1,1,
8,2,9,152,2,1,,,,,1,1,
8,2,9,160,2,1,2,,,,1.5,1.5,
8,2,9,166,2,2,,,,,2,2,
8,2,9,177,2,2,5,,,,3.5,3.5,
8,2,9,181,2,4,5,,,,4.5,4.75,
8,2,9,187,2,5,,,,,5,5,
8,2,9,195,2,6,,,,,6,6,
8,2,9,136,3,0,,,,,0,0,
8,2,9,145,3,1,,,,,1,1,
8,2,9,152,3,1,,,,,1,1,
8,2,9,160,3,2,,,,,2,2,
8,2,9,166,3,2,,,,,2,2,
8,2,9,177,3,3,4,5,,,4,4.25,
8,2,9,181,3,5,,,,,5,5,
8,2,9,187,3,6,,,,,6,6,
8,2,9,136,4,0,,,,,0,0,
8,2,9,145,4,1,,,,,1,1,
8,2,9,152,4,1,,,,,1,1,
8,2,9,160,4,1,2,,,,1.5,1.5,
8,2,9,166,4,1,2,,,,1.5,1.75,
8,2,9,177,4,2,3,4,,,3,2.25,
8,2,9,181,4,4,,,,,4,4,
8,2,9,187,4,6,,,,,6,6,
8,2,9,136,5,0,,,,,0,0,
8,2,9,145,5,1,,,,,1,1,
8,2,9,152,5,1,2,,,,1.5,1.75,
8,2,9,160,5,2,,,,,2,2,
8,2,9,166,5,2,3,4,,,3,3.25,
8,2,9,177,5,3,4,5,,,4,4.25,
8,2,9,181,5,5,,,,,5,5,
8,2,9,187,5,6,,,,,6,6,
8,2,10,136,1,0,,,,,0,0,
8,2,10,145,1,1,,,,,1,1,
8,2,10,152,1,1,,,,,1,1,
8,2,10,160,1,1,2,,,,1.5,1.25,
8,2,10,166,1,1,2,,,,1.5,1.5,
8,2,10,177,1,2,3,4,,,3,2.75,
8,2,10,181,1,4,5,,,,4.5,4.75,
8,2,10,187,1,4,5,,,,4.5,4.75,
8,2,10,195,1,6,,,,,6,6,
8,2,10,136,2,0,,,,,0,0,
8,2,10,145,2,1,,,,,1,1,
8,2,10,152,2,1,2,,,,1.5,1.25,
8,2,10,160,2,2,,,,,2,2,
8,2,10,166,2,2,,,,,2,2,
8,2,10,177,2,4,,,,,4,4,
8,2,10,181,2,4,,,,,4,4,
8,2,10,195,2,6,,,,,6,6,
8,2,10,136,3,0,,,,,0,0,
8,2,10,145,3,1,,,,,1,1,
8,2,10,152,3,1,,,,,1,1,
8,2,10,160,3,1,2,,,,1.5,1.25,
8,2,10,166,3,1,2,,,,1.5,1.75,
8,2,10,177,3,2,4,,,,3,3,
8,2,10,181,3,3,4,,,,3.5,3.25,
8,2,10,187,3,4,,,,,4,4,
8,2,10,195,3,6,,,,,6,6,
8,2,10,136,4,0,,,,,0,0,
8,2,10,145,4,1,,,,,1,1,
8,2,10,152,4,1,,,,,1,1,
8,2,10,160,4,1,2,,,,1.5,1.25,
8,2,10,166,4,1,2,,,,1.5,1.75,
8,2,10,177,4,2,4,,,,3,3,
8,2,10,181,4,3,4,5,,,4,4.25,
8,2,10,187,4,3,4,5,,,4,4.25,
8,2,10,195,4,6,,,,,6,6,
8,2,10,136,5,0,,,,,0,0,
8,2,10,145,5,1,,,,,1,1,
8,2,10,152,5,1,,,,,1,1,
8,2,10,160,5,1,2,,,,1.5,1.5,
8,2,10,166,5,2,,,,,2,2,
8,2,10,177,5,2,3,4,,,3,2.75,
8,2,10,181,5,4,5,,,,4.5,4.75,
8,2,10,187,5,4,5,6,,,5,4.75,
8,2,10,195,5,6,,,,,6,6,
8,3,1,146,2,0,,,,,0,0,
8,3,1,153,2,1,,,,,1,1,
8,3,1,159,2,1,,,,,1,1,
8,3,1,170,2,1,2,,,,1.5,1.25,
8,3,1,175,2,2,,,,,2,2,
8,3,1,180,2,4,,,,,4,4,
8,3,1,188,2,6,,,,,6,6,
8,3,1,146,3,0,,,,,0,0,
8,3,1,153,3,1,,,,,1,1,
8,3,1,159,3,1,,,,,1,1,
8,3,1,170,3,1,2,,,,1.5,1.5,
8,3,1,175,3,1,2,,,,1.5,1.75,
8,3,1,180,3,3,4,5,,,4,4.25,
8,3,1,188,3,6,,,,,6,6,
8,3,1,146,4,0,,,,,0,0,
8,3,1,153,4,1,,,,,1,1,
8,3,1,159,4,1,,,,,1,1,
8,3,1,170,4,1,2,,,,1.5,1.5,
8,3,1,175,4,2,,,,,2,2,
8,3,1,180,4,4,,,,,4,4,
8,3,1,188,4,4,,,,,4,4,
8,3,1,194,4,6,,,,,6,6,
8,3,2,146,1,0,,,,,0,0,
8,3,2,153,1,1,,,,,1,1,
8,3,2,159,1,1,,,,,1,1,
8,3,2,170,1,1,2,,,,1.5,1.5,
8,3,2,175,1,1,2,,,,1.5,1.5,
8,3,2,180,1,2,3,4,,,3,3.25,
8,3,2,188,1,3,4,,,,3.5,3.75,
8,3,2,194,1,6,,,,,6,6,
8,3,2,146,2,0,,,,,0,0,
8,3,2,153,2,1,,,,,1,1,
8,3,2,159,2,1,,,,,1,1,
8,3,2,170,2,1,,,,,1,1,
8,3,2,175,2,2,,,,,2,2,
8,3,2,180,2,2,,,,,2,2,
8,3,2,188,2,4,,,,,4,4,
8,3,2,194,2,5,,,,,5,5,
8,3,2,202,2,6,,,,,6,6,
8,3,2,146,3,0,,,,,0,0,
8,3,2,153,3,1,,,,,1,1,
8,3,2,159,3,1,,,,,1,1,
8,3,2,170,3,1,,,,,1,1,
8,3,2,175,3,1,2,,,,1.5,1.5,
8,3,2,180,3,2,,,,,2,2,
8,3,2,188,3,4,,,,,4,4,
8,3,2,194,3,4,,,,,4,4,
8,3,2,202,3,6,,,,,6,6,
8,3,2,146,4,0,,,,,0,0,
8,3,2,153,4,1,,,,,1,1,
8,3,2,159,4,1,,,,,1,1,
8,3,2,170,4,1,2,,,,1.5,1.5,
8,3,2,175,4,2,3,4,,,3,2.75,
8,3,2,180,4,2,3,4,,,3,3.25,
8,3,2,194,4,6,,,,,6,6,
8,3,3,146,1,0,,,,,0,0,
8,3,3,153,1,1,,,,,1,1,
8,3,3,159,1,1,,,,,1,1,
8,3,3,170,1,1,2,,,,1.5,1.5,
8,3,3,175,1,2,,,,,2,2,
8,3,3,180,1,2,3,4,,,3,2.75,
8,3,3,188,1,6,,,,,6,6,
8,3,3,146,2,0,,,,,0,0,
8,3,3,153,2,1,,,,,1,1,
8,3,3,159,2,1,,,,,1,1,
8,3,3,170,2,1,2,,,,1.5,1.5,
8,3,3,175,2,2,3,,,,2.5,2.5,
8,3,3,180,2,4,,,,,4,4,
8,3,3,188,2,6,,,,,6,6,
8,3,3,146,3,0,,,,,0,0,
8,3,3,153,3,1,,,,,1,1,
8,3,3,159,3,1,,,,,1,1,
8,3,3,170,3,1,,,,,1,1,
8,3,3,175,3,2,,,,,2,2,
8,3,3,180,3,2,3,4,,,3,3.25,
8,3,3,188,3,4,,,,,4,4,
8,3,3,194,3,6,,,,,6,6,
8,3,3,146,4,0,,,,,0,0,
8,3,3,153,4,1,,,,,1,1,
8,3,3,159,4,1,,,,,1,1,
8,3,3,170,4,2,,,,,2,2,
8,3,3,175,4,2,,,,,2,2,
8,3,3,180,4,2,3,4,5,,3.5,3.75,
8,3,3,188,4,5,,,,,5,5,
8,3,3,194,4,5,6,,,,5.5,5.25,
