"","clim_gdd0_JFM","clim_gdd5_JFM","clim_gdd0_JanMay","clim_gdd5_JanMay","clim_prec_OctMar","clim_prec_AprSep","clim_tmean_warm","clim_tmean_cold","clim_chill_SOND"
"popugran",394.326187401299,145.240070209262,1285.36031423946,732.855652497494,523.978963722778,598.396990504539,23.3906220654117,0.483861423356965,32.6900420757363
"queralba",1013.30542284809,588.981265821906,2267.05923199999,1537.73582854228,654.50650362864,681.563858557185,27.5444379809153,8.69869525582912,6.16331261714511
"quercocc",884.352660396921,483.353027226787,2063.26356173491,1357.26520595106,654.005650608711,640.098117332495,26.7277397245921,7.16694169663338,11.328968380709
"querfalc",1170.60973425093,729.586398800203,2486.70330970484,1740.67996671088,628.609770716553,757.36198623973,27.8314896418364,10.7070230046639,2.21686093792356
"quernigr",1342.06088291619,894.059113493889,2722.30104683825,1969.29927169964,495.508443499706,757.668105887136,28.1776080865757,12.8747310897868,0.477956989247312
"querphel",1137.7828529181,699.079533544966,2450.06358266831,1706.36025393313,665.444771184688,731.049902046046,27.9595935760747,10.2271418277735,2.66699054281643
"querrubr",812.736989168809,429.504546648377,1965.81655127034,1277.60343411101,678.982553329243,652.393811281266,26.6197804367375,6.16452101035836,13.9019851116625
"querstel",1228.20061542265,786.376927462828,2575.69874679855,1828.87505411441,505.131710702991,689.650258483986,28.1805311323739,11.334156125238,1.83036148484357
"quervelu",1012.54485188517,588.030463408031,2269.0792997243,1539.56538281339,660.16888819552,671.055283789423,27.6255222495271,8.65836642112918,6.146195982958
"rhusglab",1197.01795949628,756.494093929824,2549.1978367303,1803.67398786647,557.525246307498,651.474538068874,28.4143359871321,10.8114672963337,2.04408602150538
"sassalbi",1167.07589683021,726.985150621397,2479.6561138239,1734.56536186916,629.861418269817,760.935876848842,27.7810377027416,10.6756064970568,2.47801590808661
"ulmurubr",921.255929575971,512.140562286782,2146.20307383934,1432.09112616214,574.419531782223,608.887324740295,27.7897457680314,7.42455164951958,8.9665083574909
"vibulent",233.315179114082,66.5172195095109,1022.90247025028,557.168433582955,456.186105235409,595.481565006583,22.4484854922013,-2.36615430118144,41.9282536151279
"vibuprun",905.772861187275,494.207194117695,2092.63506489415,1376.07161226107,594.458909014284,654.61738425508,26.813795740492,7.58993117552408,9.37841191066997
