"Site","orig.Genus","orig.Species","clean.Genus","clean.Species"
"fargo","Polanisia","dodecandra","Polanisia","dodecandra"
"fargo","Polemonium","reptans","Polemonium","reptans"
"washdc","Polemonium","reptans","Polemonium","reptans"
"fitter","Polygala","calcarea","Polygala","calcarea"
"fitter","Polygala","serpyllifolia","Polygala","serpyllifolia"
"fitter","Polygala","vulgaris","Polygala","vulgaris"
"konza","Polygala","verticilliata","Polygala","verticillata"
"concord","Polygala","pauciflora","Polygala","paucifolia"
"concord","Polygala","polygama","Polygala","polygama"
"concord","Polygala","sanguinea","Polygala","sanguinea"
"concord","Polygala","verticillata","Polygala","verticillata"
"mohonk","Polygala","paucifolia","Polygala","paucifolia"
"fargo","Polygala","alba","Polygala","alba"
"fargo","Polygala","senega","Polygala","senega"
"washdc","Polygala","pauciflora","Polygala","paucifolia"
"konza","Polygonatum","biflorum","Polygonatum","biflorum"
"concord","Polygonatum","pubescens","Polygonatum","pubescens"
"fargo","Polygonatum","commutatum","Polygonatum","biflorum"
"washdc","Polygonatum","biflorum","Polygonatum","biflorum"
"fitter","Polygonum","aviculare","Polygonum","aviculare"
"konza","Polygonum","virginianum","Persicaria","virginiana"
"concord","Polygonum","arifolium","Persicaria","arifolia"
"concord","Polygonum","aviculare","Polygonum","aviculare"
"concord","Polygonum","careyi","Persicaria","careyi"
"concord","Polygonum","coccineum","Persicaria","amphibia"
"concord","Polygonum","convolvulus","Fallopia","convolvulus"
"concord","Polygonum","cuspidatum","Fallopia","japonica"
"concord","Polygonum","hydropiper","Persicaria","hydropiper"
"concord","Polygonum","hydropiperoides","Persicaria","hydropiperoides"
"concord","Polygonum","lapathifolium","Persicaria","lapathifolia"
"concord","Polygonum","orientale","Persicaria","orientalis"
"concord","Polygonum","pensylvanicum","Persicaria","pensylvanica"
"concord","Polygonum","persicaria","Persicaria","maculosa"
"concord","Polygonum","punctatum","Persicaria","punctata"
"concord","Polygonum","sagittatum","Persicaria","sagittata"
"concord","Polygonum","tenue","Polygonum","tenue"
"fargo","Polygonum","achoreum","Polygonum","achoreum"
"fargo","Polygonum","aviculare","Polygonum","aviculare"
"fargo","Polygonum","coccineum","Persicaria","amphibia"
"fargo","Polygonum","convolvulus","Fallopia","convolvulus"
"fargo","Polygonum","lapathifolium","Persicaria","lapathifolia"
"fargo","Polygonum","pennsylvanicum","Persicaria","pensylvanica"
"fargo","Polygonum","persicaria","Persicaria","maculosa"
"fargo","Polygonum","ramosissimum","Polygonum","ramosissimum"
"washdc","Polygonum","aviculare","Polygonum","aviculare"
"washdc","Polygonum","convolvulus","Fallopia","convolvulus"
"washdc","Polygonum","orientale","Persicaria","orientalis"
"washdc","Polygonum","persicaria","Persicaria","maculosa"
"gothic","Polygonum","aviculare","Polygonum","aviculare"
"gothic","Polygonum","douglasii","Polygonum","douglasii"
"washdc","Polypodium","virginianum","Persicaria","virginiana"
"washdc","Polystichum","acrostichoides","Polystichum","acrostichoides"
"washdc","Pontederia","cordata","Pontederia","cordata"
"fitter","Populus","canescens","Populus","canescens"
"fitter","Populus","nigra","Populus","nigra"
"fitter","Populus","tremula","Populus","tremula"
"konza","Populus","deltoides","Populus","deltoides"
"mikesell","Populus","deltoides","Populus","deltoides"
"mikesell","Populus","tremuloides","Populus","tremuloides"
"fargo","Populus","balsamifera","Populus","balsamifera"
"fargo","Populus","deltoides","Populus","deltoides"
"fargo","Populus","tremuloides","Populus","tremuloides"
"washdc","Populus","alba","Populus","alba"
"washdc","Populus","balsamifera","Populus","balsamifera"
"washdc","Populus","canescens","Populus","canescens"
"washdc","Populus","deltoides","Populus","deltoides"
"washdc","Populus","grandidentata","Populus","grandidentata"
"washdc","Populus","tremuloides","Populus","tremuloides"
"uwm","Populus","tremuloides","Populus","tremuloides"
"washdc","Porteranthus","trifoliatus","Gillenia","trifoliata"
"concord","Portulaca","oleracea","Portulaca","oleracea"
"fargo","Portulaca","oleracea","Portulaca","oleracea"
"washdc","Portulaca","grandiflora","Portulaca","grandiflora"
"washdc","Portulaca","oleracea","Portulaca","oleracea"
"fitter","Potentilla","anserina","Potentilla","anserina"
"fitter","Potentilla","erecta","Potentilla","erecta"
"fitter","Potentilla","reptans","Potentilla","reptans"
"fitter","Potentilla","sterilis","Potentilla","sterilis"
"konza","Potentilla","arguta","Drymocallis","arguta"
"konza","Potentilla","recta","Potentilla","recta"
"concord","Potentilla","argentea","Potentilla","argentea"
"concord","Potentilla","arguta","Drymocallis","arguta"
"concord","Potentilla","canadensis","Potentilla","canadensis"
"concord","Potentilla","fruticosa","Dasiphora","fruticosa"
"concord","Potentilla","norvegica","Potentilla","norvegica"
"concord","Potentilla","palustris","Comarum","palustre"
"concord","Potentilla","recta","Potentilla","recta"
"concord","Potentilla","simplex","Potentilla","simplex"
"fargo","Potentilla","anserina","Potentilla","anserina"
"fargo","Potentilla","arguta","Drymocallis","arguta"
"fargo","Potentilla","concinna","Potentilla","concinna"
"fargo","Potentilla","fruticosa","Dasiphora","fruticosa"
"fargo","Potentilla","norvegica","Potentilla","norvegica"
"fargo","Potentilla","paradoxa","Potentilla","supina"
"fargo","Potentilla","pensylvanica","Potentilla","pensylvanica"
"fargo","Potentilla","pentandra","Potentilla","rivalis"
"washdc","Potentilla","argentea","Potentilla","argentea"
"washdc","Potentilla","canadensis","Potentilla","canadensis"
"washdc","Potentilla","norvegica","Potentilla","norvegica"
"washdc","Potentilla","recta","Potentilla","recta"
"washdc","Potentilla","simplex","Potentilla","simplex"
"gothic","Potentilla","hippiana","Potentilla","hippiana"
"gothic","Potentilla","pulcherrima","Potentilla","pulcherrima"
"concord","Prenanthes","alba","Prenanthes","alba"
"concord","Prenanthes","serpentaria","Prenanthes","serpentaria"
"concord","Prenanthes","trifoliolata","Prenanthes","trifoliolata"
"fargo","Prenanthes","alba","Prenanthes","alba"
"fargo","Prenanthes","racemosa","Prenanthes","racemosa"
"fitter","Primula","veris","Primula","veris"
"fitter","Primula","vulgaris","Primula","vulgaris"
"bolmgren","Primula","veris","Primula","veris"
"fargo","Prinsepia","sinensis","Prinsepia","sinensis"
"concord","Proserpinaca","palustris","Proserpinaca","palustris"
"fitter","Prunella","vulgaris","Prunella","vulgaris"
"konza","Prunella","vulgaris","Prunella","vulgaris"
"concord","Prunella","vulgaris","Prunella","vulgaris"
"fargo","Prunella","vulgaris","Prunella","vulgaris"
"washdc","Prunella","vulgaris","Prunella","vulgaris"
"fitter","Prunus","avium","Prunus","avium"
"fitter","Prunus","cerasifera","Prunus","cerasifera"
"fitter","Prunus","spinosa","Prunus","spinosa"
"konza","Prunus","americana","Prunus","americana"
"konza","Prunus","angustifolius","Prunus","angustifolia"
"konza","Prunus","virginiana","Prunus","virginiana"
"concord","Prunus","americana","Prunus","americana"
"concord","Prunus","cerasus","Prunus","cerasus"
"concord","Prunus","maritima","Prunus","maritima"
"concord","Prunus","pensylvanica","Prunus","pensylvanica"
"concord","Prunus","pumila","Prunus","pumila"
"concord","Prunus","serotina","Prunus","serotina"
"concord","Prunus","virginiana","Prunus","virginiana"
"fargo","Prunus","americana","Prunus","americana"
"fargo","Prunus","armeniaca","Prunus","armeniaca"
"fargo","Prunus","pensylvanica","Prunus","pensylvanica"
"fargo","Prunus","pumila","Prunus","pumila"
"fargo","Prunus","tomentosa","Prunus","tomentosa"
"fargo","Prunus","triloba","Prunus","triloba"
"fargo","Prunus","virginiana","Prunus","virginiana"
"washdc","Prunus","americana","Prunus","americana"
"washdc","Prunus","armeniaca","Prunus","armeniaca"
"washdc","Prunus","avium","Prunus","avium"
"washdc","Prunus","pensylvanica","Prunus","pensylvanica"
"washdc","Prunus","persica","Prunus","persica"
"washdc","Prunus","serotina","Prunus","serotina"
"washdc","Prunus","subhirtella","Prunus","subhirtella"
"washdc","Prunus","virginiana","Prunus","virginiana"
"washdc","Prunus","yedoensis","Prunus","yedoensis"
"bolmgren","Prunus","avium","Prunus","avium"
"bolmgren","Prunus","padus","Prunus","padus"
"uwm","Prunus","serotina","Prunus","serotina"
"gothic","Pseudocymopterus","montanus","Pseudocymopterus","montanus"
"fitter","Pseudofumaria","lutea","Corydalis","lutea"
"konza","Pseudognaphalium","obtusifolium","Pseudognaphalium","obtusifolium"
"konza","Psoralea","argophylla","Pediomelum","argophyllum"
"fargo","Psoralea","argophylla","Pediomelum","argophyllum"
"fargo","Psoralea","esculenta","Pediomelum","esculentum"
"konza","Psoralidium","tenuiflorum","Psoralidium","tenuiflorum"
"concord","Ptelea","trifoliata","Ptelea","trifoliata"
"washdc","Ptelea","trifoliata","Ptelea","trifoliata"
"fitter","Pteridium","aquilinum","Pteridium","aquilinum"
"fargo","Puccinellia","nuttalliana","Puccinellia","nuttalliana"
"fitter","Pulicaria","dysenterica","Pulicaria","dysenterica"
"bolmgren","Pulmonaria","obscura","Pulmonaria","officinalis"
"bolmgren","Pulsatilla","vernalis","Pulsatilla","vernalis"
"concord","Pycnanthemum","virginianum","Pycnanthemum","virginianum"
"concord","Pyrola","chlorantha","Pyrola","chlorantha"
"concord","Pyrola","elliptica","Pyrola","elliptica"
"concord","Pyrola","rotundifolia","Pyrola","rotundifolia"
"fargo","Pyrola","elliptica","Pyrola","elliptica"
"konza","Pyrrhopappus","carolinianus","Pyrrhopappus","carolinianus"
"fargo","Pyrrocoma","lanceolata","Pyrrocoma","lanceolata"
"gothic","Pyrrocoma","crocea","Pyrrocoma","crocea"
"fitter","Pyrus","communis","Pyrus","communis"
"fargo","Pyrus","communis","Pyrus","communis"
"washdc","Pyrus","calleryana","Pyrus","calleryana"
"washdc","Pyrus","communis","Pyrus","communis"
"harvard","Quercus","alba","Quercus","alba"
"harvard","Quercus","rubra","Quercus","rubra"
"harvard","Quercus","velutina","Quercus","velutina"
"konza","Quercus","macrocarpa","Quercus","macrocarpa"
"konza","Quercus","muehlenbergii","Quercus","muehlenbergii"
"mikesell","Quercus","alba","Quercus","alba"
"mikesell","Quercus","bicolor","Quercus","bicolor"
"mikesell","Quercus","macrocarpa","Quercus","macrocarpa"
"mikesell","Quercus","velutina","Quercus","velutina"
"concord","Quercus","ilicifolia","Quercus","ilicifolia"
"marsham","Quercus",NA,"Quercus",NA
"fargo","Quercus","macrocarpa","Quercus","macrocarpa"
"washdc","Quercus","acutissima","Quercus","acutissima"
"washdc","Quercus","alba","Quercus","alba"
"washdc","Quercus","bicolor","Quercus","bicolor"
"washdc","Quercus","coccinea","Quercus","coccinea"
"washdc","Quercus","falcata","Quercus","falcata"
"washdc","Quercus","imbricaria","Quercus","imbricaria"
"washdc","Quercus","marilandica","Quercus","marilandica"
"washdc","Quercus","michauxii","Quercus","michauxii"
"washdc","Quercus","nigra","Quercus","nigra"
"washdc","Quercus","palustris","Quercus","palustris"
"washdc","Quercus","phellos","Quercus","phellos"
"washdc","Quercus","rubra","Quercus","rubra"
"washdc","Quercus","stellata","Quercus","stellata"
"washdc","Quercus","velutina","Quercus","velutina"
"uwm","Quercus","rubra","Quercus","rubra"
"fitter","Ranunculus","acris","Ranunculus","acris"
"fitter","Ranunculus","auricomus","Ranunculus","auricomus"
"fitter","Ranunculus","bulbosus","Ranunculus","bulbosus"
"fitter","Ranunculus","ficaria","Ranunculus","ficaria"
"fitter","Ranunculus","repens","Ranunculus","repens"
"konza","Ranunculus","abortivus","Ranunculus","abortivus"
"concord","Ranunculus","abortivus","Ranunculus","abortivus"
"concord","Ranunculus","acris","Ranunculus","acris"
"concord","Ranunculus","bulbosus","Ranunculus","bulbosus"
"concord","Ranunculus","fascicularis","Ranunculus","fascicularis"
"concord","Ranunculus","flabellaris","Ranunculus","flabellaris"
"concord","Ranunculus","recurvatus","Ranunculus","recurvatus"
"concord","Ranunculus","repens","Ranunculus","repens"
"concord","Ranunculus","reptans","Ranunculus","flammula"
"concord","Ranunculus","trichophyllus","Ranunculus","aquatilis"
"fargo","Ranunculus","abortivus","Ranunculus","abortivus"
"fargo","Ranunculus","acris","Ranunculus","acris"
"fargo","Ranunculus","aquatilis","Ranunculus","aquatilis"
"fargo","Ranunculus","cymbalaria","Ranunculus","cymbalaria"
"fargo","Ranunculus","flabellaris","Ranunculus","flabellaris"
"fargo","Ranunculus","glaberrimus","Ranunculus","glaberrimus"
"fargo","Ranunculus","hispidus","Ranunculus","hispidus"
"fargo","Ranunculus","macounii","Ranunculus","macounii"
"fargo","Ranunculus","recurvatus","Ranunculus","recurvatus"
"fargo","Ranunculus","repens","Ranunculus","repens"
"fargo","Ranunculus","rhomboideus","Ranunculus","rhomboideus"
"fargo","Ranunculus","sceleratus","Ranunculus","sceleratus"
"washdc","Ranunculus","abortivus","Ranunculus","abortivus"
"washdc","Ranunculus","acris","Ranunculus","acris"
"washdc","Ranunculus","bulbosus","Ranunculus","bulbosus"
"washdc","Ranunculus","ficaria","Ranunculus","ficaria"
"washdc","Ranunculus","hispidus","Ranunculus","hispidus"
"washdc","Ranunculus","pusillus","Ranunculus","pusillus"
"washdc","Ranunculus","recurvatus","Ranunculus","recurvatus"
"washdc","Ranunculus","sceleratus","Ranunculus","sceleratus"
"gothic","Ranunculus","inamoenus","Ranunculus","inamoenus"
"concord","Raphanus","raphanistrum","Raphanus","raphanistrum"
"washdc","Raphanus","raphanistrum","Raphanus","raphanistrum"
"konza","Ratibida","columnifera","Ratibida","columnifera"
"fargo","Ratibida","columnifera","Ratibida","columnifera"
"fitter","Reseda","lutea","Reseda","lutea"
"fitter","Reseda","luteola","Reseda","luteola"
"washdc","Reseda","luteola","Reseda","luteola"
"fitter","Rhamnus","cathartica","Rhamnus","cathartica"
"concord","Rhamnus","cathartica","Rhamnus","cathartica"
"concord","Rhamnus","frangula","Rhamnus","frangula"
"fargo","Rhamnus","cathartica","Rhamnus","cathartica"
"fargo","Rhamnus","davurica","Rhamnus","davurica"
"fargo","Rheum","sp","Rheum",NA
"washdc","Rheum","rhabarbarum","Rheum","rhabarbarum"
"concord","Rhexia","virginica","Rhexia","virginica"
"fitter","Rhinanthus","minor","Rhinanthus","minor"
"concord","Rhinanthus","crista-galli","Rhinanthus","minor"
"concord","Rhododendron","canadense","Rhododendron","canadense"
"concord","Rhododendron","viscosum","Rhododendron","viscosum"
"mohonk","Rhododendron","indicum","Rhododendron","indicum"
"mohonk","Rhododendron","nudiflorum","Rhododendron","periclymenoides"
"washdc","Rhododendron","atlanticum","Rhododendron","atlanticum"
"washdc","Rhododendron","maximum","Rhododendron","maximum"
"washdc","Rhododendron","periclymenoides","Rhododendron","periclymenoides"
"washdc","Rhododendron","prinophyllum","Rhododendron","prinophyllum"
"washdc","Rhodotypos","scandens","Rhodotypos","scandens"
"konza","Rhus","aromatica","Rhus","aromatica"
"konza","Rhus","glabra","Rhus","glabra"
"mikesell","Rhus","typhina","Rhus","typhina"
"concord","Rhus","copallina","Rhus","copallinum"
"concord","Rhus","glabra","Rhus","glabra"
"concord","Rhus","radicans","Toxicodendron","radicans"
"concord","Rhus","typhina","Rhus","typhina"
"fargo","Rhus","glabra","Rhus","glabra"
"fargo","Rhus","rydbergii","Toxicodendron","radicans"
"washdc","Rhus","aromatica","Rhus","aromatica"
"washdc","Rhus","typhina","Rhus","typhina"
"fitter","Ribes","nigrum","Ribes","nigrum"
"fitter","Ribes","rubrum","Ribes","rubrum"
"fitter","Ribes","uva-crispa","Ribes","uva-crispa"
"konza","Ribes","missouriense","Ribes","missouriense"
"concord","Ribes","aureum","Ribes","aureum"
"concord","Ribes","rubrum","Ribes","rubrum"
"fargo","Ribes","americanum","Ribes","americanum"
"fargo","Ribes","hirtellum","Ribes","hirtellum"
"fargo","Ribes","nigrum","Ribes","nigrum"
"fargo","Ribes","odoratum","Ribes","aureum"
"fargo","Ribes","rubrum","Ribes","rubrum"
"bolmgren","Ribes","cg","Ribes",NA
"bolmgren","Ribes","uvacrispa","Ribes","uva-crispa"
"fargo","Ricinus","communis","Ricinus","communis"
"konza","Robinia","pseudoacacia","Robinia","pseudoacacia"
"concord","Robinia","pseudoacacia","Robinia","pseudoacacia"
"fargo","Robinia","pseudoacacia","Robinia","pseudoacacia"
"washdc","Robinia","hispida","Robinia","hispida"
"washdc","Robinia","pseudoacacia","Robinia","pseudoacacia"
"concord","Roripa","islandica","Rorippa","islandica"
"fitter","Rorippa","amphibia","Rorippa","amphibia"
"fitter","Rorippa","nasturtium-aquaticum","Nasturtium","officinale"
"konza","Rorippa","palustris","Rorippa","palustris"
"concord","Rorippa","sylvestris","Rorippa","sylvestris"
"fargo","Rorippa","islandica","Rorippa","islandica"
"fargo","Rorippa","sinuata","Rorippa","sinuata"
"washdc","Rorippa","palustris","Rorippa","palustris"
"fitter","Rosa","arvensis","Rosa","arvensis"
"fitter","Rosa","canina","Rosa","canina"
"fitter","Rosa","tomentosa","Rosa","tomentosa"
"konza","Rosa","arkansana","Rosa","arkansana"
"concord","Rosa","carolina","Rosa","carolina"
"concord","Rosa","eglanteria","Rosa","rubiginosa"
"concord","Rosa","nitida","Rosa","nitida"
"concord","Rosa","rugosa","Rosa","rugosa"
"fargo","Rosa","arkansana","Rosa","arkansana"
"fargo","Rosa","blanda","Rosa","blanda"
"fargo","Rosa","hugonis","Rosa","xanthina"
"washdc","Rosa","canina","Rosa","canina"
"washdc","Rosa","carolina","Rosa","carolina"
"washdc","Rosa","eglanteria","Rosa","rubiginosa"
"washdc","Rosa","multiflora","Rosa","multiflora"
"washdc","Rosa","palustris","Rosa","palustris"
"washdc","Rosa","rugosa","Rosa","rugosa"
"washdc","Rosa","virginiana","Rosa","virginiana"
"gothic","Rosa","woodsii","Rosa","woodsii"
"fitter","Rubus","caesius","Rubus","caesius"
"fitter","Rubus","fruticosus","Rubus","plicatus"
"fitter","Rubus","idaeus","Rubus","idaeus"
"konza","Rubus","occidentalis","Rubus","occidentalis"
"konza","Rubus","ostryifolius","Rubus","X ostryifolius"
"concord","Rubus","odoratus","Rubus","odoratus"
"fargo","Rubus","occidentalis","Rubus","occidentalis"
"fargo","Rubus","pubescens","Rubus","pubescens"
"fargo","Rubus","strigosus","Rubus","sachalinensis"
"washdc","Rubus","flagellaris","Rubus","flagellaris"
"washdc","Rubus","odoratus","Rubus","odoratus"
"washdc","Rubus","phoenicolasius","Rubus","phoenicolasius"
"washdc","Rubus","trivialis","Rubus","trivialis"
"konza","Rudbeckia","hirta","Rudbeckia","hirta"
"concord","Rudbeckia","hirta","Rudbeckia","hirta"
"concord","Rudbeckia","laciniata","Rudbeckia","laciniata"
"fargo","Rudbeckia","hirta","Rudbeckia","hirta"
"fargo","Rudbeckia","laciniata","Rudbeckia","laciniata"
"washdc","Rudbeckia","fulgida","Rudbeckia","fulgida"
"konza","Ruellia","humilis","Ruellia","humilis"
"konza","Ruellia","strepens","Ruellia","strepens"
"fitter","Rumex","acetosa","Rumex","acetosa"
"fitter","Rumex","acetosella","Rumex","acetosella"
"fitter","Rumex","conglomeratus","Rumex","conglomeratus"
"fitter","Rumex","crispus","Rumex","crispus"
"fitter","Rumex","hydrolapathum","Rumex","hydrolapathum"
"fitter","Rumex","obtusifolius","Rumex","obtusifolius"
"fitter","Rumex","sanguineus","Rumex","sanguineus"
"concord","Rumex","acetosella","Rumex","acetosella"
"concord","Rumex","crispus","Rumex","crispus"
"concord","Rumex","obtusifolius","Rumex","obtusifolius"
"concord","Rumex","orbiculatus","Rumex","britannica"
"fargo","Rumex","acetosella","Rumex","acetosella"
"fargo","Rumex","crispus","Rumex","crispus"
"fargo","Rumex","maritimus","Rumex","maritimus"
"fargo","Rumex","mexicanus","Rumex","mexicanus"
"fargo","Rumex","occidentalis","Rumex","occidentalis"
"washdc","Rumex","acetosella","Rumex","acetosella"
"washdc","Rumex","crispus","Rumex","crispus"
"fitter","Sagina","procumbens","Sagina","procumbens"
"concord","Sagina","procumbens","Sagina","procumbens"
"washdc","Sagina","decumbens","Sagina","decumbens"
"washdc","Sagina","procumbens","Sagina","procumbens"
"concord","Sagittaria","graminea","Sagittaria","graminea"
"concord","Sagittaria","latifolia","Sagittaria","latifolia"
"fargo","Sagittaria","cuneata","Sagittaria","cuneata"
"fitter","Salix","caprea","Salix","caprea"
"fitter","Salix","fragilis","Salix","fragilis"
"fitter","Salix","purpurea","Salix","purpurea"
"fitter","Salix","triandra","Salix","triandra"
"fitter","Salix","viminalis","Salix","viminalis"
"mikesell","Salix","nigra","Salix","nigra"
"fargo","Salix","amygdaloides","Salix","amygdaloides"
"fargo","Salix","cordata","Salix","cordata"
"fargo","Salix","discolor","Salix","discolor"
"fargo","Salix","interior","Salix","interior"
"fargo","Salix","petiolaris","Salix","petiolaris"
"fargo","Salix","vitellina","Salix","alba"
"washdc","Salix","alba","Salix","alba"
"washdc","Salix","babylonica","Salix","babylonica"
"washdc","Salix","caprea","Salix","caprea"
"washdc","Salix","cinerea","Salix","cinerea"
"washdc","Salix","humilis","Salix","humilis"
"washdc","Salix","matsudana","Salix","matsudana"
"washdc","Salix","purpurea","Salix","purpurea"
"washdc","Salix","sericea","Salix","sericea"
"gothic","Salix","brachycarpa","Salix","brachycarpa"
"gothic","Salix","drummondiana","Salix","drummondiana"
"gothic","Salix","geyeriana","Salix","geyeriana"
"gothic","Salix","monticola","Salix","monticola"
"gothic","Salix","sp","Salix",NA
"gothic","Salix","wolfii","Salix","wolfii"
"fargo","Salsola","kali","Salsola","kali"
"konza","Salvia","azurea","Salvia","azurea"
"konza","Salvia","reflexa","Salvia","reflexa"
"washdc","Salvia","lyrata","Salvia","lyrata"
"washdc","Salvia","verbenaca","Salvia","verbenaca"
"fitter","Sambucus","nigra","Sambucus","nigra"
"konza","Sambucus","canadensis","Sambucus","nigra"
"concord","Sambucus","canadensis","Sambucus","nigra"
"mohonk","Sambucus","racemosa","Sambucus","racemosa"
"fargo","Sambucus","pubens","Sambucus","racemosa"
"washdc","Sambucus","canadensis","Sambucus","nigra"
"washdc","Sambucus","racemosa","Sambucus","racemosa"
"concord","Sanguinaria","canadensis","Sanguinaria","canadensis"
"mohonk","Sanguinaria","canadensis","Sanguinaria","canadensis"
"fargo","Sanguinaria","canadensis","Sanguinaria","canadensis"
"washdc","Sanguinaria","canadensis","Sanguinaria","canadensis"
"fitter","Sanguisorba","minor","Sanguisorba","minor"
"washdc","Sanguisorba","minor","Sanguisorba","minor"
"fitter","Sanicula","europaea","Sanicula","europaea"
"concord","Sanicula","marilandica","Sanicula","marilandica"
"fargo","Sanicula","marylandica","Sanicula","marilandica"
"washdc","Sanicula","canadensis","Sanicula","canadensis"
"washdc","Sanicula","gregaria","Sanicula","odorata"
"concord","Saponaria","officinalis","Saponaria","officinalis"
"concord","Sarracenia","purpurea","Sarracenia","purpurea"
"washdc","Sarracenia","purpurea","Sarracenia","purpurea"
"mikesell","Sassafras","albidum","Sassafras","albidum"
"washdc","Sassafras","albidum","Sassafras","albidum"
"washdc","Satureja","calamintha","Clinopodium","nepeta"
"fitter","Saxifraga","tridactylites","Saxifraga","tridactylites"
"concord","Saxifraga","virginiensis","Micranthes","virginiensis"
"washdc","Saxifraga","pensylvanica","Micranthes","pensylvanica"
"washdc","Saxifraga","virginiensis","Micranthes","virginiensis"
"fitter","Scabiosa","columbaria","Scabiosa","columbaria"
"fargo","Schizachne","purpurascens","Schizachne","purpurascens"
"konza","Schizachyrium","scoparius","Schizachyrium","scoparium"
"fitter","Schoenoplectus","lacustris","Schoenoplectus","lacustris"
"konza","Schoenoplectus","pungens","Schoenoplectus","pungens"
"konza","Schoenoplectus","tabernaemontani","Schoenoplectus","tabernaemontani"
"fargo","Schoenoplectus","fluviatilis","Bolboschoenus","fluviatilis"
"fargo","Schoenoplectus","heterochaetus","Schoenoplectus","heterochaetus"
"fargo","Schoenoplectus","tabernaemontani","Schoenoplectus","tabernaemontani"
"washdc","Schoenoplectus","tabernaemontani","Schoenoplectus","tabernaemontani"
"konza","Schrankia","nuttallii","Mimosa","nuttallii"
"konza","Scirpus","atrovirens","Scirpus","atrovirens"
"konza","Scirpus","pendulus","Scirpus","pendulus"
"fargo","Scirpus","acutus","Schoenoplectus","acutus"
"fargo","Scirpus","atrovirens","Scirpus","atrovirens"
"fargo","Scirpus","paludosus","Bolboschoenus","maritimus"
"washdc","Scirpus","atrovirens","Scirpus","atrovirens"
"concord","Scleranthus","annuus","Scleranthus","annuus"
"washdc","Scleranthus","annuus","Scleranthus","annuus"
"fargo","Scolochloa","festucacea","Scolochloa","festucacea"
"fitter","Scrophularia","auriculata","Scrophularia","auriculata"
"fitter","Scrophularia","nodosa","Scrophularia","nodosa"
"fitter","Scrophularia","vernalis","Scrophularia","vernalis"
"konza","Scrophularia","marilandica","Scrophularia","marilandica"
"fargo","Scrophularia","leporella","Scrophularia","lanceolata"
"washdc","Scrophularia","marilandica","Scrophularia","marilandica"
"konza","Scutellaria","parvula","Scutellaria","parvula"
"concord","Scutellaria","epilobiifolia","Scutellaria","galericulata"
"concord","Scutellaria","lateriflora","Scutellaria","lateriflora"
"washdc","Scutellaria","elliptica","Scutellaria","elliptica"
"washdc","Scutellaria","serrata","Scutellaria","serrata"
"fargo","Secale","cereale","Secale","cereale"
"washdc","Secale","cereale","Secale","cereale"
"fitter","Sedum","acre","Sedum","acre"
"concord","Sedum","acre","Sedum","acre"
"concord","Sedum","telephioides","Hylotelephium","telephioides"
"washdc","Sedum","acre","Sedum","acre"
"washdc","Sedum","sarmentosum","Sedum","sarmentosum"
"washdc","Sedum","ternatum","Sedum","ternatum"
"fitter","Senecio","erucifolius","Jacobaea","erucifolia"
"fitter","Senecio","jacobaea","Jacobaea","vulgaris"
"fitter","Senecio","squalidus","Senecio","squalidus"
"concord","Senecio","aureus","Packera","aurea"
"concord","Senecio","vulgaris","Senecio","vulgaris"
"fargo","Senecio","aureus","Packera","aurea"
"fargo","Senecio","congestus","Tephroseris","palustris"
"fargo","Senecio","integerrimus","Senecio","integerrimus"
"fargo","Senecio","pauperculus","Packera","paupercula"
"washdc","Senecio","anonymus","Packera","anonyma"
"washdc","Senecio","aureus","Packera","aurea"
"washdc","Senecio","pauperculus","Packera","paupercula"
"washdc","Senecio","vulgaris","Senecio","vulgaris"
"gothic","Senecio","integerrimus","Senecio","integerrimus"
"gothic","Senecio","serra","Senecio","serra"
"gothic","Senecio","triangularis","Senecio","triangularis"
"concord","Senna","hebecarpa","Senna","hebecarpa"
"concord","Sericocarpus","asteroides","Sericocarpus","asteroides"
"fargo","Setaria","glauca","Pennisetum","glaucum"
"fargo","Setaria","verticillata","Setaria","verticillata"
"fargo","Setaria","viridis","Setaria","viridis"
"washdc","Setaria","viridis","Setaria","viridis"
"fargo","Shepherdia","argentea","Shepherdia","argentea"
"konza","Sicyos","angulatus","Sicyos","angulatus"
"concord","Sicyos","angulatus","Sicyos","angulatus"
"gothic","Sidalcea","candida","Sidalcea","candida"
"fitter","Silene","dioica","Silene","dioica"
"fitter","Silene","latifolia","Silene","latifolia"
"fitter","Silene","vulgaris","Silene","vulgaris"
"konza","Silene","antirrhina","Silene","antirrhina"
"konza","Silene","stellata","Silene","stellata"
"concord","Silene","antirrhina","Silene","antirrhina"
"concord","Silene","armeria","Silene","armeria"
"concord","Silene","caroliniana","Silene","caroliniana"
"concord","Silene","cucubalus","Silene","vulgaris"
"concord","Silene","noctiflora","Silene","noctiflora"
"fargo","Silene","antirrhina","Silene","antirrhina"
"fargo","Silene","csereii","Silene","csereii"
"fargo","Silene","noctiflora","Silene","noctiflora"
"washdc","Silene","antirrhina","Silene","antirrhina"
"washdc","Silene","caroliniana","Silene","caroliniana"
"gothic","Silene","antirrhina","Silene","antirrhina"
"konza","Silphium","integrifolium","Silphium","integrifolium"
"konza","Silphium","laciniatum","Silphium","laciniatum"
"washdc","Silybum","marianum","Silybum","marianum"
"fitter","Sinapis","alba","Sinapis","alba"
"fitter","Sison","amomum","Sison","amomum"
