placette,rep,plot,hum,temp,date,30 cm,15 cm,,placette,rep,hum,temp,30 cm,15 cm,,,,temp,,,,,,,,,,,,,,,,,,,,,,
d6,D,6,H,T,030528,21.9,22.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e6,E,6,S,T,030528,17.1,18.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a1,A,1,H,T+,030616,18.8,15.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b1,B,1,H,T,030616,19.7,22.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c1,C,1,S,T,030616,20.8,23.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d1,D,1,S,T++,030616,21.3,22.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e1,E,1,H,T+,030616,26.5,27.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a2,A,2,S,T++,030616,21.8,22.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b2,B,2,S,T+,030616,22.7,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2,C,2,H,T++,030616,23.6,23.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d2,D,2,S,T+,030616,22,20.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e2,E,2,H,T,030616,23.3,24.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a3,A,3,S,T,030616,20.5,21.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b3,B,3,S,T++,030616,19.2,18.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c3,C,3,H,T,030616,23.2,25.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d3,D,3,H,T++,030616,24.1,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e3,E,3,H,T++,030616,21.2,26.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a4,A,4,H,T++,030616,23,23.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b4,B,4,H,T+,030616,26.6,26.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c4,C,4,S,T++,030616,14.5,20.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d4,D,4,S,T,030616,22.7,24.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e4,E,4,S,T++,030616,17.3,21.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a5,A,5,H,T,030616,24.8,23.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b5,B,5,S,T,030616,16.3,22.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c5,C,5,H,T+,030616,19.6,24.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d5,D,5,H,T+,030616,25.4,26.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e5,E,5,S,T+,030616,25.7,25.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a6,A,6,S,T+,030616,21.7,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b6,B,6,H,T++,030616,25.3,26.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c6,C,6,S,T+,030616,22.8,25.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d6,D,6,H,T,030616,24.1,26.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e6,E,6,S,T,030616,16.3,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a1,A,1,H,T+,030625,14.1,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b1,B,1,H,T,030625,15.7,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c1,C,1,S,T,030625,19.4,19.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d1,D,1,S,T++,030625,14.8,15.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e1,E,1,H,T+,030625,21.4,20.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a2,A,2,S,T++,030625,19.3,16.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b2,B,2,S,T+,030625,17.4,15.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2,C,2,H,T++,030625,17.4,14.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d2,D,2,S,T+,030625,18.7,19.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e2,E,2,H,T,030625,19,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a3,A,3,S,T,030625,16.4,16.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b3,B,3,S,T++,030625,13.1,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c3,C,3,H,T,030625,16.4,18.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d3,D,3,H,T++,030625,16.6,15.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e3,E,3,H,T++,030625,17.9,19.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a4,A,4,H,T++,030625,18.5,15.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b4,B,4,H,T+,030625,20.2,17.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c4,C,4,S,T++,030625,13.9,14.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d4,D,4,S,T,030625,18.4,20.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e4,E,4,S,T++,030625,11.5,16.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a5,A,5,H,T,030625,19.1,19.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b5,B,5,S,T,030625,15,20.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c5,C,5,H,T+,030625,20.1,15.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d5,D,5,H,T+,030625,21.1,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e5,E,5,S,T+,030625,20,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a6,A,6,S,T+,030625,20,13.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b6,B,6,H,T++,030625,20,16.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c6,C,6,S,T+,030625,20.3,20.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d6,D,6,H,T,030625,18.6,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e6,E,6,S,T,030625,13.5,15.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a1,A,1,H,T+,030702,12.9,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b1,B,1,H,T,030702,17.6,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c1,C,1,S,T,030702,16.5,19.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d1,D,1,S,T++,030702,12.7,13.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e1,E,1,H,T+,030702,19.9,17.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a2,A,2,S,T++,030702,17,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b2,B,2,S,T+,030702,15.1,13.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2,C,2,H,T++,030702,13.5,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d2,D,2,S,T+,030702,17.2,17.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e2,E,2,H,T,030702,14.3,15.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a3,A,3,S,T,030702,13.5,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b3,B,3,S,T++,030702,11.2,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c3,C,3,H,T,030702,13.8,13.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d3,D,3,H,T++,030702,14.8,14.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e3,E,3,H,T++,030702,15.2,15.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a4,A,4,H,T++,030702,16.2,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b4,B,4,H,T+,030702,18.1,13.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c4,C,4,S,T++,030702,14.5,11.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d4,D,4,S,T,030702,16.9,18.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e4,E,4,S,T++,030702,15.6,13.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a5,A,5,H,T,030702,15,16.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b5,B,5,S,T,030702,10.8,16.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c5,C,5,H,T+,030702,16.6,13.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d5,D,5,H,T+,030702,19.7,18.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e5,E,5,S,T+,030702,17.4,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a6,A,6,S,T+,030702,18.6,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b6,B,6,H,T++,030702,15.3,14.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c6,C,6,S,T+,030702,18.8,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d6,D,6,H,T,030702,16.7,18.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e6,E,6,S,T,030702,18.6,16.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a1,A,1,H,T+,030709,12.9,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b1,B,1,H,T,030709,18.5,14.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c1,C,1,S,T,030709,17.1,16.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d1,D,1,S,T++,030709,13.1,19.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e1,E,1,H,T+,030709,19.6,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a2,A,2,S,T++,030709,18.9,13.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b2,B,2,S,T+,030709,14.8,13.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2,C,2,H,T++,030709,16.4,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d2,D,2,S,T+,030709,16.7,15.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e2,E,2,H,T,030709,16.8,15.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a3,A,3,S,T,030709,14.9,16.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b3,B,3,S,T++,030709,11.2,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c3,C,3,H,T,030709,18.6,15.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d3,D,3,H,T++,030709,14,12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e3,E,3,H,T++,030709,15.7,16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a4,A,4,H,T++,030709,16.9,15.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b4,B,4,H,T+,030709,17.8,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c4,C,4,S,T++,030709,10.3,12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d4,D,4,S,T,030709,18,16.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e4,E,4,S,T++,030709,9.1,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a5,A,5,H,T,030709,16.5,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b5,B,5,S,T,030709,15.1,16.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c5,C,5,H,T+,030709,16.7,11.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d5,D,5,H,T+,030709,19.3,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e5,E,5,S,T+,030709,17.3,13.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a6,A,6,S,T+,030709,18.5,17.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b6,B,6,H,T++,030709,13.7,15.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c6,C,6,S,T+,030709,17.5,15.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d6,D,6,H,T,030709,17,15.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e6,E,6,S,T,030709,10.9,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a1,A,1,H,T+,030721,12.8,11.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b1,B,1,H,T,030721,15.6,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c1,C,1,S,T,030721,19.4,20.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d1,D,1,S,T++,030721,19.1,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e1,E,1,H,T+,030721,20.6,20.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a2,A,2,S,T++,030721,20.1,14.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b2,B,2,S,T+,030721,15.7,15.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2,C,2,H,T++,030721,14.6,14.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d2,D,2,S,T+,030721,15.1,14.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e2,E,2,H,T,030721,16.9,18.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a3,A,3,S,T,030721,16.5,17.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b3,B,3,S,T++,030721,11.1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c3,C,3,H,T,030721,16.1,15.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d3,D,3,H,T++,030721,16.1,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e3,E,3,H,T++,030721,16.2,17.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a4,A,4,H,T++,030721,17.5,12.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b4,B,4,H,T+,030721,19,16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c4,C,4,S,T++,030721,18.2,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d4,D,4,S,T,030721,14.3,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e4,E,4,S,T++,030721,11.2,16.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a5,A,5,H,T,030721,17,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b5,B,5,S,T,030721,13.3,11.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c5,C,5,H,T+,030721,18.1,16.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d5,D,5,H,T+,030721,17.1,15.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e5,E,5,S,T+,030721,20.2,13.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a6,A,6,S,T+,030721,19.6,17.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b6,B,6,H,T++,030721,17.5,16.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c6,C,6,S,T+,030721,19.3,19.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d6,D,6,H,T,030721,19.5,18.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e6,E,6,S,T,030721,13.1,14.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a1,A,1,H,T+,030730,9.8,10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b1,B,1,H,T,030730,9,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c1,C,1,S,T,030730,17.4,17.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d1,D,1,S,T++,030730,15.9,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e1,E,1,H,T+,030730,11.2,12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a2,A,2,S,T++,030730,18,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b2,B,2,S,T+,030730,14.1,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2,C,2,H,T++,030730,12.6,15.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d2,D,2,S,T+,030730,19.2,17.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e2,E,2,H,T,030730,17.7,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a3,A,3,S,T,030730,14.6,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b3,B,3,S,T++,030730,10.1,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c3,C,3,H,T,030730,13.3,15.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d3,D,3,H,T++,030730,15.1,20.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e3,E,3,H,T++,030730,8.9,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a4,A,4,H,T++,030730,15.1,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b4,B,4,H,T+,030730,17.6,14.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c4,C,4,S,T++,030730,11,13.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d4,D,4,S,T,030730,14.7,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e4,E,4,S,T++,030730,14.9,15.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a5,A,5,H,T,030730,14.8,16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b5,B,5,S,T,030730,11.6,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c5,C,5,H,T+,030730,16.5,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d5,D,5,H,T+,030730,16.3,17.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e5,E,5,S,T+,030730,11.8,14.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a6,A,6,S,T+,030730,18.2,16.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b6,B,6,H,T++,030730,15.3,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c6,C,6,S,T+,030730,18.6,17.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d6,D,6,H,T,030730,13.7,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e6,E,6,S,T,030730,19.2,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a1,A,1,H,T+,030811,11.6,11.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b1,B,1,H,T,030811,17.4,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c1,C,1,S,T,030811,15.9,14.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d1,D,1,S,T++,030811,14.6,12.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e1,E,1,H,T+,030811,21.1,18.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a2,A,2,S,T++,030811,19.8,13.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b2,B,2,S,T+,030811,16.9,14.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2,C,2,H,T++,030811,18.5,19.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d2,D,2,S,T+,030811,17.4,16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e2,E,2,H,T,030811,16.3,15.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a3,A,3,S,T,030811,16.9,17.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b3,B,3,S,T++,030811,10.8,10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c3,C,3,H,T,030811,20.5,19.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d3,D,3,H,T++,030811,16.8,16.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e3,E,3,H,T++,030811,16.6,18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a4,A,4,H,T++,030811,17.2,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b4,B,4,H,T+,030811,19.5,16.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c4,C,4,S,T++,030811,14.1,13.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d4,D,4,S,T,030811,16.6,18.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e4,E,4,S,T++,030811,18.1,15.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a5,A,5,H,T,030811,18,20.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b5,B,5,S,T,030811,14.9,11.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c5,C,5,H,T+,030811,15.3,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d5,D,5,H,T+,030811,21.7,19.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e5,E,5,S,T+,030811,20.5,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a6,A,6,S,T+,030811,19.8,21.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b6,B,6,H,T++,030811,18,12.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c6,C,6,S,T+,030811,9.4,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d6,D,6,H,T,030811,17.2,15.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e6,E,6,S,T,030811,12.2,12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a1,A,1,H,T+,030822,24.6,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b1,B,1,H,T,030822,26.5,27.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c1,C,1,S,T,030822,22.1,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d1,D,1,S,T++,030822,19.2,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e1,E,1,H,T+,030822,31,30.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a2,A,2,S,T++,030822,23.5,20.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b2,B,2,S,T+,030822,19.3,20.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2,C,2,H,T++,030822,26.7,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d2,D,2,S,T+,030822,20.7,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e2,E,2,H,T,030822,30.3,32.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a3,A,3,S,T,030822,18.6,20.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b3,B,3,S,T++,030822,18.4,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c3,C,3,H,T,030822,26.6,21.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d3,D,3,H,T++,030822,23.9,28.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e3,E,3,H,T++,030822,29.1,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a4,A,4,H,T++,030822,26.2,28.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b4,B,4,H,T+,030822,30.8,29.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c4,C,4,S,T++,030822,19,23.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d4,D,4,S,T,030822,26.6,25.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e4,E,4,S,T++,030822,18.9,20.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a5,A,5,H,T,030822,28.9,30.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b5,B,5,S,T,030822,19.2,22.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c5,C,5,H,T+,030822,28.8,30.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d5,D,5,H,T+,030822,29.8,28.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e5,E,5,S,T+,030822,25.4,20.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a6,A,6,S,T+,030822,25.8,24.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b6,B,6,H,T++,030822,29.3,31.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c6,C,6,S,T+,030822,23.1,18.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d6,D,6,H,T,030822,24.2,20.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e6,E,6,S,T,030822,20.4,22.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a1,A,1,H,T+,030829,18.1,14.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b1,B,1,H,T,030829,18.8,17.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c1,C,1,S,T,030829,20.7,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d1,D,1,S,T++,030829,18.3,15.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e1,E,1,H,T+,030829,25.6,18.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a2,A,2,S,T++,030829,22.5,16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b2,B,2,S,T+,030829,17.2,12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2,C,2,H,T++,030829,17.8,21.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d2,D,2,S,T+,030829,19.3,17.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
