Block,Plot,humidity treatment,temperature treatment,species,population,sowing,transplanted following germination failure,9,55,65,85,95
c,4,S,T++,sp,1,,,27-Feb,1-May,10-May,6-Jun,
c,5,H,T+,sp,1,,,15-Mar,,17-Jun,1-Jul,
c,5,H,T+,sp,1,,,15-Mar,22-Jun,27-Jun,20-Jul,
c,5,H,T+,sp,1,,,1-Mar,20-May,25-May,17-Jun,
c,5,H,T+,sp,1,,,10-Mar,,28-May,20-Jun,
c,6,S,T+,sp,1,,,15-Mar,1-Jul,22-Jul,,
c,6,S,T+,sp,1,,,19-Mar,5-Aug,,,
c,6,S,T+,sp,1,,,4-Mar,,7-Jun,14-Jun,
c,6,S,T+,sp,1,,,2-Mar,,1-Jun,22-Jun,
d,1,S,T++,sp,1,,,1-Mar,17-May,25-May,15-Jun,
d,1,S,T++,sp,1,,,1-Mar,17-May,25-May,15-Jun,
d,1,S,T++,sp,1,,,1-Mar,11-May,13-May,7-Jun,
d,1,S,T++,sp,1,,,1-Mar,6-May,12-May,7-Jun,
d,2,S,T+,sp,1,,,1-Mar,,2-Jul,13-Jul,
d,2,S,T+,sp,1,,,15-Mar,,19-Aug,,
d,2,S,T+,sp,1,,,1-Mar,2-Jun,7-Jun,18-Jun,
d,2,S,T+,sp,1,,,1-Mar,28-May,4-Jun,15-Jun,
d,3,H,T++,sp,1,,,1-Mar,18-May,25-May,10-Jun,
d,3,H,T++,sp,1,,,1-Mar,17-May,24-May,4-Jun,
d,3,H,T++,sp,1,,,1-Mar,3-May,12-May,4-Jun,
d,3,H,T++,sp,1,,,1-Mar,27-Apr,3-May,4-Jun,
d,4,S,T,sp,1,,,21-Mar,,19-Aug,,
d,4,S,T,sp,1,,,19-Mar,12-Jul,20-Jul,12-Aug,
d,4,S,T,sp,1,,,21-Mar,25-Jun,2-Jul,8-Jul,
d,4,S,T,sp,1,,,21-Mar,2-Jul,,20-Jul,
d,5,H,T+,sp,1,,,14-Mar,,29-Jun,17-Jul,
d,5,H,T+,sp,1,,,15-Mar,,29-Jun,18-Jul,
d,5,H,T+,sp,1,,,1-Mar,21-Jun,25-Jun,6-Jul,
d,5,H,T+,sp,1,,,1-Mar,,1-Jun,17-Jun,
d,6,H,T,sp,1,,,20-Mar,27-Jul,,19-Aug,
d,6,H,T,sp,1,,,26-Mar,30-Jun,10-Jul,24-Jul,
d,6,H,T,sp,1,,,20-Mar,3-Aug,,19-Aug,
d,6,H,T,sp,1,,,,,,,
e,1,H,T+,sp,1,,,2-Mar,,16-Jun,29-Jun,
e,1,H,T+,sp,1,,,22-Mar,6-Jul,18-Jul,5-Aug,
e,1,H,T+,sp,1,,,2-Mar,18-May,25-May,15-Jun,
e,1,H,T+,sp,1,,,2-Mar,24-May,3-Jun,15-Jun,
e,2,H,T,sp,1,,,20-Mar,,15-Jun,29-Jun,
e,2,H,T,sp,1,,,21-Mar,,25-Jun,11-Jul,
e,2,H,T,sp,1,,,20-Mar,,15-Jun,7-Jul,
e,2,H,T,sp,1,,,15-Mar,3-Jun,10-Jun,24-Jun,
e,3,H,T++,sp,1,,,27-Feb,17-May,20-May,4-Jun,
e,3,H,T++,sp,1,,,27-Feb,6-May,12-May,4-Jun,
e,3,H,T++,sp,1,,,27-Feb,13-May,18-May,4-Jun,
e,3,H,T++,sp,1,,,27-Feb,6-May,11-May,4-Jun,
e,4,S,T++,sp,1,,,12-Mar,9-May,16-May,4-Jun,
e,4,S,T++,sp,1,,,6-Mar,19-May,25-May,5-Jun,
e,4,S,T++,sp,1,,,27-Feb,12-May,22-May,4-Jun,
e,4,S,T++,sp,1,,,6-Mar,30-Apr,2-May,4-Jun,
e,5,S,T+,sp,1,,,2-Mar,3-Jun,9-Jun,17-Jun,
e,5,S,T+,sp,1,,,2-Mar,,15-Jun,1-Jul,
e,5,S,T+,sp,1,,,27-Feb,2-Jun,8-Jun,21-Jun,
e,5,S,T+,sp,1,,,27-Feb,19-May,26-May,15-Jun,
e,6,S,T,sp,1,,,21-Mar,4-Aug,,,
e,6,S,T,sp,1,,,19-Mar,12-Aug,19-Aug,,
e,6,S,T,sp,1,,,9-Apr,,,,
e,6,S,T,sp,1,,,2-Mar,17-Aug,,,
a,1,H,T+,sp,2,,,9-Mar,5-Jul,13-Jul,22-Jul,
a,1,H,T+,sp,2,,,18-Mar,5-Jun,9-Jun,28-Jun,
a,1,H,T+,sp,2,,,15-Mar,27-May,31-May,14-Jun,
a,1,H,T+,sp,2,,,3-Mar,27-May,1-Jun,11-Jun,
a,2,S,T++,sp,2,,,1-Mar,,1-Jun,17-Jun,
a,2,S,T++,sp,2,,,3-Mar,14-May,19-May,20-Jun,
a,2,S,T++,sp,2,,,1-Mar,19-May,27-May,14-Jun,
a,2,S,T++,sp,2,,,1-Mar,3-Jun,,18-Jun,
a,3,S,T,sp,2,,,24-Mar,,18-Jun,6-Jul,
a,3,S,T,sp,2,,,26-Mar,,27-Jun,22-Jul,
a,3,S,T,sp,2,,,25-Mar,,24-Jun,16-Jul,
a,3,S,T,sp,2,,,,6-Jun,9-Jun,21-Jun,
a,4,H,T++,sp,2,,,,,,,
a,4,H,T++,sp,2,,,,,,,
a,4,H,T++,sp,2,,,9-Mar,24-May,30-May,22-Jun,
a,4,H,T++,sp,2,,,1-Mar,,1-Jun,21-Jun,
a,5,H,T,sp,2,,,25-Mar,24-Jun,,1-Jul,
a,5,H,T,sp,2,,,,,23-Aug,2-Sep,
a,5,H,T,sp,2,,,24-Mar,,23-Aug,2-Sep,
a,5,H,T,sp,2,,,24-Mar,27-Jul,,,
a,6,S,T+,sp,2,,,5-Mar,,,,
a,6,S,T+,sp,2,,,3-Mar,,5-Aug,,
a,6,S,T+,sp,2,,,23-Mar,15-Jul,1-Aug,,
a,6,S,T+,sp,2,,,5-Mar,,,,
b,1,H,T,sp,2,,,25-Mar,17-Jun,24-Jun,,
b,1,H,T,sp,2,,,24-Mar,,,,
b,1,H,T,sp,2,,,25-Mar,20-Jul,25-Jul,22-Aug,
b,1,H,T,sp,2,,,23-Mar,,14-Jun,5-Jul,
b,2,S,T+,sp,2,,,3-Mar,,6-Jun,14-Jun,
b,2,S,T+,sp,2,,,12-Mar,,,,
b,2,S,T+,sp,2,,,23-Mar,7-Jun,11-Jun,28-Jun,
b,2,S,T+,sp,2,,,1-Mar,19-May,24-May,14-Jun,
b,3,S,T++,sp,2,,,1-Mar,3-Jun,8-Jun,19-Jun,
b,3,S,T++,sp,2,,,4-Mar,,,,
b,3,S,T++,sp,2,,,1-Mar,,13-Jun,22-Jun,
b,3,S,T++,sp,2,,,3-Mar,14-May,18-May,6-Jun,
b,4,H,T+,sp,2,,,1-Mar,28-May,1-Jun,14-Jun,
b,4,H,T+,sp,2,,,,12-Aug,20-Aug,1-Sep,
b,4,H,T+,sp,2,,,5-Mar,,,25-Jun,
b,4,H,T+,sp,2,,,12-Mar,15-May,18-May,4-Jun,
b,5,S,T,sp,2,,,23-Mar,,29-Jun,5-Jul,
b,5,S,T,sp,2,,,23-Mar,,23-Aug,3-Sep,
b,5,S,T,sp,2,,,5-Apr,14-Jul,17-Jul,22-Jul,
b,5,S,T,sp,2,,,25-Mar,,29-Jun,20-Jul,
b,6,H,T++,sp,2,,,1-Mar,8-May,17-May,6-Jun,
b,6,H,T++,sp,2,,,3-Mar,,28-Jun,,
b,6,H,T++,sp,2,,,1-Mar,5-May,15-May,16-Jun,
b,6,H,T++,sp,2,,,1-Mar,17-May,24-May,14-Jun,
c,1,S,T,sp,2,,,21-Mar,29-Jul,,,
c,1,S,T,sp,2,,,2-Apr,,,,
c,1,S,T,sp,2,,,22-Mar,1-Jul,15-Jul,28-Jul,
c,1,S,T,sp,2,,,,,,,
c,2,H,T++,sp,2,,,1-Mar,,2-Jun,24-Jun,
c,2,H,T++,sp,2,,,19-Mar,,,,
c,2,H,T++,sp,2,,,2-Mar,25-May,28-May,8-Jun,
c,2,H,T++,sp,2,,,1-Mar,11-May,14-May,6-Jun,
c,3,H,T,sp,2,,,19-Mar,10-Aug,17-Aug,1-Sep,
c,3,H,T,sp,2,,,,,,,
c,3,H,T,sp,2,,,23-Mar,21-Jul,26-Jul,14-Aug,
c,3,H,T,sp,2,,,20-Mar,,2-Jun,22-Jul,
c,4,S,T++,sp,2,,,,,,,
c,4,S,T++,sp,2,,,4-Mar,,,26-Jun,
c,4,S,T++,sp,2,,,1-Mar,,2-Jun,14-Jun,
c,4,S,T++,sp,2,,,1-Mar,12-May,17-May,8-Jun,8-Jun
c,5,H,T+,sp,2,,,21-Mar,,14-Jun,1-Jul,
c,5,H,T+,sp,2,,,1-Mar,,,,
c,5,H,T+,sp,2,,,15-Mar,10-Jun,16-Jun,5-Jul,
c,5,H,T+,sp,2,,,1-Mar,17-May,25-May,18-Jun,
c,6,S,T+,sp,2,,,12-Mar,31-May,3-Jun,23-Jun,
c,6,S,T+,sp,2,,,10-Apr,,21-Aug,2-Sep,
c,6,S,T+,sp,2,,,12-Mar,30-Jun,5-Jul,15-Jul,
c,6,S,T+,sp,2,,,15-Mar,,8-Jun,14-Jun,
d,1,S,T++,sp,2,,,1-Mar,8-May,11-May,7-Jun,
d,1,S,T++,sp,2,,,15-Mar,,,,
d,1,S,T++,sp,2,,,1-Mar,1-May,10-May,15-Jun,
d,1,S,T++,sp,2,,,1-Mar,3-May,16-May,9-Jun,
d,2,S,T+,sp,2,,,3-Mar,27-May,3-Jun,17-Jun,
d,2,S,T+,sp,2,,,16-Mar,,19-Aug,,
d,2,S,T+,sp,2,,,12-Mar,5-Jun,28-May,17-Jun,
d,2,S,T+,sp,2,,,3-Mar,1-Jun,4-Jun,16-Jun,
d,3,H,T++,sp,2,,,15-Mar,6-Jun,10-Jun,2-Jul,
d,3,H,T++,sp,2,,,1-Mar,,24-Jun,14-Jul,
d,3,H,T++,sp,2,,,1-Mar,11-May,17-May,10-Jun,
d,3,H,T++,sp,2,,,10-Mar,1-May,10-May,4-Jun,
d,4,S,T,sp,2,,,,,,,
d,4,S,T,sp,2,,,26-Mar,,,,
d,4,S,T,sp,2,,,20-Mar,24-Jun,28-Jun,8-Jul,
d,4,S,T,sp,2,,,20-Mar,,,,
d,5,H,T+,sp,2,,,,,,,
d,5,H,T+,sp,2,,,26-Mar,,,,
d,5,H,T+,sp,2,,,14-Mar,,19-Aug,,
d,5,H,T+,sp,2,,,2-Mar,28-May,1-Jun,10-Jun,
d,6,H,T,sp,2,,,21-Mar,,15-Jun,8-Jul,
d,6,H,T,sp,2,,,,,,,
d,6,H,T,sp,2,,,26-Mar,10-Aug,16-Aug,,
d,6,H,T,sp,2,,,22-Mar,21-Jun,29-Jun,5-Jul,
e,1,H,T+,sp,2,,,2-Mar,,5-Jun,30-Jun,
e,1,H,T+,sp,2,,,21-Mar,,,,
e,1,H,T+,sp,2,,,19-Mar,25-Jun,29-Jun,8-Jul,
e,1,H,T+,sp,2,,,10-Mar,4-Jun,9-Jun,16-Jun,
e,2,H,T,sp,2,,,21-Mar,,10-Jun,27-Jun,
e,2,H,T,sp,2,,,23-Mar,,19-Aug,,
e,2,H,T,sp,2,,,20-Mar,15-Jun,29-Jun,5-Jul,
e,2,H,T,sp,2,,,20-Mar,3-Jun,7-Jun,21-Jun,
e,3,H,T++,sp,2,,,8-Mar,6-May,18-May,10-Jun,
e,3,H,T++,sp,2,,,2-Mar,17-May,25-May,4-Jun,
e,3,H,T++,sp,2,,,27-Feb,6-May,11-May,10-Jun,
e,3,H,T++,sp,2,,,27-Feb,1-May,3-May,4-Jun,
e,4,S,T++,sp,2,,,9-Mar,6-May,17-May,10-Jun,
e,4,S,T++,sp,2,,,,,,,
e,4,S,T++,sp,2,,,,,,,
e,4,S,T++,sp,2,,,2-Mar,1-May,10-May,4-Jun,
e,5,S,T+,sp,2,,,17-Mar,,10-Jun,22-Jun,
e,5,S,T+,sp,2,,,21-Mar,,,,
e,5,S,T+,sp,2,,,2-Mar,1-Jun,7-Jun,17-Jun,
e,5,S,T+,sp,2,,,2-Mar,28-May,2-Jun,17-Jun,
e,6,S,T,sp,2,,,14-Mar,,,,
e,6,S,T,sp,2,,,11-Apr,,,,
e,6,S,T,sp,2,,,,,,,
e,6,S,T,sp,2,,,26-Mar,,,,
a,1,H,T+,sp,3,,,29-Mar,9-Jun,14-Jun,28-Jun,
a,1,H,T+,sp,3,,,25-Mar,,,,
a,1,H,T+,sp,3,,,15-Mar,,1-Jun,18-Jun,
a,1,H,T+,sp,3,,,23-Mar,24-Jun,28-Jun,9-Jul,
a,2,S,T++,sp,3,,,18-Mar,18-May,24-May,17-Jun,
a,2,S,T++,sp,3,,,6-Mar,1-Jun,,22-Jun,
a,2,S,T++,sp,3,,,1-Mar,,27-May,15-Jun,
a,2,S,T++,sp,3,,,1-Mar,27-May,1-Jun,14-Jun,
a,3,S,T,sp,3,,,,,,,
a,3,S,T,sp,3,,,1-Apr,6-Aug,15-Aug,24-Aug,
a,3,S,T,sp,3,,,26-Mar,21-Aug,,,
a,3,S,T,sp,3,,,,,,,
a,4,H,T++,sp,3,,,23-Mar,10-Aug,19-Aug,30-Aug,
a,4,H,T++,sp,3,,,1-Mar,19-May,27-May,4-Jun,
a,4,H,T++,sp,3,,,1-Mar,18-May,20-May,4-Jun,
a,4,H,T++,sp,3,,,1-Mar,1-Jun,4-Jun,25-Jun,
a,5,H,T,sp,3,,,25-Mar,13-Jul,16-Jul,12-Aug,
a,5,H,T,sp,3,,,30-Mar,4-Aug,11-Aug,26-Aug,
a,5,H,T,sp,3,,,25-Mar,8-Jul,15-Jul,28-Jul,
a,5,H,T,sp,3,,,26-Mar,,21-Aug,31-Aug,
a,6,S,T+,sp,3,,,25-Apr,,,,
a,6,S,T+,sp,3,,,23-Mar,9-Jun,20-Jun,5-Jul,
a,6,S,T+,sp,3,,,23-Mar,,8-Aug,24-Aug,
a,6,S,T+,sp,3,,,26-Mar,,20-Aug,2-Sep,
b,1,H,T,sp,3,,,,,,,
b,1,H,T,sp,3,,,26-Mar,,28-Jun,7-Jul,
b,1,H,T,sp,3,,,26-Mar,13-Aug,,28-Aug,
b,1,H,T,sp,3,,,9-Apr,,24-Aug,3-Sep,
b,2,S,T+,sp,3,,,,,23-Aug,3-Sep,
b,2,S,T+,sp,3,,,23-Mar,2-Aug,,,
b,2,S,T+,sp,3,,,23-Mar,,7-Jun,23-Jun,
b,3,S,T++,sp,3,,,21-Mar,,,,
b,3,S,T++,sp,3,,,1-Mar,1-Jun,5-Jun,21-Jun,
b,3,S,T++,sp,3,,,3-Mar,,23-Aug,3-Sep,
b,3,S,T++,sp,3,,,1-Mar,,21-Aug,1-Sep,
b,4,H,T+,sp,3,,,24-Mar,28-Jun,5-Jul,25-Jul,
b,4,H,T+,sp,3,,,23-Mar,6-Jun,,22-Jun,
b,4,H,T+,sp,3,,,25-Mar,9-Jun,14-Jun,28-Jun,
b,4,H,T+,sp,3,,,25-Mar,,6-Jun,24-Jun,
b,5,S,T,sp,3,,,,,,,
b,5,S,T,sp,3,,,8-Apr,,28-Jun,22-Jul,
b,5,S,T,sp,3,,,26-Mar,,25-Aug,5-Sep,
b,5,S,T,sp,3,,,26-Mar,,5-Aug,21-Aug,
b,6,H,T++,sp,3,,,23-Mar,28-Jun,,1-Jul,
b,6,H,T++,sp,3,,,1-Mar,,28-May,19-Jun,
b,6,H,T++,sp,3,,,1-Mar,28-May,31-May,17-Jun,
b,6,H,T++,sp,3,,,1-Mar,18-May,20-May,18-Jun,
c,1,S,T,sp,3,,,20-Mar,,,,
c,1,S,T,sp,3,,,8-Apr,,21-Aug,26-Aug,
c,1,S,T,sp,3,,,28-Mar,9-Jul,16-Jul,27-Jul,
c,1,S,T,sp,3,,,10-May,,,,
c,2,H,T++,sp,3,,,20-Mar,,,,
c,2,H,T++,sp,3,,,4-Mar,2-Jun,7-Jun,19-Jun,
c,2,H,T++,sp,3,,,1-Mar,18-May,29-May,11-Jun,
c,2,H,T++,sp,3,,,1-Mar,,26-Jun,9-Jul,
c,3,H,T,sp,3,,,23-Mar,28-Jun,5-Jul,22-Jul,
c,3,H,T,sp,3,,,26-Mar,13-Aug,20-Aug,3-Sep,
c,3,H,T,sp,3,,,23-Mar,12-Aug,,,
c,3,H,T,sp,3,,,26-Mar,1-Jul,13-Jul,20-Jul,
c,4,S,T++,sp,3,,,17-Mar,,17-Jun,28-Jun,
c,4,S,T++,sp,3,,,1-Mar,13-May,18-May,6-Jun,
c,4,S,T++,sp,3,,,1-Mar,,28-May,11-Jun,
c,4,S,T++,sp,3,,,1-Mar,12-May,17-May,6-Jun,
c,5,H,T+,sp,3,,,,,,,
c,5,H,T+,sp,3,,,21-Mar,,18-Jun,1-Jul,
c,5,H,T+,sp,3,,,12-Mar,4-Jun,10-Jun,21-Jun,
c,5,H,T+,sp,3,,,20-Mar,7-Jun,11-Jun,1-Jul,
c,6,S,T+,sp,3,,,,,27-Jun,20-Jul,
c,6,S,T+,sp,3,,,26-Mar,,,,
c,6,S,T+,sp,3,,,26-Mar,,21-Aug,2-Sep,
c,6,S,T+,sp,3,,,15-Mar,,14-Jul,26-Jul,
d,1,S,T++,sp,3,,,19-Mar,,,,
d,1,S,T++,sp,3,,,1-Mar,,9-Jun,15-Jun,
d,1,S,T++,sp,3,,,1-Mar,9-Jun,14-Jun,21-Jun,
d,1,S,T++,sp,3,,,1-Mar,18-May,25-May,15-Jun,
d,2,S,T+,sp,3,,,30-Mar,,19-Aug,,
d,2,S,T+,sp,3,,,15-Mar,19-Aug,,,
d,2,S,T+,sp,3,,,14-Mar,,11-Jun,20-Jun,
d,2,S,T+,sp,3,,,20-Mar,,13-Jun,22-Jun,
d,3,H,T++,sp,3,,,,,,,
d,3,H,T++,sp,3,,,1-Mar,6-May,11-May,4-Jun,
d,3,H,T++,sp,3,,,3-Mar,18-May,25-May,10-Jun,
d,3,H,T++,sp,3,,,5-Mar,,,,
d,4,S,T,sp,3,,,3-Apr,29-Jul,5-Aug,,
d,4,S,T,sp,3,,,,,,,
d,4,S,T,sp,3,,,,28-Jul,5-Aug,,
d,4,S,T,sp,3,,,,,,,
d,5,H,T+,sp,3,,,20-Mar,,,,
d,5,H,T+,sp,3,,,22-Mar,9-Jun,15-Jun,26-Jun,
d,5,H,T+,sp,3,,,26-Mar,20-Jul,27-Jul,,
d,5,H,T+,sp,3,,,22-Mar,,10-Jun,24-Jun,
d,6,H,T,sp,3,,,,,19-Aug,,
d,6,H,T,sp,3,,,,,11-Aug,19-Aug,
d,6,H,T,sp,3,,,,,,,
d,6,H,T,sp,3,,,20-Mar,21-Jun,26-Jun,20-Jul,
e,1,H,T+,sp,3,,,,5-Jul,,24-Jul,
e,1,H,T+,sp,3,,,,,,,
e,1,H,T+,sp,3,,,19-Mar,,4-Jun,22-Jun,
e,1,H,T+,sp,3,,,26-Mar,,14-Jun,3-Jul,
e,2,H,T,sp,3,,,,,,,
e,2,H,T,sp,3,,,21-Mar,5-Jul,,8-Jul,
e,2,H,T,sp,3,,,23-Mar,19-Aug,,,
e,2,H,T,sp,3,,,22-Mar,,9-Jun,21-Jun,
e,3,H,T++,sp,3,,,,,,,
e,3,H,T++,sp,3,,,27-Feb,11-May,15-May,4-Jun,
e,3,H,T++,sp,3,,,27-Feb,18-May,25-May,4-Jun,
e,3,H,T++,sp,3,,,27-Feb,,,,
e,4,S,T++,sp,3,,,,,,,
e,4,S,T++,sp,3,,,,,,,
e,4,S,T++,sp,3,,,,,,,
e,4,S,T++,sp,3,,,2-Mar,,4-Jun,14-Jun,
e,5,S,T+,sp,3,,,,8-Jul,20-Jul,30-Jul,
e,5,S,T+,sp,3,,,14-Mar,,,,
e,5,S,T+,sp,3,,,18-Mar,,29-Jun,13-Jul,
e,5,S,T+,sp,3,,,3-Mar,15-Jun,21-Jun,4-Jul,
e,6,S,T,sp,3,,,,,,,
e,6,S,T,sp,3,,,,17-Aug,,,
e,6,S,T,sp,3,,,6-Apr,19-Aug,,,
e,6,S,T,sp,3,,,5-Apr,,,,
a,1,H,T+,sv,1,,,,,,,
a,1,H,T+,sv,1,,,,,,,
a,1,H,T+,sv,1,,,,,,,
a,1,H,T+,sv,1,,,,,,,
a,2,S,T++,sv,1,,,,,,,
a,2,S,T++,sv,1,,,,,,,
a,2,S,T++,sv,1,,,,,,,
a,2,S,T++,sv,1,,,,,,,
a,3,S,T,sv,1,,,,,,,
a,3,S,T,sv,1,,,,,,,
a,3,S,T,sv,1,,,,,,,
a,3,S,T,sv,1,,,,,,,
a,4,H,T++,sv,1,,,,,,,
a,4,H,T++,sv,1,,,,,,,
a,4,H,T++,sv,1,,,,,,,
a,4,H,T++,sv,1,,,,,,,
a,5,H,T,sv,1,,,,,,,
a,5,H,T,sv,1,,,,,,,
a,5,H,T,sv,1,,,,10-Aug,,,
a,5,H,T,sv,1,,,,,,,
a,6,S,T+,sv,1,,,,,,,
a,6,S,T+,sv,1,,,,,,,
a,6,S,T+,sv,1,,,,,,,
a,6,S,T+,sv,1,,,,,,,
b,1,H,T,sv,1,,,,,,,
b,1,H,T,sv,1,,,,,,,
b,1,H,T,sv,1,,,,,,,
b,1,H,T,sv,1,,,,,,,
b,2,S,T+,sv,1,,,,,,,
b,2,S,T+,sv,1,,,,,,,
b,2,S,T+,sv,1,,,,,,,
b,2,S,T+,sv,1,,,,,,,
b,3,S,T++,sv,1,,,,,,,
b,3,S,T++,sv,1,,,,,,,
b,3,S,T++,sv,1,,,,,,,
b,3,S,T++,sv,1,,,,,,,
b,4,H,T+,sv,1,,,,5-Jul,,,
b,4,H,T+,sv,1,,,,,,,
b,4,H,T+,sv,1,,,,,,,
b,4,H,T+,sv,1,,,,,,,
b,5,S,T,sv,1,,,,,,,
b,5,S,T,sv,1,,,,,,,
b,5,S,T,sv,1,,,,,,,
b,5,S,T,sv,1,,,,,,,
b,6,H,T++,sv,1,,,,,,,
b,6,H,T++,sv,1,,,,,,,
b,6,H,T++,sv,1,,,,,,,
b,6,H,T++,sv,1,,,,,,,
c,1,S,T,sv,1,,,,,,,
c,1,S,T,sv,1,,,,,,,
c,1,S,T,sv,1,,,,,,,
c,1,S,T,sv,1,,,,,,,
c,2,H,T++,sv,1,,,,,,,
c,2,H,T++,sv,1,,,,,,,
c,2,H,T++,sv,1,,,,,,,
c,2,H,T++,sv,1,,,,,,,
c,3,H,T,sv,1,,,,,,,
c,3,H,T,sv,1,,,,,,,
c,3,H,T,sv,1,,,,,,,
c,3,H,T,sv,1,,,,,,,
c,4,S,T++,sv,1,,,,,,,
c,4,S,T++,sv,1,,,,,,,
c,4,S,T++,sv,1,,,,,,,
c,4,S,T++,sv,1,,,,,,,
c,5,H,T+,sv,1,,,,,,,
c,5,H,T+,sv,1,,,,,,,
c,5,H,T+,sv,1,,,,,,,
c,5,H,T+,sv,1,,,,,,,
c,6,S,T+,sv,1,,,,,,,
c,6,S,T+,sv,1,,,,,,,
c,6,S,T+,sv,1,,,,11-Aug,,,
c,6,S,T+,sv,1,,,,,,,
d,1,S,T++,sv,1,,,,,,,
d,1,S,T++,sv,1,,,,,,,
d,1,S,T++,sv,1,,,,,,,
d,1,S,T++,sv,1,,,,,,,
d,2,S,T+,sv,1,,,,,,,
d,2,S,T+,sv,1,,,,,,,
d,2,S,T+,sv,1,,,,,,,
d,2,S,T+,sv,1,,,,,,,
d,3,H,T++,sv,1,,,,,,,
d,3,H,T++,sv,1,,,,,,,
d,3,H,T++,sv,1,,,,,,,
d,3,H,T++,sv,1,,,,,,,
d,4,S,T,sv,1,,,,,,,
d,4,S,T,sv,1,,,,,,,
d,4,S,T,sv,1,,,,,,,
d,4,S,T,sv,1,,,,,,,
d,5,H,T+,sv,1,,,,,,,
d,5,H,T+,sv,1,,,,,,,
d,5,H,T+,sv,1,,,,,,,
d,5,H,T+,sv,1,,,,,,,
d,6,H,T,sv,1,,,,,,,
d,6,H,T,sv,1,,,,,,,
d,6,H,T,sv,1,,,,,,,
d,6,H,T,sv,1,,,,,,,
e,1,H,T+,sv,1,,,,,,,
e,1,H,T+,sv,1,,,,,,,
e,1,H,T+,sv,1,,,,,,,
e,1,H,T+,sv,1,,,,,,,
e,2,H,T,sv,1,,,,,,,
e,2,H,T,sv,1,,,,,,,
e,2,H,T,sv,1,,,,,,,
e,2,H,T,sv,1,,,,,,,
e,3,H,T++,sv,1,,,,,,,
e,3,H,T++,sv,1,,,,,,,
e,3,H,T++,sv,1,,,,,,,
e,3,H,T++,sv,1,,,,,,,
e,4,S,T++,sv,1,,,,,,,
e,4,S,T++,sv,1,,,,,,,
e,4,S,T++,sv,1,,,,,,,
e,4,S,T++,sv,1,,,,,,,
e,5,S,T+,sv,1,,,,,,,
e,5,S,T+,sv,1,,,,,,,
e,5,S,T+,sv,1,,,,,,,
e,5,S,T+,sv,1,,,,,,,
e,6,S,T,sv,1,,,,,,,
e,6,S,T,sv,1,,,,,,,
e,6,S,T,sv,1,,,,,,,
e,6,S,T,sv,1,,,,,,,
a,1,H,T+,sv,2,,,,,,,
a,1,H,T+,sv,2,,,,,,,
a,1,H,T+,sv,2,,,,,,,
a,1,H,T+,sv,2,,,,,,,
a,2,S,T++,sv,2,,,,,,,
a,2,S,T++,sv,2,,,,,,,
a,2,S,T++,sv,2,,,,,,,
a,2,S,T++,sv,2,,,,,,,
a,3,S,T,sv,2,,,,,,,
a,3,S,T,sv,2,,,,,,,
a,3,S,T,sv,2,,,,,,,
a,3,S,T,sv,2,,,,,,,
a,4,H,T++,sv,2,,,,,,,
a,4,H,T++,sv,2,,,,,,,
a,4,H,T++,sv,2,,,,,,,
a,4,H,T++,sv,2,,,,,,,
a,5,H,T,sv,2,,,,6-Jul,,,
a,5,H,T,sv,2,,,,,,,
a,5,H,T,sv,2,,,,,,,
a,5,H,T,sv,2,,,,,,,
a,6,S,T+,sv,2,,,,,,,
a,6,S,T+,sv,2,,,,,,,
a,6,S,T+,sv,2,,,,,,,
a,6,S,T+,sv,2,,,,,,,
b,1,H,T,sv,2,,,,,,,
b,1,H,T,sv,2,,,,,,,
b,1,H,T,sv,2,,,,,,,
b,1,H,T,sv,2,,,,,,,
b,2,S,T+,sv,2,,,,,,,
b,2,S,T+,sv,2,,,,,,,
b,2,S,T+,sv,2,,,,,,,
b,2,S,T+,sv,2,,,,,,,
b,3,S,T++,sv,2,,,,,,,
b,3,S,T++,sv,2,,,,,,,
b,3,S,T++,sv,2,,,,,,,
b,3,S,T++,sv,2,,,,,,,
b,4,H,T+,sv,2,,,,,,,
b,4,H,T+,sv,2,,,,,,,
b,4,H,T+,sv,2,,,,,,,
b,4,H,T+,sv,2,,,,,,,
b,5,S,T,sv,2,,,,,,,
b,5,S,T,sv,2,,,,,,,
b,5,S,T,sv,2,,,,,,,
b,5,S,T,sv,2,,,,,,,
b,6,H,T++,sv,2,,,,,,,
b,6,H,T++,sv,2,,,,,,,
b,6,H,T++,sv,2,,,,,,,
b,6,H,T++,sv,2,,,,,,,
c,1,S,T,sv,2,,,,,,,
c,1,S,T,sv,2,,,,,,,
c,1,S,T,sv,2,,,,,,,
c,1,S,T,sv,2,,,,,3-Aug,,
c,2,H,T++,sv,2,,,,,,,
c,2,H,T++,sv,2,,,,,,,
c,2,H,T++,sv,2,,,,,,,
c,2,H,T++,sv,2,,,,,,,
c,3,H,T,sv,2,,,,,,,
c,3,H,T,sv,2,,,,,,,
c,3,H,T,sv,2,,,,20-Jul,,,
c,3,H,T,sv,2,,,,,,,
c,4,S,T++,sv,2,,,,,,,
c,4,S,T++,sv,2,,,,,,,
c,4,S,T++,sv,2,,,,,,,
c,4,S,T++,sv,2,,,,,,,
c,5,H,T+,sv,2,,,,,,10-Jul,
c,5,H,T+,sv,2,,,,,,,
c,5,H,T+,sv,2,,,,,,,
c,5,H,T+,sv,2,,,,,,,
