times,year,month,day,JD,JD2009,dayFraction,G01Q,G02Q,G03Q,G04Q,G05Q,G06Q,G07Q,G08Q,G09Q,G10Q,G11Q,G12Q,S01Q,S02Q,S03Q,S04Q,S05Q,S06Q,S07Q,S08Q,S09Q,S10Q,S11Q,S12Q
270.667,2009,9,28,-95,270,0.667,23.5,33.57,33.57,NA,33.57,NA,33.57,36.93,26.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
270.708,2009,9,28,-95,270,0.708,3.357,6.715,6.715,NA,6.715,NA,6.715,6.715,5.036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
270.75,2009,9,28,-95,270,0.75,0,0,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
270.792,2009,9,28,-95,270,0.792,0,0,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
270.833,2009,9,28,-95,270,0.833,0,0,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
270.875,2009,9,28,-95,270,0.875,0,0,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
270.917,2009,9,28,-95,270,0.917,0,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
270.958,2009,9,28,-95,270,0.958,0,0,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
271,2009,9,29,-94,271,0,0,0,0,NA,0,NA,0,0,1.679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
271.0417,2009,9,29,-94,271,0.0417,0,0,0,NA,0,NA,0,1.679,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
271.0833,2009,9,29,-94,271,0.0833,0,0,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
271.125,2009,9,29,-94,271,0.125,0,0,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
271.167,2009,9,29,-94,271,0.167,0,0,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
271.208,2009,9,29,-94,271,0.208,0,0,0,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
271.25,2009,9,29,-94,271,0.25,10.07,11.75,13.43,NA,15.11,NA,15.11,18.47,15.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
271.292,2009,9,29,-94,271,0.292,50.37,65.48,65.48,NA,72.2,NA,73.88,87.3,67.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
271.333,2009,9,29,-94,271,0.333,50.39,60.46,60.46,NA,149.5,NA,120.9,154.5,312.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
271.375,2009,9,29,-94,271,0.375,109.2,161.2,465.2,NA,693.7,NA,379.6,450.1,233.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
271.417,2009,9,29,-94,271,0.417,136,164.6,213.3,NA,611.4,NA,191.5,369.5,228.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
271.458,2009,9,29,-94,271,0.458,396.4,137.7,120.9,NA,208.3,NA,215,745.7,1119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
271.5,2009,9,29,-94,271,0.5,267,275.4,297.3,NA,332.5,NA,302.3,335.9,235.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
271.542,2009,9,29,-94,271,0.542,105.8,124.3,132.7,NA,134.3,NA,137.7,144.4,107.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
271.583,2009,9,29,-94,271,0.583,95.7,136,137.7,NA,147.8,NA,154.5,171.3,131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
271.625,2009,9,29,-94,271,0.625,28.54,40.3,40.3,NA,40.3,NA,40.3,43.65,33.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
271.667,2009,9,29,-94,271,0.667,16.79,21.83,21.83,NA,21.83,NA,21.83,21.83,16.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
271.708,2009,9,29,-94,271,0.708,11.75,15.11,15.11,NA,16.79,NA,16.79,18.47,13.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
271.75,2009,9,29,-94,271,0.75,0,0,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
271.792,2009,9,29,-94,271,0.792,0,0,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
271.833,2009,9,29,-94,271,0.833,0,0,0,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
271.875,2009,9,29,-94,271,0.875,0,0,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
271.917,2009,9,29,-94,271,0.917,0,0,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
271.958,2009,9,29,-94,271,0.958,0,0,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
272,2009,9,30,-93,272,0,0,0,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
272.0417,2009,9,30,-93,272,0.0417,0,0,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
272.0833,2009,9,30,-93,272,0.0833,0,0,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
272.125,2009,9,30,-93,272,0.125,0,0,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
272.167,2009,9,30,-93,272,0.167,0,0,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
272.208,2009,9,30,-93,272,0.208,0,0,0,NA,0,NA,0,0,1.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
272.25,2009,9,30,-93,272,0.25,10.08,15.12,15.12,NA,15.12,NA,15.12,18.47,15.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
272.292,2009,9,30,-93,272,0.292,41.99,52.07,55.42,NA,58.78,NA,57.1,63.82,50.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
272.333,2009,9,30,-93,272,0.333,100.8,124.3,126,NA,156.2,NA,154.5,184.8,134.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
272.375,2009,9,30,-93,272,0.375,124.3,156.2,164.6,NA,166.3,NA,161.3,164.6,124.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
272.417,2009,9,30,-93,272,0.417,258.7,315.9,332.7,NA,351.1,NA,342.7,366.3,275.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
272.458,2009,9,30,-93,272,0.458,211.7,275.5,287.3,NA,292.3,NA,289,307.5,230.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
272.5,2009,9,30,-93,272,0.5,238.6,314.2,327.6,NA,327.6,NA,331,349.5,262.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
272.542,2009,9,30,-93,272,0.542,258.7,252,275.5,NA,310.8,NA,278.9,299.1,215.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
272.583,2009,9,30,-93,272,0.583,131,157.9,171.4,NA,176.4,NA,168,171.4,124.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
272.625,2009,9,30,-93,272,0.625,156.2,199.9,211.7,NA,215.1,NA,210,218.4,164.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
272.667,2009,9,30,-93,272,0.667,80.6,92.4,99.1,NA,100.8,NA,94.1,97.4,70.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
272.708,2009,9,30,-93,272,0.708,8.4,10.08,10.08,NA,10.08,NA,10.08,11.76,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
272.75,2009,9,30,-93,272,0.75,0,0,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
272.792,2009,9,30,-93,272,0.792,0,0,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
272.833,2009,9,30,-93,272,0.833,0,0,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
272.875,2009,9,30,-93,272,0.875,0,0,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
272.917,2009,9,30,-93,272,0.917,0,0,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
272.958,2009,9,30,-93,272,0.958,0,0,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
273,2009,10,1,-92,273,0,0,0,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
273.0417,2009,10,1,-92,273,0.0417,0,0,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
273.0833,2009,10,1,-92,273,0.0833,0,0,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
273.125,2009,10,1,-92,273,0.125,0,0,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
273.167,2009,10,1,-92,273,0.167,0,0,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
273.208,2009,10,1,-92,273,0.208,0,0,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
273.25,2009,10,1,-92,273,0.25,3.361,3.361,3.361,NA,3.361,NA,3.361,5.042,1.681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
273.292,2009,10,1,-92,273,0.292,55.46,67.23,73.95,NA,85.7,NA,87.4,100.8,77.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
273.333,2009,10,1,-92,273,0.333,110.9,141.2,151.3,NA,243.7,NA,223.5,312.6,309.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
273.375,2009,10,1,-92,273,0.375,104.2,134.5,151.3,NA,151.3,NA,161.3,156.3,117.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
273.417,2009,10,1,-92,273,0.417,134.4,164.7,551.2,NA,936,NA,215.1,183.2,220.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
273.458,2009,10,1,-92,273,0.458,178.1,235.2,248.7,NA,253.7,NA,258.7,272.2,206.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
273.5,2009,10,1,-92,273,0.5,213.4,278.9,292.3,NA,292.3,NA,292.3,295.7,225.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
273.542,2009,10,1,-92,273,0.542,100.8,134.4,141.1,NA,142.8,NA,151.2,154.5,112.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
273.583,2009,10,1,-92,273,0.583,154.5,204.9,211.6,NA,210,NA,204.9,213.3,164.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
273.625,2009,10,1,-92,273,0.625,156.2,174.7,188.1,NA,189.8,NA,169.6,171.3,124.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
273.667,2009,10,1,-92,273,0.667,77.26,87.3,94.1,NA,92.4,NA,84,84,63.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
273.708,2009,10,1,-92,273,0.708,16.8,21.83,21.83,NA,20.16,NA,20.16,20.16,15.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
273.75,2009,10,1,-92,273,0.75,0,0,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
273.792,2009,10,1,-92,273,0.792,0,0,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
273.833,2009,10,1,-92,273,0.833,0,0,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
273.875,2009,10,1,-92,273,0.875,0,0,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
273.917,2009,10,1,-92,273,0.917,0,0,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
273.958,2009,10,1,-92,273,0.958,0,0,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
274,2009,10,2,-91,274,0,0,0,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
274.0417,2009,10,2,-91,274,0.0417,0,0,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
274.0833,2009,10,2,-91,274,0.0833,0,0,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
274.125,2009,10,2,-91,274,0.125,0,0,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
274.167,2009,10,2,-91,274,0.167,0,0,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
274.208,2009,10,2,-91,274,0.208,0,0,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
274.25,2009,10,2,-91,274,0.25,6.723,8.4,10.08,NA,10.08,NA,11.76,11.76,10.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
274.292,2009,10,2,-91,274,0.292,23.53,30.25,31.93,NA,35.29,NA,38.66,48.74,36.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
274.333,2009,10,2,-91,274,0.333,43.7,50.42,53.78,NA,139.5,NA,92.4,218.5,248.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
274.375,2009,10,2,-91,274,0.375,84,114.3,221.8,NA,762.9,NA,319.3,332.7,779.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
274.417,2009,10,2,-91,274,0.417,225.1,221.8,894,NA,1023,NA,356.2,325.9,396.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
274.458,2009,10,2,-91,274,0.458,277.2,319.2,332.7,NA,371.3,NA,373,438.5,366.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
274.5,2009,10,2,-91,274,0.5,290.7,285.6,309.1,NA,349.5,NA,319.2,341.1,257.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
274.542,2009,10,2,-91,274,0.542,319.2,320.9,341.1,NA,389.8,NA,332.7,376.3,282.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
274.583,2009,10,2,-91,274,0.583,176.4,248.6,258.7,NA,247,NA,258.7,265.4,201.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
274.625,2009,10,2,-91,274,0.625,60.47,84,87.4,NA,82.3,NA,87.4,87.4,67.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
274.667,2009,10,2,-91,274,0.667,63.83,77.27,80.6,NA,84,NA,80.6,84,63.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
274.708,2009,10,2,-91,274,0.708,13.44,18.48,18.48,NA,18.48,NA,18.48,18.48,15.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
274.75,2009,10,2,-91,274,0.75,0,0,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
274.792,2009,10,2,-91,274,0.792,0,0,0,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
274.833,2009,10,2,-91,274,0.833,0,0,0,NA,0,NA,1.68,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
274.875,2009,10,2,-91,274,0.875,0,0,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
274.917,2009,10,2,-91,274,0.917,0,0,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
274.958,2009,10,2,-91,274,0.958,0,0,0,NA,0,NA,0,1.68,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
275,2009,10,3,-90,275,0,0,0,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
275.0417,2009,10,3,-90,275,0.0417,0,0,0,NA,0,NA,1.68,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
275.0833,2009,10,3,-90,275,0.0833,0,0,0,NA,0,NA,1.68,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
275.125,2009,10,3,-90,275,0.125,0,0,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
275.167,2009,10,3,-90,275,0.167,0,0,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
275.208,2009,10,3,-90,275,0.208,0,0,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
275.25,2009,10,3,-90,275,0.25,3.36,3.36,3.36,NA,3.36,NA,5.04,5.04,3.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
275.292,2009,10,3,-90,275,0.292,30.24,36.96,40.32,NA,42,NA,43.68,45.36,31.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
275.333,2009,10,3,-90,275,0.333,28.56,36.96,40.32,NA,40.32,NA,40.32,43.68,31.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
275.375,2009,10,3,-90,275,0.375,53.76,67.2,73.92,NA,75.6,NA,77.28,80.6,57.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
275.417,2009,10,3,-90,275,0.417,90.7,117.6,126,NA,129.4,NA,131,139.4,99.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
275.458,2009,10,3,-90,275,0.458,129.4,164.7,178.1,NA,181.5,NA,184.8,194.9,137.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
275.5,2009,10,3,-90,275,0.5,112.6,141.1,152.9,NA,156.2,NA,159.6,168,121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
275.542,2009,10,3,-90,275,0.542,124.3,157.9,169.7,NA,171.4,NA,173.1,181.5,127.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
275.583,2009,10,3,-90,275,0.583,57.12,73.92,80.6,NA,82.3,NA,84,87.4,62.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
275.625,2009,10,3,-90,275,0.625,20.16,25.2,26.88,NA,25.2,NA,23.52,23.52,18.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
275.667,2009,10,3,-90,275,0.667,6.719,6.719,8.4,NA,6.719,NA,6.719,8.4,5.039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
275.708,2009,10,3,-90,275,0.708,3.359,3.359,3.359,NA,3.359,NA,3.359,3.359,1.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
275.75,2009,10,3,-90,275,0.75,0,0,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
275.792,2009,10,3,-90,275,0.792,0,0,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
275.833,2009,10,3,-90,275,0.833,0,0,0,NA,0,NA,1.68,0,1.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
275.875,2009,10,3,-90,275,0.875,0,0,0,NA,0,NA,0,1.68,1.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
275.917,2009,10,3,-90,275,0.917,0,0,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
275.958,2009,10,3,-90,275,0.958,0,0,0,NA,0,NA,1.68,1.68,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
276,2009,10,4,-89,276,0,0,0,0,NA,0,NA,1.68,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
276.0417,2009,10,4,-89,276,0.0417,0,0,0,NA,0,NA,0,0,1.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
276.0833,2009,10,4,-89,276,0.0833,0,0,0,NA,0,NA,1.68,0,1.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
276.125,2009,10,4,-89,276,0.125,0,0,0,NA,0,NA,0,1.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
276.167,2009,10,4,-89,276,0.167,0,0,0,NA,0,NA,0,1.68,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
276.208,2009,10,4,-89,276,0.208,0,0,0,NA,0,NA,1.68,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
276.25,2009,10,4,-89,276,0.25,5.039,6.718,6.718,NA,6.718,NA,8.4,8.4,5.039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
276.292,2009,10,4,-89,276,0.292,48.71,60.46,60.46,NA,75.58,NA,77.26,90.7,67.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
276.333,2009,10,4,-89,276,0.333,139.4,164.6,168,NA,206.6,NA,198.2,221.7,161.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
276.375,2009,10,4,-89,276,0.375,137.7,157.9,164.6,NA,179.7,NA,179.7,178,134.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
276.417,2009,10,4,-89,276,0.417,228.4,198.2,574.4,NA,882,NA,433.3,335.9,342.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
276.458,2009,10,4,-89,276,0.458,332.5,356,334.2,NA,419.9,NA,372.8,460.2,480.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
276.5,2009,10,4,-89,276,0.5,604.5,352.6,248.5,NA,639.8,NA,295.5,268.7,332.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
276.542,2009,10,4,-89,276,0.542,797.5,431.5,690.1,NA,268.6,NA,181.3,117.5,695.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
276.583,2009,10,4,-89,276,0.583,115.8,87.3,117.5,NA,120.9,NA,188,117.5,63.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
276.625,2009,10,4,-89,276,0.625,85.6,72.2,83.9,NA,89,NA,73.88,77.23,53.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
276.667,2009,10,4,-89,276,0.667,43.65,45.33,50.37,NA,47.01,NA,43.65,41.97,30.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
276.708,2009,10,4,-89,276,0.708,11.75,13.43,15.11,NA,13.43,NA,11.75,11.75,10.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
276.75,2009,10,4,-89,276,0.75,0,0,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
276.792,2009,10,4,-89,276,0.792,0,0,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
276.833,2009,10,4,-89,276,0.833,0,0,0,NA,0,NA,0,1.679,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
276.875,2009,10,4,-89,276,0.875,0,0,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
276.917,2009,10,4,-89,276,0.917,0,0,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
