times,year,month,day,JD,JD2009,dayFraction,G01Q,G02Q,G03Q,G04Q,G05Q,G06Q,G07Q,G08Q,G09Q,G10Q,G11Q,G12Q,S01Q,S02Q,S03Q,S04Q,S05Q,S06Q,S07Q,S08Q,S09Q,S10Q,S11Q,S12Q
882.75,2011,6,2,517,882,0.75,27.45272727,37.31454545,40.89909091,26.56181818,9.378181818,49.10636364,40.64454545,43.33727273,12.33090909,34.11181818,34.90090909,31.31636364,10.0365,6.8325,8.9265,7.5275,8.9265,7.3925,9.0665,7.2475,8.9265,9.2065,10.8765,7.1075
882.792,2011,6,2,517,882,0.792,28.21,35.93818182,40.05727273,29.12636364,10.44727273,46.89454545,36.44727273,37.10909091,11.21090909,34.79272727,33.34727273,27.17181818,9.235,5.5945,7.6945,6.575,7.2715,5.4545,7.69,7.134,5.8715,7.41,9.935,6.1535
882.833,2011,6,2,517,882,0.833,10.14181818,12.04636364,15.02454545,9.481636364,3.075727273,17.05636364,13.85363636,14.89727273,4.88,12.17363636,12.04636364,10.65090909,4.721,2.512,4.446,2.2275,3.2085,2.6515,3.3485,3.069,2.9315,2.929,4.7435,2.7915
882.875,2011,6,2,517,882,0.875,0.508181818,0.508181818,0.635454545,0.508181818,0,0.762727273,0.508181818,0.635454545,0.254090909,0.508181818,0.508181818,0.508181818,1.678,1.398,0,0,0.2775,0,0.2775,0.417,0.557,0.2775,0.275,0.1375
882.917,2011,6,2,517,882,0.917,0,0,0,0,0,0,0,0,0,0,0,0,1.678,0,0,0,0,NA,0,0.14,0,0,0.14,0.834
882.958,2011,6,2,517,882,0.958,0,0,0,0,0,0,0,0,0,0,0,0,0.417,0,0,0,0,1.678,0,1.678,0,0,0,0.0025
883,2011,6,3,518,883,0,0,0,0,0,0,0,0,0,0,0,0,0,0.699,0,0.2795,NA,0,0.1375,0,0.1375,0.8415,0.8415,0,0.4195
883.0417,2011,6,3,518,883,0.0417,0,0,0,0,0,0,0,0,1.169363636,0,0,0,NA,0,0.981,NA,0,1.678,0,0,0.979,0.1375,0,0.834
883.0833,2011,6,3,518,883,0.0833,0,0,0,0,0,0,0,0,0,0,0,0,0.142,0,0.2775,0,0,0,0,0,0.839,0.14,0.14,1.678
883.125,2011,6,3,518,883,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,1.121,0.14,0,0.2795,0,0.8415,1.398,0,0,0
883.167,2011,6,3,518,883,0.167,0,0,0,0,0,0,0,0,0,0,0,0,0.14,NA,0.27,0.555,0,0.275,0,0.979,0.2775,0.981,1.678,0
883.208,2011,6,3,518,883,0.208,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0.9835,0.9835,0,1.263,0,0.2775,0,0.839,0,0
883.25,2011,6,3,518,883,0.25,12.58409091,18.93272727,21.40181818,15.04818182,4.930909091,31.39,26.58909091,27.37818182,7.525909091,17.64,26.58909091,23.73818182,6.1675,2.381,4.4805,4.62,4.343,3.22,4.343,3.642,3.3625,4.3405,4.6225,2.943
883.292,2011,6,3,518,883,0.292,21.04636364,29.32909091,33.07090909,23.51,8.924090909,63.29,46.40909091,45.75272727,12.52909091,30.88181818,77.05454545,45.6,9.23,6.7185,8.6745,8.6745,9.7915,6.716,11.75,21.845,9.2345,7.4125,11.195,7.275
883.333,2011,6,3,518,883,0.333,31.64545455,95.89090909,49.03181818,69.64090909,12.52909091,126.1,525.9181818,382.6454545,20.28272727,96.76818182,486.6727273,483.2454545,20.575,10.35,41.88,21.405,137.45,60.18,17.905,15.075,23.65,14.55,23.075,11.325
883.375,2011,6,3,518,883,0.375,69.70909091,73.39545455,77.42545455,74.41636364,46.56545455,1122.818182,789.0909091,1006.545455,466.5,464.0272727,230.8818182,820.2272727,81.225,17.905,29.015,240.9,111.25,73.075,32.72,22.655,23.755,26.43,27.835,128.635
883.417,2011,6,3,518,883,0.417,172.0454545,306.6272727,267.6,477.6,394.2909091,1591.090909,960.9090909,1645.363636,227.2818182,1164.272727,237.6090909,1193.727273,273.3,37.09,283.025,61.395,63.77,86.335,823.55,631.31,44.65,347.3,62.835,53.84
883.458,2011,6,3,518,883,0.458,714.8181818,330.6818182,223.9545455,391.8090909,79.67636364,1402.545455,532.8545455,1178.181818,109.4272727,1070.181818,195.3272727,618.6909091,198.55,610.8,51,119.41,879.35,465.6,260.25,495.1,206.765,136.845,239.6,70.49
883.5,2011,6,3,518,883,0.5,1474.727273,1553.454545,1526.272727,475.8090909,102.8345455,1589.181818,544.8090909,1913.181818,122.1,1383.272727,115.1636364,1389.181818,177.3,119.73,767.4,50.555,224.755,128.33,865.45,344.75,395.35,61.975,78.44,178.6
883.542,2011,6,3,518,883,0.542,1702.272727,492.2181818,1984.363636,726.8636364,96.42727273,1986.454545,1922.727273,2144,138.9909091,NA,1164.545455,1567.909091,724.95,101.05,280.39,730.8,69.955,142.45,281.36,135.4,78.11,165.95,53.11,62.845
883.583,2011,6,3,518,883,0.583,1557.818182,654.5545455,1538,413.9454545,199.9272727,1481.909091,1458.181818,679.1272727,198.4272727,NA,368.1454545,730.3818182,152.18,104.34,64.905,248.59,245.15,61.675,80.105,113.25,348.75,1082.15,76.775,109.65
883.625,2011,6,3,518,883,0.625,1495.727273,232.3727273,395.8727273,610.0545455,135.3,1621.545455,1645.636364,466.6545455,101.3863636,NA,989.5,132.9945455,92.535,80.64,50.69,41.34,56.885,43.305,137.425,36.795,103.18,256.99,42.585,93.42
883.667,2011,6,3,518,883,0.667,1252.818182,915.9090909,482.9363636,1263.545455,328.3090909,310.6,325.8454545,95.59636364,89.12909091,NA,89.45090909,214.8090909,33.55,56.53,33.82,121.055,29.195,48.82,127.85,67.38,23.06,42.49,75.05,57.055
883.708,2011,6,3,518,883,0.708,624.8,392.3,402.7181818,457.0909091,80.31636364,157.5727273,95.20909091,77.13090909,39.81545455,NA,90.35818182,94.21363636,65.965,71.95,24.185,90,52.015,16.565,60.615,77.4,35.505,21.375,35.115,30.21
883.75,2011,6,3,518,883,0.75,159.0636364,66.83181818,64.38818182,69.42545455,30.82272727,69.74545455,65.61454545,43.96181818,20.35454545,NA,45.48454545,44.26181818,17.745,9.775,17.6,19.32,27.985,8.66,17.82,15.37,13.27,19.845,40.935,12.695
883.792,2011,6,3,518,883,0.792,26.37727273,36.06090909,39.16090909,32.40090909,10.82363636,43.53454545,34.66545455,31.05090909,12.63090909,NA,30.66909091,25.63909091,8.38,5.8695,7.965,6.7015,10.44,5.8695,8.94,7.2615,7.54,8.665,10.48,6.5615
883.833,2011,6,3,518,883,0.833,10.26909091,14.76454545,15.27363636,11.02818182,4.498636364,18.75636364,14.63727273,14.38272727,5.260909091,NA,13.61909091,12.47818182,4.189,2.7915,3.49,3.071,3.3485,2.512,3.3485,3.071,3.2085,3.486,3.6255,2.9315
883.875,2011,6,3,518,883,0.875,0.508181818,0.762272727,0.762272727,0.508181818,0,1.016818182,0.762272727,0.889545455,0.254090909,NA,0.508181818,0.508181818,0.275,0.2775,0.275,0.979,0.2775,1.1185,0.2775,0.2775,0.55,0.2775,0.1375,0.2775
883.917,2011,6,3,518,883,0.917,0,0,0,0,0,0,0,0,0,NA,0,0,0.555,0,NA,0,0,NA,0,0,0,NA,0,0
883.958,2011,6,3,518,883,0.958,0,0,0,0,0,0,0,0,0,NA,0,0,0.4215,NA,0.0025,1.121,0,NA,0,0.14,1.121,0,0,0
884,2011,6,4,519,884,0,0,0,0,0,0,0,0,0,0,NA,0,0,0.555,0.142,0,0,0,0,0,0,0.979,0,0,3.355
884.0417,2011,6,4,519,884,0.0417,0,0,0,0,0,0,0,0,0,NA,0,0,0.282,0,0.14,0,0,0,0,0,0.417,0,0,0.5545
884.0833,2011,6,4,519,884,0.0833,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0.14,0,0,0,0.2795
884.125,2011,6,4,519,884,0.125,0,0,0,0,0,0,0,0,0,NA,0,0,0.555,0,0.14,0,0,0,0,0,0.14,0,0,0
884.167,2011,6,4,519,884,0.167,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,1.678,0,0,0,0,0.555,0,0,0
884.208,2011,6,4,519,884,0.208,0,0,0,0,0,0,1.042545455,0,0,NA,0,0,0.14,0,0.4195,0.6965,0,0.981,0,0,0,NA,0.8415,0.275
884.25,2011,6,4,519,884,0.25,10.87863636,15.93454545,17.36,13.09363636,4.930909091,25.01090909,19.95090909,19.95090909,5.312272727,NA,19.69636364,19.56909091,3.2225,2.381,2.381,3.3625,3.502,2.239,3.3625,2.2415,2.521,2.5235,4.76,2.104
884.292,2011,6,4,519,884,0.292,25.59727273,36.85818182,39.17,28.06090909,9.179090909,73.14545455,56.02545455,49.76909091,15.38,NA,84.59545455,54.77363636,9.655,6.7185,8.819,10.075,10.775,7.4175,14,10.92,8.8175,8.3995,12.175,7.4175
884.333,2011,6,4,519,884,0.333,38.07545455,66.29,60.23727273,72.49545455,15.76181818,150.3,498.1727273,321.6909091,24.65545455,NA,449.9636364,481.5454545,25.76,12.31,26.88,21.825,138.05,42.97,19.58,15.1,21.41,15.11,25.455,13.15
884.375,2011,6,4,519,884,0.375,76.95909091,92.47727273,99.03636364,87.09272727,35.20363636,1098,744.5454545,989.1363636,441.8181818,NA,584.8636364,811.5,67.57,20.7,29.765,185.3,97.7,77.26,37.07,24.895,25.025,48.8,39.455,137.28
884.417,2011,6,4,519,884,0.417,155.5272727,322.8181818,196.5181818,374.8909091,86.33636364,1226.636364,755.2090909,1279,194.9363636,NA,199.8363636,916.6363636,162.1,33.155,274.035,54.445,66.925,49.66,226.55,328.765,50.8,43.635,107.22,51.335
884.458,2011,6,4,519,884,0.458,961.4545455,334.3181818,271.6636364,427.8272727,83.74545455,1651.909091,1208.090909,1739.727273,118.6,NA,257.4545455,1133.545455,137.8,638.3,65.255,61.695,804.45,401.45,154.25,590.85,176.13,52.005,410.5,53.83
884.5,2011,6,4,519,884,0.5,1527.909091,1542.272727,1435.454545,559.9181818,89.10727273,1747.818182,850.2909091,1979.090909,119.8727273,NA,114.1181818,1391.454545,400.95,114.14,689.8,43.85,201.56,120.94,874.65,422.85,717.2,278.9,93.46,347.95
884.542,2011,6,4,519,884,0.542,1422.909091,485.2181818,1658.909091,482.0727273,85.27272727,1635.909091,1658.454545,1778.363636,115.4,NA,909.2727273,1250.818182,379.15,115.35,224.005,217.25,65.6,81.695,283.995,103.44,124.98,175.55,49.755,73.02
884.583,2011,6,4,519,884,0.583,1195.909091,661.7363636,1377.181818,326.6181818,161.3090909,1425.545455,1411,624.0909091,112.1,NA,335.7545455,645.2545455,80.625,101.525,64.625,151.725,205,104.655,67.4,66.26,66.02,749.5,73.605,97.355
884.625,2011,6,4,519,884,0.625,657.9727273,401.6545455,506.0181818,618.8363636,191.9090909,835.5818182,697.2363636,425.1454545,195.7636364,NA,354.8909091,248.1818182,96.15,63.73,70.745,65.84,91.195,65.845,99.3,56.745,71.855,182.805,88.65,75.06
884.667,2011,6,4,519,884,0.667,1102.909091,930.2727273,413.7818182,1036.090909,305.7909091,423.0909091,511.5090909,249.6727273,135.1545455,NA,219.8909091,275.1818182,64.14,74.39,52.54,65.72,56.3,44.72,100.9,86.785,49.88,60.915,109.98,55.76
884.708,2011,6,4,519,884,0.708,359.1363636,289.2818182,289.5181818,294.8636364,71.75272727,221.5545455,163.5818182,135.9,58.90181818,NA,141.2454545,115.6090909,50.7,35.29,30.87,49.315,38.27,24.015,43.84,43.025,31.98,34.775,49.47,36.045
884.75,2011,6,4,519,884,0.75,164.8272727,153.3727273,150.0545455,126.6909091,41.42090909,168.2090909,127.7090909,111.8818182,38.31545455,NA,97.9,79.32909091,26.56,18.59,22.505,23.725,29.235,19.58,23.185,22.365,19.71,24.88,31.315,20.82
884.792,2011,6,4,519,884,0.792,44.01,63.15090909,64.97090909,55.29272727,17.73818182,66.60727273,51.48363636,46.22454545,16.69454545,NA,43.53090909,34.66181818,12.975,9.0665,10.1815,9.4825,13.24,8.0825,12.985,11.445,10.745,12.985,16.05,10.745
884.833,2011,6,4,519,884,0.833,16.16,23.32909091,23.58363636,16.92363636,5.898181818,26.15454545,20.50818182,19.36272727,6.657272727,NA,17.43272727,15.39636364,4.884,4.3315,3.488,2.6515,5.3075,4.455,5.445,4.7485,3.206,4.3245,6.1425,4.0475
884.875,2011,6,4,519,884,0.875,0.508181818,0.762272727,0.762272727,0.635454545,0.127272727,0.762272727,0.762272727,0.762272727,0.127272727,NA,0.762272727,0.635454545,0.1375,1.256,0.8415,1.2605,0.4145,0,0.4145,1.396,0.559,0.2775,0.4145,0.6965
884.917,2011,6,4,519,884,0.917,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0.2775,0.417,0.2775,0,0.14,0,0,0,0,0,0.14
884.958,2011,6,4,519,884,0.958,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,1.678,0,0,0,0,0,0.981
885,2011,6,5,520,885,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0.0025,0,0.2775,0,0,NA,0,0,0.2775
885.0417,2011,6,5,520,885,0.0417,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0.981,0,0.8415,0.142,0,0.8415,0
885.0833,2011,6,5,520,885,0.0833,0,0,0,0,0,0,0,0,0,NA,0,0,3.355,0,1.678,1.678,0,1.1185,0,0.417,0.14,0,0.1375,0
885.125,2011,6,5,520,885,0.125,0,0,0,0,0,0,0,0,0,NA,0,0,0.541,0,0.839,0.839,0,NA,0,0.14,NA,0,0,0
885.167,2011,6,5,520,885,0.167,0,0,0,0,0,0,0,0,0,NA,0,0,0.0045,0,0.829,0.1375,0,0.4215,0,1.121,1.678,0,0,0
885.208,2011,6,5,520,885,0.208,0,0,0,0,0,0,0,0,1.042545455,NA,0,0,1.678,0.2795,0,1.678,0,1.678,0,0,0,0,0,0
885.25,2011,6,5,520,885,0.25,12.83909091,17.36,19.82363636,15.04818182,4.930909091,29.68454545,24.75636364,24.75636364,6.61,NA,22.67454545,22.54727273,4.62,3.3625,3.7835,3.4995,4.343,3.7795,4.203,4.203,3.502,3.502,4.343,3.0825
885.292,2011,6,5,520,885,0.292,34.13454545,52.61,55.71545455,39.57181818,12.02454545,98.45454545,82.9,83.91818182,22.36454545,NA,98.51363636,83.62727273,14.555,8.8165,13.435,13.72,15.115,10.915,15.115,11.195,10.775,11.055,15.115,10.075
885.333,2011,6,5,520,885,0.333,45.49909091,67.13,66.39272727,67.81727273,16.78,156,472.4,272.3636364,28.77454545,NA,426.7090909,466.2090909,32.47,13.85,20.56,24.34,154.6,50.115,21.54,16.64,18.46,16.085,24.475,14.405
885.375,2011,6,5,520,885,0.375,69.11,73.84,77.80636364,75.81090909,31.54363636,1080.272727,796.8636364,987.7727273,434.5272727,NA,563.1363636,812.3636364,140.15,21.815,26.715,131.75,114.95,74.02,40.435,23.215,21.11,36.07,34.55,281.965
885.417,2011,6,5,520,885,0.417,117.1636364,289.0636364,152.9818182,431.3818182,629,1455.454545,848.2727273,1514.090909,193.9181818,NA,116.0818182,1083.545455,125.595,22.095,350.885,39.125,53.01,39.85,342.75,311.69,40.165,44.885,35.925,68.91
885.458,2011,6,5,520,885,0.458,963.3636364,374.7454545,237.0090909,937.8181818,108.1909091,1697.272727,846.6363636,1814,112.0727273,NA,242.5818182,1155,140.09,712.05,60.375,85.385,843.15,575.05,148.45,349.85,204.705,136.89,412.1,54.255
885.5,2011,6,5,520,885,0.5,1079.727273,923.7272727,913,510.6181818,113.0454545,1218.818182,938.5818182,1572.181818,179.8909091,NA,289.2,1059.454545,209.2,174.7,236.45,75.71,244.2,194.9,320.15,208.4,337.65,152.55,144.85,350.1
885.542,2011,6,5,520,885,0.542,1307.181818,609.6727273,1558.090909,545.7363636,106.6727273,1598.818182,1618.545455,1832.727273,126.9181818,NA,914.7727273,1279.909091,350.85,129.9,160.34,246.8,117.785,76.805,181.78,78.035,73.875,150.95,104.2,86.405
885.583,2011,6,5,520,885,0.583,526.8818182,519.8545455,678.5818182,373.1090909,105.2545455,721.1636364,640.8363636,620.6727273,140.7181818,NA,431.5181818,432.0545455,111.45,70.845,74.675,97.24,115.8,72.285,86.7,82.885,75.385,157.9,105.05,83.475
885.625,2011,6,5,520,885,0.625,372.3090909,456.5909091,489.1272727,358.2363636,119.1272727,588.9727273,473.4454545,445.2545455,124.5272727,NA,345.8727273,301.4,93.85,61.66,73.405,70.325,83.46,62.345,81.355,63.475,66.815,83.05,97.6,71.15
885.667,2011,6,5,520,885,0.667,199.9636364,296.8545455,313.9636364,202.1545455,61.39727273,347.3454545,282.0636364,272.9,81.17727273,NA,217.9272727,190.2727273,55.295,35.46,43.425,42.45,49.43,37.005,46.775,38.12,39.245,48.035,61.59,40.63
885.708,2011,6,5,520,885,0.708,234.7272727,314.9181818,332.4636364,261.8181818,68.40363636,330.2,260.9363636,248.2909091,76.04,NA,197.2727273,163.0454545,55.35,38.44,39.69,40.53,47.94,34.665,44.025,40.81,38.995,46.12,57.725,39.555
885.75,2011,6,5,520,885,0.75,123.8090909,174.0454545,181.0272727,137.4272727,38.58,199.5181818,156.0545455,145.2272727,45.48909091,NA,128.4272727,104.1545455,33.95,21.515,26.41,25.015,31.86,21.23,27.385,23.475,23.05,27.38,36.465,23.75
885.792,2011,6,5,520,885,0.792,52.27636364,72.62363636,75.09272727,57.79,17.76818182,82.08,62.36636364,57.25454545,18.93363636,NA,52.14909091,42.77090909,16.47,9.91,13.4,12.285,13.53,9.635,13.12,12.15,10.75,12.98,16.885,11.59
885.833,2011,6,5,520,885,0.833,14.58727273,22.38727273,22.64181818,15.09636364,5.643636364,27.01545455,20.86454545,20.35545455,6.784545455,NA,16.11454545,14.58727273,5.434,3.7655,4.32,4.1825,4.7415,3.206,4.602,4.1825,3.905,4.462,6.5575,4.8835
885.875,2011,6,5,520,885,0.875,0.254090909,0.254090909,0.381363636,0.254090909,0,0.508181818,0.381363636,0.508181818,0,NA,0.254090909,0.254090909,0.557,0.1375,NA,0,0.1375,0.2775,0.2775,0.1375,0.2775,0.1375,0.275,1.256
885.917,2011,6,5,520,885,0.917,0,0,0,0,0,0,0,0,0,NA,0,0,0,0.275,1.1235,0.4195,0,0.4195,0,0.275,0.27,0,NA,0.829
885.958,2011,6,5,520,885,0.958,0,0,0,0,0,0,0,0,0,NA,0,0,0,0.8435,0,NA,0.14,NA,0,0,0,0.14,0,1.678
886,2011,6,6,521,886,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0.839,0.14,0,0,0,0,NA,0.275,0,0,0.1375
886.0417,2011,6,6,521,886,0.0417,0,0,0,0,0,0,0,0.254090909,0,NA,0,0,0.2795,0,0.2795,0,0,0.14,0,0,0,0,0.8415,0.14
886.0833,2011,6,6,521,886,0.0833,0,0,0,0,0,0,0,NA,0.127272727,NA,0,0,NA,0.275,0,0,0,1.678,0,NA,NA,NA,0.1375,0
886.125,2011,6,6,521,886,0.125,0,0,0,0,0,0,0.915272727,0,0,NA,0,0,0,0,0.14,0.981,0,0.2775,0,0.0025,0,0.0025,0,0
886.167,2011,6,6,521,886,0.167,0,0,0,0,0,0,0,0,0.127272727,NA,0,0,1.678,0,0.14,0.1375,0,NA,0,0,0.275,0,0,0
886.208,2011,6,6,521,886,0.208,0,0,0,0,0,0,0,1.042545455,0,NA,0,0,1.398,0,0.981,0,0,0,0,0,0,0,0,0
886.25,2011,6,6,521,886,0.25,11.795,15.68454545,17.23272727,11.92272727,3.762090909,24.75636364,19.95090909,19.69636364,6.482727273,NA,19.69636364,19.44181818,3.36,2.2415,2.6585,2.2415,3.502,1.118,3.0825,2.803,2.803,3.2225,4.343,2.381
886.292,2011,6,6,521,886,0.292,24.68090909,35.27545455,38.12636364,26.10636364,9.306363636,69.74545455,58.99363636,52.23272727,17.58909091,NA,78.61818182,56.35181818,10.636,6.016,9.656,9.796,10.775,7.288,14.835,11.1985,7.9775,8.537,11.47,7.2775
886.333,2011,6,6,521,886,0.333,42.52090909,72.49090909,59.70818182,60.41909091,15.38,157.4909091,488.1909091,278.1363636,25.31727273,NA,449.1909091,474.0636364,29.54,11.19,18.33,22.81,159.25,132.01,18.175,20,16.37,14.69,20.28,12.45
886.375,2011,6,6,521,886,0.375,62.09545455,70.50545455,76.71454545,73.65090909,30.24545455,1092.181818,798.6363636,986.1363636,430.0909091,NA,656.1363636,786.1363636,98.14,25.59,23.91,101.5,80.18,71.845,35.535,20.69,20.415,34.115,27.55,266.57
886.417,2011,6,6,521,886,0.417,98.05454545,239.0181818,131.8181818,430.5090909,750.1363636,1471.636364,856.7272727,1541.727273,178.0636364,NA,108.5181818,1047.727273,68.975,20.56,320.45,34.97,54.63,29.365,290.65,338.91,32.32,58.745,297.82,64.095
886.458,2011,6,6,521,886,0.458,939.5909091,411.0090909,300.5181818,992.4090909,184.4545455,1708.454545,839.7090909,1833.090909,111.4454545,NA,197.5454545,1107,104.05,558.6,51.455,75.635,831.4,722.1,101.4,241.75,126.12,111.72,330,52.46
886.5,2011,6,6,521,886,0.5,1236.909091,1504.272727,1471.5,367.5090909,90.89090909,1652.272727,789.6818182,1702.636364,136,NA,238.1,1187.181818,655.3,144.86,473.7,58.5,187.47,125.9,373.95,120.55,769.35,134.35,94.6,534.3
886.542,2011,6,6,521,886,0.542,1325.272727,645.8545455,1517.181818,493.3454545,96.34545455,1571.818182,1460.272727,1486.272727,137.7181818,NA,1048.318182,1048.090909,257.15,121.6,196.565,187.935,161.04,75.845,129.15,76.82,164.98,115.3,86.25,135.68
886.583,2011,6,6,521,886,0.583,658.9818182,383.7181818,721.2,276.8272727,143.8909091,794.7636364,765.9090909,523.6363636,82.91272727,NA,299.7636364,427.8363636,86.68,69.905,49.595,80.145,96.88,44.515,95.72,74.875,101.995,227.75,60.2,71.82
886.625,2011,6,6,521,886,0.625,1550.909091,298.1,418.9909091,1580.727273,788.2727273,1758.818182,1706.636364,438.3818182,469.4636364,NA,640.5,209.8090909,74.895,91.35,57.865,51.71,64.725,55.93,222.05,40.545,53.67,219.45,79.285,114.3
886.667,2011,6,6,521,886,0.667,1283.454545,904.1818182,226.7,1191.909091,511.0618182,416.7181818,369.8181818,172.0818182,81.74363636,NA,140.2454545,199.8636364,45.26,74.875,50.715,45.435,37.68,53.525,147.05,117.235,42.32,46.145,56.825,75.315
886.708,2011,6,6,521,886,0.708,634.1090909,422.2818182,402.7363636,473.0181818,54.63454545,124.7909091,94.46909091,66.26727273,56.98181818,NA,96.86727273,64.20909091,94.575,59.63,19.55,63.325,44.98,17.98,40.74,90.545,23.185,30.305,28.19,38.15
886.75,2011,6,6,521,886,0.75,154.0490909,66.80181818,60.93090909,61.20727273,22.61545455,80.34545455,65.16181818,43.07090909,17.50363636,NA,41.36545455,34.91,13.125,11.29,12.29,15.575,28.27,8.654,14.485,14.245,10.055,17.455,19.56,10.174
886.792,2011,6,6,521,886,0.792,27.28909091,36.56,39.15636364,35.19636364,10.69636364,45.73909091,34.52818182,29.24363636,11.46,NA,30.54181818,24.08636364,7.2605,5.725,6.5605,7.1205,10.429,4.607,7.684,5.5805,5.3035,7.819,10.615,6.2865
886.833,2011,6,6,521,886,0.833,11.56272727,15.80363636,17.35636364,13.49181818,4.497636364,19.91727273,15.80363636,14.91727273,5.132636364,NA,13.61909091,11.43545455,4.7515,1.67,3.771,2.511,3.2075,2.513,3.2075,2.513,2.7925,2.2265,4.605,3.07
886.875,2011,6,6,521,886,0.875,0.508181818,0.762272727,0.762272727,0.635454545,0.254090909,1.270454545,0.762272727,0.762272727,0.127272727,NA,0.762272727,0.635454545,0.9715,0.275,0.275,0.417,0.277,NA,0.417,NA,NA,0.14,0.5545,0.5565
886.917,2011,6,6,521,886,0.917,0,0,0,0,0,0,0,0,0,NA,0,0,1.677,NA,0,0,0,0,0,0,0.1445,0,0,0
886.958,2011,6,6,521,886,0.958,0,0,0,0,0,0,0,0,0,NA,0,0,0.417,0,0.841,NA,0,0.2795,0,0,0,0,0,NA
887,2011,6,7,522,887,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0.0025,0.27,NA,0,NA,0,0.9805,0.2795,0,0,0.843
887.0417,2011,6,7,522,887,0.0417,0,0,0,0,0,0,0,0,0,NA,0,0,0.9835,0,0,0,0,0.142,0,0.27,NA,0,0,0
887.0833,2011,6,7,522,887,0.0833,0,0,0,0,0,0,0,0,0,NA,0,0,0.2775,0.14,0,0.14,0,0.4195,0,0.0025,0.8435,0,0,NA
887.125,2011,6,7,522,887,0.125,0,0,0,0,0,0,0,0,0,NA,0,0,0.834,0,0.14,0.4195,0,0.555,0,0,0,0,0.555,0
887.167,2011,6,7,522,887,0.167,0,0,0,0,0,0,0,0,0,NA,0,0,1.678,0,1.962,0.14,0,1.1235,0,0.4195,0.14,0,0,0.14
887.208,2011,6,7,522,887,0.208,0,0,0,0,0,0,0,1.042545455,0,NA,0,0,1.678,0.275,0.5545,0.981,0,1.2585,0,0.14,0.2795,1.678,1.678,0
887.25,2011,6,7,522,887,0.25,11.92272727,15.93454545,17.23272727,12.05,3.762090909,25.01090909,19.82363636,19.69636364,5.439090909,NA,19.69636364,18.40363636,4.201,1.403,3.3625,3.4995,3.0825,3.36,3.3625,3.0825,2.2415,3.4995,3.919,2.381
887.292,2011,6,7,522,887,0.292,23.51,35.15272727,37.21,24.93545455,9.179090909,70.8,60.82636364,49.51454545,16.16363636,NA,72.21818182,50.27818182,9.6515,6.3015,9.514,9.654,10.075,7.555,15.115,11.195,8.12,8.537,11.195,7.1375
887.333,2011,6,7,522,887,0.333,49.38454545,73.4,61.76454545,61.92,15.25272727,153.5363636,488.0090909,200.2727273,23.89181818,NA,432.6909091,463.3181818,22.535,12.31,16.785,21.265,175.35,53.66,16.915,31.915,17.625,13.57,19.3,13.15
887.375,2011,6,7,522,887,0.375,64.38636364,69.18727273,81.72909091,67.28727273,31.92545455,1080.545455,793.4090909,968,401.5272727,NA,690.3636364,749.9272727,58.35,24.05,24.05,81.685,111.65,55.83,30.92,21.36,19.715,30.345,32.45,264.065
887.417,2011,6,7,522,887,0.417,110.0181818,102.2545455,165.7272727,417.6454545,664.4090909,1464.636364,850.3636364,1518.454545,174.5909091,NA,116.7727273,1003.909091,123.385,21.68,343.235,27.65,51.755,49.225,198.175,374.78,30.64,79.13,67.22,64.23
887.458,2011,6,7,522,887,0.458,959.3636364,243.9181818,340.4909091,905.6363636,350.3454545,1736.363636,673.6727273,1839.090909,104.8909091,NA,172.3545455,1103.727273,82.39,730.75,28.51,85.845,846.4,713.45,52.785,282,170.42,86.405,376,38.175
887.5,2011,6,7,522,887,0.5,1586.090909,1643.727273,1552.636364,466.5454545,77.56,1816.545455,1289.363636,2063.454545,122.1181818,NA,146.9454545,1345.636364,681.615,196.785,561.5,46.97,243.95,178.68,349.9,198,561,188.3,95.195,932.65
